,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Brian O'Neill,RW,MCH,26.289,71,22,36,22,58,80,166,13.25,0.31,0.51,0.31,0.82,1.13,2.34
1,Andy Miele,C,GR,26.418,71,26,21,23,47,70,145,17.93,0.37,0.3,0.32,0.66,0.99,2.04
2,Jordan Weal,C,MCH,22.418,73,20,31,18,51,69,183,10.93,0.27,0.42,0.25,0.7,0.95,2.51
3,Jonathan Marchessault,RW,SYR,23.718,68,24,26,17,50,67,257,9.34,0.35,0.38,0.25,0.74,0.99,3.78
4,Chris Bourque,LW,HFD,28.628,73,29,23,14,52,66,198,14.65,0.4,0.32,0.19,0.71,0.9,2.71
5,Shane Prince,LW,BNG,21.829,72,28,20,17,48,65,193,14.51,0.39,0.28,0.24,0.67,0.9,2.68
6,Dustin Jeffrey,C,UTI/BRI,26.549,69,25,21,18,46,64,133,18.8,0.36,0.3,0.26,0.67,0.93,1.93
7,Andrew Agozzino,LW,LE,23.699,74,30,17,17,47,64,252,11.9,0.41,0.23,0.23,0.64,0.86,3.41
8,Travis Morin,C,TEX,30.684,63,22,20,21,42,63,172,12.79,0.35,0.32,0.33,0.67,1.0,2.73
9,Cal O'Reilly,C,UTI,27.96,76,10,32,19,42,61,96,10.42,0.13,0.42,0.25,0.55,0.8,1.26
10,Connor Brown,RW,TOR,20.668,76,21,26,14,47,61,131,16.03,0.28,0.34,0.18,0.62,0.8,1.72
11,Teemu Pulkkinen,LW,GR,22.703,46,34,18,9,52,61,189,17.99,0.74,0.39,0.2,1.13,1.33,4.11
12,Chris Wideman,D,BNG,24.688,75,19,27,15,46,61,229,8.3,0.25,0.36,0.2,0.61,0.81,3.05
13,Alan Quine,C,BRI,21.553,75,23,17,21,40,61,139,16.55,0.31,0.23,0.28,0.53,0.81,1.85
14,Andrew Miller,RW,OKC,25.991,63,27,24,9,51,60,149,18.12,0.43,0.38,0.14,0.81,0.95,2.37
15,T.J. Hensick,C,HAM,28.764,75,19,23,18,42,60,183,10.38,0.25,0.31,0.24,0.56,0.8,2.44
16,Joe Whitney,LW,ALB,26.607,66,23,19,18,42,60,166,13.86,0.35,0.29,0.27,0.64,0.91,2.52
17,Tim Kennedy,C,HER,28.378,75,11,27,21,38,59,90,12.22,0.15,0.36,0.28,0.51,0.79,1.2
18,Bobby Butler,RW,SA,27.39,68,27,18,14,45,59,164,16.46,0.4,0.26,0.21,0.66,0.87,2.41
19,Cole Schneider,LW,BNG,24.055,69,29,19,10,48,58,174,16.67,0.42,0.28,0.14,0.7,0.84,2.52
20,Yanni Gourde,LW,SYR,22.752,76,29,15,13,44,57,163,17.79,0.38,0.2,0.17,0.58,0.75,2.14
21,Charles Hudon,C,HAM,20.23,75,19,20,18,39,57,165,11.52,0.25,0.27,0.24,0.52,0.76,2.2
22,Nick Cousins,C,LV,21.156,64,22,23,11,45,56,128,17.19,0.34,0.36,0.17,0.7,0.88,2.0
23,Oscar Lindberg,C,HFD,22.881,75,28,13,15,41,56,214,13.08,0.37,0.17,0.2,0.55,0.75,2.85
24,Viktor Arvidsson,RW,MIL,21.438,70,22,20,13,42,55,272,8.09,0.31,0.29,0.19,0.6,0.79,3.89
25,Paul Thompson,RW,ALB,25.791,73,33,20,2,53,55,237,13.92,0.45,0.27,0.03,0.73,0.75,3.25
26,Brendan Leipsic,LW,TOR/MIL,20.326,74,14,23,17,37,54,154,9.09,0.19,0.31,0.23,0.5,0.73,2.08
27,Casey Wellman,RW,HER,26.911,73,25,16,13,41,54,182,13.74,0.34,0.22,0.18,0.56,0.74,2.49
28,Jason Williams,C,OKC,34.095,72,21,14,18,35,53,174,12.07,0.29,0.19,0.25,0.49,0.74,2.42
29,Jason Akeson,RW,LV,24.285,57,23,16,14,39,53,182,12.64,0.4,0.28,0.25,0.68,0.93,3.19
30,Matthew Ford,RW,OKC,29.934,69,19,19,15,38,53,182,10.44,0.28,0.28,0.22,0.55,0.77,2.64
31,Carter Camper,C,BNG,26.194,75,15,18,19,33,52,123,12.2,0.2,0.24,0.25,0.44,0.69,1.64
32,Chris Conner,LW,HER,30.73,61,19,21,12,40,52,146,13.01,0.31,0.34,0.2,0.66,0.85,2.39
33,Colin Miller,D,MCH,21.879,70,19,11,22,30,52,186,10.22,0.27,0.16,0.31,0.43,0.74,2.66
34,T.J. Brennan,D,RFD/TOR,25.452,73,12,22,18,34,52,210,5.71,0.16,0.3,0.25,0.47,0.71,2.88
35,Alexandre Bolduc,C,POR,29.222,62,23,19,10,42,52,140,16.43,0.37,0.31,0.16,0.68,0.84,2.26
36,Brad Hunt,D,OKC,26.059,62,19,18,14,37,51,200,9.5,0.31,0.29,0.23,0.6,0.82,3.23
37,Brendan Ranford,LW,TEX,22.369,73,18,23,10,41,51,146,12.33,0.25,0.32,0.14,0.56,0.7,2.0
38,Kael Mouillierat,LW,BRI,26.769,69,24,15,11,39,50,157,15.29,0.35,0.22,0.16,0.57,0.72,2.28
39,Justin Dowling,C,TEX,23.957,65,24,22,4,46,50,148,16.22,0.37,0.34,0.06,0.71,0.77,2.28
40,Shane Harper,LW,CHI,25.619,75,32,11,7,43,50,144,22.22,0.43,0.15,0.09,0.57,0.67,1.92
41,Greg Rallo,LW,TEX,33.055,72,27,15,7,42,49,210,12.86,0.38,0.21,0.1,0.58,0.68,2.92
42,Matt Frattin,RW,TOR,26.7,59,26,16,6,42,48,156,16.67,0.44,0.27,0.1,0.71,0.81,2.64
43,Kris Newbury,C,HER,32.57,68,18,15,15,33,48,146,12.33,0.26,0.22,0.22,0.49,0.71,2.15
44,T.J. Tynan,C,SPR,22.555,75,13,24,11,37,48,135,9.63,0.17,0.32,0.15,0.49,0.64,1.8
45,Will O'Neill,D,STJ,26.382,72,10,20,18,30,48,194,5.15,0.14,0.28,0.25,0.42,0.67,2.69
46,Brendan Shinnimin,C,POR,23.688,64,22,19,6,41,47,153,14.38,0.34,0.3,0.09,0.64,0.73,2.39
47,Pat Cannone,C,CHI,28.102,64,14,10,23,24,47,109,12.84,0.22,0.16,0.36,0.38,0.73,1.7
48,Connor Brickley,LW,SA,22.555,73,22,19,6,41,47,153,14.38,0.3,0.26,0.08,0.56,0.64,2.1
49,Danny Kristo,RW,HFD,24.244,72,22,11,13,33,46,165,13.33,0.31,0.15,0.18,0.46,0.64,2.29
50,Tyler Graovac,C,IA,21.386,73,21,11,14,32,46,195,10.77,0.29,0.15,0.19,0.44,0.63,2.67
51,Mark Mancari,RW,SA,29.181,74,13,17,16,30,46,186,6.99,0.18,0.23,0.22,0.41,0.62,2.51
52,Gabriel Dumont,C,HAM,23.943,66,20,18,7,38,45,176,11.36,0.3,0.27,0.11,0.58,0.68,2.67
53,Conor Sheary,LW,WBS,22.27,58,20,12,13,32,45,127,15.75,0.34,0.21,0.22,0.55,0.78,2.19
54,Spencer Abbott,RW,RFD/TOR,26.377,65,19,18,8,37,45,140,13.57,0.29,0.28,0.12,0.57,0.69,2.15
55,Brett Olson,C,SA,27.571,76,14,21,10,35,45,181,7.73,0.18,0.28,0.13,0.46,0.59,2.38
56,Aaron Ness,D,BRI,24.329,74,8,18,19,26,45,140,5.71,0.11,0.24,0.26,0.35,0.61,1.89
57,Michael Mersch,LW,MCH,21.953,76,22,14,9,36,45,223,9.87,0.29,0.18,0.12,0.47,0.59,2.93
58,Stanislav Galiev,RW,HER,22.662,67,25,11,9,36,45,172,14.53,0.37,0.16,0.13,0.54,0.67,2.57
59,Phil Varone,C,RCH,23.781,55,15,17,12,32,44,120,12.5,0.27,0.31,0.22,0.58,0.8,2.18
60,Derek Hulak,LW,TEX,25.035,68,21,12,11,33,44,132,15.91,0.31,0.18,0.16,0.49,0.65,1.94
61,Austin Watson,C,MIL,22.673,76,26,7,11,33,44,159,16.35,0.34,0.09,0.14,0.43,0.58,2.09
62,Andrew Ebbett,C,WBS,31.702,44,17,10,17,27,44,93,18.28,0.39,0.23,0.39,0.61,1.0,2.11
63,Mark McNeill,C,RFD,21.561,63,23,12,9,35,44,160,14.37,0.37,0.19,0.14,0.56,0.7,2.54
64,Chase Balisy,RW,STJ,22.618,73,21,15,8,36,44,104,20.19,0.29,0.21,0.11,0.49,0.6,1.42
65,Harry Zolnierczyk,LW,BRI,27.04,60,18,18,8,36,44,144,12.5,0.3,0.3,0.13,0.6,0.73,2.4
66,Sean Backman,RW,MCH,28.381,76,19,11,14,30,44,239,7.95,0.25,0.14,0.18,0.39,0.58,3.14
67,Tom Kostopoulos,RW,WBS,35.642,72,16,20,8,36,44,134,11.94,0.22,0.28,0.11,0.5,0.61,1.86
68,Tim Schaller,C,RCH,23.831,65,15,15,13,30,43,169,8.88,0.23,0.23,0.2,0.46,0.66,2.6
69,Justin Shugg,RW,CHA,22.727,65,21,10,12,31,43,171,12.28,0.32,0.15,0.18,0.48,0.66,2.63
70,Kenny Agostino,LW,ADK,22.377,67,15,16,12,31,43,134,11.19,0.22,0.24,0.18,0.46,0.64,2.0
71,Alexander Khokhlachev,C,PRO,21.016,61,15,17,11,32,43,165,9.09,0.25,0.28,0.18,0.52,0.7,2.7
72,Brandon Manning,D,LV,24.282,60,11,17,15,28,43,194,5.67,0.18,0.28,0.25,0.47,0.72,3.23
73,Sven Andrighetto,C,HAM,21.487,60,14,17,12,31,43,155,9.03,0.23,0.28,0.2,0.52,0.72,2.58
74,Jordan Martinook,C,POR,22.141,62,15,19,9,34,43,164,9.15,0.24,0.31,0.15,0.55,0.69,2.65
75,Garret Ross,LW,RFD,22.306,69,21,14,8,35,43,167,12.57,0.3,0.2,0.12,0.51,0.62,2.42
76,Alexandre Grenier,RW,UTI,23.029,67,17,18,8,35,43,182,9.34,0.25,0.27,0.12,0.52,0.64,2.72
77,Brandon DeFazio,LW,UTI,26.005,75,21,12,10,33,43,186,11.29,0.28,0.16,0.13,0.44,0.57,2.48
78,Rocco Grimaldi,RW,SA,21.599,64,14,19,9,33,42,136,10.29,0.22,0.3,0.14,0.52,0.66,2.12
79,Connor Carrick,D,HER,20.425,73,8,19,15,27,42,122,6.56,0.11,0.26,0.21,0.37,0.58,1.67
80,Ty Rattie,RW,CHI,21.608,59,21,17,4,38,42,195,10.77,0.36,0.29,0.07,0.64,0.71,3.31
81,Luke Adam,C,SPR/RCH,24.244,73,16,13,13,29,42,152,10.53,0.22,0.18,0.18,0.4,0.58,2.08
82,Byron Froese,C,SA/TOR,23.513,49,18,12,12,30,42,122,14.75,0.37,0.24,0.24,0.61,0.86,2.49
83,Landon Ferraro,C,GR,23.105,70,27,7,8,34,42,235,11.49,0.39,0.1,0.11,0.49,0.6,3.36
84,Nick Shore,C,MCH,21.969,38,20,14,8,34,42,101,19.8,0.53,0.37,0.21,0.89,1.11,2.66
85,John Albert,LW,STJ,25.654,66,16,15,11,31,42,143,11.19,0.24,0.23,0.17,0.47,0.64,2.17
86,Emile Poirier,RW,ADK,19.754,55,19,19,4,38,42,110,17.27,0.35,0.35,0.07,0.69,0.76,2.0
87,Colton Sissons,C,MIL,20.86,76,25,13,4,38,42,188,13.3,0.33,0.17,0.05,0.5,0.55,2.47
88,Andrew Gordon,RW,LV,28.756,76,18,15,9,33,42,168,10.71,0.24,0.2,0.12,0.43,0.55,2.21
89,Scott Wilson,LW,WBS,22.393,55,19,13,9,32,41,147,12.93,0.35,0.24,0.16,0.58,0.75,2.67
90,Nic Dowd,C,MCH,24.304,75,9,17,15,26,41,118,7.63,0.12,0.23,0.2,0.35,0.55,1.57
91,Jeremy Welsh,C,CHI,26.377,75,20,9,12,29,41,152,13.16,0.27,0.12,0.16,0.39,0.55,2.03
92,Peter Regin,C,RFD,28.417,69,10,20,11,30,41,129,7.75,0.14,0.29,0.16,0.43,0.59,1.87
93,Bryan Lerg,LW,WOR,28.652,68,13,19,9,32,41,172,7.56,0.19,0.28,0.13,0.47,0.6,2.53
94,Carl Klingberg,RW,HFD/STJ,23.631,64,17,13,11,30,41,180,9.44,0.27,0.2,0.17,0.47,0.64,2.81
95,Mike Sislo,RW,ALB,26.654,65,20,12,8,32,40,152,13.16,0.31,0.18,0.12,0.49,0.62,2.34
96,Henrik Samuelsson,LW,POR,20.603,68,18,7,15,25,40,139,12.95,0.26,0.1,0.22,0.37,0.59,2.04
97,Evan Trupp,F,WOR,26.9,72,16,17,7,33,40,172,9.3,0.22,0.24,0.1,0.46,0.56,2.39
98,Max Friberg,RW,NOR,21.818,58,15,20,5,35,40,189,7.94,0.26,0.34,0.09,0.6,0.69,3.26
99,Bobby Sanguinetti,D,UTI,26.544,61,16,10,14,26,40,138,11.59,0.26,0.16,0.23,0.43,0.66,2.26
100,Dylan Reese,D,POR,30.046,72,10,16,14,26,40,151,6.62,0.14,0.22,0.19,0.36,0.56,2.1
101,Chris Mueller,C,HFD,28.529,64,14,9,17,23,40,138,10.14,0.22,0.14,0.27,0.36,0.62,2.16
102,Sven Baertschi,LW,UTI/ADK,21.944,51,15,12,13,27,40,113,13.27,0.29,0.24,0.25,0.53,0.78,2.22
103,Stefan Elliott,D,LE,23.625,64,19,13,8,32,40,189,10.05,0.3,0.2,0.12,0.5,0.62,2.95
104,Johan Larsson,LW,RCH,22.141,44,15,16,9,31,40,116,12.93,0.34,0.36,0.2,0.7,0.91,2.64
105,Scott Glennie,RW,TEX,23.562,69,14,10,15,24,39,109,12.84,0.2,0.14,0.22,0.35,0.57,1.58
106,Kevin Porter,C,GR,28.513,76,16,15,8,31,39,133,12.03,0.21,0.2,0.11,0.41,0.51,1.75
107,Ben Street,C,LE,27.587,44,9,16,14,25,39,172,5.23,0.2,0.36,0.32,0.57,0.89,3.91
108,Max Reinhart,C,ADK,22.612,69,15,16,8,31,39,172,8.72,0.22,0.23,0.12,0.45,0.57,2.49
109,Cory Conacher,RW,UTI/BRI,24.753,48,12,15,12,27,39,125,9.6,0.25,0.31,0.25,0.56,0.81,2.6
110,Daniel Carr,LW,HAM,22.872,76,24,7,8,31,39,177,13.56,0.32,0.09,0.11,0.41,0.51,2.33
111,Jayson Megna,RW,WBS,24.619,63,26,9,4,35,39,134,19.4,0.41,0.14,0.06,0.56,0.62,2.13
112,Nathan Paetsch,D,GR,31.464,75,8,17,13,25,38,153,5.23,0.11,0.23,0.17,0.33,0.51,2.04
113,Mike Sgarbossa,C,LE/NOR,22.141,60,10,15,13,25,38,141,7.09,0.17,0.25,0.22,0.42,0.63,2.35
114,Matt Taormina,D,WOR,27.905,76,11,7,20,18,38,146,7.53,0.14,0.09,0.26,0.24,0.5,1.92
