,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,388,198,52.344,1097,974,123,52.932,11698,10036,1662,9.08,0.906,99.67
1,Hershey Bears,388,194,52.079,1241,1019,222,48.812,11418,11266,152,9.878,0.915,101.294
2,Manchester Monarchs,388,194,54.151,1121,989,132,50.369,11766,11976,-210,9.388,0.919,101.234
3,Texas Stars,388,187,55.373,1162,1032,130,53.927,12305,11556,749,9.178,0.912,100.382
4,Chicago Wolves,388,185,53.201,1153,1043,110,50.334,11568,11709,-141,9.4,0.918,101.108
5,Milwaukee Admirals,388,182,51.756,1062,973,89,49.96,11173,11154,19,8.994,0.918,100.696
6,Binghamton Senators,388,182,53.201,1197,1122,75,48.659,12278,12936,-658,9.869,0.916,101.438
7,Norfolk Admirals,388,180,51.048,1105,1004,101,49.512,12168,11233,935,8.77,0.918,100.605
8,Toronto Marlies,388,175,52.689,1072,1026,46,49.52,11172,11496,-324,9.336,0.915,100.864
9,Rockford IceHogs,388,171,48.518,1106,1166,-60,51.2,12326,11713,613,8.846,0.901,98.977
10,Hamilton Bulldogs,388,170,45.572,1001,1021,-20,49.484,11644,11389,255,7.608,0.912,98.847
11,Grand Rapids Griffins,388,168,53.543,1165,1135,30,52.214,12255,11411,844,9.172,0.912,100.315
12,Rochester Americans,388,163,50.239,1117,1144,-27,47.302,11120,12592,-1472,9.626,0.914,100.994
13,Portland Pirates,388,162,46.969,1168,1199,-31,48.12,11505,12210,-705,9.436,0.9,99.458
14,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
15,Providence Bruins,388,159,51.457,1024,1063,-39,51.786,12291,11918,373,8.373,0.916,99.894
16,Springfield Falcons,388,158,52.207,1109,1159,-50,49.426,10872,11752,-880,10.294,0.908,101.07
17,Syracuse Crunch,388,158,49.173,1105,1162,-57,51.495,11860,11964,-104,9.036,0.902,99.264
18,Worcester Sharks,388,157,45.904,1038,1127,-89,52.638,12686,11344,1342,7.468,0.902,97.685
19,Lake Erie Monsters,388,153,47.445,1025,1088,-63,49.174,11172,11583,-411,8.589,0.909,99.507
20,Bridgeport Sound Tigers,388,148,45.901,1031,1155,-124,48.75,11484,12189,-705,8.692,0.905,99.12
21,San Antonio Rampage,388,147,46.37,1032,1144,-112,48.996,11780,12159,-379,8.256,0.911,99.272
22,Oklahoma City Barons,308,143,50.659,919,862,57,49.985,9457,9300,157,9.382,0.908,100.143
23,Charlotte Checkers,308,143,50.159,910,881,29,49.716,9773,9787,-14,9.144,0.912,100.278
24,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
25,Houston Aeros,312,132,50.966,837,815,22,49.312,8806,8880,-74,9.269,0.915,100.762
26,Peoria Rivermen,312,128,47.642,832,874,-42,48.968,9367,9666,-299,8.095,0.915,99.548
27,Albany Devils,308,116,49.688,802,897,-95,51.11,9039,8921,118,8.932,0.905,99.409
28,St. John's IceCaps,228,111,52.342,683,647,36,51.405,7155,6704,451,9.595,0.91,100.568
29,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
30,Manitoba Moose,160,66,48.425,407,434,-27,48.025,4559,4929,-370,8.595,0.916,100.15
31,Hartford Wolf Pack,156,65,48.005,425,460,-35,49.165,4476,4623,-147,9.255,0.903,99.53
32,Albany River Rats,80,39,51.5,240,226,14,49.26,2465,2539,-74,9.37,0.914,100.72
33,Lowell Devils,80,36,51.08,236,226,10,49.57,2506,2549,-43,9.31,0.915,100.84
34,Utica Comets,76,28,45.92,180,212,-32,49.19,2221,2294,-73,7.94,0.91,98.9
35,Iowa Wild,76,19,41.28,161,229,-68,46.07,2141,2506,-365,7.43,0.911,98.55
