,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cedar Rapids RoughRiders,781,412,55.089,2649,2163,486,48.897,23963,23892,71,10.724,0.916,102.309
1,Waterloo Black Hawks,776,387,53.358,2613,2306,307,54.401,26036,22342,3694,9.532,0.901,99.58
2,Omaha Lancers,721,382,49.982,2368,1950,418,49.818,22164,20588,1576,9.721,0.906,100.32
3,Green Bay Gamblers,782,375,53.612,2409,2267,142,50.906,23738,23497,241,9.622,0.914,100.941
4,Sioux Falls Stampede,779,366,50.086,2374,2367,7,49.513,23620,24114,-494,9.291,0.909,100.177
5,Lincoln Stars,782,360,47.502,2452,2422,30,48.169,25055,24039,1016,9.206,0.906,99.844
6,Tri-City Storm,781,317,51.494,2227,2475,-248,51.838,24011,23239,772,9.029,0.91,99.971
7,Sioux City Musketeers,708,301,48.033,2164,2130,34,49.726,22015,21908,107,9.02,0.905,99.483
8,Indiana Ice,600,291,55.6,2012,1909,103,53.092,18579,18409,170,10.667,0.903,100.974
9,Chicago Steel,783,290,48.6,2223,2679,-456,47.913,23129,26367,-3238,9.608,0.908,100.388
10,Des Moines Buccaneers,782,254,44.21,2267,2770,-503,47.973,24363,26452,-2089,8.57,0.9,98.54
11,Fargo Force,484,213,47.053,1405,1433,-28,49.293,14581,14899,-318,8.137,0.912,99.248
12,Dubuque Fighting Saints,364,211,56.136,1233,965,268,54.586,11679,9714,1965,9.899,0.905,100.43
13,Youngstown Phantoms,424,177,52.367,1328,1400,-72,49.042,12422,13104,-682,10.897,0.904,101.296
14,Team USA,424,162,46.554,1346,1480,-134,49.47,12919,12941,-22,10.01,0.886,98.561
15,Muskegon Lumberjacks,364,137,47.484,1070,1234,-164,48.226,11071,12250,-1179,9.353,0.903,99.628
16,Bloomington Thunder,120,58,50.775,342,333,9,53.435,3798,3311,487,8.645,0.902,98.935
17,Madison Capitols,120,42,45.33,334,403,-69,46.245,3626,4216,-590,9.02,0.907,99.735
18,River City Lancers,59,35,56.41,198,153,45,53.73,1958,1686,272,9.74,0.914,101.1
19,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
20,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
21,Danville Wings,58,26,49.24,161,166,-5,50.33,1656,1634,22,9.56,0.901,99.62
22,St. Louis Heartland Eagles,56,13,36.58,124,215,-91,39.31,1447,2234,-787,8.06,0.907,98.76
