,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Jordan Weal,C,REG,17.668,209,94,112,62,206,268,0.485,0.525,0.285,1.002,1.29
1,Linden Vey,C,M.H,18.416,212,94,107,62,201,263,0.503,0.542,0.31,1.045,1.352
2,Scott Glennie,C,BDN,18.812,191,95,94,61,189,250,0.498,0.48,0.325,0.98,1.305
3,Tyler Johnson,C,SPO,19.382,197,115,81,51,196,247,0.62,0.428,0.288,1.047,1.332
4,Brayden Schenn,C,BDN/SAS,18.318,158,88,111,45,199,244,0.64,0.85,0.23,1.49,1.72
5,Craig Cunningham,C,VAN/POR,19.257,215,92,87,55,179,234,0.415,0.432,0.27,0.848,1.125
6,Cody Eakin,C,S.C/KTN,18.564,180,107,75,40,182,222,0.598,0.45,0.24,1.052,1.288
7,Brandon Kozun,RW,CAL,19.024,137,72,88,55,160,215,0.525,0.645,0.405,1.17,1.575
8,Justin Dowling,C,S.C,19.208,206,74,89,48,163,211,0.348,0.448,0.238,0.795,1.032
9,Kellan Tochkin,RW,EVT/M.H,18.832,214,77,71,58,148,206,0.372,0.325,0.255,0.695,0.948
10,Brendan  Gallagher,RW,VAN,17.611,190,95,66,42,161,203,0.525,0.37,0.225,0.895,1.12
11,Brendan Shinnimin,C,T.C,18.939,194,73,75,55,148,203,0.43,0.45,0.312,0.878,1.19
12,Stefan Elliott,D,SAS,18.876,214,73,55,73,128,201,0.368,0.267,0.36,0.63,0.987
13,Ryan Howse,LW,CWK,18.446,203,129,43,27,172,199,0.655,0.215,0.15,0.87,1.025
14,Byron Froese,C,EVT/R.D,18.764,212,91,65,43,156,199,0.473,0.308,0.21,0.785,0.995
15,Levko Koper,LW,SPO,19.196,211,82,68,45,150,195,0.4,0.358,0.22,0.755,0.975
16,Adam Hughesman,LW,T.C,18.796,202,73,75,45,148,193,0.445,0.387,0.238,0.83,1.07
17,Kevin King,LW,KTN,19.919,207,82,66,44,148,192,0.422,0.34,0.22,0.758,0.978
18,Marek  Viedensky,C,P.G/SAS,19.328,183,72,80,35,152,187,0.435,0.468,0.208,0.9,1.112
19,Tyson Barrie,D,KEL,18.392,185,42,63,77,105,182,0.22,0.355,0.438,0.575,1.01
20,Brandon Herrod,RW,P.A,18.262,210,81,57,43,138,181,0.385,0.275,0.223,0.665,0.888
21,Tyler Maxwell,C,EVT,18.676,197,96,51,34,147,181,0.512,0.248,0.167,0.76,0.928
22,Jordan Eberle,C,REG,18.839,118,85,52,43,137,180,0.725,0.445,0.365,1.17,1.535
23,Shayne Wiebe,LW,KAM/BDN,19.894,209,99,46,35,145,180,0.502,0.2,0.165,0.702,0.867
24,Brendan Ranford,LW,KAM,17.62,206,75,62,41,137,178,0.395,0.34,0.228,0.73,0.958
25,Ryan  Nugent-Hopkins,C,R.D,16.677,141,57,65,55,122,177,0.415,0.422,0.475,0.838,1.312
26,Kevin  Sundher,C,CWK,17.91,209,68,66,42,134,176,0.328,0.352,0.218,0.68,0.903
27,Quinton Howden,LW,M.J,17.902,187,81,63,30,144,174,0.495,0.353,0.182,0.848,1.03
28,Andrej Kudrna,LW,VAN/R.D,18.6,201,77,58,39,135,174,0.4,0.355,0.218,0.75,0.968
