,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chad Costello,F,CR,19.152,59,31,30,15,61,76,160,19.38,0.53,0.51,0.25,1.03,1.29,2.71
1,Trevor Lewis,F,DM,18.686,55,33,23,16,56,72,233,14.16,0.6,0.42,0.29,1.02,1.31,4.24
2,Ted Purcell,F,CR,20.02,55,19,32,20,51,71,176,10.8,0.35,0.58,0.36,0.93,1.29,3.2
3,Mike Davies,F,LIN,18.766,50,28,32,11,60,71,167,16.77,0.56,0.64,0.22,1.2,1.42,3.34
4,Eli Vlaisavljevich,D,LIN,19.866,56,16,22,19,38,57,115,13.91,0.29,0.39,0.34,0.68,1.02,2.05
5,Colin Vock,F,DM,19.768,56,25,20,11,45,56,165,15.15,0.45,0.36,0.2,0.8,1.0,2.95
6,Kyle Okposo,F,DM,17.416,49,26,25,5,51,56,188,13.83,0.53,0.51,0.1,1.04,1.14,3.84
7,Matt Schepke,F,OMA,19.866,59,37,15,4,52,56,229,16.16,0.63,0.25,0.07,0.88,0.95,3.88
8,Andreas Nodl,F,SF,18.547,56,28,20,8,48,56,165,16.97,0.5,0.36,0.14,0.86,1.0,2.95
9,Sean Backman,F,GB,19.382,56,29,15,11,44,55,252,11.51,0.52,0.27,0.2,0.79,0.98,4.5
10,John Kemp,F,IND,18.612,50,7,33,14,40,54,79,8.86,0.14,0.66,0.28,0.8,1.08,1.58
11,Jaroslav Markovic,F,TC,20.318,52,30,13,10,43,53,123,24.39,0.58,0.25,0.19,0.83,1.02,2.37
12,Nick Schaus,D,OMA,19.204,59,9,17,27,26,53,122,7.38,0.15,0.29,0.46,0.44,0.9,2.07
13,Ryan Thang,F,OMA/SF,18.349,56,23,20,9,43,52,154,14.94,0.41,0.36,0.16,0.77,0.93,2.75
14,Jarod Palmer,F,TC,19.595,58,15,28,9,43,52,166,9.04,0.26,0.48,0.16,0.74,0.9,2.86
15,Kevin Deeth,F,GB,18.308,58,19,25,7,44,51,136,13.97,0.33,0.43,0.12,0.76,0.88,2.34
16,Casey Parenteau,F,SF,19.327,56,21,17,12,38,50,145,14.48,0.38,0.3,0.21,0.68,0.89,2.59
17,Garrett Roe,F,IND,17.564,47,20,18,12,38,50,136,14.71,0.43,0.38,0.26,0.81,1.06,2.89
18,Nathan Perkovich,F,CHI,19.918,55,25,14,10,39,49,172,14.53,0.45,0.25,0.18,0.71,0.89,3.13
19,JJ Koehler,F,LIN,19.965,57,23,15,11,38,49,149,15.44,0.4,0.26,0.19,0.67,0.86,2.61
20,Mark Magnowski,F,SF,19.357,58,20,16,12,36,48,109,18.35,0.34,0.28,0.21,0.62,0.83,1.88
21,Chris Clackson,F,CHI,18.634,57,23,18,7,41,48,197,11.68,0.4,0.32,0.12,0.72,0.84,3.46
22,Mitch Ryan,F,WATE,18.883,57,25,12,9,37,46,233,10.73,0.44,0.21,0.16,0.65,0.81,4.09
23,Eddie Del Grosso,D,IND,20.052,54,19,15,12,34,46,156,12.18,0.35,0.28,0.22,0.63,0.85,2.89
24,Brian Roloff,F,GB,19.105,59,27,13,6,40,46,168,16.07,0.46,0.22,0.1,0.68,0.78,2.85
25,Phil DeSimone,F,SC,18.495,49,14,16,15,30,45,132,10.61,0.29,0.33,0.31,0.61,0.92,2.69
26,Sergio Somma,F,GB,18.344,57,20,13,12,33,45,177,11.3,0.35,0.23,0.21,0.58,0.79,3.11
27,Dan Kissel,F,CHI,18.64,58,17,19,7,36,43,167,10.18,0.29,0.33,0.12,0.62,0.74,2.88
28,Chris Moran,F,OMA,18.412,59,15,19,8,34,42,157,9.55,0.25,0.32,0.14,0.58,0.71,2.66
29,Nik Sellers,F,CR,19.376,59,15,18,8,33,41,100,15.0,0.25,0.31,0.14,0.56,0.69,1.69
30,Justin Milo,F,LIN/IND,18.56,55,23,10,7,33,40,199,11.56,0.42,0.18,0.13,0.6,0.73,3.62
