,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kelowna Rockets,648,372,57.837,2385,1793,592,53.582,21157,19077,2080,11.17,0.906,101.698
1,Calgary Hitmen,648,359,49.15,2319,1921,398,52.561,20849,18396,2453,9.936,0.885,98.42
2,Portland Winterhawks,576,351,53.167,2342,1775,567,51.293,21485,18986,2499,10.012,0.906,100.609
3,Tri-City Americans,648,339,49.528,2197,1966,231,46.722,20179,20383,-204,11.38,0.9,101.411
4,Medicine Hat Tigers,648,337,53.895,2355,2045,310,54.923,21818,20171,1647,10.378,0.892,99.574
5,Brandon Wheat Kings,648,336,52.828,2488,2139,349,51.014,21934,20666,1268,10.37,0.905,100.836
6,Spokane Chiefs,648,332,48.199,2218,1908,310,51.206,21499,18817,2682,9.922,0.888,98.651
7,Saskatoon Blades,648,302,42.64,2188,2275,-87,46.318,20848,21752,-904,9.187,0.892,98.417
8,Edmonton Oil Kings,648,298,45.186,2079,2017,62,51.758,21724,19234,2490,8.4,0.89,97.441
9,Red Deer Rebels,648,292,50.802,1968,1939,29,50.327,20524,20472,52,9.898,0.904,100.237
10,Everett Silvertips,648,287,54.558,1806,1899,-93,52.131,18976,20193,-1217,9.529,0.914,100.89
11,Kamloops Blazers,648,281,52.158,2089,2184,-95,48.851,20341,21342,-1001,9.788,0.914,101.172
12,Swift Current Broncos,648,276,48.663,1970,2103,-133,48.324,20307,21473,-1166,9.574,0.906,100.161
13,Vancouver Giants,648,272,40.951,2055,2187,-132,46.817,20692,19038,1654,9.014,0.887,97.682
14,Regina Pats,648,272,56.194,2195,2253,-58,53.727,20889,21117,-228,10.708,0.904,101.057
15,Moose Jaw Warriors,648,269,50.844,2029,2275,-246,47.866,20153,21356,-1203,10.401,0.909,101.244
16,Seattle Thunderbirds,648,264,53.312,1873,2144,-271,52.499,19916,21376,-1460,9.845,0.905,100.324
17,Prince Albert Raiders,648,246,44.624,2010,2348,-338,48.144,21190,22109,-919,8.954,0.899,98.755
18,Kootenay Ice,504,241,50.596,1619,1514,105,49.687,15926,15115,811,9.934,0.904,100.239
19,Lethbridge Hurricanes,648,232,50.645,1979,2445,-466,46.989,19167,22929,-3762,11.403,0.902,101.643
20,Prince George Cougars,648,224,51.338,1884,2417,-533,51.546,19988,21561,-1573,9.55,0.904,99.902
21,Victoria Royals,432,213,54.704,1438,1345,93,49.908,13103,13560,-457,10.674,0.911,101.79
22,Chilliwack Bruins,216,74,44.573,586,747,-161,44.555,5994,7335,-1341,9.95,0.902,100.08
23,Kootenay ICE,144,23,33.54,329,651,-322,41.185,3902,5568,-1666,8.26,0.886,96.8
24,Portland Winter Hawks,72,18,37.96,175,286,-111,44.12,2007,2542,-535,8.49,0.891,97.63
