,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Portland Winterhawks,360,242,58.67,1579,1056,523,53.365,13921,11510,2411,11.02,0.91,101.967
1,Kelowna Rockets,360,213,61.231,1358,973,385,53.16,11622,10899,723,11.81,0.914,103.252
2,Edmonton Oil Kings,360,206,56.398,1334,966,368,55.744,12918,10133,2785,9.368,0.908,100.223
3,Medicine Hat Tigers,360,193,55.279,1271,1046,225,54.418,12114,11242,872,9.78,0.906,100.386
4,Calgary Hitmen,360,190,57.043,1273,1091,182,53.124,11494,10601,893,11.178,0.905,101.663
5,Spokane Chiefs,360,188,51.562,1283,1080,203,52.916,12289,10140,2149,9.715,0.898,99.438
6,Tri-City Americans,360,180,46.802,1167,1090,77,46.099,11046,11592,-546,9.353,0.909,100.276
7,Kootenay Ice,360,174,50.72,1158,1083,75,49.754,11321,10982,339,9.956,0.903,100.252
8,Brandon Wheat Kings,360,173,54.556,1345,1281,64,51.514,12059,12074,-15,11.24,0.9,101.162
9,Red Deer Rebels,360,168,51.092,1110,1024,86,48.835,11404,11616,-212,9.82,0.91,100.854
10,Saskatoon Blades,360,164,43.264,1249,1296,-47,46.076,11941,12654,-713,9.37,0.896,98.949
11,Kamloops Blazers,360,148,45.402,1142,1224,-82,49.944,11660,11304,356,9.014,0.893,98.31
12,Swift Current Broncos,360,146,48.539,1057,1177,-120,49.124,11408,12048,-640,9.014,0.908,99.844
13,Moose Jaw Warriors,360,145,44.921,1090,1231,-141,48.5,11441,11542,-101,9.32,0.895,98.725
14,Everett Silvertips,360,145,50.692,977,1134,-157,49.788,10310,11560,-1250,10.114,0.904,100.511
15,Vancouver Giants,360,139,44.881,1095,1269,-174,51.71,11304,10512,792,8.799,0.885,97.235
16,Regina Pats,360,138,50.091,1136,1261,-125,50.021,11055,11823,-768,10.152,0.9,100.063
17,Prince Albert Raiders,360,136,46.409,1139,1329,-190,49.891,12078,12262,-184,9.082,0.898,98.81
18,Victoria Royals,288,129,51.427,921,964,-43,48.28,8479,9168,-689,10.725,0.904,101.051
19,Seattle Thunderbirds,360,127,48.282,1006,1274,-268,48.904,10996,12642,-1646,9.401,0.904,99.831
20,Prince George Cougars,360,118,42.827,1043,1377,-334,47.841,11000,11990,-990,9.472,0.885,97.952
21,Lethbridge Hurricanes,360,96,38.983,999,1480,-481,41.701,10606,13536,-2930,9.438,0.895,98.9
22,Chilliwack Bruins,72,31,47.27,225,251,-26,43.17,2011,2647,-636,11.06,0.907,101.74
