,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Dubuque Fighting Saints,304,174,55.561,1026,807,219,55.303,9732,8047,1685,9.678,0.902,99.89
1,Green Bay Gamblers,304,161,48.326,1000,852,148,47.63,9227,9171,56,9.785,0.907,100.425
2,Waterloo Black Hawks,304,155,54.423,1066,906,160,54.325,10468,9189,1279,9.435,0.905,99.908
3,Omaha Lancers,304,153,54.309,942,798,144,51.255,9030,8837,193,10.144,0.91,101.133
4,Sioux Falls Stampede,304,149,51.862,940,906,34,52.642,9671,8920,751,9.834,0.902,100.006
5,Cedar Rapids RoughRiders,304,145,53.332,977,888,89,48.524,8640,9213,-573,10.73,0.91,101.676
6,Sioux City Musketeers,304,142,55.121,961,868,93,50.801,9355,9118,237,10.259,0.914,101.621
7,Lincoln Stars,304,130,43.195,929,994,-65,47.17,9614,9497,117,8.942,0.896,98.518
8,Youngstown Phantoms,304,129,52.235,969,984,-15,50.839,9183,9283,-100,10.522,0.901,100.618
9,Indiana Ice,244,129,56.065,865,725,140,53.244,7880,7388,492,10.689,0.904,101.068
10,Fargo Force,304,120,43.612,838,913,-75,45.839,9145,9788,-643,8.195,0.91,99.18
11,Team USA,304,119,49.228,980,1050,-70,50.418,9462,8936,526,11.008,0.884,99.439
12,Muskegon Lumberjacks,304,114,48.488,885,1021,-136,48.183,9203,10248,-1045,9.096,0.91,100.056
13,Chicago Steel,304,108,46.526,823,1065,-242,48.624,9066,10340,-1274,9.102,0.901,99.21
14,Tri-City Storm,304,107,49.052,827,1008,-181,51.09,9445,9965,-520,8.836,0.906,99.418
15,Des Moines Buccaneers,304,98,44.508,832,1023,-191,47.034,9254,10320,-1066,8.707,0.905,99.191
16,Bloomington Thunder,60,26,48.3,170,182,-12,52.84,1909,1704,205,8.52,0.896,98.16
17,Madison Capitols,60,20,44.68,168,208,-40,46.07,1878,2198,-320,8.7,0.909,99.61
