,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Plymouth Whalers,544,332,57.415,1953,1473,480,49.978,17956,17006,950,10.903,0.92,102.823
1,London Knights,544,317,59.317,2048,1675,373,49.906,18473,18801,-328,12.158,0.917,103.85
2,Barrie Colts,544,314,56.519,1924,1621,303,51.439,19734,18396,1338,10.445,0.915,101.968
3,Kitchener Rangers,544,314,58.091,1946,1651,295,56.176,20041,18315,1726,9.57,0.912,100.717
4,Ottawa 67's,536,297,50.073,2027,1724,303,49.864,19718,18401,1317,10.038,0.899,99.967
5,Guelph Storm,544,296,52.549,1845,1669,176,50.744,18678,17577,1101,9.832,0.907,100.521
6,Peterborough Petes,542,277,47.939,1811,1783,28,45.3,18402,18988,-586,10.335,0.907,101.043
7,Belleville Bulls,538,277,50.038,1847,1779,68,46.446,18174,18755,-581,10.243,0.912,101.399
8,Brampton Battalion,544,268,48.149,1775,1810,-35,50.652,18190,18522,-332,9.833,0.891,98.884
9,Sault Ste. Marie Greyhounds,544,263,50.132,1750,1788,-38,52.175,18509,18244,265,9.271,0.9,99.25
10,Windsor Spitfires,544,257,44.756,1858,1929,-71,47.92,18260,18622,-362,9.834,0.888,98.615
11,Toronto St. Michael's Majors,540,256,44.602,1708,1844,-136,46.044,18118,19158,-1040,9.95,0.895,99.426
12,Erie Otters,544,252,40.916,1741,1924,-183,45.876,18146,18163,-17,9.64,0.881,97.732
13,Kingston Frontenacs,544,244,49.021,1858,2001,-143,49.328,19037,20406,-1369,10.454,0.896,99.954
14,Sarnia Sting,544,243,48.176,1772,1852,-80,49.522,18707,18824,-117,9.992,0.897,99.721
15,Sudbury Wolves,542,228,48.938,1663,1759,-96,50.232,18047,18115,-68,9.597,0.899,99.469
16,Owen Sound Attack,476,224,50.438,1598,1609,-11,56.217,17663,15474,2189,8.918,0.888,97.648
17,Oshawa Generals,540,201,44.718,1727,2066,-339,50.069,18201,18861,-660,9.9,0.876,97.492
18,Mississauga IceDogs,544,197,50.766,1678,2199,-521,52.625,18552,20160,-1608,10.124,0.892,99.29
19,Saginaw Spirit,340,123,50.432,996,1223,-227,49.679,10755,11952,-1197,10.178,0.902,100.382
20,North Bay Centennials,202,81,45.61,623,714,-91,49.028,6968,7192,-224,8.48,0.904,98.805
21,Owen Sound Platers,68,25,44.8,237,292,-55,46.3,2485,2882,-397,9.43,0.901,99.48
