,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Eric Fehr,RW,BRN,19.023,71,59,26,26,85,111,0.83,0.37,0.37,1.2,1.56
1,Ryan Stone,C,BRN,19.491,70,33,42,24,75,99,0.47,0.6,0.34,1.07,1.41
2,Gilbert Brule,C,VAN,17.706,70,39,30,18,69,87,0.56,0.43,0.26,0.99,1.24
3,Tim Konsorada,RW,BRN,20.488,71,29,32,26,61,87,0.41,0.45,0.37,0.86,1.23
4,Colton Yellow Horn,LW,LET,17.367,70,35,32,19,67,86,0.5,0.46,0.27,0.96,1.23
5,Jonathan Filewich,RW,LET,19.954,68,42,24,14,66,80,0.62,0.35,0.21,0.97,1.18
6,Adam Courchaine,C,VAN,20.315,71,28,30,20,58,78,0.39,0.42,0.28,0.82,1.1
7,Stefan Meyer,C,M.H,19.157,69,34,26,17,60,77,0.49,0.38,0.25,0.87,1.12
8,Nigel Dawes,LW,KTN,19.598,63,50,17,9,67,76,0.79,0.27,0.14,1.06,1.21
9,Clarke MacArthur,C,M.H,19.445,58,30,24,20,54,74,0.52,0.41,0.34,0.93,1.28
10,Kenndal McArdle,LW,M.J,17.698,70,37,25,12,62,74,0.53,0.36,0.17,0.89,1.06
11,Ryan Keller,RW,SAS,20.693,67,40,21,12,61,73,0.6,0.31,0.18,0.91,1.09
12,Dan Da Silva,RW,POR,19.379,71,31,27,15,58,73,0.44,0.38,0.21,0.82,1.03
13,Ty Morris,LW,RDR/VAN,20.619,66,28,22,22,50,72,0.42,0.33,0.33,0.76,1.09
14,Dale Mahovsky,C,KTN,19.675,71,24,23,24,47,71,0.34,0.32,0.34,0.66,1.0
15,Roman Wick,LW,RDR,18.711,66,32,19,19,51,70,0.48,0.29,0.29,0.77,1.06
16,Colin Fraser,C,RDR,19.631,63,24,29,14,53,67,0.38,0.46,0.22,0.84,1.06
17,Wacey Rabbit,C,SAS,17.832,70,22,22,23,44,67,0.31,0.31,0.33,0.63,0.96
18,Lance Monych,RW,BRN,20.143,64,30,23,13,53,66,0.47,0.36,0.2,0.83,1.03
19,Mike Green,D,SAS,18.927,67,14,37,15,51,66,0.21,0.55,0.22,0.76,0.99
20,Aaron Gagnon,C,SEA,18.396,72,31,23,11,54,65,0.43,0.32,0.15,0.75,0.9
21,Devin Setoguchi,RW,SAS,17.706,69,33,23,8,56,64,0.48,0.33,0.12,0.81,0.93
22,Chad Klassen,C,SPO,19.417,69,27,19,18,46,64,0.39,0.28,0.26,0.67,0.93
23,Martin Sagat,LW,KTN,19.844,72,17,26,20,43,63,0.24,0.36,0.28,0.6,0.88
24,Tyler Redenbach,C,LET/S.C,19.973,65,19,28,16,47,63,0.29,0.43,0.25,0.72,0.97
25,Steven Later,D,BRN,20.025,70,14,19,30,33,63,0.2,0.27,0.43,0.47,0.9
26,Alex Leavitt,RW,EVT/S.C,20.625,64,16,29,17,45,62,0.25,0.45,0.27,0.7,0.97
27,Tyler Spurgeon,C,KEL,18.434,72,21,27,14,48,62,0.29,0.38,0.19,0.67,0.86
28,Joe Barnes,C,SAS,18.251,72,30,23,9,53,62,0.42,0.32,0.12,0.74,0.86
