,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Todd Robinson,C,POR,18.251,71,38,63,33,101,134,0.54,0.89,0.46,1.42,1.89
1,Byron Ritchie,C,LET,19.395,63,50,46,30,96,126,0.79,0.73,0.48,1.52,2.0
2,Patrick Marleau,C,SEA,17.002,71,51,54,20,105,125,0.72,0.76,0.28,1.48,1.76
3,Peter Schaefer,LW,BRN,19.179,61,49,51,23,100,123,0.8,0.84,0.38,1.64,2.02
4,B.J. Young,RW,RDR,19.149,63,58,40,16,98,114,0.92,0.63,0.25,1.56,1.81
5,Josh St. Louis,C,S.C,20.463,65,57,26,25,83,108,0.88,0.4,0.38,1.28,1.66
6,Brett McLean,C,KEL,18.089,72,44,37,23,81,104,0.61,0.51,0.32,1.12,1.44
7,Kelly Smart,C,BRN,19.018,69,39,35,25,74,99,0.57,0.51,0.36,1.07,1.43
8,Josh Holden,C,REG,18.659,58,49,36,13,85,98,0.84,0.62,0.22,1.47,1.69
9,Greg Schmidt,LW,RDR,20.408,66,45,32,21,77,98,0.68,0.48,0.32,1.17,1.48
10,Scott King,C,KEL,19.65,68,40,34,23,74,97,0.59,0.5,0.34,1.09,1.43
11,Arron Asham,C,RDR,18.429,67,45,35,16,80,96,0.67,0.52,0.24,1.19,1.43
12,Dmitri Nabokov,RW,REG,19.697,50,39,35,21,74,95,0.78,0.7,0.42,1.48,1.9
13,Shane Willis,RW,LET/P.A,19.258,67,56,31,8,87,95,0.84,0.46,0.12,1.3,1.42
14,Lars Pettersen,LW,REG,19.82,72,47,28,20,75,95,0.65,0.39,0.28,1.04,1.32
15,Brent Ascroft,C,TRI,20.666,72,29,40,25,69,94,0.4,0.56,0.35,0.96,1.31
16,Kirby Law,RW,LET,19.516,72,39,37,15,76,91,0.54,0.51,0.21,1.06,1.26
17,Jason Deleurme,C,KEL,19.647,65,38,40,13,78,91,0.58,0.62,0.2,1.2,1.4
18,Travis Brigley,LW,LET,19.25,71,43,29,18,72,90,0.61,0.41,0.25,1.01,1.27
19,Matt Higgins,C,M.J,18.881,71,33,37,20,70,90,0.46,0.52,0.28,0.99,1.27
20,Donnie Kinney,RW,KAM,18.289,71,44,28,17,72,89,0.62,0.39,0.24,1.01,1.25
21,Brenden Morrow,LW,POR,17.665,71,39,20,29,59,88,0.55,0.28,0.41,0.83,1.24
22,Greg Leeb,C,SPO,19.294,72,27,40,19,67,86,0.38,0.56,0.26,0.93,1.19
23,Sergei Varlamov,RW,S.C,18.155,72,46,21,18,67,85,0.64,0.29,0.25,0.93,1.18
24,Shawn McNeil,LW,KAM,18.5,70,38,30,17,68,85,0.54,0.43,0.24,0.97,1.21
25,Mark Polak,C,M.H,20.334,70,43,24,17,67,84,0.61,0.34,0.24,0.96,1.2
26,Chad Hinz,C,M.J,17.49,72,37,29,18,66,84,0.51,0.4,0.25,0.92,1.17
27,John Cirjak,RW,SPO,19.595,71,31,34,19,65,84,0.44,0.48,0.27,0.92,1.18
28,Josh Green,LW,S.C/M.H,18.831,74,35,28,19,63,82,0.47,0.38,0.26,0.85,1.11
29,Cory Cyrenne,C,BRN,19.059,55,26,34,22,60,82,0.47,0.62,0.4,1.09,1.49
30,Brad Larsen,LW,S.C,19.223,61,36,29,17,65,82,0.59,0.48,0.28,1.07,1.34
31,John Kachur,RW,EDM,19.582,71,40,26,16,66,82,0.56,0.37,0.23,0.93,1.15
32,Torrey DiRoberto,LW,SEA,18.415,72,37,31,13,68,81,0.51,0.43,0.18,0.94,1.12
33,Darryl Laplante,C,M.J,19.469,69,38,19,23,57,80,0.55,0.28,0.33,0.83,1.16
34,Bobby Russell,RW,POR,18.538,72,32,29,17,61,78,0.44,0.4,0.24,0.85,1.08
35,Kris Cantu,LW,SEA,18.705,72,42,20,15,62,77,0.58,0.28,0.21,0.86,1.07
36,Trent Whitfield,C,SPO,19.247,58,34,26,16,60,76,0.59,0.45,0.28,1.03,1.31
37,Boyd Kane,LW,REG,18.412,66,25,32,18,57,75,0.38,0.48,0.27,0.86,1.14
38,Derek Morris,D,REG,18.062,67,18,25,32,43,75,0.27,0.37,0.48,0.64,1.12
39,Ajay Baines,C,KAM,18.478,70,32,22,21,54,75,0.46,0.31,0.3,0.77,1.07
40,Mike Josephson,LW,LET,20.444,57,32,23,16,55,71,0.56,0.4,0.28,0.96,1.25
41,Andrej Podkonicky,C,POR,18.366,71,25,26,20,51,71,0.35,0.37,0.28,0.72,1.0
42,Joe Cardarelli,LW,SPO,19.176,66,34,18,19,52,71,0.52,0.27,0.29,0.79,1.08
43,Perry Johnson,D,REG,19.483,72,11,28,32,39,71,0.15,0.39,0.44,0.54,0.99
44,Matt Davidson,RW,POR,19.102,72,44,18,9,62,71,0.61,0.25,0.12,0.86,0.99
45,Jeff Kirwan,C,S.C,19.253,72,23,34,13,57,70,0.32,0.47,0.18,0.79,0.97
46,Ronald Petrovicky,RW,P.G,19.582,72,32,25,12,57,69,0.44,0.35,0.17,0.79,0.96
47,Justin Kurtz,D,BRN,19.669,59,24,22,22,46,68,0.41,0.37,0.37,0.78,1.15
48,Stefan Cherneski,C,BRN,17.991,56,39,15,14,54,68,0.7,0.27,0.25,0.96,1.21
49,Quinn Hancock,RW,P.G,19.357,70,33,21,14,54,68,0.47,0.3,0.2,0.77,0.97
50,Jason Issel,LW,P.A,20.543,61,28,29,11,57,68,0.46,0.48,0.18,0.93,1.11
51,Boris Protsenko,RW,CGY,18.07,67,35,22,10,57,67,0.52,0.33,0.15,0.85,1.0
52,Marian Cisar,RW,SPO,18.555,70,31,21,14,52,66,0.44,0.3,0.2,0.74,0.94
53,Brad Moran,C,CGY,17.492,72,30,20,16,50,66,0.42,0.28,0.22,0.69,0.92
54,Garrett Prosofsky,C,SAS,16.326,66,20,28,17,48,65,0.3,0.42,0.26,0.73,0.98
55,David Van Drunen,D,P.A,20.625,72,18,25,22,43,65,0.25,0.35,0.31,0.6,0.9
56,Jeff Henkelman,D,S.C,18.711,72,11,20,33,31,64,0.15,0.28,0.46,0.43,0.89
57,Trevor Wasyluk,LW,M.H,18.369,72,32,25,7,57,64,0.44,0.35,0.1,0.79,0.89
58,Martin Sonnenberg,C,SAS,18.645,72,38,17,9,55,64,0.53,0.24,0.12,0.76,0.89
59,Henry Kuster,RW,M.H,18.845,72,26,19,16,45,61,0.36,0.26,0.22,0.62,0.85
60,Tyler Perry,C,S.C/M.H,19.042,67,29,22,10,51,61,0.43,0.33,0.15,0.76,0.91
61,Jay Henderson,LW,EDM,17.996,66,28,20,12,48,60,0.42,0.3,0.18,0.73,0.91
62,Luke Curtin,C,KEL,18.979,47,23,27,10,50,60,0.49,0.57,0.21,1.06,1.28
63,Kyle Calder,LW,REG,17.695,62,25,23,11,48,59,0.4,0.37,0.18,0.77,0.95
64,Martin Hohenberger,C,LET,19.628,57,26,24,9,50,59,0.46,0.42,0.16,0.88,1.04
65,Chris Szysky,RW,S.C,20.271,66,28,20,10,48,58,0.42,0.3,0.15,0.73,0.88
66,Mark Smith,LW,TRI/SAS/LET,17.966,71,20,19,19,39,58,0.28,0.27,0.27,0.55,0.82
67,Dorian Anneck,LW,BRN,20.395,48,20,26,12,46,58,0.42,0.54,0.25,0.96,1.21
68,Mike Hurley,RW,TRI,18.823,59,36,18,4,54,58,0.61,0.31,0.07,0.92,0.98
69,Derek Diener,D,KEL,20.176,70,13,20,25,33,58,0.19,0.29,0.36,0.47,0.83
70,Gerhard Unterluggauer,D,BRN,20.085,59,9,18,30,27,57,0.15,0.31,0.51,0.46,0.97
71,Ryan Johnston,C,SAS,18.683,71,22,22,12,44,56,0.31,0.31,0.17,0.62,0.79
72,Brent Sopel,D,S.C,19.688,62,15,26,15,41,56,0.24,0.42,0.24,0.66,0.9
73,Brad Twordik,LW,BRN,16.822,71,23,17,16,40,56,0.32,0.24,0.23,0.56,0.79
74,Brad Swanson,D,SEA,19.691,72,11,22,23,33,56,0.15,0.31,0.32,0.46,0.78
75,Dylan Gyori,C,TRI,17.569,72,29,13,14,42,56,0.4,0.18,0.19,0.58,0.78
76,Zenith Komarniski,D,TRI,18.092,58,12,30,14,42,56,0.21,0.52,0.24,0.72,0.97
77,David Darguzas,LW,EDM,17.654,71,23,21,11,44,55,0.32,0.3,0.15,0.62,0.77
78,Ron Grimard,C,EDM,18.27,71,19,18,17,37,54,0.27,0.25,0.24,0.52,0.76
79,Ty Jones,LW,SPO,17.564,67,20,17,17,37,54,0.3,0.25,0.25,0.55,0.81
80,Matt Demarski,C,LET,19.677,66,21,20,13,41,54,0.32,0.3,0.2,0.62,0.82
81,Kaleb Toth,RW,M.J,19.105,71,26,17,11,43,54,0.37,0.24,0.15,0.61,0.76
82,Jonathan Zukiwsky,LW,RDR,18.941,66,27,15,11,42,53,0.41,0.23,0.17,0.64,0.8
83,Ondrej Vesely,LW,POR,18.777,72,17,22,14,39,53,0.24,0.31,0.19,0.54,0.74
84,Mathieu Cusson,C,SAS,17.336,72,18,16,18,34,52,0.25,0.22,0.25,0.47,0.72
85,Martin Cerven,C,SEA,19.527,72,27,12,13,39,52,0.38,0.17,0.18,0.54,0.72
86,Tyler Willis,RW,SEA,19.439,72,12,23,17,35,52,0.17,0.32,0.24,0.49,0.72
87,Russell Hogue,C,P.A,20.288,61,16,26,10,42,52,0.26,0.43,0.16,0.69,0.85
88,Joel Kwiatkowski,D,P.G,19.486,72,16,16,20,32,52,0.22,0.22,0.28,0.44,0.72
89,Geoff Lynch,LW,M.J/P.G,20.452,72,19,19,13,38,51,0.26,0.26,0.18,0.53,0.71
90,Ryan Wade,RW,KEL,18.349,59,29,13,9,42,51,0.49,0.22,0.15,0.71,0.86
91,Sean Robertson,C,M.J,18.459,72,14,22,15,36,51,0.19,0.31,0.21,0.5,0.71
92,Jeremy Reich,LW,SEA,17.594,62,19,17,14,36,50,0.31,0.27,0.23,0.58,0.81
93,Chris St. Croix,D,KAM,17.375,67,11,25,14,36,50,0.16,0.37,0.21,0.54,0.75
94,Kevin Haupt,D,POR,18.234,72,15,16,19,31,50,0.21,0.22,0.26,0.43,0.69
95,Mike McBain,D,RDR,19.675,59,14,14,21,28,49,0.24,0.24,0.36,0.47,0.83
96,Jordan Walker,C,KEL,17.561,71,21,15,13,36,49,0.3,0.21,0.18,0.51,0.69
97,Kevin McDonald,LW,EDM/M.H,19.382,71,25,16,8,41,49,0.35,0.23,0.11,0.58,0.69
