,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Troy Brouwer,RW,M.J,20.08,72,49,31,22,80,102,0.68,0.43,0.31,1.11,1.42
1,Adam Cracknell,RW,KTN,20.17,72,42,28,23,70,93,0.58,0.39,0.32,0.97,1.29
2,Ian McDonald,C,TRI,20.471,71,37,43,12,80,92,0.52,0.61,0.17,1.13,1.3
3,Dustin Boyd,C,M.J,19.168,64,48,30,12,78,90,0.75,0.47,0.19,1.22,1.41
4,Justin Keller,LW,KEL,19.535,72,51,19,18,70,88,0.71,0.26,0.25,0.97,1.22
5,Blair Jones,C,M.J,18.968,72,35,37,13,72,85,0.49,0.51,0.18,1.0,1.18
6,Devin Setoguchi,RW,SAS,18.705,65,36,33,14,69,83,0.55,0.51,0.22,1.06,1.28
7,Darren Helm,LW,M.H,18.651,70,41,26,12,67,79,0.59,0.37,0.17,0.96,1.13
8,Chad Klassen,C,SAS/SPO,20.417,68,27,29,19,56,75,0.4,0.43,0.28,0.82,1.1
9,Colton Yellow Horn,LW,LET,18.366,67,25,28,22,53,75,0.37,0.42,0.33,0.79,1.12
10,John Lammers,LW,EVT,19.628,70,38,19,18,57,75,0.54,0.27,0.26,0.81,1.07
11,Ryan Russell,LW,KTN,18.374,72,33,24,18,57,75,0.46,0.33,0.25,0.79,1.04
12,Blake Comeau,RW,KEL,19.573,60,21,35,18,56,74,0.35,0.58,0.3,0.93,1.23
13,Eric Hunter,C,P.G,19.097,71,40,19,13,59,72,0.56,0.27,0.18,0.83,1.01
14,Kenndal McArdle,LW,M.J,18.697,72,28,25,18,53,71,0.39,0.35,0.25,0.74,0.99
15,Brandon Dubinsky,C,POR,19.382,51,21,33,13,54,67,0.41,0.65,0.25,1.06,1.31
16,Mitch Bartley,LW,VAN,20.619,71,31,22,14,53,67,0.44,0.31,0.2,0.75,0.94
17,Jannik Hansen,RW,POR,19.505,64,24,25,15,49,64,0.38,0.39,0.23,0.77,1.0
18,Ashton Rome,RW,KAM/RDR,19.707,65,30,19,15,49,64,0.46,0.29,0.23,0.75,0.98
19,Nick Drazenovic,C,P.G,18.67,71,30,21,12,51,63,0.42,0.3,0.17,0.72,0.89
20,Aaron Bader,LW,SAS,20.148,69,24,25,14,49,63,0.35,0.36,0.2,0.71,0.91
21,Paul Albers,D,VAN,19.918,70,17,23,22,40,62,0.24,0.33,0.31,0.57,0.89
22,Codey Burki,C,BRN,17.829,70,27,24,10,51,61,0.39,0.34,0.14,0.73,0.87
23,Derek Ryan,C,SPO,18.714,72,24,29,8,53,61,0.33,0.4,0.11,0.74,0.85
24,Ben Maxwell,C,KTN,17.462,69,28,18,14,46,60,0.41,0.26,0.2,0.67,0.87
25,Zach Hamill,C,EVT,16.978,53,21,25,13,46,59,0.4,0.47,0.25,0.87,1.11
26,Shaun Heshka,D,EVT,20.129,66,10,25,24,35,59,0.15,0.38,0.36,0.53,0.89
27,Peter Mueller,C,EVT,17.421,52,26,21,11,47,58,0.5,0.4,0.21,0.9,1.12
28,Petr Kalus,RW,REG,18.215,60,36,12,10,48,58,0.6,0.2,0.17,0.8,0.97
29,Jason Beeman,RW,TRI,20.206,60,28,18,12,46,58,0.47,0.3,0.2,0.77,0.97
30,Garrett Festerling,C,REG,19.538,72,22,21,15,43,58,0.31,0.29,0.21,0.6,0.81
31,Jonathan Bubnick,RW,POR,20.058,69,27,21,10,48,58,0.39,0.3,0.14,0.7,0.84
32,Matt Robinson,C,REG,20.091,69,35,14,8,49,57,0.51,0.2,0.12,0.71,0.83
33,Dale Mahovsky,C,KTN,20.674,69,22,23,12,45,57,0.32,0.33,0.17,0.65,0.83
34,Riley Holzapfel,C,M.J,17.076,64,19,26,12,45,57,0.3,0.41,0.19,0.7,0.89
35,Kyle Ross,C,REG,19.009,69,25,20,11,45,56,0.36,0.29,0.16,0.65,0.81
36,Wacey Rabbit,C,SAS,18.831,64,28,16,12,44,56,0.44,0.25,0.19,0.69,0.88
37,Kyle Chipchura,C,P.A,19.571,59,21,23,11,44,55,0.36,0.39,0.19,0.75,0.93
38,Cody Franson,D,VAN,18.106,71,15,22,18,37,55,0.21,0.31,0.25,0.52,0.77
39,Mike Card,D,KEL,19.573,64,12,23,20,35,55,0.19,0.36,0.31,0.55,0.86
40,Bjorn Svensson,RW,M.J,19.25,62,17,22,16,39,55,0.27,0.35,0.26,0.63,0.89
41,Zdenek Bahensky,RW,SAS,19.699,65,19,21,15,40,55,0.29,0.32,0.23,0.62,0.85
42,Tim Kraus,C,VAN,18.566,52,21,21,12,42,54,0.4,0.4,0.23,0.81,1.04
43,Roman Psurny,LW,M.H,19.56,66,24,20,10,44,54,0.36,0.3,0.15,0.67,0.82
44,Alexander Edler,D,KEL,19.404,62,13,16,24,29,53,0.21,0.26,0.39,0.47,0.85
45,Logan Stephenson,D,TRI,19.571,71,10,18,25,28,53,0.14,0.25,0.35,0.39,0.75
46,Kyle Bailey,C,POR,18.919,66,18,22,13,40,53,0.27,0.33,0.2,0.61,0.8
47,Ned Lukacevic,LW,S.C,19.592,63,25,18,10,43,53,0.4,0.29,0.16,0.68,0.84
48,Ryan White,C,CGY,17.498,72,20,23,10,43,53,0.28,0.32,0.14,0.6,0.74
49,Brodie Dupont,C,CGY,18.577,72,30,14,9,44,53,0.42,0.19,0.12,0.61,0.74
50,Mark Derlago,LW,BRN,19.661,72,28,13,12,41,53,0.39,0.18,0.17,0.57,0.74
