,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,410,238,56.523,1586,1199,387,51.396,12841,12026,815,11.584,0.906,102.158
1,Saint John Sea Dogs,410,229,50.177,1560,1261,299,49.06,13371,12569,802,10.575,0.9,100.566
2,Drummondville Voltigeurs,410,212,51.07,1509,1302,207,53.442,13689,11287,2402,10.668,0.884,98.974
3,Moncton Wildcats,410,205,53.421,1382,1211,171,52.647,12923,12557,366,10.542,0.9,100.448
4,Shawinigan Cataractes,410,204,46.112,1416,1313,103,47.478,12865,12610,255,9.936,0.895,99.424
5,Victoriaville Tigres,410,192,53.158,1514,1390,124,50.728,13156,12669,487,11.472,0.896,101.008
6,Gatineau Olympiques,410,189,47.341,1384,1367,17,47.552,11369,11762,-393,11.941,0.88,99.946
7,Rimouski Oceanic,410,188,52.377,1455,1406,49,49.776,12258,12141,117,11.905,0.892,101.057
8,Rouyn-Noranda Huskies,410,177,47.569,1404,1561,-157,48.838,11859,11912,-53,12.31,0.87,99.372
9,Halifax Mooseheads,410,171,56.407,1405,1472,-67,54.038,12980,12183,797,12.136,0.891,101.259
10,PEI Rocket,410,170,48.702,1357,1499,-142,48.26,12314,13885,-1571,10.822,0.89,99.881
11,Cape Breton Screaming Eagles,410,161,38.992,1245,1488,-243,45.756,12456,12482,-26,9.372,0.875,96.9
12,Chicoutimi Sagueneens,410,160,47.747,1247,1356,-109,49.007,11665,12375,-710,9.992,0.895,99.471
13,Acadie-Bathurst Titan,410,159,47.439,1398,1505,-107,48.434,12560,13810,-1250,10.613,0.891,99.714
14,Baie-Comeau Drakkar,410,152,51.213,1263,1482,-219,53.596,12054,12350,-296,10.304,0.887,98.978
15,Val-d'Or Foreurs,410,140,48.311,1298,1603,-305,49.161,11993,13476,-1483,11.166,0.886,99.725
16,Lewiston MAINEiacs,274,108,48.891,875,1009,-134,49.704,8256,8782,-526,10.905,0.889,99.8
17,Blainville-Boisbriand Armada,136,74,57.18,523,393,130,54.005,4313,3688,625,11.905,0.896,101.525
18,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
19,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
20,St. John's Fog Devils,70,31,49.77,216,218,-2,48.04,2119,2292,-173,9.9,0.907,100.62
21,Sherbrooke Phoenix,68,16,39.87,183,276,-93,42.7,1826,2450,-624,9.87,0.889,98.75
