,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
26,Maxime Comtois,LW,VIC/DRU,18.811,199,116,62,57,178,235,598,23.734,0.928,0.376,0.334,1.305,1.639,3.742,604,1244,43.71
27,Ivan Barbashev,C,MON,18.005,173,88,80,57,168,225,583,16.337,0.59,0.465,0.358,1.058,1.418,3.51,1294,2643,49.342
28,Giovanni Fiore,LW,BAT/DRU/SHA/CAP,19.152,281,114,63,47,177,224,887,13.013,0.588,0.301,0.2,0.895,1.094,4.258,52,118,39.47
29,Luca Ciampini,LW,HAL/BAC,19.649,266,84,69,71,153,224,625,13.628,0.37,0.26,0.298,0.626,0.922,2.619,29,74,33.282
30,Spencer Smallman,RW,SNB,19.078,293,86,72,65,158,223,536,17.668,0.388,0.322,0.291,0.71,1.008,2.108,237,602,40.739
31,Anthony Beauregard,C,VDO,18.958,207,69,99,55,168,223,434,15.102,0.351,0.515,0.288,0.864,1.152,2.149,1995,3546,54.546
32,Alex Dostie,C,GAT/CHA,18.55,233,86,74,63,160,223,488,17.711,0.419,0.361,0.288,0.78,1.066,2.367,874,1928,47.138
33,Filip Chlapik,C,CHA,18.535,173,79,81,60,160,220,603,12.765,0.488,0.508,0.358,0.995,1.352,3.765,1192,2377,50.8
34,Christophe Boivin,LW,BAT,19.714,255,102,71,46,173,219,883,12.389,0.5,0.354,0.209,0.852,1.062,3.91,76,192,42.58
35,Cameron Askew,RW,DRU/MON/SHA/CHA,19.405,327,100,62,56,162,218,823,11.129,0.332,0.194,0.159,0.526,0.684,2.954,1557,3389,46.521
36,Peter Trainor,LW,RIM,19.54,201,103,56,59,159,218,573,17.068,0.493,0.268,0.292,0.755,1.047,2.94,14,35,38.707
37,Jordan Maher,RW,BAT/CHA/HAL,19.578,314,79,70,67,149,216,523,13.89,0.25,0.246,0.259,0.496,0.76,1.808,865,1908,46.32
38,Kyle Farrell,C,CAP,19.7,226,103,78,35,181,216,768,13.834,0.539,0.401,0.175,0.94,1.118,3.791,1807,3209,56.495
39,Jean-Christophe Beaudin,C,ROU,18.596,195,77,78,60,155,215,525,12.792,0.398,0.385,0.282,0.782,1.065,2.73,1511,2700,48.135
40,Charles Hudon,LW,CHI/BAC,18.481,172,81,78,54,159,213,757,10.428,0.47,0.462,0.335,0.932,1.263,4.578,67,152,39.9
41,Darcy Ashley,RW,HAL,19.82,176,79,79,55,158,213,482,17.428,0.5,0.512,0.34,1.012,1.352,2.85,637,1245,49.992
42,Tyler Boland,C,RIM,19.133,246,97,66,49,163,212,609,16.345,0.502,0.334,0.245,0.835,1.078,3.004,2196,4312,50.457
43,Ivan Chekhovich,LW,BAC,18.947,182,93,69,50,162,212,650,14.482,0.555,0.432,0.308,0.99,1.29,3.79,7,23,32.352
44,Timo Meier,RW,HAL/ROU,18.186,179,95,69,47,164,211,809,11.308,0.57,0.47,0.292,1.045,1.335,4.942,139,294,46.912
45,Julien Gauthier,RW,VDO/SNB,18.044,227,105,67,39,172,211,713,12.914,0.479,0.389,0.189,0.865,1.054,3.671,14,48,30.024
46,Joel Teasdale,LW,BLB/ROU,18.641,235,99,71,39,170,209,682,15.086,0.521,0.35,0.155,0.871,1.026,3.365,406,838,50.42
47,Anthony DeLuca,LW,RIM,18.843,202,101,72,36,173,209,808,12.76,0.538,0.385,0.188,0.923,1.11,4.178,48,95,49.165
48,Felix Lauzon,C,VIC/DRU,19.441,274,83,65,60,148,208,481,16.234,0.369,0.351,0.282,0.721,1.002,2.292,2387,4310,59.781
49,Joey Ratelle,LW,DRU/CHI,19.532,285,113,59,36,172,208,720,16.544,0.521,0.294,0.178,0.816,0.994,3.053,27,89,23.298
50,Nathan Noel,C,SNB,18.361,242,85,70,53,155,208,586,14.582,0.391,0.291,0.225,0.682,0.908,2.701,2087,3965,54.169
51,Dennis Yan,LW,SHA,18.672,185,111,54,43,165,208,641,17.5,0.63,0.295,0.218,0.925,1.132,3.572,21,56,34.527
52,Frederic Gamelin,C,BAC,19.306,251,46,91,70,137,207,454,9.704,0.185,0.419,0.335,0.606,0.943,2.0,2173,4134,53.299
53,Mathieu Joseph,RW,SNB,18.722,201,91,73,42,164,206,551,16.118,0.526,0.436,0.232,0.959,1.19,3.04,130,281,42.508
54,Anthony Beauvillier,C,SHA,17.52,178,91,71,44,162,206,753,12.785,0.617,0.408,0.295,1.022,1.32,4.482,2190,3840,57.145
55,Nikolaj Ehlers,LW,HAL,18.086,114,86,73,46,159,205,535,15.995,0.755,0.66,0.405,1.41,1.815,4.71,66,170,30.985
56,Danick Martel,C,BLB,18.885,196,99,66,38,165,203,680,13.641,0.538,0.369,0.202,0.906,1.108,3.611,1094,2426,39.921
57,Alexis Loiseau,C,RIM,19.802,254,70,78,55,148,203,489,14.858,0.358,0.402,0.271,0.766,1.036,2.244,2183,4180,52.235
58,Maxime St-Cyr,C,ROU/BAC,19.709,260,118,49,36,167,203,731,16.035,0.569,0.199,0.178,0.771,0.949,3.399,2414,4569,52.56
59,Kameron Kielly,C,GAT/CHA,18.818,306,77,78,47,155,202,665,12.607,0.379,0.371,0.168,0.75,0.917,2.85,1844,3357,56.693
60,Carl Neill,D,SHE/CHA,19.256,320,42,74,85,116,201,628,7.096,0.16,0.308,0.362,0.47,0.831,2.263,3,7,39.582
61,Alexandre Alain,C,GAT/BLB,19.6,255,97,48,56,145,201,801,13.642,0.514,0.26,0.236,0.772,1.008,3.482,1935,3387,58.99
62,Philippe Sanche,RW,BLB,19.425,210,79,66,55,145,200,528,15.892,0.415,0.281,0.276,0.699,0.975,2.618,180,429,47.941
63,Christophe Lalonde,RW,MON/SHA,19.8,242,107,52,40,159,199,702,17.075,0.568,0.305,0.236,0.876,1.112,3.174,334,819,40.372
64,Pierre-Luc Dubois,LW,CAP/BLB,17.478,164,73,81,45,154,199,508,13.132,0.438,0.475,0.272,0.91,1.182,3.172,867,1748,48.205
65,Jordan Martel,LW/RW,BAC,19.681,244,95,62,41,157,198,734,12.298,0.426,0.308,0.181,0.732,0.916,3.452,12,59,22.361
66,Emile Poirier,LW,GAT,18.004,195,90,64,43,154,197,507,17.945,0.518,0.363,0.225,0.882,1.11,2.795,58,143,38.58
67,Jeffrey Truchon-Viel,LW,SHE/BAT,19.692,259,115,47,34,162,196,782,14.437,0.545,0.225,0.128,0.768,0.896,3.474,50,122,45.181
68,Yakov Trenin,C,GAT,18.921,169,74,56,65,130,195,617,12.323,0.473,0.325,0.385,0.79,1.178,3.762,1759,2982,56.482
69,Samuel Asselin,C,SHA/BAT/HAL,19.271,238,78,64,52,142,194,492,17.06,0.467,0.29,0.245,0.763,1.006,2.543,1981,3553,56.734
70,Nikita Jevpalovs,LW,BLB,19.268,185,95,56,42,151,193,499,19.538,0.575,0.33,0.265,0.898,1.165,2.84,637,1192,52.598
71,Zach O'Brien,C,BAT,19.713,129,97,69,27,166,193,568,17.245,0.75,0.535,0.21,1.29,1.495,4.4,758,1461,51.89
72,Ben Duffy,C,PEI,20.036,136,73,82,37,155,192,414,17.615,0.535,0.605,0.27,1.14,1.415,3.045,776,1523,51.06
73,Marcus Power,RW,ROU,19.422,194,57,80,55,137,192,455,12.458,0.332,0.485,0.315,0.818,1.135,2.593,588,1350,41.945
74,Samuel Girard,D,SHA,17.596,190,24,88,80,112,192,257,9.045,0.132,0.51,0.432,0.648,1.078,1.507,0,2,0.0
75,Jean-Sebastien Dea,C,ROU,18.85,183,111,50,31,161,192,476,23.03,0.625,0.268,0.155,0.893,1.047,2.842,2139,3939,54.152
76,Jerome Verrier,RW,DRU/QUE,19.476,241,92,58,41,150,191,703,11.205,0.325,0.24,0.188,0.562,0.749,2.729,747,1461,54.035
77,Marc-Olivier Roy,C,BLB/QUE,18.986,226,86,68,37,154,191,472,17.761,0.4,0.29,0.166,0.69,0.856,2.299,562,1225,44.981
78,James Phelan,C,SHA/VIC/MON,19.635,321,86,62,43,148,191,580,16.968,0.396,0.28,0.203,0.671,0.876,2.22,2846,5027,59.156
79,Matthew Boucher,LW,BLB/DRU/QUE,18.808,241,96,52,43,148,191,842,10.888,0.44,0.259,0.192,0.696,0.888,3.761,1528,2842,50.508
80,Christophe Lalancette,C,BAT/DRU,19.487,234,61,73,56,134,190,483,13.19,0.262,0.319,0.194,0.582,0.778,2.011,2230,4540,49.805
81,Jeremy McKenna,RW,MON,18.657,194,93,53,44,146,190,806,11.535,0.532,0.33,0.24,0.867,1.105,4.525,225,478,44.51
82,Alexis Pepin,RW,PEI/CHA/GAT/VDO,19.457,297,100,42,47,142,189,721,14.07,0.365,0.159,0.208,0.52,0.726,2.582,410,948,48.366
83,Laurent Dauphin,C,CHI,18.726,170,80,65,41,145,186,737,10.83,0.49,0.395,0.275,0.885,1.16,4.622,1501,2893,52.102
84,Maxim Lazarev,LW,CAP,18.879,160,79,56,51,135,186,449,16.822,0.502,0.382,0.322,0.885,1.208,3.002,28,54,53.248
85,Julien Pelletier,LW,CAP/ROU/SHE,19.278,252,92,51,43,143,186,538,16.093,0.393,0.205,0.182,0.598,0.782,2.392,54,109,49.298
86,Mathieu Boucher,LW,ROU,19.534,261,76,56,54,132,186,500,15.881,0.359,0.235,0.216,0.595,0.805,2.29,344,744,49.394
87,Valentin Zykov,RW,BAC/GAT,18.589,162,84,52,48,136,184,551,15.43,0.508,0.338,0.282,0.845,1.128,3.29,46,85,40.685
88,Oliver Cooper,LW,SNB/CHA,19.534,320,84,55,44,139,183,566,15.962,0.32,0.189,0.17,0.509,0.68,2.002,132,310,42.41
89,Yan Pavel Laplante,LW,PEI/VIC/CHA/GAT,19.46,251,90,64,29,154,183,768,12.587,0.45,0.287,0.14,0.737,0.877,3.508,603,1232,48.741
90,Gabryel Paquin-Boudreau,LW,BAC/CHI/GAT,19.69,201,74,65,43,139,182,552,13.364,0.429,0.469,0.238,0.89,1.13,3.119,19,47,52.085
91,Samuel Dove-McFalls,C,SNB/RIM,19.496,276,64,75,43,139,182,702,9.01,0.277,0.388,0.203,0.669,0.87,3.164,2640,4660,57.626
92,Nicholas Welsh,D,SHA/MON,19.422,329,36,77,68,113,181,500,7.454,0.149,0.348,0.262,0.491,0.753,2.01,3,3,25.0
93,Phelix Martineau,C,CAP,19.41,260,90,54,37,144,181,602,14.979,0.415,0.232,0.156,0.645,0.802,2.715,1699,3462,49.288
94,Charle-Edouard D'Astous,D,RIM,19.528,243,49,63,68,112,180,628,7.374,0.239,0.34,0.37,0.579,0.95,3.229,2,4,56.25
95,Arnaud Durandeau,LW,HAL,18.794,253,76,64,40,140,180,550,14.601,0.372,0.266,0.176,0.639,0.82,2.494,22,76,26.672
96,Olivier Galipeau,D,VDO/CHI/BAT,19.381,308,51,62,67,113,180,654,7.968,0.248,0.318,0.255,0.569,0.82,2.956,1,7,8.332
97,Mathieu Lemay,RW,ROU,18.865,250,86,58,35,144,179,704,12.801,0.448,0.27,0.172,0.718,0.89,3.291,22,69,39.798
98,Jimmy Huntington,C,BAT/VIC/RIM,18.888,283,67,70,41,137,178,425,16.605,0.401,0.374,0.189,0.78,0.968,2.142,1652,3192,52.748
99,Samuel Blais,LW,VIC/CHA,18.496,149,71,64,43,135,178,400,16.925,0.44,0.41,0.272,0.852,1.125,2.578,14,43,35.707
100,Pascal Laberge,C,VIC/GAT/QUE,18.561,224,62,65,51,127,178,580,10.144,0.272,0.276,0.214,0.544,0.758,2.651,698,1575,45.642
101,Mikhail Grigorenko,C,QUE,18.585,115,85,52,41,137,178,398,21.5,0.722,0.512,0.38,1.232,1.62,3.35,1185,2243,55.525
102,William Carrier,LW,CAP/DRU,17.988,166,65,64,48,129,177,588,10.68,0.385,0.392,0.288,0.782,1.065,3.673,21,48,37.66
103,Frederic Allard,D,CHI,17.844,250,34,76,67,110,177,536,6.63,0.178,0.376,0.299,0.554,0.852,2.545,3,10,32.5
104,Brandon Gignac,C,SHA,17.98,242,61,72,44,133,177,491,12.76,0.314,0.34,0.21,0.656,0.864,2.374,1724,3078,56.064
105,Matthew Boudreau,C,HAL/VIC/SHA/BAT,19.77,192,77,59,40,136,176,484,14.397,0.363,0.328,0.19,0.69,0.88,2.542,786,1763,45.282
106,Mathieu Ayotte,RW,VIC/QUE,19.476,230,72,74,30,146,176,502,14.685,0.398,0.378,0.164,0.776,0.94,2.71,120,359,29.214
107,Alexis Lafreniere,LW,RIM,16.428,114,76,62,37,138,175,383,19.795,0.665,0.55,0.33,1.215,1.545,3.36,25,60,44.79
108,Dmytro Timashov,LW,QUE/SHA,18.455,123,41,78,56,119,175,272,15.065,0.34,0.64,0.455,0.98,1.425,2.23,7,14,52.085
109,Rafael Harvey-Pinard,LW,ROU,18.816,179,69,72,32,141,173,463,13.216,0.402,0.365,0.205,0.768,0.965,2.795,19,49,35.171
110,Sven Andrighetto,RW,ROU,18.987,115,67,65,40,132,172,459,14.575,0.58,0.58,0.36,1.16,1.52,4.0,162,327,49.31
111,Jeremy Gregoire,RW,CHI/BAC,18.154,220,89,58,25,147,172,672,13.058,0.515,0.366,0.15,0.881,1.031,4.008,830,1494,55.73
112,Kevin Klima,C,MON/CHI,19.53,181,70,59,43,129,172,384,17.922,0.428,0.342,0.248,0.77,1.018,2.325,1294,2721,47.06
113,Guillaume Gelinas,D,VDO/SHA/BLB,19.536,204,39,67,65,106,171,623,3.786,0.141,0.246,0.203,0.386,0.589,2.036,0,0,0.0
114,Yaroslav Alexeyev,RW/LW,SHE/BAC,18.911,182,76,49,46,125,171,435,19.08,0.45,0.288,0.25,0.738,0.988,2.37,13,24,53.805
115,Otto Somppi,C,HAL,18.925,178,58,54,58,112,170,405,15.632,0.36,0.36,0.35,0.722,1.07,2.31,1914,3442,55.475
116,Philipp Kurashev,C,QUE,18.178,175,63,58,48,121,169,554,11.433,0.385,0.342,0.267,0.728,1.002,3.4,1364,2660,51.86
117,Massimo Carozza,C,QUE/CAP,19.388,253,71,58,40,129,169,628,11.001,0.348,0.304,0.19,0.651,0.844,2.851,1130,2371,48.87
118,Francois Beauchemin,C,RIM/VDO/CHA,19.702,237,75,54,39,129,168,467,21.816,0.451,0.302,0.192,0.754,0.95,2.346,754,1683,41.527
119,Nicolas Guay,C/RW,CHI/DRU,18.37,195,79,63,25,142,167,567,14.64,0.489,0.388,0.165,0.876,1.04,3.156,1063,2019,51.36
120,D'Artagnan Joly,C,GAT/BAC/RIM,18.567,215,57,69,41,126,167,506,11.231,0.288,0.302,0.215,0.598,0.812,2.444,662,1543,44.356
121,Anton Zlobin,LW,SHA/VDO,19.061,127,69,56,42,125,167,370,18.54,0.545,0.45,0.335,0.985,1.32,2.91,2,6,16.665
122,Danny Moynihan,C,HAL/SHA,19.021,197,78,60,28,138,166,515,14.725,0.435,0.33,0.132,0.765,0.898,2.79,1864,3300,56.155
123,Derek Gentile,RW,QUE/CHA/CAP,18.562,244,64,56,46,120,166,529,10.688,0.255,0.277,0.245,0.53,0.78,2.482,357,842,42.175
124,Bradley Lalonde,D,CAP/VIC/BAC,19.186,287,45,71,50,116,166,724,6.682,0.196,0.325,0.222,0.524,0.747,2.926,1,4,3.125
125,Matt Murphy,D,VDO/HAL/QUE/SNB,19.438,321,34,56,76,90,166,534,6.614,0.14,0.212,0.268,0.351,0.619,2.056,1,3,6.25
126,Alex Saulnier,C,MON,19.54,126,59,54,52,113,165,323,18.62,0.47,0.435,0.415,0.905,1.32,2.56,1770,3170,55.585
127,Olivier LeBlanc,D,SNB/CAP,19.64,291,33,72,59,105,164,574,6.037,0.132,0.292,0.227,0.423,0.652,2.181,0,0,0.0
128,Brandon Hynes,RW,VIC/BAT/VDO,19.502,124,78,49,35,127,162,561,13.89,0.63,0.395,0.28,1.025,1.31,4.53,7,15,46.43
129,Mathieu Nadeau,RW,VIC/VDO/RIM,19.761,182,64,65,33,129,162,425,14.73,0.369,0.368,0.212,0.739,0.948,2.502,526,1193,39.464
130,Joe Veleno,C,SNB/DRU,16.923,171,48,64,50,112,162,458,10.69,0.295,0.4,0.318,0.695,1.01,2.765,744,1639,46.155
131,Allain Saulnier,RW,MON,19.54,132,57,70,35,127,162,408,14.02,0.43,0.53,0.265,0.96,1.23,3.09,266,607,43.6
132,Dylan Montcalm,C,DRU/RIM,19.094,212,49,78,33,127,160,457,9.651,0.246,0.429,0.235,0.678,0.912,2.49,1835,3463,53.259
133,Marc-Olivier Brouillard,RW,DRU/BAT/GAT,19.834,145,56,66,38,122,160,459,14.022,0.372,0.41,0.32,0.782,1.102,2.735,55,103,25.608
134,Daniel Hardie,LW,RIM/SNB/CHA,19.514,172,77,57,25,134,159,521,15.372,0.482,0.368,0.135,0.845,0.98,3.098,19,56,34.548
135,Philippe Maillet,C,VIC,19.354,127,58,65,36,123,159,503,11.74,0.455,0.51,0.285,0.97,1.255,3.955,951,2006,47.405
136,Thomas Gregoire,D,SHE,18.296,244,25,82,51,107,158,545,4.481,0.134,0.445,0.236,0.579,0.816,2.786,0,0,0.0
137,Pierre-Maxime Poudrier,C,CHI/QUE/VDO,19.468,253,66,52,40,118,158,435,15.927,0.325,0.286,0.191,0.612,0.798,1.965,1996,3864,51.298
138,Philippe Halley,LW,VIC,19.77,133,83,49,25,132,157,428,19.975,0.625,0.37,0.19,0.995,1.18,3.215,127,289,40.64
139,Andrew Ryan,LW,HAL/BAT,19.791,221,76,47,34,123,157,489,14.501,0.335,0.229,0.142,0.57,0.706,2.306,404,916,44.732
140,Antoine Waked,RW,ROU,19.456,224,68,50,39,118,157,402,16.169,0.386,0.291,0.199,0.682,0.878,2.326,24,57,47.27
141,Evgeny Svechnikov,RW,CAP,18.373,105,64,46,47,110,157,356,17.995,0.61,0.44,0.45,1.05,1.5,3.395,372,741,48.775
142,Olivier Garneau,LW,QUE/RIM,19.216,298,85,42,30,127,157,519,18.33,0.428,0.168,0.152,0.598,0.749,2.222,662,1555,40.041
143,Phillip Danault,C,VIC/MON,19.056,118,41,58,57,99,156,396,10.41,0.35,0.495,0.49,0.845,1.335,3.39,1481,2832,52.51
144,Gregor MacLeod,C,CHA/QUE/DRU,19.525,164,58,60,37,118,155,418,13.895,0.415,0.408,0.248,0.822,1.068,2.772,291,614,45.66
145,Keith Getson,LW/C,CHA/HAL,19.528,312,68,44,43,112,155,581,12.706,0.32,0.195,0.18,0.517,0.698,2.415,1743,3257,52.674
146,Francis Beauvillier,LW,RIM/ROU/SHA,19.149,195,75,44,35,119,154,553,13.228,0.373,0.248,0.198,0.625,0.825,2.825,618,1172,54.51
147,Thomas Chabot,D,SNB,18.75,202,34,65,54,99,153,453,7.825,0.227,0.442,0.355,0.672,1.028,2.81,0,0,0.0
148,Nathan MacKinnon,C,HAL,16.54,102,63,53,37,116,153,410,15.375,0.63,0.545,0.35,1.175,1.52,4.085,996,1974,50.54
149,Simon Lafrance,C,VDO/VIC,19.051,192,64,46,42,110,152,463,14.96,0.374,0.249,0.252,0.626,0.878,2.66,860,2116,41.512
150,Adam Chapman,LW,GAT/QUE/BAT/DRU,19.81,220,59,49,43,108,151,433,13.181,0.267,0.22,0.156,0.488,0.646,2.044,1030,1904,55.062
151,Olivier Archambault,LW,DRU/QUE,19.828,147,68,51,32,119,151,420,16.672,0.47,0.365,0.245,0.835,1.08,2.812,383,741,51.71
152,Michael Beaudry,C,VDO/BAT,19.891,134,54,49,48,103,151,366,14.625,0.405,0.365,0.36,0.77,1.13,2.735,1139,2241,50.68
153,Gabriel Fortier,C,BAC,17.858,150,69,42,39,111,150,406,17.72,0.478,0.292,0.248,0.775,1.018,2.718,1178,2480,48.408
154,Josh Currie,C,PEI,19.379,136,79,40,31,119,150,475,16.385,0.58,0.295,0.23,0.875,1.105,3.495,1639,3325,49.295
155,Bronson Beaton,C,CAP/SHA/MON/BAT/QUE,19.668,314,63,46,41,109,150,601,11.085,0.296,0.172,0.174,0.468,0.637,2.468,1662,3202,52.486
156,Simon Bourque,D,RIM/SNB,18.799,248,40,52,57,92,149,435,9.479,0.195,0.256,0.288,0.452,0.74,2.072,0,3,0.0
157,Benoit-Olivier Groulx,LW/C,HAL,17.858,186,71,37,41,108,149,427,16.768,0.4,0.238,0.248,0.64,0.888,2.392,1288,2550,50.052
158,Scott Oke,LW,RIM/SNB/BAT,19.751,189,59,56,34,115,149,421,13.242,0.302,0.277,0.175,0.578,0.755,2.355,141,318,45.225
159,Ryan Penny,C,MON/ROU,19.142,261,77,41,31,118,149,600,13.592,0.351,0.208,0.18,0.559,0.739,2.57,1871,3884,48.748
160,Matej Beran,RW,PEI/SHE/CHA,19.094,178,65,55,29,120,149,481,12.925,0.36,0.267,0.167,0.63,0.798,2.77,98,209,38.945
161,Vincent Dunn,LW,VDO/GAT/RIM,18.129,205,80,39,29,119,148,495,14.639,0.43,0.179,0.144,0.614,0.756,2.902,584,1198,50.979
162,Sebastien Sylvestre,C,CHI/RIM,19.19,164,61,53,34,114,148,463,12.05,0.36,0.322,0.218,0.685,0.9,2.932,516,1070,45.002
163,Alexander Katerinakis,RW,BLB,19.455,253,55,50,41,105,146,507,11.462,0.282,0.224,0.192,0.504,0.692,2.506,141,317,47.99
164,Taylor Burke,RW,GAT/MON/QUE,19.358,217,67,42,37,109,146,379,16.422,0.306,0.195,0.19,0.495,0.685,1.85,2537,4714,55.004
165,Shawn Boudrias,RW,CHA/GAT/CAP,18.129,223,68,41,36,109,145,561,11.474,0.349,0.211,0.206,0.56,0.765,2.923,478,993,46.664
166,Ivan Kosorenkov,RW,VIC,19.148,131,70,40,35,110,145,325,21.59,0.535,0.31,0.27,0.845,1.115,2.495,3,13,22.62
167,Vincent Lanoue,D,QUE/VDO/VIC,19.142,304,22,55,68,77,145,328,6.562,0.103,0.211,0.309,0.309,0.62,1.477,1,4,16.665
168,Loik Leveille,D,BAC/CHI/CAP,18.096,248,40,52,53,92,145,572,7.534,0.2,0.244,0.229,0.444,0.672,2.608,0,0,0.0
169,Guillaume Asselin,RW,CHI,19.516,136,60,46,39,106,145,377,17.365,0.445,0.34,0.285,0.78,1.065,2.775,20,44,45.75
170,Brent Andrews,C,HAL,19.904,191,56,56,32,112,144,471,12.455,0.328,0.34,0.165,0.67,0.84,2.665,1978,3540,55.43
171,Jonathan Bourcier,LW,GAT/CHI/BAT/QUE,18.89,232,64,43,37,107,144,435,13.888,0.274,0.244,0.144,0.515,0.66,1.966,394,867,52.874
172,Frederik Gauthier,C,RIM,18.64,153,56,54,34,110,144,335,16.947,0.385,0.342,0.182,0.732,0.912,2.3,1956,3942,50.968
173,Bradley Kennedy,RW,CHA/HAL,19.604,232,60,46,37,106,143,460,12.955,0.28,0.282,0.16,0.564,0.721,2.202,114,254,50.154
174,Julien Tessier,C,SNB/CHI/MON/VDO,19.52,221,53,61,29,114,143,421,12.568,0.302,0.341,0.17,0.65,0.821,2.28,1490,2981,49.53
175,Alexandre Lavoie,C,CAP/CHI/RIM,19.327,128,59,48,36,107,143,282,21.33,0.46,0.38,0.28,0.84,1.12,2.21,1169,2172,53.11
176,Julien Nantel,C,ROU,18.148,188,63,47,32,110,142,524,14.882,0.37,0.231,0.172,0.599,0.771,2.832,1041,2131,42.87
177,Mathieu Sevigny,LW,DRU/VIC,19.575,246,69,42,30,111,141,509,14.304,0.347,0.274,0.143,0.62,0.766,2.42,842,1720,49.587
178,Raphael Lavoie,C/RW,HAL,17.222,157,67,43,31,110,141,445,16.18,0.428,0.262,0.215,0.69,0.908,2.74,418,874,46.835
179,Adam Holwell,D,MON/BAT,19.586,329,28,63,50,91,141,458,5.962,0.113,0.278,0.2,0.388,0.592,1.907,1,4,12.5
