,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Blake Coleman,F,IND,18.798,59,34,30,28,64,92,213,15.96,0.58,0.51,0.47,1.08,1.56,3.61
1,Daniil Tarasov,F,IND,19.239,57,37,17,21,54,75,217,17.05,0.65,0.3,0.37,0.95,1.32,3.81
2,Brian Ferlin,F,IND,18.284,55,25,36,12,61,73,158,15.82,0.45,0.65,0.22,1.11,1.33,2.87
3,John Gaudreau,F,DBQ,17.09,60,36,18,18,54,72,155,23.23,0.6,0.3,0.3,0.9,1.2,2.58
4,Ryan Dzingel,F,LIN,18.519,54,23,24,20,47,67,119,19.33,0.43,0.44,0.37,0.87,1.24,2.2
5,Vinny Saponari,F,DBQ,20.581,56,18,29,17,47,64,198,9.09,0.32,0.52,0.3,0.84,1.14,3.54
6,Jimmy Mullin,F,FGO,18.558,52,23,30,7,53,60,207,11.11,0.44,0.58,0.13,1.02,1.15,3.98
7,Justin Kovacs,F,CR,18.924,58,17,25,17,42,59,106,16.04,0.29,0.43,0.29,0.72,1.02,1.83
8,Jayson Megna,F,CR,20.619,60,30,15,13,45,58,237,12.66,0.5,0.25,0.22,0.75,0.97,3.95
9,David Johnstone,F,IND,18.804,57,20,25,13,45,58,173,11.56,0.35,0.44,0.23,0.79,1.02,3.04
10,Ryan Misiak,F,MUS,19.034,57,15,27,16,42,58,127,11.81,0.26,0.47,0.28,0.74,1.02,2.23
11,William Kessel,F,GB,18.692,60,21,22,14,43,57,174,12.07,0.35,0.37,0.23,0.72,0.95,2.9
12,John McCarron,F,LIN,18.415,60,24,17,16,41,57,173,13.87,0.4,0.28,0.27,0.68,0.95,2.88
13,Cason Hohmann,F,CR,17.679,55,22,15,18,37,55,149,14.77,0.4,0.27,0.33,0.67,1.0,2.71
14,Peter Schneider,F,IND,19.45,55,30,12,12,42,54,200,15.0,0.55,0.22,0.22,0.76,0.98,3.64
15,Matt Berry,F,MUS,18.076,56,25,15,11,40,51,156,16.03,0.45,0.27,0.2,0.71,0.91,2.79
16,Chad Demers,F,FGO,19.833,51,18,22,10,40,50,144,12.5,0.35,0.43,0.2,0.78,0.98,2.82
17,Caleb Herbert,F,SC,18.927,51,23,16,11,39,50,147,15.65,0.45,0.31,0.22,0.76,0.98,2.88
18,Zemgus Girgensons,F,DBQ,16.693,51,21,17,11,38,49,152,13.82,0.41,0.33,0.22,0.75,0.96,2.98
19,Jean-Paul LaFontaine,F,GB,18.588,60,15,21,12,36,48,142,10.56,0.25,0.35,0.2,0.6,0.8,2.37
20,Seth Ambroz,F,OMA,17.457,56,24,11,11,35,46,222,10.81,0.43,0.2,0.2,0.62,0.82,3.96
21,Ryan Carpenter,F,SC,19.658,59,13,23,9,36,45,144,9.03,0.22,0.39,0.15,0.61,0.76,2.44
22,Robert Francis,F,GB,19.697,54,14,22,9,36,45,120,11.67,0.26,0.41,0.17,0.67,0.83,2.22
23,Jiri Sekac,F,YNG,18.265,58,18,17,10,35,45,128,14.06,0.31,0.29,0.17,0.6,0.78,2.21
24,Christian Isackson,F,SF,18.653,58,17,16,11,33,44,164,10.37,0.29,0.28,0.19,0.57,0.76,2.83
25,Jordan Schmaltz,D,SC,16.937,53,13,16,15,29,44,84,15.48,0.25,0.3,0.28,0.55,0.83,1.58
26,Travis Lynch,F,GB,19.582,60,20,14,10,34,44,136,14.71,0.33,0.23,0.17,0.57,0.73,2.27
27,Shane Sooth,F,DBQ,18.41,60,10,17,16,27,43,132,7.58,0.17,0.28,0.27,0.45,0.72,2.2
28,Sam Warning,F,CR,17.961,56,24,11,8,35,43,146,16.44,0.43,0.2,0.14,0.62,0.77,2.61
29,Ryan Jacobson,F,SF,19.855,60,22,13,8,35,43,157,14.01,0.37,0.22,0.13,0.58,0.72,2.62
30,Cody Strang,F,YNG,20.058,58,18,12,12,30,42,122,14.75,0.31,0.21,0.21,0.52,0.72,2.1
31,Dan DeSalvo,F,DM,18.527,58,14,19,9,33,42,114,12.28,0.24,0.33,0.16,0.57,0.72,1.97
32,Nick Oddo,F,OMA,20.548,57,24,12,6,36,42,132,18.18,0.42,0.21,0.11,0.63,0.74,2.32
33,Max McCormick,F,SC,18.374,55,21,13,8,34,42,120,17.5,0.38,0.24,0.15,0.62,0.76,2.18
34,Ryan McGrath,F,CR,19.176,58,18,16,8,34,42,136,13.24,0.31,0.28,0.14,0.59,0.72,2.34
35,Michael Parks,F,CR,18.582,56,25,10,7,35,42,139,17.99,0.45,0.18,0.12,0.62,0.75,2.48
36,Ty Loney,F,YNG,18.541,54,23,15,4,38,42,174,13.22,0.43,0.28,0.07,0.7,0.78,3.22
37,Stefan Demopoulos,F,OMA,19.661,60,16,17,7,33,40,124,12.9,0.27,0.28,0.12,0.55,0.67,2.07
38,Connor Reilly,F,SF,18.957,60,14,20,5,34,39,171,8.19,0.23,0.33,0.08,0.57,0.65,2.85
39,Soren Jonzzon,F,TC,18.766,60,17,15,7,32,39,178,9.55,0.28,0.25,0.12,0.53,0.65,2.97
40,Andrew Schmit,F,LIN,19.067,60,16,16,7,32,39,159,10.06,0.27,0.27,0.12,0.53,0.65,2.65
41,Isaac Kohls,F,MUS,19.483,56,18,13,8,31,39,115,15.65,0.32,0.23,0.14,0.55,0.7,2.05
42,Garrett Peterson,F,LIN,19.007,43,21,11,6,32,38,124,16.94,0.49,0.26,0.14,0.74,0.88,2.88
43,Ludwig Karlsson,F,GB,19.691,56,13,10,15,23,38,145,8.97,0.23,0.18,0.27,0.41,0.68,2.59
44,Tanner Kero,F,FGO,18.144,55,14,13,10,27,37,106,13.21,0.25,0.24,0.18,0.49,0.67,1.93
45,Eric Scheid,F,LIN,18.363,57,15,12,9,27,36,92,16.3,0.26,0.21,0.16,0.47,0.63,1.61
46,Dominic Zombo,F,SF,19.505,60,16,8,12,24,36,148,10.81,0.27,0.13,0.2,0.4,0.6,2.47
47,Nick Mattson,D,IND,18.892,57,6,17,13,23,36,69,8.7,0.11,0.3,0.23,0.4,0.63,1.21
48,Austin Coldwell,D,DM,20.543,59,7,15,13,22,35,176,3.98,0.12,0.25,0.22,0.37,0.59,2.98
49,Ryan Belonger,F,YNG,18.363,59,21,7,7,28,35,149,14.09,0.36,0.12,0.12,0.47,0.59,2.53
50,Dajon Mingo,F,DM,20.359,52,24,7,4,31,35,157,15.29,0.46,0.13,0.08,0.6,0.67,3.02
51,Daniel Doremus,F,SF,18.9,57,19,7,9,26,35,107,17.76,0.33,0.12,0.16,0.46,0.61,1.88
52,Sam Coatta,F,SF,20.436,60,14,14,7,28,35,144,9.72,0.23,0.23,0.12,0.47,0.58,2.4
53,Matt Prapavessis,D,LIN,19.291,48,10,12,12,22,34,85,11.76,0.21,0.25,0.25,0.46,0.71,1.77
54,Brad Robbins,F,SC,19.119,42,13,11,10,24,34,109,11.93,0.31,0.26,0.24,0.57,0.81,2.6
55,Alexx Privitera,D,MUS,17.657,57,10,14,10,24,34,134,7.46,0.18,0.25,0.18,0.42,0.6,2.35
56,Travis Belohrad,F,MUS,19.672,55,18,9,7,27,34,83,21.69,0.33,0.16,0.13,0.49,0.62,1.51
57,Sam Alfieri,F,LIN,19.519,60,10,15,9,25,34,81,12.35,0.17,0.25,0.15,0.42,0.57,1.35
58,Austin Czarnik,F,GB,17.758,46,20,9,5,29,34,94,21.28,0.43,0.2,0.11,0.63,0.74,2.04
59,Alex Broadhurst,F,GB,17.525,55,13,8,12,21,33,82,15.85,0.24,0.15,0.22,0.38,0.6,1.49
