,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Michael Sgarbossa,C,SBY,19.141,66,47,33,22,80,102,0.71,0.5,0.33,1.21,1.55
1,Tyler  Toffoli,RW,OTT,19.393,65,52,27,21,79,100,0.8,0.42,0.32,1.22,1.54
2,Tanner Pearson,LW,BAR,19.097,60,37,37,17,74,91,0.62,0.62,0.28,1.23,1.52
3,Shane Prince,LW,OTT,18.829,57,43,32,15,75,90,0.75,0.56,0.26,1.32,1.58
4,Andrew  Agozzino,LW,NIAG,20.699,67,40,31,17,71,88,0.6,0.46,0.25,1.06,1.31
5,Nick Cousins,C,SSM,18.155,65,35,32,21,67,88,0.54,0.49,0.32,1.03,1.35
6,Charles Sarault,C,SAR,19.568,68,20,40,27,60,87,0.29,0.59,0.4,0.88,1.28
7,Freddie Hamilton,RW,NIAG,19.705,61,35,35,16,70,86,0.57,0.57,0.26,1.15,1.41
8,Tobias  Rieder,RW,KIT,18.678,60,42,23,20,65,85,0.7,0.38,0.33,1.08,1.42
9,Vincent Trocheck,C,SAG,18.18,65,29,34,22,63,85,0.45,0.52,0.34,0.97,1.31
10,Mike Halmo,LW,OS,20.337,66,40,25,20,65,85,0.61,0.38,0.3,0.98,1.29
11,Seth Griffith,RW,LDN,18.694,68,45,21,19,66,85,0.66,0.31,0.28,0.97,1.25
12,Riley Brace,LW,MISS,19.524,65,33,32,17,65,82,0.51,0.49,0.26,1.0,1.26
13,Stefan Noesen,LW,PLY,18.588,63,38,25,19,63,82,0.6,0.4,0.3,1.0,1.3
14,Andrew Yogan,C,PBO,19.781,66,41,21,16,62,78,0.62,0.32,0.24,0.94,1.18
15,Sean Monahan,C,OTT,16.926,62,33,27,18,60,78,0.53,0.44,0.29,0.97,1.26
16,Josh Shalla,LW,SAG,19.973,53,40,26,10,66,76,0.75,0.49,0.19,1.25,1.43
17,Brandon Saad,LW,SAG,18.883,44,34,19,23,53,76,0.77,0.43,0.52,1.2,1.73
18,Zack Mitchell,RW,GUE,18.686,67,37,22,16,59,75,0.55,0.33,0.24,0.88,1.12
19,Greg McKegg,C,ER/LDN,19.245,65,31,34,10,65,75,0.48,0.52,0.15,1.0,1.15
20,Colin Behenna,C,BAR,20.277,61,26,24,24,50,74,0.43,0.39,0.39,0.82,1.21
21,Kerby Rychel,LW,WSR,16.939,68,41,21,12,62,74,0.6,0.31,0.18,0.91,1.09
22,Joshua Leivo,LW,SBY,18.306,66,32,23,18,55,73,0.48,0.35,0.27,0.83,1.11
23,Daniel Catenacci,C,OS,18.519,67,33,21,18,54,72,0.49,0.31,0.27,0.81,1.07
24,Dougie  Hamilton,D,NIAG,18.245,50,17,28,27,45,72,0.34,0.56,0.54,0.9,1.44
25,Alex Friesen,C,NIAG,20.625,62,26,22,23,48,71,0.42,0.35,0.37,0.77,1.15
26,Vladislav Namestnikov,C,LDN,18.812,63,22,27,22,49,71,0.35,0.43,0.35,0.78,1.13
27,Alan Quine,C,PBO,18.552,65,30,27,13,57,70,0.46,0.42,0.2,0.88,1.08
28,Brett  Thompson,C,SAR/ER,20.622,61,32,26,12,58,70,0.52,0.43,0.2,0.95,1.15
29,Michael Catenacci,C,KIT,20.589,52,25,30,14,55,69,0.48,0.58,0.27,1.06,1.33
30,Nail Yakupov,RW,SAR,17.942,42,31,23,15,54,69,0.74,0.55,0.36,1.29,1.64
