,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rimouski Oceanic,136,81,57.645,526,386,140,53.945,4458,3808,650,11.375,0.9,101.3,52.215,229.365,209.885,19.485,10.34,0.89,99.295,23.132,0.312,18.884,0.29,124,136,-12,47.665,466,544,-78,46.205,26.36,0.748,114,85,29,56.905,489,421,68,53.4,23.11,0.8,288,165,123,63.565,3503,2843,660,55.22,7.725,0.942
1,Val-d'Or Foreurs,136,76,55.33,584,473,111,53.545,4581,3969,612,12.33,0.885,100.815,57.045,261.715,196.09,65.625,11.455,0.901,101.54,19.282,0.262,-31.909,-0.478,201,94,107,67.64,625,382,243,61.835,31.295,0.756,132,138,-6,48.7,619,531,88,53.855,21.065,0.742,251,241,10,51.485,3337,3056,281,52.175,7.14,0.926
2,Blainville-Boisbriand Armada,136,75,56.55,480,369,111,52.815,3822,3415,407,11.97,0.896,101.53,53.705,213.775,184.41,29.36,11.275,0.892,100.43,13.226,0.209,6.912,0.122,115,106,9,52.05,405,394,11,50.78,27.75,0.736,112,87,25,56.195,540,468,72,53.585,20.55,0.816,253,176,77,58.925,2877,2553,324,52.975,8.115,0.935
3,Halifax Mooseheads,136,74,55.055,514,419,95,54.17,4503,3801,702,10.9,0.893,100.205,54.75,245.295,202.51,42.785,10.95,0.893,100.275,-0.292,-0.016,-0.994,-0.006,132,117,15,53.17,547,495,52,52.165,23.69,0.769,123,94,29,56.645,686,579,107,54.09,17.835,0.839,259,208,51,55.26,3270,2727,543,54.51,7.38,0.927
4,Baie-Comeau Drakkar,136,73,54.365,473,401,72,51.885,4453,4115,338,10.36,0.906,100.895,55.125,231.93,187.69,44.24,10.425,0.909,101.305,-2.93,-0.02,-7.808,-0.103,133,94,39,58.91,503,399,104,55.42,26.65,0.77,110,84,26,57.065,566,433,133,56.695,19.305,0.807,230,223,7,50.945,3384,3283,101,50.69,6.5,0.935
5,Quebec Remparts,136,72,54.43,515,432,83,48.115,3992,4306,-314,12.505,0.903,102.765,52.42,215.705,195.75,19.955,10.865,0.909,101.735,32.793,0.491,-12.751,-0.182,159,98,61,61.905,524,388,136,57.39,29.99,0.749,116,66,50,63.985,531,396,135,57.285,21.555,0.838,240,268,-28,47.165,2937,3522,-585,45.465,7.775,0.927
6,Moncton Wildcats,136,70,51.875,492,452,40,49.285,4143,4263,-120,11.56,0.896,101.235,49.16,234.4,241.62,-7.21,11.335,0.887,99.955,5.096,0.068,22.617,0.316,132,154,-22,45.3,531,648,-117,44.995,24.125,0.765,129,103,26,55.53,606,655,-49,48.055,21.17,0.845,231,195,36,54.185,3006,2960,46,50.41,7.34,0.937
7,Gatineau Olympiques,136,65,51.615,481,451,30,52.395,4133,3759,374,11.32,0.883,99.63,52.96,232.92,207.305,25.615,11.32,0.889,100.26,0.08,-0.001,-11.192,-0.186,147,133,14,51.845,530,487,43,51.95,27.22,0.73,125,100,25,55.455,614,496,118,55.195,19.905,0.8,209,218,-9,49.1,2989,2776,213,51.875,6.675,0.926
8,Cape Breton Screaming Eagles,136,64,50.7,514,500,14,52.04,4390,4042,348,11.33,0.881,99.425,51.66,250.515,234.485,16.03,11.49,0.884,99.815,-3.512,-0.048,-4.517,-0.068,126,146,-20,46.79,499,576,-77,46.56,25.16,0.755,114,116,-2,49.68,550,594,-44,48.085,20.69,0.806,274,238,36,53.42,3341,2872,469,53.75,7.665,0.922
9,Drummondville Voltigeurs,136,63,49.985,422,427,-5,51.83,4031,3754,277,10.195,0.893,99.44,52.285,217.405,197.91,19.495,10.775,0.894,100.18,-11.906,-0.175,-4.09,-0.048,107,106,1,50.105,532,417,115,55.47,20.435,0.75,94,104,-10,48.635,536,505,31,51.88,17.04,0.806,221,217,4,50.89,2963,2832,131,51.19,7.22,0.928
