,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kelowna Rockets,720,405,57.824,2628,2002,626,53.57,23215,20966,2249,11.171,0.906,101.697
1,Calgary Hitmen,720,403,49.138,2575,2083,492,52.563,23283,20108,3175,9.931,0.885,98.414
2,Tri-City Americans,720,385,49.53,2453,2140,313,46.719,22545,22421,124,11.38,0.9,101.412
3,Spokane Chiefs,720,377,48.196,2464,2062,402,51.214,23920,20713,3207,9.923,0.888,98.648
4,Medicine Hat Tigers,720,377,53.902,2586,2240,346,54.932,24034,22092,1942,10.375,0.892,99.573
5,Brandon Wheat Kings,720,374,52.824,2737,2344,393,51.016,24236,22584,1652,10.366,0.905,100.833
6,Portland Winterhawks,576,351,53.167,2342,1775,567,51.293,21485,18986,2499,10.012,0.906,100.609
7,Saskatoon Blades,720,328,42.611,2367,2497,-130,46.309,22905,23998,-1093,9.18,0.892,98.41
8,Everett Silvertips,720,322,54.573,2007,2093,-86,52.138,21101,22394,-1293,9.53,0.914,100.892
9,Vancouver Giants,720,319,40.939,2303,2336,-33,46.817,23343,20596,2747,9.01,0.887,97.677
10,Edmonton Oil Kings,720,316,45.181,2237,2249,-12,51.748,23566,21677,1889,8.398,0.89,97.443
11,Swift Current Broncos,720,313,48.665,2210,2301,-91,48.328,22518,23586,-1068,9.572,0.906,100.16
12,Regina Pats,720,309,56.2,2396,2457,-61,53.73,22933,23171,-238,10.706,0.904,101.058
13,Red Deer Rebels,720,305,50.792,2108,2190,-82,50.316,22308,22797,-489,9.898,0.904,100.238
14,Kamloops Blazers,720,304,52.151,2282,2435,-153,48.858,22362,23535,-1173,9.784,0.914,101.167
15,Seattle Thunderbirds,720,304,53.329,2112,2321,-209,52.5,22232,23479,-1247,9.846,0.905,100.33
16,Moose Jaw Warriors,720,301,50.876,2253,2479,-226,47.878,22386,23555,-1169,10.4,0.909,101.253
17,Kootenay Ice,576,278,50.612,1843,1724,119,49.65,18203,17396,807,9.941,0.904,100.26
18,Lethbridge Hurricanes,720,272,50.662,2219,2616,-397,47.003,21297,24672,-3375,11.403,0.902,101.644
19,Prince Albert Raiders,720,270,44.62,2199,2592,-393,48.141,23091,24536,-1445,8.952,0.899,98.754
20,Prince George Cougars,720,242,51.333,2054,2717,-663,51.537,21805,24181,-2376,9.55,0.904,99.902
21,Victoria Royals,432,213,54.704,1438,1345,93,49.908,13103,13560,-457,10.674,0.911,101.79
22,Chilliwack Bruins,288,98,45.825,788,983,-195,45.192,7980,9534,-1554,10.192,0.902,100.285
23,Portland Winter Hawks,144,27,33.52,305,603,-298,41.345,3885,5533,-1648,7.705,0.894,97.095
24,Kootenay ICE,144,23,33.54,329,651,-322,41.185,3902,5568,-1666,8.26,0.886,96.8
