,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,1224,675,54.7,4298,3658,640,52.57,37808,34463,3345,10.715,0.901,100.823
1,Brandon Wheat Kings,1224,659,46.593,4477,3917,560,47.688,39566,36951,2615,9.923,0.896,99.542
2,Kelowna Rockets,1224,642,56.798,4125,3658,467,51.39,37894,34993,2901,11.504,0.909,102.374
3,Spokane Chiefs,1224,630,55.19,4053,3639,414,54.732,40175,35029,5146,10.25,0.897,99.928
4,Swift Current Broncos,1224,619,48.488,3941,3746,195,48.956,37722,36845,877,9.142,0.908,99.908
5,Kamloops Blazers,1224,613,55.22,4037,3963,74,53.094,37511,38324,-813,10.659,0.904,100.956
6,Red Deer Rebels,1224,606,49.997,3843,3696,147,49.493,37469,36415,1054,8.596,0.916,100.246
7,Kootenay Ice,1080,599,50.414,3584,3083,501,50.552,33530,31136,2394,9.429,0.905,99.86
8,Tri-City Americans,1224,599,55.234,4133,4034,99,50.966,38392,38517,-125,10.862,0.909,101.648
9,Medicine Hat Tigers,1224,584,52.465,4209,4180,29,49.358,37846,38439,-593,10.494,0.908,101.331
10,Moose Jaw Warriors,1224,552,47.034,4017,4189,-172,50.314,38103,39791,-1688,9.009,0.898,98.785
11,Saskatoon Blades,1224,549,54.906,3860,4162,-302,51.876,36885,39493,-2608,10.515,0.906,101.091
12,Seattle Thunderbirds,1224,547,41.346,3883,4033,-150,46.168,38483,39876,-1393,8.56,0.896,98.138
13,Lethbridge Hurricanes,1224,536,44.628,3881,4092,-211,46.632,35549,36650,-1101,9.166,0.901,99.18
14,Regina Pats,1224,533,44.861,3894,4211,-317,45.351,35979,38592,-2613,10.284,0.897,99.939
15,Prince George Cougars,1224,496,40.204,3723,4379,-656,47.072,37768,40112,-2344,8.383,0.89,97.323
16,Prince Albert Raiders,1224,478,46.896,3682,4385,-703,49.296,37403,40123,-2720,9.253,0.898,99.04
17,Vancouver Giants,864,426,46.211,2839,2625,214,52.142,27301,23850,3451,9.709,0.876,97.356
18,Portland Winter Hawks,936,397,36.016,2795,3270,-475,43.242,28572,30436,-1864,8.123,0.89,97.208
19,Everett Silvertips,720,321,42.12,1895,1959,-64,43.965,19813,22265,-2452,8.856,0.904,99.309
20,Portland Winterhawks,288,189,61.665,1220,859,361,56.202,11146,9280,1866,10.86,0.912,102.102
21,Edmonton Oil Kings,432,188,59.092,1348,1342,6,55.57,13680,13195,485,10.192,0.912,101.42
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Victoria Royals,144,51,44.31,448,568,-120,47.07,4147,4665,-518,10.55,0.881,98.635
24,Edmonton Ice,144,34,39.68,473,723,-250,43.075,4238,5608,-1370,11.09,0.872,98.335
