,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Omaha Lancers,541,291,51.874,1811,1456,355,49.247,16841,15483,1358,9.768,0.912,100.988
1,Cedar Rapids RoughRiders,541,282,50.517,1857,1487,370,49.187,16811,16444,367,10.621,0.899,100.466
2,Lincoln Stars,542,278,52.672,1796,1618,178,53.498,17779,16001,1778,9.5,0.903,99.814
3,Green Bay Gamblers,542,271,56.944,1716,1579,137,51.644,16462,16182,280,11.212,0.91,102.144
4,Waterloo Black Hawks,539,264,53.52,1823,1646,177,52.165,17708,15541,2167,10.734,0.898,100.482
5,Sioux Falls Stampede,539,259,50.716,1679,1596,83,52.073,16426,16454,-28,9.666,0.9,99.679
6,Indiana Ice,540,251,48.771,1781,1770,11,49.025,16572,16905,-333,10.224,0.897,99.898
7,Tri-City Storm,542,200,43.496,1479,1818,-339,47.903,16321,16355,-34,8.613,0.899,98.459
8,Chicago Steel,543,183,43.609,1500,1949,-449,45.61,15615,18557,-2942,9.05,0.902,99.188
9,Sioux City Musketeers,470,181,49.53,1416,1455,-39,50.287,14312,14546,-234,9.574,0.904,99.889
10,Des Moines Buccaneers,543,172,44.091,1598,1973,-375,46.344,16818,18220,-1402,9.2,0.9,99.101
11,Fargo Force,304,154,53.412,991,872,119,51.032,9394,8865,529,9.851,0.909,100.694
12,Dubuque Fighting Saints,184,108,58.462,621,462,159,55.312,5609,4656,953,10.912,0.904,101.278
13,Youngstown Phantoms,244,98,49.075,740,837,-97,48.692,7082,7661,-579,10.385,0.898,100.13
14,Team USA,244,92,45.596,727,827,-100,51.04,7371,7457,-86,9.305,0.883,97.609
15,Muskegon Lumberjacks,184,61,47.112,523,634,-111,47.032,5322,6122,-800,9.535,0.904,99.932
16,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
17,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
