,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Brad Richards,LW,RIM,19.371,63,71,56,59,127,186,489,14.52,1.13,0.89,0.94,2.02,2.95,7.76
1,Ramzi Abid,D,HAL/BAT,19.477,72,67,87,4,154,158,430,15.58,0.93,1.21,0.06,2.14,2.19,5.97
2,Simon Gamache,C,VDO,18.697,72,64,53,26,117,143,383,16.71,0.89,0.74,0.36,1.62,1.99,5.32
3,Benoit Dusablon,C,HAL/VDO,20.124,72,47,49,39,96,135,333,14.11,0.65,0.68,0.54,1.33,1.88,4.62
4,Marc-Andre Thinel,RW,VIC,18.478,71,59,60,13,119,132,378,15.61,0.83,0.85,0.18,1.68,1.86,5.32
5,Jonathan Roy,C,DRU/MON,19.694,73,64,58,3,122,125,295,21.69,0.88,0.79,0.04,1.67,1.71,4.04
6,Carl Mallette,C,VIC,17.827,69,49,17,59,66,125,267,18.35,0.71,0.25,0.86,0.96,1.81,3.87
7,Brandon Reid,C,HAL,18.519,62,44,17,63,61,124,217,20.28,0.71,0.27,1.02,0.98,2.0,3.5
8,Dominic Forget,C,SHA,18.536,67,38,25,53,63,116,245,15.51,0.57,0.37,0.79,0.94,1.73,3.66
9,Jerome Tremblay,LW,ROU,20.176,71,46,18,52,64,116,287,16.03,0.65,0.25,0.73,0.9,1.63,4.04
10,Marco Charpentier,RW,BAC,19.644,72,51,46,16,97,113,307,16.61,0.71,0.64,0.22,1.35,1.57,4.26
11,Miroslav Zalesak,RW,DRU,19.124,60,50,3,58,53,111,333,15.02,0.83,0.05,0.97,0.88,1.85,5.55
12,Jan-Philippe Cadieux,LW,RIM,19.497,71,44,58,8,102,110,275,16.0,0.62,0.82,0.11,1.44,1.55,3.87
13,Michael Ryder,RW,HUL,19.458,63,50,18,40,68,108,317,15.77,0.79,0.29,0.63,1.08,1.71,5.03
14,Patrick Grandmaitre,C,QUE,20.49,70,38,12,56,50,106,224,16.96,0.54,0.17,0.8,0.71,1.51,3.2
15,Juraj Kolnik,LW,RIM,18.837,47,53,13,40,66,106,190,27.89,1.13,0.28,0.85,1.4,2.26,4.04
16,Wesley Scanzano,LW,QUE,18.746,71,31,75,0,106,106,200,15.5,0.44,1.06,0.0,1.49,1.49,2.82
17,Pascal Dupuis,LW,SHA,20.441,61,50,54,1,104,105,273,18.32,0.82,0.89,0.02,1.7,1.72,4.48
18,Eric Chouinard,C,QUE,19.187,50,57,22,25,79,104,354,16.1,1.14,0.44,0.5,1.58,2.08,7.08
19,Mathieu Benoit,RW,MON/BAT,20.178,53,57,34,10,91,101,315,18.1,1.08,0.64,0.19,1.72,1.91,5.94
20,Michel Periard,D,RIM,19.847,70,25,13,62,38,100,309,8.09,0.36,0.19,0.89,0.54,1.43,4.41
21,Sylvain Deschatelets,LW,BAC,19.814,68,41,26,33,67,100,248,16.53,0.6,0.38,0.49,0.99,1.47,3.65
22,Alexandre Giroux,C,HUL,18.248,72,52,47,0,99,99,214,24.3,0.72,0.65,0.0,1.38,1.38,2.97
23,Dimitri Afanasenkov,LW,SHE,19.343,60,56,37,6,93,99,346,16.18,0.93,0.62,0.1,1.55,1.65,5.77
24,Sebastien Thinel,LW,VIC,18.478,70,34,29,32,63,95,248,13.71,0.49,0.41,0.46,0.9,1.36,3.54
25,Yanick Lehoux,C,BAC,17.438,67,31,21,40,52,92,202,15.35,0.46,0.31,0.6,0.78,1.37,3.01
26,Jean-Philippe Pare,C,SHA,19.935,72,32,37,23,69,92,230,13.91,0.44,0.51,0.32,0.96,1.28,3.19
27,Kevin Cloutier,C,ROU,18.829,72,34,10,47,44,91,210,16.19,0.47,0.14,0.65,0.61,1.26,2.92
28,Alain O'Driscoll,C,MTL,19.743,62,34,34,21,68,89,197,17.26,0.55,0.55,0.34,1.1,1.44,3.18
29,Michel Ouellet,RW,RIM,17.531,72,36,26,27,62,89,223,16.14,0.5,0.36,0.38,0.86,1.24,3.1
30,Marc-Andre Binette,LW,HAL/ROU,18.659,59,35,43,11,78,89,178,19.66,0.59,0.73,0.19,1.32,1.51,3.02
31,Jasmin Gelinas,D,HAL,20.458,72,17,25,45,42,87,306,5.56,0.24,0.35,0.62,0.58,1.21,4.25
32,Zoltan Batovsky,C,DRU,20.471,63,27,39,21,66,87,163,16.56,0.43,0.62,0.33,1.05,1.38,2.59
33,Francois Beauchemin,D,MON/BAT,19.28,71,19,48,19,67,86,317,5.99,0.27,0.68,0.27,0.94,1.21,4.46
34,Julien Desrosiers,C,DRU,18.919,68,28,32,25,60,85,244,11.48,0.41,0.47,0.37,0.88,1.25,3.59
35,Alexandre Tremblay,C,RIM/SHA,20.485,64,43,17,24,60,84,258,16.67,0.67,0.27,0.38,0.94,1.31,4.03
36,Randy Copley,RW,MTL,19.948,54,34,6,41,40,81,321,10.59,0.63,0.11,0.76,0.74,1.5,5.94
37,Jonathan Gauthier,D,ROU,19.579,70,32,1,48,33,81,351,9.12,0.46,0.01,0.69,0.47,1.16,5.01
38,Olivier Proulx,C,CAP,17.665,63,30,19,30,49,79,226,13.27,0.48,0.3,0.48,0.78,1.25,3.59
39,Artem Rybin,LW,CAP,19.869,71,37,7,33,44,77,224,16.52,0.52,0.1,0.46,0.62,1.08,3.15
40,Eric Pinoul,C,SHE,20.559,63,25,12,40,37,77,161,15.53,0.4,0.19,0.63,0.59,1.22,2.56
41,Yann Joseph,C,MTL,18.779,58,20,57,0,77,77,163,12.27,0.34,0.98,0.0,1.33,1.33,2.81
42,Martin Bartek,LW,MON,19.163,69,32,39,5,71,76,272,11.76,0.46,0.57,0.07,1.03,1.1,3.94
