,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Waterloo Black Hawks,179,102,55.95,639,498,141,54.552,5977,4838,1139,10.96,0.898,100.712
1,Lincoln Stars,180,101,54.897,614,510,104,54.578,6298,5243,1055,9.435,0.908,100.242
2,Omaha Lancers,179,98,55.22,643,512,131,53.588,5878,5049,829,10.742,0.898,100.548
3,Cedar Rapids RoughRiders,179,98,58.183,648,478,170,53.78,6017,5399,618,10.422,0.912,101.6
4,Indiana Ice,178,92,52.192,608,580,28,50.147,5472,5598,-126,11.048,0.9,101.05
5,Sioux Falls Stampede,178,84,49.968,554,538,16,47.77,5223,5551,-328,10.41,0.905,100.862
6,Sioux City Musketeers,177,74,50.132,583,562,21,49.315,5753,5827,-74,10.06,0.903,100.292
7,Green Bay Gamblers,179,71,50.75,536,573,-37,50.23,5170,5361,-191,10.425,0.9,100.328
8,Chicago Steel,180,65,45.875,552,659,-107,46.438,5224,6318,-1094,10.198,0.894,99.67
9,Tri-City Storm,180,63,40.088,488,672,-184,47.28,5331,5587,-256,8.91,0.88,96.872
10,Des Moines Buccaneers,180,47,41.202,508,686,-178,46.2,5422,6055,-633,9.323,0.887,97.98
11,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
12,Fargo Force,60,32,54.26,191,161,30,50.39,1803,1775,28,10.29,0.912,101.53
