,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Jack Connolly,F,SF,18.084,58,26,29,17,55,72,161,16.15,0.45,0.5,0.29,0.95,1.24,2.78
1,John Kemp,F,IND,20.611,58,13,35,24,48,72,115,11.3,0.22,0.6,0.41,0.83,1.24,1.98
2,Gregory Squires,F,IND,19.193,58,24,29,17,53,70,131,18.32,0.41,0.5,0.29,0.91,1.21,2.26
3,Jason Gregoire,F,LIN,18.555,54,37,16,16,53,69,247,14.98,0.69,0.3,0.3,0.98,1.28,4.57
4,Paul Carey,F,IND,18.974,60,34,18,14,52,66,242,14.05,0.57,0.3,0.23,0.87,1.1,4.03
5,Brian ONeill,F,CHI,19.289,60,23,23,15,46,61,152,15.13,0.38,0.38,0.25,0.77,1.02,2.53
6,Barry Almeida,F,OMA,18.818,56,22,26,12,48,60,181,12.15,0.39,0.46,0.21,0.86,1.07,3.23
7,Billy Maday,F,WAT,19.554,60,24,20,15,44,59,173,13.87,0.4,0.33,0.25,0.73,0.98,2.88
8,Jake Hansen,F,SF,18.067,60,31,15,12,46,58,209,14.83,0.52,0.25,0.2,0.77,0.97,3.48
9,Ryan Kretzer,F,LIN,18.993,60,22,20,16,42,58,198,11.11,0.37,0.33,0.27,0.7,0.97,3.3
10,Blake Kessel,D,WAT,18.423,59,19,28,10,47,57,193,9.84,0.32,0.47,0.17,0.8,0.97,3.27
11,Doug Jones,F,CR,20.288,60,17,24,16,41,57,157,10.83,0.28,0.4,0.27,0.68,0.95,2.62
12,Simon Olsson,F,CHI,17.857,57,18,18,20,36,56,115,15.65,0.32,0.32,0.35,0.63,0.98,2.02
13,Matt Thurber,F,OMA,17.952,58,14,24,17,38,55,140,10.0,0.24,0.41,0.29,0.66,0.95,2.41
14,Chris Connolly,F,OMA,20.148,59,26,14,15,40,55,184,14.13,0.44,0.24,0.25,0.68,0.93,3.12
15,Brett Olson,C,WAT,20.57,49,17,22,15,39,54,165,10.3,0.35,0.45,0.31,0.8,1.1,3.37
16,Nick Dineen,F,SF,18.544,58,26,16,12,42,54,186,13.98,0.45,0.28,0.21,0.72,0.93,3.21
17,Drew LeBlanc,F,CHI,18.213,58,19,27,8,46,54,81,23.46,0.33,0.47,0.14,0.79,0.93,1.4
18,Travis Novak,F,OMA,19.034,60,18,24,9,42,51,161,11.18,0.3,0.4,0.15,0.7,0.85,2.68
19,Derek Roehl,F,OH,19.404,56,28,14,7,42,49,203,13.79,0.5,0.25,0.12,0.75,0.88,3.62
20,Joe Miller,F,SC,20.011,60,23,19,7,42,49,154,14.94,0.38,0.32,0.12,0.7,0.82,2.57
21,Steve Quailer,F,SC,18.111,60,19,17,13,36,49,161,11.8,0.32,0.28,0.22,0.6,0.82,2.68
22,Spencer Heichman,RW,SC,18.393,56,23,19,6,42,48,163,14.11,0.41,0.34,0.11,0.75,0.86,2.91
23,Rick Carden,F,LIN,19.152,57,15,16,16,31,47,110,13.64,0.26,0.28,0.28,0.54,0.82,1.93
24,Jake Skjodt,F,IND,19.907,59,22,16,8,38,46,158,13.92,0.37,0.27,0.14,0.64,0.78,2.68
25,Mike Cichy,F,TC,17.189,59,16,19,10,35,45,153,10.46,0.27,0.32,0.17,0.59,0.76,2.59
26,Casey Wellman,F,CR,19.91,59,22,12,11,34,45,172,12.79,0.37,0.2,0.19,0.58,0.76,2.92
27,Travis Oleksuk,F,SC,18.612,60,14,12,18,26,44,138,10.14,0.23,0.2,0.3,0.43,0.73,2.3
28,Tyler Thompson,F,CR,18.514,55,20,14,10,34,44,123,16.26,0.36,0.25,0.18,0.62,0.8,2.24
29,Tim Hall,F,OH,17.566,57,18,16,10,34,44,106,16.98,0.32,0.28,0.18,0.6,0.77,1.86
