,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Hershey Bears,160,98,59.335,627,429,198,53.615,5221,4513,708,11.83,0.907,102.545
1,Hamilton Bulldogs,160,91,58.33,524,375,149,52.42,4939,4494,445,10.23,0.919,102.105
2,Worcester Sharks,160,86,51.77,493,457,36,56.135,5678,4439,1239,8.31,0.9,98.295
3,Milwaukee Admirals,160,83,53.35,459,402,57,49.88,4444,4465,-21,10.065,0.914,101.385
4,Wilkes-Barre/Scranton Penguins,160,80,53.58,503,435,68,53.375,5125,4477,648,9.505,0.906,100.085
5,Manitoba Moose,160,76,51.075,429,412,17,47.76,4342,4756,-414,9.425,0.916,101.015
6,Hartford Wolf Pack,160,75,50.6,468,458,10,50.09,4749,4733,16,9.665,0.906,100.205
7,Chicago Wolves,160,74,52.615,477,428,49,50.6,4830,4717,113,9.57,0.912,100.83
8,Portland Pirates,160,73,52.24,483,442,41,49.0,4690,4883,-193,9.94,0.911,101.04
9,Bridgeport Sound Tigers,160,73,50.305,428,421,7,49.71,4868,4930,-62,8.6,0.916,100.195
10,Rockford IceHogs,160,70,50.23,441,437,4,49.755,4715,4762,-47,8.945,0.912,100.07
11,San Antonio Rampage,160,69,47.81,437,476,-39,51.565,5069,4763,306,8.285,0.904,98.735
12,Manchester Monarchs,160,69,50.565,413,404,9,49.13,4792,4969,-177,8.43,0.922,100.59
13,Peoria Rivermen,160,68,49.315,435,448,-13,50.36,4631,4561,70,9.005,0.906,99.67
14,Binghamton Senators,160,68,49.12,474,491,-17,50.485,5245,5135,110,8.79,0.908,99.545
15,Grand Rapids Griffins,160,67,50.495,489,481,8,50.605,4925,4807,118,9.54,0.902,99.785
16,Lowell Devils,160,67,49.025,445,462,-17,48.59,4887,5169,-282,8.93,0.914,100.275
17,Providence Bruins,160,66,48.875,432,451,-19,50.695,5061,4924,137,8.185,0.912,99.29
18,Norfolk Admirals,160,65,48.01,437,475,-38,51.65,5276,4950,326,8.1,0.908,98.955
19,Albany River Rats,160,64,48.44,451,480,-29,49.115,4898,5074,-176,8.85,0.909,99.675
20,Rochester Americans,160,64,45.965,428,497,-69,46.555,4468,5124,-656,9.17,0.907,99.845
21,Houston Aeros,160,63,48.53,415,440,-25,49.81,4243,4275,-32,9.365,0.902,99.62
22,Syracuse Crunch,160,62,46.675,429,492,-63,47.78,4749,5191,-442,8.79,0.909,99.68
23,Lake Erie Monsters,160,61,47.98,426,462,-36,48.345,4413,4715,-302,9.255,0.906,99.805
24,Toronto Marlies,160,59,46.72,420,477,-57,50.435,4696,4619,77,8.68,0.901,98.76
25,Texas Stars,80,41,54.57,233,194,39,45.86,2143,2530,-387,10.33,0.926,102.92
26,Philadelphia Phantoms,80,38,50.22,229,227,2,45.02,2216,2706,-490,9.89,0.918,101.67
27,Springfield Falcons,160,38,41.31,384,546,-162,45.14,4385,5334,-949,8.55,0.9,98.62
28,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
29,Abbotsford Heat,80,32,48.39,210,224,-14,51.59,2538,2382,156,8.13,0.907,98.88
30,Quad City Flames,80,31,49.76,207,209,-2,54.79,2549,2103,446,7.76,0.905,98.29
31,Adirondack Phantoms,80,28,44.12,195,247,-52,49.2,2319,2394,-75,8.05,0.9,98.04
