,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Nicolas Petan,C,POR,18.611,249,110,158,89,268,357,0.39,0.764,0.404,1.154,1.555
1,Adam Brooks,C,REG,19.424,317,119,150,66,269,335,0.525,0.719,0.3,1.244,1.549
2,Brayden  Point,C,M.J/MJ,18.57,252,134,123,67,257,324,0.62,0.598,0.28,1.22,1.501
3,Sam Reinhart,C,KTN,17.984,246,118,114,85,232,317,0.464,0.535,0.391,0.998,1.391
4,Tyson Baillie,C,KEL,18.894,329,138,99,73,237,310,0.522,0.376,0.258,0.903,1.16
5,Trevor Cox,LW,M.H/VAN/MH,19.156,324,98,145,62,243,305,0.335,0.518,0.282,0.853,1.136
6,Tyler Wong,RW,LET,19.578,317,143,97,57,240,297,0.596,0.389,0.262,0.985,1.25
7,Tim Bozon,LW,KAM/KTN,19.605,260,140,82,72,222,294,0.564,0.291,0.258,0.862,1.12
8,Oliver Bjorkstrand,RW,POR,18.684,193,144,90,56,234,290,0.835,0.49,0.31,1.328,1.638
9,Jayce Hawryluk,C,BDN,18.83,232,119,103,56,222,278,0.634,0.552,0.256,1.182,1.438
10,Mathew Barzal,C,SEA,18.432,202,63,123,92,186,278,0.301,0.73,0.585,1.035,1.622
11,Jaedon Descheneau,RW,KTN,19.625,265,111,106,55,217,272,0.232,0.218,0.352,0.448,0.802
12,Brendan Leipsic,LW,POR,18.577,193,116,103,50,219,269,0.612,0.55,0.26,1.162,1.422
13,Morgan Klimchuk,LW,REG/BDN,18.666,256,118,100,48,218,266,0.514,0.475,0.205,0.984,1.19
14,Nick Merkley,C,KEL,18.378,245,85,123,51,208,259,0.344,0.483,0.165,0.824,0.991
15,Chad Butcher,RW,M.H/MH,19.672,301,82,107,69,189,258,0.344,0.503,0.298,0.847,1.146
16,Tim  McGauley,C,BDN,19.211,271,102,91,65,193,258,0.415,0.314,0.251,0.734,0.987
17,Reid  Gardiner,RW,P.A/PA/KEL,19.719,290,124,81,52,205,257,0.564,0.346,0.256,0.908,1.168
18,Sam Steel,C,REG,17.74,204,90,101,64,191,255,0.495,0.506,0.346,0.996,1.344
19,Ryan Gropp,LW,SEA,19.122,258,117,74,63,191,254,0.49,0.34,0.271,0.826,1.098
20,Mitch Holmberg,RW,SPO,19.77,204,128,85,40,213,253,0.68,0.458,0.192,1.138,1.33
21,Reid Duke,C,LET/BDN,19.664,311,115,91,47,206,253,0.51,0.352,0.154,0.862,1.014
22,Luke Philp,C,KTN/RD,18.921,264,103,88,60,191,251,0.452,0.431,0.17,0.883,1.047
23,Chase De Leo,C,POR,18.017,279,110,84,57,194,251,0.481,0.352,0.226,0.835,1.058
24,Dryden Hunt,LW,REG/M.H/MJ,18.872,269,117,77,55,194,249,0.568,0.358,0.266,0.927,1.189
25,Cole Sanford,RW,M.H/MH/REG,19.252,260,126,67,56,193,249,0.56,0.258,0.218,0.82,1.038
26,Jack Walker,LW,VIC,19.191,318,101,85,61,186,247,0.397,0.352,0.191,0.747,0.94
27,Coda Gordon,LW,S.C,19.24,257,98,88,58,186,244,0.396,0.359,0.242,0.755,0.995
28,Jackson Houck,RW,VAN/CGY,19.611,312,107,76,59,183,242,0.356,0.306,0.195,0.658,0.855
29,Jansen Harkins,C,P.G/PG,18.378,275,75,110,57,185,242,0.298,0.42,0.228,0.718,0.94
30,Matt Needham,C,KAM,19.477,304,84,93,63,177,240,0.319,0.346,0.234,0.665,0.9
31,Giorgio Estephan,C,LET,18.676,258,101,70,68,171,239,0.46,0.339,0.308,0.804,1.112
32,Chase Witala,LW,P.G/PG,19.367,301,120,79,40,199,239,0.498,0.302,0.166,0.805,0.962
33,Curtis Valk,C,M.H,19.85,210,117,74,47,191,238,0.578,0.352,0.23,0.93,1.165
34,Adam Helewka,LW,SPO/RD,19.28,244,119,70,49,189,238,0.622,0.358,0.188,0.985,1.172
35,Alex Forsberg,LW,P.G/VIC/SAS,19.759,263,87,90,59,177,236,0.371,0.425,0.236,0.792,1.027
36,Cole Ully,LW,KAM,18.693,255,95,78,63,173,236,0.416,0.382,0.286,0.801,1.086
37,Tyler Soy,C,VIC,18.656,257,115,81,39,196,235,0.52,0.389,0.171,0.91,1.081
38,Brandon Magee,RW,VIC,19.769,252,101,93,41,194,235,0.421,0.461,0.175,0.886,1.062
39,Collin Shirley,LW,KTN/KAM,19.562,344,114,76,43,190,233,0.394,0.285,0.154,0.682,0.84
40,Ty Rattie,RW,POR,19.108,131,105,78,48,183,231,0.8,0.595,0.37,1.39,1.76
41,Kailer Yamamoto,RW,SPO,17.212,190,84,93,50,177,227,0.493,0.502,0.285,0.995,1.282
42,Tyler Sandhu,RW,EVT/R.D/T.C/TC,19.752,318,90,83,53,173,226,0.296,0.346,0.23,0.642,0.874
43,Brayden Burke,LW,R.D/LET/MJ,18.83,177,54,101,70,155,225,0.274,0.52,0.358,0.794,1.149
44,Connor Rankin,LW,T.C/CAL,18.918,269,102,80,42,182,224,0.39,0.346,0.178,0.741,0.919
45,Parker Bowles,C,T.C/TC,19.701,231,88,72,64,160,224,0.406,0.358,0.302,0.764,1.068
46,Brady Brassart,C,CAL,19.502,205,95,71,56,166,222,0.475,0.353,0.29,0.825,1.115
47,Greg Chase,C,CAL/VIC,18.83,260,78,102,41,180,221,0.334,0.415,0.186,0.744,0.935
48,Steven  Owre,C,M.H/MH,19.298,282,74,74,73,148,221,0.323,0.353,0.334,0.671,1.01
49,Leon  Draisaitl,C,P.A/KEL,18.136,160,78,91,47,169,216,0.525,0.555,0.382,1.078,1.467
50,Rourke Chartier,C,KEL,18.576,230,110,54,52,164,216,0.576,0.255,0.236,0.826,1.069
51,Shea Theodore,D,SEA,18.244,253,58,80,74,138,212,0.269,0.371,0.353,0.639,0.994
52,Myles Bell,RW,KEL,19.324,192,95,71,45,166,211,0.512,0.348,0.23,0.857,1.088
53,Jesse Gabrielle,LW,BDN/REG/PG,18.309,250,110,60,39,170,209,0.484,0.28,0.135,0.762,0.902
54,Lane Bauer,C,EDM/KAM,19.497,261,97,70,40,167,207,0.418,0.28,0.167,0.699,0.864
55,Nolan Patrick,C,BDN,17.115,163,92,63,50,155,205,0.558,0.316,0.345,0.874,1.218
56,Zak Zborosky,RW,KTN/LET,19.042,262,99,57,47,156,203,0.494,0.27,0.198,0.764,0.963
57,Todd Fiddler,LW,P.A/SPO/M.J/P.G,19.426,209,104,59,40,163,203,0.57,0.328,0.217,0.898,1.11
58,Ivan Nikolishin,LW,EVT/RD,18.676,216,65,76,62,141,203,0.332,0.36,0.298,0.695,0.99
59,Colby Cave,C,S.C,18.846,286,95,76,31,171,202,0.408,0.316,0.146,0.719,0.862
60,Brett Pollock,LW,EDM,18.623,253,89,64,46,153,199,0.375,0.29,0.213,0.665,0.871
61,Henrik Samuelsson,C,EDM,18.853,162,75,69,54,144,198,0.452,0.425,0.35,0.875,1.225
62,Michael St. Croix,C,EDM,18.933,144,82,83,32,165,197,0.565,0.575,0.22,1.15,1.37
63,Graham Black,C,S.C,19.921,208,75,76,46,151,197,0.392,0.418,0.255,0.812,1.065
64,Austin Carroll,LW,VIC,19.599,268,95,61,40,156,196,0.441,0.248,0.195,0.688,0.882
65,John Quenneville,C,BDN,18.54,222,80,74,42,154,196,0.412,0.376,0.218,0.789,1.004
66,Josh  Morrissey,D,P.A/KEL,18.594,244,66,67,63,133,196,0.302,0.292,0.276,0.592,0.869
67,Mike Aviani,C,SPO,19.691,210,81,77,36,158,194,0.428,0.38,0.175,0.812,0.985
