,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Tyler Redenbach,C,S.C,18.971,71,31,57,17,88,105,0.44,0.8,0.24,1.24,1.48
1,Jeremy Williams,RW,S.C,19.636,68,52,28,21,80,101,0.76,0.41,0.31,1.18,1.49
2,Kyle Brodziak,C,M.J,19.308,70,39,32,22,71,93,0.56,0.46,0.31,1.01,1.33
3,Brad Schell,C,SPO,19.111,71,35,25,32,60,92,0.49,0.35,0.45,0.85,1.3
4,Chris St. Jacques,C,M.H,20.647,64,33,35,24,68,92,0.52,0.55,0.38,1.06,1.44
5,Chad Klassen,C,SPO,18.415,72,35,35,21,70,91,0.49,0.49,0.29,0.97,1.26
6,Seth Leonard,LW,P.A,19.795,72,50,27,13,77,90,0.69,0.38,0.18,1.07,1.25
7,Eric Fehr,RW,BRN,18.021,71,50,22,12,72,84,0.7,0.31,0.17,1.01,1.18
8,Adam Courchaine,C,VAN,19.313,70,39,31,12,70,82,0.56,0.44,0.17,1.0,1.17
9,Darren Reid,RW,M.H,20.356,67,33,30,18,63,81,0.49,0.45,0.27,0.94,1.21
10,Brandon Dubinsky,C,POR,17.38,71,30,27,21,57,78,0.42,0.38,0.3,0.8,1.1
11,Stefan Meyer,C,M.H,18.155,72,34,25,16,59,75,0.47,0.35,0.22,0.82,1.04
12,Andrew Ladd,LW,CGY,17.758,71,30,29,16,59,75,0.42,0.41,0.23,0.83,1.06
13,Clarke MacArthur,C,M.H,18.443,62,35,27,13,62,75,0.56,0.44,0.21,1.0,1.21
14,Ryan Getzlaf,C,CGY,18.349,49,28,33,14,61,75,0.57,0.67,0.29,1.24,1.53
15,Tomas Fleischmann,C,M.J,19.332,60,33,34,8,67,75,0.55,0.57,0.13,1.12,1.25
16,Mark Ardelan,D,P.A,20.501,72,19,29,25,48,73,0.26,0.4,0.35,0.67,1.01
17,Dylan Stanley,C,TRI,19.642,72,34,27,11,61,72,0.47,0.38,0.15,0.85,1.0
18,Tyler Dyck,C,BRN,20.501,72,37,23,12,60,72,0.51,0.32,0.17,0.83,1.0
19,Nigel Dawes,LW,KTN,18.596,56,47,16,7,63,70,0.84,0.29,0.12,1.12,1.25
20,Ryan Kinasewich,LW,TRI,20.072,55,33,25,11,58,69,0.6,0.45,0.2,1.05,1.25
21,Alex Leavitt,RW,S.C,19.623,71,27,28,13,55,68,0.38,0.39,0.18,0.77,0.96
22,Yannic Seidenberg,LW,M.H,18.87,67,19,29,18,48,66,0.28,0.43,0.27,0.72,0.99
23,Cam Barker,D,M.H,17.449,69,21,19,25,40,65,0.3,0.28,0.36,0.58,0.94
24,Erik Christensen,C,BRN/KAM,19.746,63,27,22,13,49,62,0.43,0.35,0.21,0.78,0.98
