,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,344,195,57.617,1369,1100,269,53.455,10950,10425,525,12.261,0.897,101.931
1,Drummondville Voltigeurs,344,186,58.182,1327,1086,241,57.298,12130,9795,2335,10.963,0.894,100.349
2,Gatineau Olympiques,344,177,53.58,1247,1109,138,51.811,9945,9704,241,11.967,0.89,100.872
3,Saint John Sea Dogs,344,176,60.265,1299,1148,151,54.61,11239,10711,528,11.938,0.906,102.5
4,Cape Breton Screaming Eagles,344,174,45.855,1177,1081,96,49.932,11223,9831,1392,9.497,0.886,98.088
5,Moncton Wildcats,344,171,53.259,1171,1047,124,49.933,10613,10759,-146,10.964,0.904,101.316
6,Shawinigan Cataractes,344,168,52.984,1215,1153,62,50.342,10824,10903,-79,10.957,0.903,101.18
7,Lewiston MAINEiacs,344,156,49.422,1155,1201,-46,50.04,10584,10723,-139,10.974,0.889,99.871
8,Victoriaville Tigres,344,155,52.683,1234,1183,51,50.766,11071,11024,47,11.32,0.896,100.881
9,Rouyn-Noranda Huskies,344,151,41.634,1161,1279,-118,47.905,10191,10042,149,9.967,0.869,96.871
10,PEI Rocket,344,148,49.592,1170,1199,-29,46.834,10420,11776,-1356,10.395,0.906,101.055
11,Acadie-Bathurst Titan,344,143,50.609,1214,1232,-18,47.004,10461,11306,-845,11.48,0.9,101.44
12,Rimouski Oceanic,344,140,48.909,1179,1255,-76,49.273,10476,10343,133,11.42,0.884,99.768
13,Chicoutimi Sagueneens,344,133,46.58,1053,1145,-92,46.62,9579,10254,-675,10.465,0.893,99.721
14,Baie-Comeau Drakkar,344,121,39.598,1083,1334,-251,45.034,9809,10784,-975,9.814,0.878,97.614
15,Val-d'Or Foreurs,344,119,43.35,1084,1328,-244,46.16,10078,11225,-1147,11.028,0.88,98.942
16,Halifax Mooseheads,344,110,41.398,1081,1347,-266,49.668,10780,10799,-19,9.067,0.876,96.661
17,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
18,St. John's Fog Devils,140,56,46.07,441,524,-83,47.715,4249,4657,-408,10.125,0.89,99.145
19,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
