,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cedar Rapids RoughRiders,417,230,57.916,1477,1127,350,53.545,13558,12855,703,10.404,0.912,101.52
1,Waterloo Black Hawks,412,203,52.574,1351,1220,131,53.2,13583,11486,2097,10.746,0.89,99.835
2,Omaha Lancers,357,203,59.062,1269,964,305,53.237,11480,9982,1498,11.606,0.909,102.478
3,Lincoln Stars,418,199,47.214,1348,1266,82,51.891,13663,12695,968,8.482,0.9,98.422
4,Sioux Falls Stampede,415,188,52.874,1272,1288,-16,50.276,12215,13198,-983,10.845,0.902,101.033
5,Tri-City Storm,417,182,43.856,1217,1310,-93,48.048,12652,11545,1107,8.932,0.891,98.0
6,Green Bay Gamblers,418,178,55.307,1219,1283,-64,53.201,12601,12710,-109,10.264,0.906,100.862
7,Indiana Ice,356,162,51.816,1147,1184,-37,49.802,10699,11021,-322,10.93,0.903,101.219
8,Chicago Steel,419,157,46.268,1234,1449,-215,47.647,12432,14192,-1760,10.042,0.893,99.267
9,Sioux City Musketeers,344,141,48.364,1057,1052,5,50.146,10856,10888,-32,9.316,0.901,99.427
10,Des Moines Buccaneers,418,134,42.242,1273,1542,-269,46.078,13289,14242,-953,9.881,0.884,98.287
11,Fargo Force,120,65,52.94,414,370,44,50.895,3604,3478,126,11.09,0.897,100.835
12,River City Lancers,59,35,56.41,198,153,45,53.73,1958,1686,272,9.74,0.914,101.1
13,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
14,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
15,Danville Wings,58,26,49.24,161,166,-5,50.33,1656,1634,22,9.56,0.901,99.62
16,Team USA,60,23,47.92,196,213,-17,44.07,1660,2107,-447,11.43,0.901,101.58
17,Youngstown Phantoms,60,18,40.78,168,244,-76,44.42,1617,2023,-406,10.11,0.882,98.27
18,St. Louis Heartland Eagles,56,13,36.58,124,215,-91,39.31,1447,2234,-787,8.06,0.907,98.76
