,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Quebec Remparts,478,274,56.016,1838,1401,437,49.083,14786,14240,546,12.002,0.908,102.809
1,Drummondville Voltigeurs,478,253,53.915,1740,1478,262,54.641,15835,12984,2851,10.654,0.892,99.807
2,Saint John Sea Dogs,478,246,44.728,1723,1513,210,45.425,15203,15121,82,9.587,0.903,99.838
3,Moncton Wildcats,478,236,51.08,1594,1434,160,50.224,14933,14752,181,10.411,0.901,100.469
4,Gatineau Olympiques,478,225,50.5,1633,1582,51,51.131,13508,13533,-25,11.586,0.88,99.588
5,Rimouski Oceanic,478,225,54.598,1705,1596,109,50.823,14413,14141,272,11.587,0.899,101.458
6,Victoriaville Tigres,478,222,52.144,1740,1606,134,49.579,15291,14942,349,10.926,0.902,101.099
7,Shawinigan Cataractes,478,219,42.611,1574,1559,15,46.029,14764,14971,-207,9.008,0.897,98.692
8,Halifax Mooseheads,478,216,59.118,1695,1651,44,55.589,15396,13995,1401,11.793,0.897,101.514
9,Rouyn-Noranda Huskies,478,210,49.344,1656,1802,-146,51.789,14093,13759,334,11.655,0.872,98.901
10,Cape Breton Screaming Eagles,478,196,44.546,1503,1745,-242,49.663,14752,14472,280,10.091,0.875,97.615
11,Baie-Comeau Drakkar,478,195,55.632,1514,1649,-135,55.003,14519,14255,264,10.152,0.901,100.179
12,Val-d'Or Foreurs,478,185,53.651,1603,1815,-212,52.486,14414,15393,-979,11.718,0.889,100.607
13,Chicoutimi Sagueneens,478,183,44.544,1426,1610,-184,48.274,13751,14677,-926,9.201,0.894,98.556
14,Acadie-Bathurst Titan,478,177,41.81,1538,1752,-214,47.022,14499,16122,-1623,8.796,0.894,98.142
15,PEI Rocket,410,170,48.702,1357,1499,-142,48.26,12314,13885,-1571,10.822,0.89,99.881
16,Blainville-Boisbriand Armada,204,112,56.43,763,584,179,52.573,6170,5462,708,12.132,0.896,101.732
17,Lewiston MAINEiacs,274,108,48.891,875,1009,-134,49.704,8256,8782,-526,10.905,0.889,99.8
18,Montreal Junior,136,62,50.79,423,410,13,49.45,4190,4286,-96,9.71,0.907,100.375
19,Montreal Juniors,68,41,58.9,258,180,78,56.53,2315,1780,535,10.8,0.899,100.74
20,St. John's Fog Devils,70,31,49.77,216,218,-2,48.04,2119,2292,-173,9.9,0.907,100.62
21,Sherbrooke Phoenix,136,30,38.75,361,571,-210,41.97,3567,4931,-1364,9.92,0.887,98.535
22,Charlottetown Islanders,68,15,41.76,180,251,-71,46.66,2189,2502,-313,8.1,0.906,98.72
