,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Connor Brown,RW/LW,ER/OTT/SAG,19.501,470,156,132,67,288,355,0.338,0.226,0.142,0.565,0.706
1,Max Domi,LW,LDN,18.666,244,126,134,71,260,331,0.539,0.661,0.341,1.202,1.543
2,Michael Dal Colle,LW,OSH/KGN,18.362,246,131,128,57,259,316,0.58,0.534,0.24,1.114,1.352
3,Mitchell Marner,RW,LDN,17.614,184,96,136,69,232,301,0.565,0.78,0.4,1.35,1.75
4,Vincent Trocheck,C,SAG/PLY,18.306,264,120,112,67,232,299,0.582,0.489,0.314,1.071,1.385
5,Ryan Strome,C,BAR/NIAG,18.306,225,105,125,65,230,295,0.562,0.692,0.262,1.256,1.514
6,Josh Ho-Sang,RW,WSR/NIAG,18.772,256,82,144,66,226,292,0.302,0.6,0.3,0.903,1.204
7,Nick Cousins,C,SSM,18.282,264,102,107,82,209,291,0.419,0.496,0.406,0.921,1.328
8,Tyler  Toffoli,RW,OTT,18.644,198,146,89,52,235,287,0.752,0.442,0.277,1.195,1.473
9,Connor McDavid,C,ER,16.921,166,97,122,66,219,285,0.695,0.84,0.445,1.535,1.98
10,Dylan Strome,C,ER,17.776,184,92,111,76,203,279,0.538,0.655,0.435,1.192,1.628
11,Kerby Rychel,LW,MISS/WSR/GUE,18.066,256,122,86,64,208,272,0.531,0.411,0.33,0.943,1.274
12,Hunter Garlent,C,GUE/PBO,19.674,292,107,99,63,206,269,0.459,0.358,0.238,0.816,1.054
13,Kevin  Labanc,RW,BAR,19.01,198,81,126,62,207,269,0.458,0.712,0.34,1.168,1.502
14,Andrew Mangiapane,LW,BAR,18.698,195,118,91,52,209,261,0.675,0.515,0.272,1.198,1.47
15,Dante Salituro,RW,OTT,17.956,265,111,83,66,194,260,0.492,0.334,0.28,0.827,1.114
16,Greg McKegg,C,ER/LDN,18.496,198,117,91,44,208,252,0.562,0.475,0.202,1.038,1.24
17,Daniel Catenacci,C,SSM/OS,18.646,266,107,84,61,191,252,0.475,0.356,0.216,0.834,1.047
18,Eric Locke,C,WSR/BAR/SAG,18.942,233,116,83,52,199,251,0.53,0.392,0.259,0.922,1.182
19,Mathew Campagna,C,SBY/PLY,19.584,301,80,94,75,174,249,0.324,0.3,0.245,0.618,0.871
20,Charles Sarault,C,KGN/SAR,19.694,265,59,106,84,165,249,0.264,0.554,0.395,0.824,1.219
21,Spencer Watson,RW,KGN,18.516,233,119,88,41,207,248,0.568,0.429,0.202,1.0,1.204
22,Scott Kosmachuk,RW,GUE,18.766,271,120,75,51,195,246,0.555,0.346,0.225,0.904,1.134
23,Boone Jenner,C,OSH,18.377,227,111,86,49,197,246,0.614,0.397,0.229,1.011,1.24
24,Christian  Dvorak,C,LDN,18.868,158,99,73,72,172,244,0.64,0.46,0.442,1.1,1.542
25,Joseph Blandisi,C,OS/OTT/BAR,19.287,246,108,76,60,184,244,0.569,0.371,0.302,0.945,1.249
26,Zack Mitchell,RW,GUE,19.75,322,102,84,57,186,243,0.391,0.351,0.253,0.745,0.995
27,Anthony DeAngelo,D,SAR/SSM,18.02,236,55,111,75,166,241,0.328,0.588,0.397,0.92,1.318
28,Travis Konecny,RW,OTT/SAR,17.764,183,85,96,58,181,239,0.473,0.578,0.35,1.05,1.4
29,Sergey Tolchinsky,RW,SSM,18.864,189,87,102,48,189,237,0.468,0.578,0.28,1.05,1.33
30,Michael Sgarbossa,C,BAR/SAG/SBY,18.392,196,103,86,47,189,236,0.572,0.455,0.262,1.027,1.295
31,Brendan Gaunce,C,BELV/ER,18.602,258,103,87,46,190,236,0.45,0.351,0.198,0.801,0.999
32,Matt  Rupert,LW,LDN,19.351,240,105,75,52,180,232,0.484,0.359,0.261,0.843,1.103
33,Christian Thomas,RW,OSH,18.556,185,129,67,36,196,232,0.675,0.385,0.182,1.062,1.242
34,Jason Dickinson,C,GUE,18.327,253,84,86,61,170,231,0.395,0.399,0.285,0.794,1.081
35,Seth Griffith,RW,LDN,18.821,207,102,66,63,168,231,0.525,0.316,0.358,0.842,1.199
36,Barclay Goodrow,RW,BRA/NB,19.614,313,127,74,28,201,229,0.496,0.292,0.114,0.788,0.905
37,Steven Shipley,LW,OS/NIAG,19.524,262,95,82,52,177,229,0.405,0.31,0.198,0.714,0.918
38,Stephen Harper,C,ER/BELV/NIAG/HAM,19.54,324,96,77,55,173,228,0.316,0.312,0.206,0.623,0.83
39,Andrew  Agozzino,LW,NIAG,19.95,201,120,64,44,184,228,0.597,0.353,0.227,0.95,1.178
40,Nicholas Baptiste,RW,SBY/ER,18.242,248,106,80,42,186,228,0.528,0.35,0.209,0.878,1.091
41,Dane Fox,LW,LDN/ER,18.986,243,118,52,56,170,226,0.67,0.216,0.309,0.881,1.195
42,Mike Amadio,C,BRA/NB,18.466,263,92,93,41,185,226,0.494,0.422,0.178,0.916,1.091
43,Matt Mistele,LW,PLY/OSH/SAR,18.976,272,125,57,42,182,224,0.504,0.231,0.158,0.736,0.892
44,Zach Hall,LW,BAR,19.444,220,68,96,60,164,224,0.307,0.508,0.31,0.81,1.12
45,Carter Verhaeghe,C,NIAG,18.214,262,83,85,56,168,224,0.394,0.379,0.26,0.772,1.035
46,Freddie Hamilton,RW,NIAG,18.956,193,98,85,41,183,224,0.522,0.475,0.225,1.0,1.225
47,Riley Brace,LW,MISS,19.65,255,86,89,47,175,222,0.353,0.431,0.221,0.784,1.005
48,Andreas Athanasiou,LW,LDN/BAR,18.236,252,111,67,43,178,221,0.548,0.324,0.221,0.872,1.098
49,Andrew Fritsch,RW,NIAG/OS/SSM,19.542,274,103,76,42,179,221,0.404,0.305,0.178,0.704,0.885
50,Ryan Murphy,D,KIT,18.586,228,53,85,82,138,220,0.214,0.414,0.332,0.622,0.955
51,Stefan Noesen,LW,PLY,18.714,215,99,69,52,168,220,0.468,0.306,0.238,0.772,1.016
52,Brett  Thompson,C,SSM/ER/SAR,19.873,195,118,62,39,180,219,0.582,0.35,0.2,0.932,1.13
53,Scott Laughton,C,OSH,18.422,230,96,78,45,174,219,0.552,0.435,0.252,0.988,1.24
54,Alan Quine,C,KGN/PBO/BELV,18.678,252,90,80,48,170,218,0.399,0.38,0.262,0.778,1.041
55,Nathan Pancel,LW,SBY/PBO,19.818,258,113,58,46,171,217,0.431,0.179,0.205,0.615,0.818
56,Mark Scheifele,C,BAR,18.754,158,84,80,53,164,217,0.64,0.53,0.328,1.168,1.5
57,Alex Aleardi,RW,KIT/BELV/PLY/WSR,19.253,256,99,79,38,178,216,0.408,0.346,0.175,0.759,0.935
58,Josh Shalla,LW,SAG,19.224,189,119,59,35,178,213,0.665,0.365,0.188,1.035,1.22
59,Eric  Cornel,RW,PBO,18.554,265,70,96,47,166,213,0.306,0.426,0.222,0.731,0.952
60,Matt Puempel,LW,PBO/KIT,18.766,195,119,54,40,173,213,0.635,0.234,0.164,0.864,1.026
61,Nick  Ritchie,LW,PBO/SSM,17.904,212,102,68,40,170,210,0.548,0.364,0.224,0.911,1.132
62,Cole Cassels,C,OSH,18.493,243,72,80,56,152,208,0.413,0.424,0.316,0.836,1.155
63,Shane Prince,LW,KIT/OTT,18.08,181,83,80,45,163,208,0.538,0.478,0.255,1.022,1.278
64,Cameron Brace,C,OS/BELV,19.5,265,106,67,33,173,206,0.478,0.317,0.124,0.798,0.922
65,Alex DeBrincat,RW,ER,17.242,128,102,53,50,155,205,0.8,0.42,0.39,1.22,1.605
66,Gemel Smith,LW,OS/LDN,18.542,264,89,67,47,156,203,0.419,0.264,0.219,0.682,0.898
67,Sean Monahan,C,OTT,17.177,185,84,77,42,161,203,0.475,0.455,0.238,0.933,1.165
68,Ryan  Spooner,C,PBO/KGN/SAR,18.876,168,83,74,44,157,201,0.492,0.432,0.26,0.923,1.185
69,Brady Vail,C,WSR,18.64,264,77,68,55,145,200,0.359,0.315,0.265,0.674,0.938
70,Mike Cazzola,C,ER/OTT,19.774,158,66,76,56,142,198,0.368,0.48,0.37,0.842,1.21
71,Kristoff Kontos,C,SBY/MISS/SAG,18.838,337,70,78,49,148,197,0.288,0.322,0.207,0.605,0.818
72,Alex Friesen,C,NIAG,19.876,182,75,73,49,148,197,0.412,0.387,0.295,0.8,1.1
73,Ryan Rupert,C,LDN,18.414,224,58,84,52,142,194,0.268,0.412,0.25,0.679,0.929
74,Alexander Khokhlachev,C,WSR,18.267,152,81,68,44,149,193,0.62,0.505,0.298,1.12,1.42
75,Garrett Meurs,RW,PLY,18.799,265,78,69,46,147,193,0.361,0.286,0.17,0.648,0.821
76,Jordan Maletta,C,WSR/NIAG,19.441,314,82,68,41,150,191,0.375,0.255,0.118,0.63,0.752
