,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chris Bourque,LW,HER,25.627,73,27,41,25,68,93,290,9.31,0.37,0.56,0.34,0.93,1.27,3.97
1,Cory Conacher,RW,NOR,21.753,75,39,20,21,59,80,213,18.31,0.52,0.27,0.28,0.79,1.07,2.84
2,Patrick Maroon,LW,SYR,23.395,75,32,22,20,54,74,219,14.61,0.43,0.29,0.27,0.72,0.99,2.92
3,T.J. Hensick,C,PEO,25.764,66,21,24,25,45,70,138,15.22,0.32,0.36,0.38,0.68,1.06,2.09
4,Keith Aucoin,C,HER,32.858,43,11,34,25,45,70,117,9.4,0.26,0.79,0.58,1.05,1.63,2.72
5,Trevor Smith,C,NOR,26.599,64,26,23,20,49,69,157,16.56,0.41,0.36,0.31,0.77,1.08,2.45
6,Tyler Johnson,C,NOR,21.131,75,31,17,20,48,68,222,13.96,0.41,0.23,0.27,0.64,0.91,2.96
7,Travis Morin,C,TEX,27.683,76,13,33,20,46,66,162,8.02,0.17,0.43,0.26,0.61,0.87,2.13
8,Ryan Potulny,C,HER,27.026,61,33,19,13,52,65,188,17.55,0.54,0.31,0.21,0.85,1.07,3.08
9,Kris Newbury,C,CT,29.569,65,25,25,14,50,64,221,11.31,0.38,0.38,0.22,0.77,0.98,3.4
10,Jonathan Marchessault,RW,CT,20.718,76,24,26,14,50,64,237,10.13,0.32,0.34,0.18,0.66,0.84,3.12
11,Martin St. Pierre,C,SPR,28.096,73,11,30,23,41,64,153,7.19,0.15,0.41,0.32,0.56,0.88,2.1
12,Brett Sterling,LW,PEO/POR,27.393,73,30,19,13,49,62,197,15.23,0.41,0.26,0.18,0.67,0.85,2.7
13,Mark Barberio,D,NOR,21.482,74,13,25,23,38,61,197,6.6,0.18,0.34,0.31,0.51,0.82,2.66
14,Jon DiSalvatore,RW,HOU,30.462,76,28,17,16,45,61,178,15.73,0.37,0.22,0.21,0.59,0.8,2.34
15,Mike Zigomanis,C,TOR,30.659,68,19,20,22,39,61,178,10.67,0.28,0.29,0.32,0.57,0.9,2.62
16,Krys Kolanos,RW,ABB,30.136,47,30,24,7,54,61,240,12.5,0.64,0.51,0.15,1.15,1.3,5.11
17,Jon Matsumoto,C,SA/CHA,24.923,76,23,25,12,48,60,156,14.74,0.3,0.33,0.16,0.63,0.79,2.05
18,Chris Mueller,C,MIL,25.528,73,32,13,15,45,60,196,16.33,0.44,0.18,0.21,0.62,0.82,2.68
19,Peter Holland,C,SYR,20.668,71,23,22,15,45,60,181,12.71,0.32,0.31,0.21,0.63,0.85,2.55
20,Ben Walter,C,ABB,27.346,75,19,19,21,38,59,160,11.88,0.25,0.25,0.28,0.51,0.79,2.13
21,Matthew Ford,RW,HER/ADK,26.933,70,29,16,14,45,59,186,15.59,0.41,0.23,0.2,0.64,0.84,2.66
22,Chris Terry,LW,CHA,22.44,74,16,27,16,43,59,201,7.96,0.22,0.36,0.22,0.58,0.8,2.72
23,Tomas Tatar,LW,GR,20.789,76,24,20,14,44,58,224,10.71,0.32,0.26,0.18,0.58,0.76,2.95
24,Kyle Palmieri,RW,SYR,20.619,51,33,15,10,48,58,217,15.21,0.65,0.29,0.2,0.94,1.14,4.25
25,Mark Mancari,RW,CHI,26.18,69,30,16,12,46,58,230,13.04,0.43,0.23,0.17,0.67,0.84,3.33
26,Jamie Johnson,C,GR,29.643,76,21,21,16,42,58,126,16.67,0.28,0.28,0.21,0.55,0.76,1.66
27,Gustav Nyquist,RW,GR,22.037,56,22,23,13,45,58,152,14.47,0.39,0.41,0.23,0.8,1.04,2.71
28,Darren Haydar,RW,CHI,31.899,70,21,20,16,41,57,175,12.0,0.3,0.29,0.23,0.59,0.81,2.5
29,Ben Street,C,WBS,24.586,71,27,21,9,48,57,199,13.57,0.38,0.3,0.13,0.68,0.8,2.8
30,Brandon Pirri,C,RFD,20.433,66,23,16,17,39,56,213,10.8,0.35,0.24,0.26,0.59,0.85,3.23
31,Jonathan Cheechoo,RW,PEO,31.168,70,25,17,14,42,56,205,12.2,0.36,0.24,0.2,0.6,0.8,2.93
32,Jacob Micflikier,F,HER,27.179,57,21,20,15,41,56,172,12.21,0.37,0.35,0.26,0.72,0.98,3.02
33,Justin Fontaine,RW,HOU,23.858,73,16,31,8,47,55,131,12.21,0.22,0.42,0.11,0.64,0.75,1.79
34,Jason Akeson,RW,ADK,21.284,76,14,20,21,34,55,177,7.91,0.18,0.26,0.28,0.45,0.72,2.33
35,Matt Fraser,LW,TEX,21.323,73,37,10,8,47,55,253,14.62,0.51,0.14,0.11,0.64,0.75,3.47
36,Derek Nesbitt,LW,PEO,29.416,75,22,19,14,41,55,199,11.06,0.29,0.25,0.19,0.55,0.73,2.65
37,Alexandre Giroux,LW,SPR,30.248,65,28,16,10,44,54,209,13.4,0.43,0.25,0.15,0.68,0.83,3.22
38,Andy Miele,C,POR,23.417,69,16,25,13,41,54,103,15.53,0.23,0.36,0.19,0.59,0.78,1.49
39,Kyle Wilson,C,MIL,26.749,68,22,21,11,43,54,176,12.5,0.32,0.31,0.16,0.63,0.79,2.59
40,Colton Sceviour,RW,TEX,22.404,75,21,19,13,40,53,246,8.54,0.28,0.25,0.17,0.53,0.71,3.28
41,Jeff Taffe,C,HOU,30.569,70,18,22,13,40,53,198,9.09,0.26,0.31,0.19,0.57,0.76,2.83
42,Chris Conner,LW,GR,27.73,57,16,30,7,46,53,132,12.12,0.28,0.53,0.12,0.81,0.93,2.32
43,Bryan Lerg,LW,WBS,25.651,70,27,11,15,38,53,173,15.61,0.39,0.16,0.21,0.54,0.76,2.47
44,Brian Connelly,D,ABB/RFD,25.265,72,6,19,27,25,52,184,3.26,0.08,0.26,0.38,0.35,0.72,2.56
45,Bracken Kearns,C,SA,30.344,69,22,15,15,37,52,134,16.42,0.32,0.22,0.22,0.54,0.75,1.94
46,Francis Pare,RW,GR,24.211,75,16,16,20,32,52,184,8.7,0.21,0.21,0.27,0.43,0.69,2.45
47,Phil Varone,C,RCH,20.781,76,11,30,11,41,52,120,9.17,0.14,0.39,0.14,0.54,0.68,1.58
48,Bill Thomas,RW,SA,28.231,65,27,14,11,41,52,188,14.36,0.42,0.22,0.17,0.63,0.8,2.89
