,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kelowna Rockets,360,229,55.583,1430,1031,399,52.393,12203,10790,1413,11.324,0.899,101.228
1,Portland Winterhawks,360,205,54.919,1395,1125,270,53.245,13089,11937,1152,9.73,0.908,100.516
2,Victoria Royals,360,199,53.793,1275,1039,236,48.08,11150,11463,-313,11.78,0.909,102.588
3,Everett Silvertips,360,199,57.481,1105,895,210,53.17,11251,10035,1216,9.373,0.922,101.541
4,Brandon Wheat Kings,360,194,52.386,1412,1173,239,48.069,12191,11739,452,11.428,0.904,101.801
5,Medicine Hat Tigers,360,193,52.38,1348,1191,157,54.586,13333,11050,2283,9.962,0.893,99.208
6,Regina Pats,360,189,53.8,1346,1168,178,53.965,12909,11477,1432,9.826,0.902,99.959
7,Seattle Thunderbirds,360,177,51.185,1160,1087,73,50.14,11281,11002,279,10.288,0.902,100.474
8,Moose Jaw Warriors,360,174,55.481,1244,1209,35,51.005,11419,11923,-504,11.502,0.904,101.91
9,Calgary Hitmen,360,172,47.056,1246,1173,73,50.35,11597,10684,913,9.94,0.886,98.511
10,Swift Current Broncos,360,167,52.963,1173,1154,19,48.6,11653,12262,-609,10.684,0.91,101.662
11,Spokane Chiefs,360,166,51.158,1194,1184,10,52.947,11528,10623,905,10.379,0.888,99.13
12,Red Deer Rebels,360,161,48.105,1148,1145,3,48.195,11204,11738,-534,9.715,0.902,99.923
13,Tri-City Americans,360,158,49.581,1115,1209,-94,47.252,10477,12136,-1659,10.75,0.902,101.011
14,Prince George Cougars,360,147,47.067,1154,1303,-149,49.147,11696,11934,-238,9.617,0.897,99.216
15,Edmonton Oil Kings,360,147,42.225,1090,1220,-130,49.452,11909,10766,1143,9.101,0.878,96.881
16,Lethbridge Hurricanes,360,144,49.044,1190,1383,-193,47.977,10908,12997,-2089,10.613,0.9,100.528
17,Prince Albert Raiders,360,142,47.152,1108,1260,-152,49.531,11475,11765,-290,9.734,0.895,99.213
18,Kamloops Blazers,360,140,49.191,1069,1198,-129,49.891,11467,12097,-630,8.975,0.908,99.738
19,Vancouver Giants,360,129,44.362,1029,1309,-280,47.596,11091,11630,-539,9.283,0.894,98.577
20,Saskatoon Blades,360,118,43.872,1042,1458,-416,47.834,10845,12778,-1933,9.526,0.889,98.404
21,Kootenay Ice,144,68,51.22,472,451,21,49.58,4556,4633,-77,9.935,0.906,100.48
22,Kootenay ICE,216,50,38.8,544,924,-380,44.988,6053,7826,-1773,9.045,0.884,97.485
