,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,1152,662,56.466,4117,3269,848,52.1,36314,31935,4379,10.948,0.908,101.702
1,Kootenay Ice,1152,633,51.582,3814,3289,525,50.396,35853,33437,2416,9.41,0.909,100.29
2,Kelowna Rockets,1152,622,59.974,3819,3232,587,53.379,35893,32304,3589,11.172,0.915,102.622
3,Brandon Wheat Kings,1152,595,48.436,4085,3740,345,48.534,36688,35224,1464,10.386,0.896,99.931
4,Tri-City Americans,1152,583,49.952,3820,3593,227,47.588,35846,35719,127,9.736,0.914,101.009
5,Spokane Chiefs,1152,581,54.259,3745,3379,366,53.336,36934,33007,3927,10.21,0.9,100.204
6,Red Deer Rebels,1152,565,49.478,3456,3296,160,47.242,34941,34136,805,8.988,0.918,100.773
7,Medicine Hat Tigers,1152,563,54.567,4006,3757,249,52.374,35955,35558,397,9.932,0.91,100.936
8,Kamloops Blazers,1152,557,45.82,3720,3727,-7,48.537,35001,35954,-953,9.42,0.897,99.023
9,Swift Current Broncos,1152,555,50.419,3574,3506,68,49.888,35253,35091,162,9.371,0.909,100.269
10,Saskatoon Blades,1152,517,47.318,3577,3805,-228,47.338,34781,37469,-2688,9.872,0.901,99.95
11,Moose Jaw Warriors,1152,504,44.482,3704,3945,-241,49.542,35729,37366,-1637,8.794,0.894,98.118
12,Seattle Thunderbirds,1152,503,44.993,3518,3751,-233,47.134,35739,37231,-1492,9.205,0.9,99.184
13,Regina Pats,1152,473,47.685,3483,3946,-463,48.625,33620,36420,-2800,10.097,0.896,99.704
14,Lethbridge Hurricanes,1152,457,38.439,3447,3962,-515,44.201,33104,35363,-2259,8.552,0.891,97.6
15,Vancouver Giants,936,456,47.476,3071,2869,202,52.621,29683,25954,3729,9.59,0.881,97.723
16,Prince Albert Raiders,1152,456,47.643,3465,4091,-626,49.678,35424,37726,-2302,9.536,0.897,99.225
17,Prince George Cougars,1152,440,41.957,3407,4156,-749,47.616,35030,37924,-2894,8.966,0.889,97.776
18,Everett Silvertips,792,357,46.78,2110,2162,-52,49.002,22067,24182,-2115,9.058,0.901,99.2
19,Portland Winter Hawks,792,294,36.008,2153,2871,-718,43.237,22826,25976,-3150,8.122,0.89,97.206
20,Portland Winterhawks,360,240,61.908,1555,1063,492,56.101,13947,11481,2466,11.25,0.91,102.281
21,Edmonton Oil Kings,504,234,60.366,1634,1520,114,57.07,16390,15112,1278,10.226,0.911,101.335
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Victoria Royals,216,95,50.555,682,746,-64,48.54,6390,6907,-517,10.35,0.901,100.442
