,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,1418,842,57.844,5565,4336,1229,51.538,48948,47480,1468,11.664,0.909,102.524
1,Kitchener Rangers,1418,751,49.472,4988,4540,448,49.694,50696,47520,3176,10.848,0.892,100.074
2,Barrie Colts,1419,748,50.513,5198,4521,677,48.494,49474,48122,1352,10.876,0.9,100.91
3,Sault Ste. Marie Greyhounds,1418,731,58.266,5061,4695,366,52.805,47748,46369,1379,12.152,0.901,102.231
4,Ottawa 67's,1409,711,54.282,5162,4721,441,51.538,48158,47461,697,11.772,0.895,101.174
5,Guelph Storm,1418,706,50.38,4947,4693,254,49.122,48134,47581,553,10.982,0.896,100.538
6,Windsor Spitfires,1420,695,49.226,5023,4919,104,49.151,48772,47099,1673,10.541,0.899,100.467
7,Plymouth Whalers,1156,644,46.958,4168,3398,770,46.409,39259,38157,1102,9.459,0.91,100.439
8,Erie Otters,1418,643,48.204,4968,5185,-217,50.748,47595,47371,224,11.022,0.878,98.784
9,Oshawa Generals,1415,631,53.723,4881,4986,-105,50.568,48721,47428,1293,11.196,0.902,101.339
10,Peterborough Petes,1416,623,46.355,4631,5107,-476,47.344,47345,50838,-3493,10.068,0.895,99.554
11,Sarnia Sting,1420,621,51.003,4894,5127,-233,49.656,46954,48740,-1786,11.939,0.887,100.568
12,Owen Sound Attack,1282,601,50.912,4393,4293,100,54.963,46052,41865,4187,9.517,0.886,98.082
13,Kingston Frontenacs,1419,584,42.896,4671,5270,-599,47.017,48663,51327,-2664,8.847,0.895,98.296
14,Belleville Bulls,1150,558,45.878,3891,3805,86,47.652,39257,40094,-837,8.751,0.906,99.316
15,Sudbury Wolves,1416,532,47.382,4347,5218,-871,47.994,45742,50597,-4855,10.132,0.898,99.84
16,Saginaw Spirit,1146,477,50.82,3747,4081,-334,50.975,37535,39536,-2001,10.378,0.896,99.883
17,Brampton Battalion,1020,470,50.982,3227,3286,-59,55.962,34798,32815,1983,8.136,0.902,98.267
18,Niagara IceDogs,806,374,54.502,2861,2701,160,50.856,27744,26628,1116,10.918,0.905,101.41
19,Toronto St. Michael's Majors,608,278,44.596,1922,2160,-238,46.052,20715,21991,-1276,9.948,0.895,99.42
20,Mississauga IceDogs,612,201,50.741,1823,2625,-802,52.606,20733,23826,-3093,10.122,0.892,99.287
21,Mississauga Steelheads,466,183,49.714,1418,1631,-213,52.261,14854,15457,-603,9.758,0.893,99.024
22,North Bay Battalion,398,174,46.608,1278,1320,-42,47.882,12830,12183,647,10.036,0.896,99.586
23,Mississauga St. Michael's Majors,272,127,50.076,837,832,5,49.318,8846,8629,217,9.358,0.908,100.195
24,Hamilton Bulldogs,264,119,48.91,897,932,-35,51.581,8506,8131,375,10.432,0.884,98.83
25,North Bay Centennials,270,106,45.731,838,962,-124,49.171,9427,9757,-330,8.38,0.905,98.81
26,Flint Firebirds,264,76,38.491,780,1149,-369,46.145,8307,9095,-788,9.358,0.872,96.576
27,Owen Sound Platers,136,67,48.185,549,585,-36,47.895,5164,5616,-452,10.355,0.898,100.09
28,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
