,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Bobby Ryan,RW,OS,18.75,184,111,112,63,223,286,0.622,0.625,0.328,1.245,1.572
1,Bryan Little,C,BAR,18.093,183,119,96,69,215,284,0.67,0.565,0.4,1.232,1.64
2,Daniel Ryder,C,PBO/PLY,18.926,190,107,92,57,199,256,0.602,0.492,0.328,1.095,1.422
3,Tyler Donati,RW,TOR/OSH/BELV,19.164,187,111,91,42,202,244,0.642,0.548,0.258,1.19,1.442
4,Evan Brophey,C,BELV/BAR/PLY,19.034,193,83,90,66,173,239,0.452,0.488,0.378,0.943,1.312
5,Justin Donati,C,TOR/OSH/SBY,19.164,168,105,80,54,185,239,0.63,0.458,0.3,1.088,1.388
6,Rob Schremp,C,LDN,18.71,119,98,82,55,180,235,0.83,0.7,0.47,1.53,1.995
7,Hunter Tremblay,LW,BAR,19.916,194,96,90,42,186,228,0.51,0.48,0.245,0.982,1.228
8,Bobby Hughes,C,KGN,18.096,181,92,87,47,179,226,0.56,0.507,0.29,1.065,1.358
9,Dylan Hunter,LW,LDN,19.821,129,63,85,73,148,221,0.49,0.66,0.57,1.15,1.72
10,Steve Downie,C,WSR/PBO/KIT,18.704,141,75,94,49,169,218,0.61,0.715,0.378,1.322,1.698
11,David Bolland,RW,LDN,18.78,125,91,70,54,161,215,0.745,0.565,0.435,1.305,1.745
12,John Tavares,C,OSH,15.487,132,117,57,37,174,211,0.88,0.43,0.28,1.31,1.59
13,Sergei Kostitsyn,RW,LDN,18.992,122,66,77,66,143,209,0.545,0.64,0.545,1.185,1.73
14,Peter Tsimikalis,C,OTT/OSH/KIT,19.93,165,66,90,48,156,204,0.438,0.56,0.332,1.002,1.335
15,Evan McGrath,C,KIT,19.17,134,65,82,54,147,201,0.485,0.61,0.405,1.095,1.5
16,Wojtek Wolski,LW,BRA,19.058,123,76,89,36,165,201,0.635,0.75,0.3,1.385,1.69
17,Chris Stewart,RW,KGN,18.129,187,91,65,43,156,199,0.515,0.36,0.265,0.872,1.138
18,Nick Foligno,C,SBY,18.126,196,65,82,49,147,196,0.365,0.432,0.282,0.798,1.08
19,Ryan McDonough,C,SBY/SAG,17.954,192,88,71,36,159,195,0.468,0.362,0.188,0.825,1.012
20,Cory Emmerton,LW,KGN,17.54,164,72,66,56,138,194,0.53,0.452,0.34,0.992,1.33
21,John Hughes,RW,BELV/BRA,17.942,188,65,97,30,162,192,0.355,0.568,0.158,0.922,1.075
22,Chris Lawrence,RW,SSM/MISS,18.86,199,81,56,55,137,192,0.49,0.3,0.275,0.795,1.075
23,Ryan O'Marra,RW,ER/SAG,18.52,171,78,66,47,144,191,0.492,0.37,0.258,0.857,1.115
24,Cal Clutterbuck,RW,TOR/OSH,18.077,196,89,58,44,147,191,0.475,0.335,0.262,0.805,1.072
