,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Joel Perrault,C,BAC,19.445,70,51,64,1,115,116,319,15.99,0.73,0.91,0.01,1.64,1.66,4.56
1,Jonathan Gagnon,RW,ROU,19.913,67,52,5,58,57,115,222,23.42,0.78,0.07,0.87,0.85,1.72,3.31
2,Patrick Thoresen,C,BAC,18.856,71,33,11,64,44,108,268,12.31,0.46,0.15,0.9,0.62,1.52,3.77
3,Pierre-Luc Sleigher,RW,VIC,20.589,66,38,43,24,81,105,309,12.3,0.58,0.65,0.36,1.23,1.59,4.68
4,Maxime Talbot,C,HUL,18.593,69,46,46,12,92,104,197,23.35,0.67,0.67,0.17,1.33,1.51,2.86
5,Olivier Fillion,C,BAT,19.951,71,36,16,52,52,104,240,15.0,0.51,0.23,0.73,0.73,1.46,3.38
6,Pierre-Alexandre Parenteau,RW,SHE/CHI,19.48,59,33,68,2,101,103,250,13.2,0.56,1.15,0.03,1.71,1.75,4.24
7,Olivier Proulx,C,BAC/DRU,20.666,71,39,27,36,66,102,210,18.57,0.55,0.38,0.51,0.93,1.44,2.96
8,Steve Bernier,RW,MON,17.46,71,49,6,46,55,101,238,20.59,0.69,0.08,0.65,0.77,1.42,3.35
9,Pascal Pelletier,C,BAC,19.25,67,46,31,24,77,101,231,19.91,0.69,0.46,0.36,1.15,1.51,3.45
10,David Masse,LW,QUE,19.787,70,50,25,23,75,98,286,17.48,0.71,0.36,0.33,1.07,1.4,4.09
11,Jean-Francois Plourde,C,SHE/RIM,20.655,70,58,23,16,81,97,316,18.35,0.83,0.33,0.23,1.16,1.39,4.51
12,Stuart MacRae,C,HAL/CAP,20.225,74,33,63,0,96,96,339,9.73,0.45,0.85,0.0,1.3,1.3,4.58
13,Nicolas Corbeil,C,SHE,19.464,68,31,11,52,42,94,275,11.27,0.46,0.16,0.76,0.62,1.38,4.04
14,Jean-Michel Daoust,RW,HUL,18.809,72,34,30,30,64,94,174,19.54,0.47,0.42,0.42,0.89,1.31,2.42
15,Pierre-Luc Laprise,LW,VDO,20.285,71,29,13,48,42,90,180,16.11,0.41,0.18,0.68,0.59,1.27,2.54
16,Jonathan Ferland,RW,BAT,19.598,68,45,38,6,83,89,265,16.98,0.66,0.56,0.09,1.22,1.31,3.9
17,Guillaume Fournier,RW,VIC,19.639,63,46,34,8,80,88,245,18.78,0.73,0.54,0.13,1.27,1.4,3.89
18,Francois-Pierre Guenette,C,HAL,18.659,72,38,48,1,86,87,154,24.68,0.53,0.67,0.01,1.19,1.21,2.14
19,Mathieu Brunelle,LW,VIC/HUL,19.445,70,38,9,39,47,86,223,17.04,0.54,0.13,0.56,0.67,1.23,3.19
20,Jean-Francois Cyr,RW,HAL,19.384,69,29,26,31,55,86,208,13.94,0.42,0.38,0.45,0.8,1.25,3.01
21,Josh Hennessy,C,QUE,17.602,72,33,9,42,42,84,237,13.92,0.46,0.12,0.58,0.58,1.17,3.29
22,Benoit Genesse,C,ROU/VDO,20.178,63,29,29,26,58,84,195,14.87,0.46,0.46,0.41,0.92,1.33,3.1
23,Thatcher Bell,C,HAL,20.619,64,36,40,8,76,84,266,13.53,0.56,0.62,0.12,1.19,1.31,4.16
24,Brett Lutes,LW,MTL,20.616,71,34,41,8,75,83,306,11.11,0.48,0.58,0.11,1.06,1.17,4.31
25,Petr Vrana,C,HAL,17.465,72,37,33,13,70,83,198,18.69,0.51,0.46,0.18,0.97,1.15,2.75
26,Karl Gagne,C,MON,18.202,69,26,50,6,76,82,189,13.76,0.38,0.72,0.09,1.1,1.19,2.74
27,Timofei Shishkanov,LW,QUE,19.267,51,36,42,4,78,82,239,15.06,0.71,0.82,0.08,1.53,1.61,4.69
28,Cory Urquhart,C,MTL,17.955,71,35,4,39,39,78,252,13.89,0.49,0.06,0.55,0.55,1.1,3.55
29,Brandon Benedict,C,HAL,20.266,72,26,18,32,44,76,245,10.61,0.36,0.25,0.44,0.61,1.06,3.4
30,Louis-Philippe Martin,RW,BAC,17.952,65,23,48,5,71,76,190,12.11,0.35,0.74,0.08,1.09,1.17,2.92
31,Jesse Lane,D,VIC/HUL,19.54,70,14,26,35,40,75,311,4.5,0.2,0.37,0.5,0.57,1.07,4.44
32,Ryan Clowe,RW,MTL/RIM,19.959,60,26,27,22,53,75,162,16.05,0.43,0.45,0.37,0.88,1.25,2.7
33,Nicolas Pelletier,RW,ROU/VDO,20.241,71,40,28,6,68,74,223,17.94,0.56,0.39,0.08,0.96,1.04,3.14
34,Yannick Riendeau,C,DRU,17.889,71,24,35,15,59,74,211,11.37,0.34,0.49,0.21,0.83,1.04,2.97
35,Patrice Bergeron,C,BAT,17.145,70,23,37,13,60,73,191,12.04,0.33,0.53,0.19,0.86,1.04,2.73
36,Marc-Antoine Pouliot,C,RIM,17.317,65,32,7,34,39,73,268,11.94,0.49,0.11,0.52,0.6,1.12,4.12
37,Robin Leblanc,RW,BAC,19.677,67,36,28,9,64,73,244,14.75,0.54,0.42,0.13,0.96,1.09,3.64
38,Sebastien Laprise,RW,DRU,20.444,69,23,18,30,41,71,243,9.47,0.33,0.26,0.43,0.59,1.03,3.52
39,David Rodman,RW,VDO,19.015,65,26,5,39,31,70,211,12.32,0.4,0.08,0.6,0.48,1.08,3.25
40,Stephen Dixon,C,CAP,17.022,72,28,32,10,60,70,228,12.28,0.39,0.44,0.14,0.83,0.97,3.17
41,Jean-Philippe Briere,C,CHI/RIM,20.37,62,32,26,10,58,68,150,21.33,0.52,0.42,0.16,0.94,1.1,2.42
42,Giulio Scandella,C,ROU,18.993,59,29,13,24,42,66,209,13.88,0.49,0.22,0.41,0.71,1.12,3.54
43,Shawn Collymore,RW,QUE/VDO,19.373,69,33,13,19,46,65,254,12.99,0.48,0.19,0.28,0.67,0.94,3.68
44,Yvan Busque,RW,CHI,19.529,67,25,32,7,57,64,164,15.24,0.37,0.48,0.1,0.85,0.96,2.45
45,Francis Lemieux,RW,CHI,18.563,66,28,10,25,38,63,186,15.05,0.42,0.15,0.38,0.58,0.95,2.82
46,Pierre-Andre Bureau,C,MTL,18.41,72,17,14,32,31,63,166,10.24,0.24,0.19,0.44,0.43,0.88,2.31
47,Benoit Mondou,C,BAC/SHA,17.369,60,11,11,40,22,62,151,7.28,0.18,0.18,0.67,0.37,1.03,2.52
48,James Sanford,D,MON,18.243,72,16,17,28,33,61,233,6.87,0.22,0.24,0.39,0.46,0.85,3.24
49,Aaron Johnson,D,QUE/RIM,19.379,57,10,12,39,22,61,184,5.43,0.18,0.21,0.68,0.39,1.07,3.23
50,Michael Lambert,C,MTL,18.516,71,28,32,0,60,60,245,11.43,0.39,0.45,0.0,0.85,0.85,3.45
51,Karl Fournier,C,BAT,19.697,69,17,3,40,20,60,202,8.42,0.25,0.04,0.58,0.29,0.87,2.93
52,Chris Montgomery,C,QUE,19.48,67,18,2,39,20,59,142,12.68,0.27,0.03,0.58,0.3,0.88,2.12
53,Marc-Andre Bernier,RW,HAL,17.607,67,29,12,17,41,58,179,16.2,0.43,0.18,0.25,0.61,0.87,2.67
54,Christian Larrivee,C,CHI,20.058,50,18,31,9,49,58,164,10.98,0.36,0.62,0.18,0.98,1.16,3.28
55,Philippe Dupuis,C,HUL,17.394,68,22,34,0,56,56,189,11.64,0.32,0.5,0.0,0.82,0.82,2.78
