,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Mike Howe,F,RC,19.026,55,35,25,17,60,77,257,13.62,0.64,0.45,0.31,1.09,1.4,4.67
1,Paul Stastny,F,RC,17.717,55,30,29,17,59,76,194,15.46,0.55,0.53,0.31,1.07,1.38,3.53
2,Matthew Ford,F,SF,18.933,60,37,18,13,55,68,192,19.27,0.62,0.3,0.22,0.92,1.13,3.2
3,Bill Thomas,F,TC,20.239,59,30,29,8,59,67,193,15.54,0.51,0.49,0.14,1.0,1.14,3.27
4,Jim McKenzie,F,SF,19.264,59,26,25,13,51,64,189,13.76,0.44,0.42,0.22,0.86,1.08,3.2
5,Mick Lawrence,F,RC,20.641,57,26,20,18,46,64,200,13.0,0.46,0.35,0.32,0.81,1.12,3.51
6,Mike Erickson,F,DM,20.428,57,37,17,7,54,61,223,16.59,0.65,0.3,0.12,0.95,1.07,3.91
7,Bryan Marshall,F,DAN,20.652,58,27,21,11,48,59,199,13.57,0.47,0.36,0.19,0.83,1.02,3.43
8,Joel Hanson,F,WAT,20.239,57,17,30,11,47,58,194,8.76,0.3,0.53,0.19,0.82,1.02,3.4
9,Danny Charleston,F,CHI,18.798,59,24,22,12,46,58,223,10.76,0.41,0.37,0.2,0.78,0.98,3.78
10,Rastislav Spirko,F,TC,19.234,54,35,16,6,51,57,166,21.08,0.65,0.3,0.11,0.94,1.06,3.07
11,Jon Grabarek,F,CR,19.33,56,22,24,11,46,57,158,13.92,0.39,0.43,0.2,0.82,1.02,2.82
12,Marty Mjelleli,F,DM,20.688,59,20,21,15,41,56,219,9.13,0.34,0.36,0.25,0.69,0.95,3.71
13,Topher Scott,F,CHI,18.147,60,21,17,14,38,52,169,12.43,0.35,0.28,0.23,0.63,0.87,2.82
14,Joe Pavelski,F,WAT,19.179,52,21,24,6,45,51,227,9.25,0.4,0.46,0.12,0.87,0.98,4.37
15,Evan Kaufmann,F,RC,18.872,59,20,12,18,32,50,180,11.11,0.34,0.2,0.31,0.54,0.85,3.05
16,Derek Patrosso,F,DAN,18.894,54,15,18,17,33,50,114,13.16,0.28,0.33,0.31,0.61,0.93,2.11
17,Matt Hartman,RW,SC,19.113,54,20,20,9,40,49,134,14.93,0.37,0.37,0.17,0.74,0.91,2.48
