,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Pavel Brendl,RW,CGY,17.482,68,73,40,21,113,134,1.07,0.59,0.31,1.66,1.97
1,Brad Moran,C,CGY,19.491,71,60,31,27,91,118,0.85,0.44,0.38,1.28,1.66
2,Dylan Gyori,C,TRI,19.568,69,53,43,22,96,118,0.77,0.62,0.32,1.39,1.71
3,Chad Hinz,C,M.J,19.488,71,42,45,30,87,117,0.59,0.63,0.42,1.23,1.65
4,Scott Gomez,C,TRI,18.73,58,30,48,30,78,108,0.52,0.83,0.52,1.34,1.86
5,Shawn McNeil,LW,RDR,20.499,72,44,43,16,87,103,0.61,0.6,0.22,1.21,1.43
6,Brett McLean,C,BRN/KEL,20.088,65,47,32,22,79,101,0.72,0.49,0.34,1.22,1.55
7,Bret DeCecco,RW,SEA,18.322,72,57,29,14,86,100,0.79,0.4,0.19,1.19,1.39
8,Ryan Robson,RW,BRN,20.047,72,33,35,26,68,94,0.46,0.49,0.36,0.94,1.31
9,Oleg Saprykin,C,SEA,17.588,66,47,26,20,73,93,0.71,0.39,0.3,1.11,1.41
10,Jamie Lundmark,C,M.J,17.662,70,40,35,16,75,91,0.57,0.5,0.23,1.07,1.3
11,Brett Lysak,C,REG,17.758,61,39,35,14,74,88,0.64,0.57,0.23,1.21,1.44
12,Kyle Calder,LW,KAM/REG,19.694,61,42,31,15,73,88,0.69,0.51,0.25,1.2,1.44
13,Jaroslav Kristek,RW,TRI,18.5,70,38,27,21,65,86,0.54,0.39,0.3,0.93,1.23
14,Milan Kraft,C,P.A,17.903,68,40,27,19,67,86,0.59,0.4,0.28,0.99,1.26
15,Brenden Morrow,LW,POR,19.664,61,41,22,22,63,85,0.67,0.36,0.36,1.03,1.39
16,Dustin Paul,RW,M.J,19.401,71,31,22,30,53,83,0.44,0.31,0.42,0.75,1.17
17,Matt Kinch,D,CGY,18.577,68,14,52,17,66,83,0.21,0.76,0.25,0.97,1.22
18,Ken McKay,RW,TRI,20.564,64,37,30,15,67,82,0.58,0.47,0.23,1.05,1.28
19,Marc Brown,LW,P.A,19.519,72,35,27,18,62,80,0.49,0.38,0.25,0.86,1.11
20,Mike G. Green,D,KTN,19.064,71,35,26,19,61,80,0.49,0.37,0.27,0.86,1.13
21,Brad Leeb,RW,RDR,19.053,64,32,28,19,60,79,0.5,0.44,0.3,0.94,1.23
22,Curtis Huppe,RW,TRI/LET,19.565,66,45,18,15,63,78,0.68,0.27,0.23,0.95,1.18
23,Cody Jensen,RW,P.A,19.143,70,34,24,19,58,77,0.49,0.34,0.27,0.83,1.1
24,Burke Henry,D,BRN,19.65,68,18,30,28,48,76,0.26,0.44,0.41,0.71,1.12
25,Scott Schoneck,D,M.J,19.535,72,20,28,28,48,76,0.28,0.39,0.39,0.67,1.06
26,Frantisek Mrazek,LW,RDR,19.335,60,34,21,21,55,76,0.57,0.35,0.35,0.92,1.27
27,Layne Ulmer,C,S.C,18.002,72,40,24,11,64,75,0.56,0.33,0.15,0.89,1.04
28,Jason Hegberg,LW,LET,19.683,71,27,31,17,58,75,0.38,0.44,0.24,0.82,1.06
29,Andrei Lupandin,D,BRN,20.581,69,25,21,29,46,75,0.36,0.3,0.42,0.67,1.09
30,Brad Twordik,LW,BRN,18.82,57,29,26,19,55,74,0.51,0.46,0.33,0.96,1.3
31,Scott Kelman,C,SEA,17.358,66,19,32,22,51,73,0.29,0.48,0.33,0.77,1.11
32,Derek Paget,LW,P.A,19.811,72,26,26,19,52,71,0.36,0.36,0.26,0.72,0.99
33,Jon Barkman,C,SAS,18.955,64,35,24,11,59,70,0.55,0.38,0.17,0.92,1.09
34,Cory Morgan,RW,P.A,20.072,66,39,21,10,60,70,0.59,0.32,0.15,0.91,1.06
35,Mike Bayrack,LW,P.G,19.995,70,37,20,13,57,70,0.53,0.29,0.19,0.81,1.0
36,Steve Shrum,C,KAM,18.935,72,28,28,12,56,68,0.39,0.39,0.17,0.78,0.94
37,Aaron Millar,LW,M.H,20.501,72,28,21,18,49,67,0.39,0.29,0.25,0.68,0.93
38,Torrey DiRoberto,LW,SEA,20.414,66,25,30,12,55,67,0.38,0.45,0.18,0.83,1.02
39,Kris Beech,C,CGY,17.607,68,26,27,14,53,67,0.38,0.4,0.21,0.78,0.99
40,Jason Chimera,C,BRN/M.H,19.373,58,32,20,14,52,66,0.55,0.34,0.24,0.9,1.14
41,Brent Hobday,LW,M.J,19.056,72,40,16,10,56,66,0.56,0.22,0.14,0.78,0.92
42,Marty Standish,RW,POR,20.184,72,26,26,14,52,66,0.36,0.36,0.19,0.72,0.92
43,Ajay Baines,C,KAM,20.477,72,33,15,17,48,65,0.46,0.21,0.24,0.67,0.9
44,Steve Gainey,LW,KAM,19.636,68,30,24,10,54,64,0.44,0.35,0.15,0.79,0.94
45,Konstantin Panov,RW,KAM,18.213,62,33,22,8,55,63,0.53,0.35,0.13,0.89,1.02
46,Darrell Hay,D,TRI,18.453,72,13,21,28,34,62,0.18,0.29,0.39,0.47,0.86
47,Brad Stuart,D,CGY/REG,18.859,59,21,24,17,45,62,0.36,0.41,0.29,0.76,1.05
48,Brent McDonald,RW,RDR/P.G,18.941,72,30,13,18,43,61,0.42,0.18,0.25,0.6,0.85
49,Lukas Bednarik,C,RDR,19.028,72,25,20,16,45,61,0.35,0.28,0.22,0.62,0.85
50,Kurt Drummond,D,S.C,20.428,70,10,26,25,36,61,0.14,0.37,0.36,0.51,0.87
51,Kevin Marsh,LW,RDR,20.211,60,35,17,9,52,61,0.58,0.28,0.15,0.87,1.02
52,Aaron Goldade,LW,BRN,18.128,64,27,20,13,47,60,0.42,0.31,0.2,0.73,0.94
53,Lawrence Nycholat,D,S.C,19.36,72,16,18,26,34,60,0.22,0.25,0.36,0.47,0.83
54,Jaroslav Svoboda,RW,KTN,18.289,54,26,24,9,50,59,0.48,0.44,0.17,0.93,1.09
55,Donnie Kinney,RW,KAM,20.288,65,24,21,14,45,59,0.37,0.32,0.22,0.69,0.91
56,David Cameron,C,P.A/SAS,18.385,65,15,30,14,45,59,0.23,0.46,0.22,0.69,0.91
57,Richard Seeley,D,P.A,19.379,61,10,25,23,35,58,0.16,0.41,0.38,0.57,0.95
58,Brett Girard,C,BRN,18.56,63,23,20,14,43,57,0.37,0.32,0.22,0.68,0.9
59,Todd Robinson,C,POR,20.25,36,22,22,13,44,57,0.61,0.61,0.36,1.22,1.58
60,Jarrett Smith,C,P.G,19.253,49,20,28,9,48,57,0.41,0.57,0.18,0.98,1.16
61,Ben Clymer,D,SEA,20.43,70,12,27,17,39,56,0.17,0.39,0.24,0.56,0.8
62,Radek Duda,RW,REG,19.631,65,24,24,7,48,55,0.37,0.37,0.11,0.74,0.85
63,Kenton Smith,D,CGY,19.015,69,19,19,16,38,54,0.28,0.28,0.23,0.55,0.78
64,Trevor Wasyluk,LW,LET/KTN,20.367,60,20,21,13,41,54,0.33,0.35,0.22,0.68,0.9
65,Jason Weitzel,C,M.J,18.391,70,19,20,15,39,54,0.27,0.29,0.21,0.56,0.77
66,Jordan Walker,C,RDR/P.G,19.56,70,16,23,14,39,53,0.23,0.33,0.2,0.56,0.76
67,Garry Toor,D,P.G,19.267,59,14,18,21,32,53,0.24,0.31,0.36,0.54,0.9
68,Gerad Adams,D,REG/KEL,20.532,57,22,12,18,34,52,0.39,0.21,0.32,0.6,0.91
69,Luc Theoret,D,LET/POR,19.13,49,13,23,16,36,52,0.27,0.47,0.33,0.73,1.06
70,Steve McCarthy,D,KTN,17.613,57,19,20,13,39,52,0.33,0.35,0.23,0.68,0.91
71,Kris Knoblauch,C,LET/KTN,19.976,73,27,13,12,40,52,0.37,0.18,0.16,0.55,0.71
72,Kevin Haupt,D,POR,20.233,67,11,21,19,32,51,0.16,0.31,0.28,0.48,0.76
73,Karel Mosovsky,RW,REG,17.065,68,26,13,12,39,51,0.38,0.19,0.18,0.57,0.75
