,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kootenay Ice,792,449,54.256,2646,2189,457,53.318,24623,22264,2359,10.346,0.9,100.278
1,Kelowna Rockets,792,443,53.322,2581,2131,450,50.56,24631,21264,3367,10.308,0.907,101.007
2,Brandon Wheat Kings,792,437,54.832,2854,2414,440,53.15,25118,22984,2134,11.493,0.893,100.73
3,Calgary Hitmen,792,416,50.008,2668,2277,391,51.2,24530,21756,2774,9.86,0.898,99.63
4,Medicine Hat Tigers,792,416,55.762,2854,2496,358,50.204,24607,23631,976,11.417,0.908,102.138
5,Red Deer Rebels,792,403,53.786,2345,2169,176,52.105,23697,22323,1374,9.546,0.912,100.744
6,Tri-City Americans,792,396,56.917,2579,2456,123,53.37,24477,24669,-192,10.72,0.909,101.511
7,Spokane Chiefs,792,394,59.85,2519,2259,260,56.296,25170,23099,2071,10.092,0.912,101.245
8,Swift Current Broncos,792,379,45.904,2424,2447,-23,47.876,23722,24219,-497,9.178,0.9,99.183
9,Vancouver Giants,720,375,54.404,2397,2096,301,54.958,22881,19721,3160,10.367,0.894,99.776
10,Kamloops Blazers,792,365,44.67,2461,2617,-156,47.744,23168,25137,-1969,9.866,0.89,98.824
11,Saskatoon Blades,792,364,55.913,2428,2512,-84,52.268,23669,24821,-1152,11.137,0.904,101.544
12,Moose Jaw Warriors,792,352,48.475,2558,2694,-136,49.097,24332,25532,-1200,10.026,0.896,99.588
13,Seattle Thunderbirds,792,348,44.2,2382,2475,-93,45.822,24373,24630,-257,8.529,0.909,99.4
14,Lethbridge Hurricanes,792,335,43.252,2403,2605,-202,46.238,22448,23467,-1019,9.66,0.891,98.69
15,Regina Pats,792,322,43.666,2343,2659,-316,47.502,23095,24753,-1658,9.746,0.888,98.497
16,Prince George Cougars,792,299,43.312,2304,2842,-538,47.37,23545,26018,-2473,9.703,0.887,98.382
17,Prince Albert Raiders,792,298,46.549,2272,2827,-555,49.061,23442,25885,-2443,9.331,0.897,99.017
18,Everett Silvertips,576,277,48.549,1541,1435,106,47.561,15958,17089,-1131,8.702,0.917,100.406
19,Portland Winter Hawks,648,247,36.03,1765,2297,-532,43.256,18818,20609,-1791,8.126,0.89,97.208
20,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
21,Edmonton Oil Kings,288,90,44.959,763,1002,-239,49.588,8392,9207,-815,9.15,0.893,98.36
22,Portland Winterhawks,144,88,54.76,563,464,99,51.52,5304,4990,314,10.19,0.908,100.995
