,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
12,Rafael Harvey-Pinard,LW,ROU,19.691,59,33,23,18,56,74,237,13.92,0.56,0.39,0.31,0.95,1.25,4.02,28.57,0.48,1119.37,18.97,1.77,1.23,0.96,3.0,3.97,12.7,1.53,19.08,17.94,69.3,49.74,-2.59,67.41,91,44,14,56,25.0,12,44,27.27,7,137,5.11,5,12,41.67
13,Felix Lauzon,C,DRU,20.378,59,26,26,21,52,73,164,15.85,0.44,0.44,0.36,0.88,1.24,2.78,19.62,0.33,970.03,16.44,1.61,1.61,1.3,3.22,4.52,10.14,1.21,17.67,17.63,66.76,46.71,11.13,74.42,96,33,10,34,29.41,11,43,25.58,5,87,5.75,541,862,62.76
14,Mitchell Balmas,RW,CAP,20.493,55,38,18,14,56,70,210,18.1,0.69,0.33,0.25,1.02,1.27,3.82,23.22,0.42,1139.29,20.71,2.0,0.95,0.74,2.95,3.69,11.06,1.22,18.36,18.01,57.88,50.26,17.39,66.21,96,49,6,26,23.08,10,37,27.03,22,147,14.97,384,726,52.89
15,Alex Beaucage,LW,ROU,17.142,59,35,20,15,55,70,203,17.24,0.59,0.34,0.25,0.93,1.19,3.44,19.77,0.34,1106.4,18.75,1.9,1.08,0.81,2.98,3.8,11.01,1.07,19.48,17.79,69.15,47.18,18.84,81.02,111,26,11,35,31.43,11,31,35.48,13,137,9.49,0,6,0.0
16,Joel Teasdale,LW,BLB/ROU,19.516,57,38,24,8,62,70,233,16.31,0.67,0.42,0.14,1.09,1.23,4.09,35.4,0.62,1171.52,20.55,1.95,1.23,0.41,3.18,3.59,11.93,1.81,19.43,18.19,54.52,53.92,16.45,65.73,94,49,14,59,23.73,14,45,31.11,10,129,7.75,111,213,52.11
17,Raphael Lavoie,RW,HAL,17.972,57,31,20,18,51,69,191,16.23,0.54,0.35,0.32,0.89,1.21,3.35,21.79,0.38,1045.15,18.34,1.78,1.15,1.03,2.93,3.96,10.96,1.25,18.83,17.6,68.4,48.42,13.42,75.97,98,31,8,37,21.62,10,35,28.57,13,119,10.92,40,86,46.51
18,Antoine Morand,C,HAL,19.573,57,22,29,18,51,69,137,16.06,0.39,0.51,0.32,0.89,1.21,2.4,15.46,0.27,1011.5,17.75,1.3,1.72,1.07,3.03,4.09,8.13,0.92,19.12,17.69,68.36,47.86,17.81,78.29,101,28,6,33,18.18,7,22,31.82,9,82,10.98,314,580,54.14
19,Daniel Hardie,LW,CHA,20.263,59,34,27,7,61,68,195,17.44,0.58,0.46,0.12,1.03,1.15,3.31,24.75,0.42,1110.93,18.83,1.84,1.46,0.38,3.29,3.67,10.53,1.34,18.25,17.85,56.46,46.71,21.0,65.67,88,46,13,35,37.14,11,49,22.45,10,111,9.01,8,22,36.36
20,Yaroslav Alexeyev,LW,BAC,19.661,59,32,20,14,52,66,137,23.36,0.54,0.34,0.24,0.88,1.12,2.32,17.03,0.29,1009.64,17.11,1.9,1.19,0.83,3.09,3.92,8.14,1.01,18.51,17.51,62.88,47.06,14.25,71.85,97,38,13,29,44.83,9,30,30.0,10,78,12.82,4,11,36.36
21,Charle-Edouard D'Astous,D,RIM,20.403,54,14,25,26,39,65,209,6.7,0.26,0.46,0.48,0.72,1.2,3.87,10.15,0.19,1465.72,27.14,0.57,1.02,1.06,1.6,2.66,8.56,0.42,17.67,17.99,65.82,49.85,5.87,64.88,109,59,1,4,25.0,3,16,18.75,10,189,5.29,1,1,100.0
22,Alexander Khovanov,C,MON,18.426,56,24,21,19,45,64,157,15.29,0.43,0.38,0.34,0.8,1.14,2.8,17.84,0.32,1015.83,18.14,1.42,1.24,1.12,2.66,3.78,9.27,1.05,19.51,17.98,56.32,48.97,17.31,64.44,87,48,6,22,27.27,7,28,25.0,11,107,10.28,314,685,45.84
23,Mathias Laferriere,C,CAP,18.218,59,25,19,20,44,64,158,15.82,0.42,0.32,0.34,0.75,1.08,2.68,13.87,0.24,1076.78,18.25,1.39,1.06,1.11,2.45,3.57,8.8,0.77,18.54,17.88,57.55,49.0,16.61,67.42,89,43,6,22,27.27,3,18,16.67,16,118,13.56,370,780,47.44
24,Samuel Poulin,LW,SHE,17.553,58,26,25,13,51,64,212,12.26,0.45,0.43,0.22,0.88,1.1,3.66,22.05,0.38,1111.62,19.17,1.4,1.35,0.7,2.75,3.45,11.44,1.19,17.65,17.91,51.32,49.58,10.69,57.05,85,64,4,20,20.0,4,45,8.89,18,147,12.24,7,20,35.0
25,Benoit-Olivier Groulx,C,HAL,18.607,56,26,19,18,45,63,149,17.45,0.46,0.34,0.32,0.8,1.12,2.66,16.52,0.3,981.96,17.53,1.59,1.16,1.1,2.75,3.85,9.1,1.01,18.33,17.66,68.15,46.9,8.33,72.73,88,33,5,23,21.74,10,29,34.48,11,97,11.34,464,871,53.27
26,Felix Bibeau,C,ROU,19.461,55,23,23,14,46,60,198,11.62,0.42,0.42,0.25,0.84,1.09,3.6,18.6,0.34,1080.6,19.65,1.28,1.28,0.78,2.55,3.33,10.99,1.03,19.48,18.03,68.51,49.73,1.57,70.29,97,41,4,27,14.81,8,32,25.0,11,139,7.91,717,1288,55.67
27,Dmitry Zavgorodniy,LW,RIM,18.095,60,26,15,18,41,59,172,15.12,0.43,0.25,0.3,0.68,0.98,2.87,18.6,0.31,1092.04,18.2,1.43,0.82,0.99,2.25,3.24,9.45,1.02,19.05,18.12,64.1,49.46,15.22,71.32,92,37,9,28,32.14,5,27,18.52,12,117,10.26,11,28,39.29
28,Dawson Mercer,RW,DRU,16.885,59,29,19,11,48,59,182,15.93,0.49,0.32,0.19,0.81,1.0,3.08,17.74,0.3,968.06,16.41,1.8,1.18,0.68,2.98,3.66,11.28,1.1,18.1,17.58,67.52,47.29,6.51,71.2,89,36,9,40,22.5,11,36,30.56,9,106,8.49,226,475,47.58
29,Mika Cyr,C,MON,19.174,58,22,18,18,40,58,137,16.06,0.38,0.31,0.31,0.69,1.0,2.36,18.25,0.31,1074.14,18.52,1.23,1.01,1.01,2.23,3.24,7.65,1.02,20.12,18.02,57.59,49.46,13.81,63.01,92,54,9,34,26.47,8,30,26.67,5,73,6.85,572,1036,55.21
30,Nikita Alexandrov,C,CHA,17.996,55,25,17,15,42,57,181,13.81,0.45,0.31,0.27,0.76,1.04,3.29,24.09,0.44,1036.73,18.85,1.45,0.98,0.87,2.43,3.3,10.48,1.39,18.79,17.85,55.77,48.02,15.14,61.6,77,48,14,56,25.0,6,45,13.33,5,80,6.25,342,784,43.62
31,Arnaud Durandeau,LW,HAL,19.669,59,29,16,12,45,57,173,16.76,0.49,0.27,0.2,0.76,0.97,2.93,22.55,0.38,1016.68,17.23,1.71,0.94,0.71,2.66,3.36,10.21,1.33,18.67,17.71,68.92,47.4,10.23,73.33,88,32,7,35,20.0,10,39,25.64,12,99,12.12,5,21,23.81
32,Nicolas Beaudin,D,DRU,18.941,47,7,21,28,28,56,132,5.3,0.15,0.45,0.6,0.6,1.19,2.81,6.23,0.13,1126.42,23.97,0.37,1.12,1.49,1.49,2.98,7.03,0.33,17.66,17.78,67.44,48.17,3.58,70.25,111,47,1,5,20.0,0,2,0.0,6,125,4.8,0,1,0.0
33,Egor Serdyuk,RW,VIC,17.284,55,23,18,15,41,56,135,17.04,0.42,0.33,0.27,0.75,1.02,2.45,12.56,0.23,1024.97,18.64,1.35,1.05,0.88,2.4,3.28,7.9,0.74,18.55,18.31,50.53,52.47,32.12,67.27,74,36,4,17,23.53,7,28,25.0,12,90,13.33,2,18,11.11
34,Philipp Kurashev,C,QUE,18.927,51,23,19,13,42,55,201,11.44,0.45,0.37,0.25,0.82,1.08,3.94,16.32,0.32,1087.85,21.33,1.27,1.05,0.72,2.32,3.03,11.09,0.9,18.99,18.0,50.27,50.94,20.5,59.68,74,50,8,29,27.59,4,25,16.0,11,147,7.48,519,980,52.96
35,Jared McIsaac,D,HAL,18.47,44,14,26,15,40,55,142,9.86,0.32,0.59,0.34,0.91,1.25,3.23,6.69,0.15,1093.02,24.84,0.77,1.43,0.82,2.2,3.02,7.79,0.37,17.39,17.79,69.02,47.89,-0.33,68.38,93,43,0,1,0.0,1,7,14.29,13,134,9.7,0,0,0.0
36,Julien Tessier,C,VDO,20.458,52,20,22,12,42,54,143,13.99,0.38,0.42,0.23,0.81,1.04,2.75,14.0,0.27,989.51,19.03,1.21,1.33,0.73,2.55,3.27,8.67,0.85,19.09,17.96,42.21,51.56,23.54,54.96,72,59,6,20,30.0,5,18,27.78,9,105,8.57,551,1012,54.45
37,Alex-Olivier Voyer,RW,SHE,19.434,59,27,16,9,43,52,186,14.52,0.46,0.27,0.15,0.73,0.88,3.15,21.65,0.37,1096.85,18.59,1.48,0.88,0.49,2.35,2.84,10.17,1.18,17.83,18.05,51.7,51.12,4.19,53.06,78,69,9,29,31.03,7,45,15.56,11,112,9.82,250,449,55.68
38,Egor Sokolov,LW,CAP,18.273,59,28,16,8,44,52,166,16.87,0.47,0.27,0.14,0.75,0.88,2.81,24.72,0.42,1058.52,17.94,1.59,0.91,0.45,2.49,2.95,9.41,1.4,18.75,17.86,57.97,48.96,15.1,66.67,84,42,11,49,22.45,12,45,26.67,5,72,6.94,3,8,37.5
39,Samuel L'Italien,C,BAC,20.425,59,12,22,18,34,52,122,9.84,0.2,0.37,0.31,0.58,0.88,2.07,14.29,0.24,1072.21,18.17,0.67,1.23,1.01,1.9,2.91,6.83,0.8,18.15,17.76,62.72,48.91,-2.47,60.65,94,61,4,22,18.18,4,29,13.79,4,71,5.63,807,1366,59.08
40,Jordan Martel,RW,BAC,20.556,53,23,19,10,42,52,214,10.75,0.43,0.36,0.19,0.79,0.98,4.04,20.69,0.39,890.17,16.8,1.55,1.28,0.67,2.83,3.5,14.42,1.39,17.47,17.33,59.44,47.83,9.61,68.37,67,31,3,22,13.64,6,37,16.22,14,155,9.03,3,12,25.0
41,Felix Boivin,D,VDO,20.515,58,9,22,20,31,51,167,5.39,0.16,0.38,0.34,0.53,0.88,2.88,6.42,0.11,1472.79,25.39,0.37,0.9,0.81,1.26,2.08,6.8,0.26,17.28,17.85,41.45,53.24,7.8,43.01,80,106,2,4,50.0,0,1,0.0,7,162,4.32,0,0,0.0
42,Olivier Garneau,LW,RIM,20.154,55,32,8,11,40,51,143,22.38,0.58,0.15,0.2,0.73,0.93,2.6,18.86,0.34,1021.99,18.58,1.88,0.47,0.65,2.35,2.99,8.4,1.11,19.88,18.0,67.1,48.97,14.4,70.31,90,38,15,44,34.09,8,26,30.77,9,73,12.33,36,96,37.5
43,Benjamin Tardif,LW,SHE,18.642,59,18,24,9,42,51,167,10.78,0.31,0.41,0.15,0.71,0.86,2.83,15.21,0.26,1001.81,16.98,1.08,1.44,0.54,2.52,3.05,10.0,0.91,17.69,17.91,52.09,51.2,1.2,51.2,64,61,1,20,5.0,4,29,13.79,13,118,11.02,18,48,37.5
44,Brandon Skubel,RW,DRU,18.955,59,11,24,15,35,50,109,10.09,0.19,0.41,0.25,0.59,0.85,1.85,9.68,0.16,934.08,15.83,0.71,1.54,0.96,2.25,3.21,7.0,0.62,18.87,17.59,66.57,48.99,-11.8,58.14,75,54,5,22,22.73,3,14,21.43,3,73,4.11,17,49,34.69
45,Derek Gentile,RW,CHA/CAP,19.436,57,13,18,19,31,50,159,8.18,0.23,0.32,0.33,0.54,0.88,2.79,19.0,0.33,1013.99,17.79,0.77,1.07,1.12,1.83,2.96,9.41,1.12,19.1,18.02,56.6,50.34,12.48,61.67,74,46,4,31,12.9,2,27,7.41,7,101,6.93,151,330,45.76
46,Keith Getson,C,CHA/HAL,20.466,59,24,13,13,37,50,163,14.72,0.41,0.22,0.22,0.63,0.85,2.76,21.47,0.36,1054.88,17.88,1.37,0.74,0.74,2.1,2.84,9.27,1.22,18.22,18.0,60.43,49.37,-6.42,55.47,76,61,11,47,23.4,6,31,19.35,7,85,8.24,642,1138,56.41
47,Justin Bergeron,D,ROU,18.002,56,13,19,17,32,49,191,6.81,0.23,0.34,0.3,0.57,0.88,3.41,12.23,0.22,1219.68,21.78,0.64,0.93,0.84,1.57,2.41,9.4,0.6,17.94,17.79,70.02,48.79,8.27,74.22,95,33,4,15,26.67,2,22,9.09,7,154,4.55,0,0,0.0
48,Simon Lafrance,C,VIC,19.926,53,24,11,14,35,49,181,13.26,0.45,0.21,0.26,0.66,0.92,3.42,14.97,0.28,1134.74,21.41,1.27,0.58,0.74,1.85,2.59,9.57,0.79,18.06,18.11,49.18,54.21,10.29,49.62,65,66,4,17,23.53,7,26,26.92,13,138,9.42,244,575,42.43
49,Leon Gawanke,D,CAP,19.294,53,14,24,11,38,49,168,8.33,0.26,0.45,0.21,0.72,0.92,3.17,7.33,0.14,1271.0,23.98,0.66,1.13,0.52,1.79,2.31,7.93,0.35,17.28,17.97,58.08,51.5,5.17,59.44,85,58,1,2,50.0,0,7,0.0,13,159,8.18,1,1,100.0
50,Jan Drozg,LW,SHA,19.458,51,18,21,10,39,49,148,12.16,0.35,0.41,0.2,0.76,0.96,2.9,17.18,0.34,972.63,19.07,1.11,1.3,0.62,2.41,3.02,9.13,1.06,17.28,18.1,38.33,51.3,18.31,47.79,65,71,4,18,22.22,7,29,24.14,7,101,6.93,24,52,46.15
51,Xavier Simoneau,C,DRU,17.325,46,17,16,16,33,49,94,18.09,0.37,0.35,0.35,0.72,1.07,2.04,10.8,0.23,733.89,15.95,1.39,1.31,1.31,2.7,4.01,7.69,0.88,18.19,17.77,66.57,49.89,0.3,68.32,69,32,4,14,28.57,3,22,13.64,10,58,17.24,244,458,53.28
52,Felix Robert,C,SHE,19.146,53,21,17,10,38,48,120,17.5,0.4,0.32,0.19,0.72,0.91,2.26,14.95,0.28,890.24,16.8,1.42,1.15,0.67,2.56,3.24,8.09,1.01,17.88,17.7,52.0,48.94,8.7,56.78,67,51,8,27,29.63,5,33,15.15,8,60,13.33,558,1032,54.07
53,Vladislav Kotkov,RW,CHI,18.686,56,26,10,12,36,48,151,17.22,0.46,0.18,0.21,0.64,0.86,2.7,16.17,0.29,973.06,17.38,1.6,0.62,0.74,2.22,2.96,9.31,1.0,17.71,17.49,52.61,49.35,30.93,72.16,70,27,12,24,50.0,7,23,30.43,7,104,6.73,4,15,26.67
54,Jordan Spence,D,MON,17.555,60,5,25,17,30,47,132,3.79,0.08,0.42,0.28,0.5,0.78,2.2,8.33,0.14,1398.55,23.31,0.21,1.07,0.73,1.29,2.02,5.66,0.36,18.73,17.92,57.21,50.27,16.43,63.07,111,65,0,3,0.0,0,9,0.0,5,120,4.17,1,1,100.0
55,Gabriel Bilodeau,D,GAT,20.282,53,11,15,20,26,46,118,9.32,0.21,0.28,0.38,0.49,0.87,2.23,7.78,0.15,1374.38,25.93,0.48,0.65,0.87,1.14,2.01,5.15,0.34,17.98,18.26,50.49,52.2,15.25,54.88,90,74,4,7,57.14,2,11,18.18,5,100,5.0,0,0,0.0
56,Alexander Katerinakis,RW,BLB,20.392,59,21,11,13,32,45,191,10.99,0.36,0.19,0.22,0.54,0.76,3.24,18.48,0.31,1132.31,19.19,1.11,0.58,0.69,1.7,2.38,10.12,0.98,18.14,18.29,44.25,55.31,2.61,42.45,59,80,6,25,24.0,4,37,10.81,11,129,8.53,108,249,43.37
57,Mikhail Abramov,C,VIC,17.473,54,11,17,17,28,45,147,7.48,0.2,0.31,0.31,0.52,0.83,2.72,10.49,0.19,1004.18,18.6,0.66,1.02,1.02,1.67,2.69,8.78,0.63,18.49,18.14,51.13,52.31,24.19,62.5,65,39,0,9,0.0,3,23,13.04,8,115,6.96,365,744,49.06
58,Shawn Boudrias,RW,CAP/GAT,19.004,52,19,12,13,31,44,175,10.86,0.37,0.23,0.25,0.6,0.85,3.37,19.31,0.37,992.47,19.09,1.15,0.73,0.79,1.87,2.66,10.58,1.17,19.54,17.86,54.83,50.85,24.22,65.77,73,38,6,25,24.0,4,30,13.33,9,120,7.5,33,75,44.0
59,Luke Henman,C,BLB,18.38,58,11,23,9,34,43,107,10.28,0.19,0.4,0.16,0.59,0.74,1.84,9.56,0.16,956.79,16.5,0.69,1.44,0.56,2.13,2.7,6.71,0.6,18.5,18.01,44.42,52.72,14.07,50.43,58,57,3,12,25.0,2,14,14.29,6,81,7.41,371,771,48.12
60,D'Artagnan Joly,C,RIM/BAC,19.442,56,17,12,14,29,43,145,11.72,0.3,0.21,0.25,0.52,0.77,2.59,13.73,0.25,884.19,15.79,1.15,0.81,0.95,1.97,2.92,9.84,0.93,17.51,17.24,60.41,48.32,4.11,62.5,60,36,4,16,25.0,6,21,28.57,7,108,6.48,80,181,44.2
61,Giordano Finoro,C,GAT,20.332,57,22,13,8,35,43,134,16.42,0.39,0.23,0.14,0.61,0.75,2.35,18.55,0.33,1094.72,19.21,1.21,0.71,0.44,1.92,2.36,7.34,1.02,18.83,17.9,48.79,53.61,7.02,51.11,69,66,6,24,25.0,4,22,18.18,12,88,13.64,572,999,57.26
62,Mavrick Bourque,C,SHA,16.685,55,18,16,9,34,43,117,15.38,0.33,0.29,0.16,0.62,0.78,2.13,10.93,0.2,925.79,16.83,1.17,1.04,0.58,2.2,2.79,7.58,0.71,17.62,17.95,38.18,51.0,23.17,51.64,63,59,7,22,31.82,2,19,10.53,9,76,11.84,345,763,45.22
63,Jordan Maher,RW,CHA/HAL,20.515,59,13,15,15,28,43,110,11.82,0.22,0.25,0.25,0.47,0.73,1.86,12.86,0.22,961.46,16.3,0.81,0.94,0.94,1.75,2.68,6.86,0.8,18.53,17.59,62.47,48.31,12.38,67.59,73,35,5,29,17.24,2,18,11.11,6,63,9.52,129,286,45.1
64,Pierre-Olivier Joseph,D,CHA/DRU,19.209,53,9,20,14,29,43,134,6.72,0.17,0.38,0.26,0.55,0.81,2.53,7.26,0.14,1124.09,21.21,0.48,1.07,0.75,1.55,2.3,7.15,0.39,17.6,17.74,61.94,49.03,4.63,64.39,85,47,3,5,60.0,0,2,0.0,6,127,4.72,0,1,0.0
65,Ryan DaSilva,D,SHE,20.474,59,9,11,23,20,43,179,5.03,0.15,0.19,0.39,0.34,0.73,3.03,7.09,0.12,1298.54,22.01,0.42,0.51,1.06,0.92,1.99,8.27,0.33,17.01,17.78,52.6,48.77,8.85,56.0,84,66,1,2,50.0,0,6,0.0,8,171,4.68,1,3,33.33
66,Hunter Drew,D,CHA,19.902,52,13,19,11,32,43,204,6.37,0.25,0.37,0.21,0.62,0.83,3.92,10.21,0.2,1273.68,24.49,0.61,0.9,0.52,1.51,2.03,9.61,0.48,17.15,17.96,54.96,49.08,-2.11,52.48,74,67,1,6,16.67,2,11,18.18,10,187,5.35,0,0,0.0
67,Noah Dobson,D,BAT/ROU,18.689,47,10,19,13,29,42,173,5.78,0.21,0.4,0.28,0.62,0.89,3.68,10.05,0.21,1283.96,27.32,0.47,0.89,0.61,1.36,1.96,8.08,0.47,18.08,18.05,53.04,51.48,9.34,54.37,87,73,1,3,33.33,3,13,23.08,6,157,3.82,0,0,0.0
68,Aleksei Sergeev,LW,QUE,18.317,59,13,16,13,29,42,116,11.21,0.22,0.27,0.22,0.49,0.71,1.97,13.85,0.23,975.41,16.53,0.8,0.98,0.8,1.78,2.58,7.14,0.85,19.73,18.14,50.51,51.93,19.39,60.78,62,40,5,24,20.83,5,27,18.52,3,65,4.62,58,112,51.79
69,Jesse Sutton,LW,BAT/CHI,20.469,57,17,16,9,33,42,120,14.17,0.3,0.28,0.16,0.58,0.74,2.11,19.66,0.34,980.89,17.21,1.04,0.98,0.55,2.02,2.57,7.34,1.2,17.23,17.91,45.44,53.09,17.33,52.54,62,56,7,38,18.42,6,27,22.22,4,55,7.27,236,435,54.25
70,Carson MacKinnon,LW,RIM,19.122,60,15,13,14,28,42,99,15.15,0.25,0.22,0.23,0.47,0.7,1.65,8.95,0.15,969.59,16.16,0.93,0.8,0.87,1.73,2.6,6.13,0.55,18.64,17.83,63.72,50.99,-4.19,58.41,66,47,6,17,35.29,7,26,26.92,2,56,3.57,124,246,50.41
71,Xavier Bouchard,D,BAC,18.547,51,7,17,18,24,42,110,6.36,0.14,0.33,0.35,0.47,0.82,2.16,3.85,0.08,1162.03,22.78,0.36,0.88,0.93,1.24,2.17,5.68,0.2,17.57,17.52,61.74,48.64,-0.37,63.09,94,55,2,3,66.67,0,1,0.0,5,106,4.72,0,0,0.0
72,Oliver Okuliar,LW,SHE,18.311,58,14,18,10,32,42,135,10.37,0.24,0.31,0.17,0.55,0.72,2.33,13.64,0.24,877.83,15.14,0.96,1.23,0.68,2.19,2.87,9.23,0.93,17.4,17.61,50.61,50.92,14.25,61.62,61,38,6,26,23.08,2,25,8.0,6,84,7.14,272,556,48.92
73,Cedric Pare,C,RIM,19.642,60,14,15,13,29,42,123,11.38,0.23,0.25,0.22,0.48,0.7,2.05,14.14,0.24,868.12,14.47,0.97,1.04,0.9,2.0,2.9,8.5,0.98,17.33,17.48,60.98,49.61,5.34,65.48,55,29,6,24,25.0,1,23,4.35,7,76,9.21,507,836,60.65
74,Adam Capannelli,C,MON,19.332,51,14,12,15,26,41,114,12.28,0.27,0.24,0.29,0.51,0.8,2.24,15.2,0.3,906.9,17.78,0.93,0.79,0.99,1.72,2.71,7.54,1.01,18.9,17.83,52.78,50.73,5.1,55.74,68,54,6,30,20.0,5,17,29.41,3,67,4.48,465,912,50.99
75,Jeffrey Durocher,LW,RIM/GAT,19.672,55,14,15,12,29,41,87,16.09,0.25,0.27,0.22,0.53,0.75,1.58,11.45,0.21,934.14,16.98,0.9,0.96,0.77,1.86,2.63,5.59,0.74,19.24,17.93,56.27,50.19,14.27,63.39,71,41,4,21,19.05,4,19,21.05,6,47,12.77,222,450,49.33
76,Hendrix Lapierre,C,CHI,16.597,41,10,19,11,29,40,82,12.2,0.24,0.46,0.27,0.71,0.98,2.0,6.49,0.16,674.12,16.44,0.89,1.69,0.98,2.58,3.56,7.3,0.58,18.07,17.51,54.52,50.45,23.73,66.67,48,24,0,6,0.0,2,15,13.33,8,61,13.11,100,229,43.67
77,Matthew Grouchy,LW,QUE,18.823,52,11,15,14,26,40,121,9.09,0.21,0.29,0.27,0.5,0.77,2.33,12.82,0.25,965.79,18.57,0.68,0.93,0.87,1.62,2.49,7.52,0.8,19.29,17.65,47.9,50.42,2.66,50.0,54,54,3,21,14.29,2,22,9.09,6,78,7.69,16,36,44.44
78,Taro Jentzsch,LW,SHE,18.262,46,16,12,12,28,40,85,18.82,0.35,0.26,0.26,0.61,0.87,1.85,8.37,0.18,742.67,16.14,1.29,0.97,0.97,2.26,3.23,6.87,0.68,17.9,17.71,51.16,47.82,14.5,61.22,60,38,2,9,22.22,5,15,33.33,9,61,14.75,285,646,44.12
