,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Alexandre Giroux,LW,HER,27.25,69,60,22,15,82,97,341,17.6,0.87,0.32,0.22,1.19,1.41,4.94
1,Keith Aucoin,C,HER,29.86,70,25,54,17,79,96,165,15.15,0.36,0.77,0.24,1.13,1.37,2.36
2,Jason Krog,C,MTB,32.937,74,30,31,25,61,86,199,15.08,0.41,0.42,0.34,0.82,1.16,2.69
3,Janne Pesonen,LW,WBS,26.35,70,32,29,21,61,82,229,13.97,0.46,0.41,0.3,0.87,1.17,3.27
4,Artem Anisimov,C,HFD,20.313,80,37,25,19,62,81,202,18.32,0.46,0.31,0.24,0.78,1.01,2.52
5,Darren Haydar,RW,GR,28.901,79,31,31,18,62,80,197,15.74,0.39,0.39,0.23,0.78,1.01,2.49
6,Corey Locke,C,HOU,24.356,77,25,25,29,50,79,189,13.23,0.32,0.32,0.38,0.65,1.03,2.45
7,Tim Stapleton,C,TOR,26.188,70,28,31,20,59,79,193,14.51,0.4,0.44,0.29,0.84,1.13,2.76
8,Pierre-Alexandre Parenteau,RW,HFD,25.482,74,29,26,23,55,78,248,11.69,0.39,0.35,0.31,0.74,1.05,3.35
9,Kyle Greentree,LW,QC,24.836,79,39,24,13,63,76,264,14.77,0.49,0.3,0.16,0.8,0.96,3.34
10,Jeff Taffe,C,WBS,27.571,74,25,28,22,53,75,224,11.16,0.34,0.38,0.3,0.72,1.01,3.03
11,Chris Bourque,LW,HER,22.629,69,21,25,27,46,73,244,8.61,0.3,0.36,0.39,0.67,1.06,3.54
12,Ryan Vesce,C,WOR,26.443,67,24,34,13,58,71,198,12.12,0.36,0.51,0.19,0.87,1.06,2.96
13,Mike Santorelli,C,MIL,22.755,70,27,27,16,54,70,189,14.29,0.39,0.39,0.23,0.77,1.0,2.7
14,Cal O'Reilly,C,MIL,21.961,67,13,30,26,43,69,97,13.4,0.19,0.45,0.39,0.64,1.03,1.45
15,Jared Ross,C,PHI,25.994,64,29,19,21,48,69,199,14.57,0.45,0.3,0.33,0.75,1.08,3.11
16,Mark Mancari,RW,POR,23.182,73,29,26,12,55,67,254,11.42,0.4,0.36,0.16,0.75,0.92,3.48
17,Tim Kennedy,C,POR,22.38,73,18,30,19,48,67,162,11.11,0.25,0.41,0.26,0.66,0.92,2.22
18,Jiri Tlusty,LW,TOR,20.501,66,25,26,15,51,66,169,14.79,0.38,0.39,0.23,0.77,1.0,2.56
19,Johnny Boychuk,D,PRO,24.658,78,20,21,25,41,66,289,6.92,0.26,0.27,0.32,0.53,0.85,3.71
20,Mathieu Darche,LW,POR,31.804,80,31,18,17,49,66,232,13.36,0.39,0.23,0.21,0.61,0.82,2.9
21,Martin St. Pierre,C,PRO,25.098,61,15,27,24,42,66,104,14.42,0.25,0.44,0.39,0.69,1.08,1.7
22,Mike Iggulden,RW,BRI,25.851,72,25,17,23,42,65,202,12.38,0.35,0.24,0.32,0.58,0.9,2.81
23,Jon Matsumoto,C,PHI,21.925,78,29,18,16,47,63,225,12.89,0.37,0.23,0.21,0.6,0.81,2.88
24,Trevor Smith,C,BRI,23.601,76,30,16,16,46,62,219,13.7,0.39,0.21,0.21,0.61,0.82,2.88
25,Tim Brent,C,RFD,24.518,64,20,28,14,48,62,151,13.25,0.31,0.44,0.22,0.75,0.97,2.36
26,Petri Kontiola,C,RFD/IOW,23.948,81,19,18,25,37,62,142,13.38,0.23,0.22,0.31,0.46,0.77,1.75
27,Ryan Potulny,C,SPR,24.028,70,38,15,9,53,62,244,15.57,0.54,0.21,0.13,0.76,0.89,3.49
28,Mark Letestu,C,WBS,23.612,73,24,20,17,44,61,182,13.19,0.33,0.27,0.23,0.6,0.84,2.49
29,Yanick Lehoux,C,HAM,26.44,80,19,26,15,45,60,160,11.88,0.24,0.33,0.19,0.56,0.75,2.0
30,Carsen Germyn,RW,QC,26.563,75,13,30,17,43,60,216,6.02,0.17,0.4,0.23,0.57,0.8,2.88
31,Brad Marchand,RW,PRO,20.348,79,18,24,17,42,59,237,7.59,0.23,0.3,0.22,0.53,0.75,3.0
32,Graham Mink,RW,HER,29.323,68,32,16,11,48,59,198,16.16,0.47,0.24,0.16,0.71,0.87,2.91
33,David Desharnais,C,HAM,22.005,77,24,22,12,46,58,97,24.74,0.31,0.29,0.16,0.6,0.75,1.26
34,Mike York,LW,SYR,30.7,75,11,26,21,37,58,166,6.63,0.15,0.35,0.28,0.49,0.77,2.21
35,Kyle Wilson,C,HER,23.751,80,28,17,13,45,58,190,14.74,0.35,0.21,0.16,0.56,0.72,2.38
36,Ben Maxwell,C,HAM,20.463,73,22,21,15,43,58,156,14.1,0.3,0.29,0.21,0.59,0.79,2.14
37,Ryan Stone,C,WBS/SPR,23.491,77,17,29,11,46,57,139,12.23,0.22,0.38,0.14,0.6,0.74,1.81
38,Chris Minard,LW,WBS,26.826,54,34,13,10,47,57,209,16.27,0.63,0.24,0.19,0.87,1.06,3.87
39,Zenon Konopka,C,NOR,27.702,70,17,18,22,35,57,202,8.42,0.24,0.26,0.31,0.5,0.81,2.89
40,Danny Syvret,D,PHI,23.259,76,12,23,22,35,57,161,7.45,0.16,0.3,0.29,0.46,0.75,2.12
41,Joe Motzko,RW,CHI,28.507,73,29,18,9,47,56,198,14.65,0.4,0.25,0.12,0.64,0.77,2.71
42,Nathan Gerbe,LW,POR,21.148,57,30,14,12,44,56,236,12.71,0.53,0.25,0.21,0.77,0.98,4.14
43,Pascal Pelletier,C,RFD,25.252,71,29,17,9,46,55,204,14.22,0.41,0.24,0.13,0.65,0.77,2.87
44,Jesse Schultz,RW,HOU,25.966,76,22,28,5,50,55,120,18.33,0.29,0.37,0.07,0.66,0.72,1.58
45,Jakub Petruzalek,RW,ALB,23.395,77,19,17,18,36,54,187,10.16,0.25,0.22,0.23,0.47,0.7,2.43
46,Patrick Rissmiller,LW,HFD,29.89,64,14,23,17,37,54,141,9.93,0.22,0.36,0.27,0.58,0.84,2.2
47,Blair Jones,C,NOR,21.969,80,20,20,14,40,54,271,7.38,0.25,0.25,0.17,0.5,0.68,3.39
48,Marty Murray,C,MCH,33.58,76,15,25,14,40,54,146,10.27,0.2,0.33,0.18,0.53,0.71,1.92
49,Dave Spina,RW,SA,25.282,63,16,21,17,37,54,179,8.94,0.25,0.33,0.27,0.59,0.86,2.84
50,Jerome Samson,RW,ALB,21.033,70,22,22,10,44,54,256,8.59,0.31,0.31,0.14,0.63,0.77,3.66
51,Patrick Maroon,LW,PHI,20.397,80,23,18,13,41,54,169,13.61,0.29,0.23,0.16,0.51,0.68,2.11
52,Mikko Lehtonen,RW,PRO,21.46,72,28,14,11,42,53,212,13.21,0.39,0.19,0.15,0.58,0.74,2.94
53,Brandon Bochenski,RW,NOR,26.451,69,27,19,7,46,53,256,10.55,0.39,0.28,0.1,0.67,0.77,3.71
54,Jeff Hamilton,RW,CHI,31.031,50,16,20,17,36,53,168,9.52,0.32,0.4,0.34,0.72,1.06,3.36
55,Jon DiSalvatore,RW,LOW,27.464,76,20,21,12,41,53,188,10.64,0.26,0.28,0.16,0.54,0.7,2.47
56,Mike Glumac,RW,HAM,28.447,66,33,7,12,40,52,190,17.37,0.5,0.11,0.18,0.61,0.79,2.88
57,Kurtis McLean,C,BRI,27.869,62,15,21,16,36,52,156,9.62,0.24,0.34,0.26,0.58,0.84,2.52
58,Ilya Zubov,LW,BNG,21.586,63,14,18,20,32,52,143,9.79,0.22,0.29,0.32,0.51,0.83,2.27
59,Justin Abdelkader,C,GR,21.556,76,24,14,14,38,52,195,12.31,0.32,0.18,0.18,0.5,0.68,2.57
