,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Simon Gamache,C,VDO,19.699,72,74,103,7,177,184,463,15.98,1.03,1.43,0.1,2.46,2.56,6.43
1,Marc-Andre Thinel,RW,VIC,19.48,70,62,68,20,130,150,311,19.94,0.89,0.97,0.29,1.86,2.14,4.44
2,Dominic Forget,C,SHA,19.538,71,47,26,68,73,141,225,20.89,0.66,0.37,0.96,1.03,1.99,3.17
3,Yanick Lehoux,C,BAC,18.44,70,67,36,32,103,135,347,19.31,0.96,0.51,0.46,1.47,1.93,4.96
4,Brandon Reid,C,VDO,19.521,57,45,44,37,89,126,277,16.25,0.79,0.77,0.65,1.56,2.21,4.86
5,Radim Vrbata,RW,SHA,19.258,55,56,63,1,119,120,291,19.24,1.02,1.15,0.02,2.16,2.18,5.29
6,Antoine Vermette,C,VIC,18.158,71,57,61,1,118,119,236,24.15,0.8,0.86,0.01,1.66,1.68,3.32
7,Sebastien Thinel,LW,VIC,19.48,72,45,22,51,67,118,240,18.75,0.62,0.31,0.71,0.93,1.64,3.33
8,Stephane Veilleux,C,VDO,18.831,68,48,9,58,57,115,272,17.65,0.71,0.13,0.85,0.84,1.69,4.0
9,Jason Pominville,RW,SHA,17.794,71,46,31,36,77,113,242,19.01,0.65,0.44,0.51,1.08,1.59,3.41
10,Marco Charpentier,RW,BAC,20.647,71,57,38,17,95,112,338,16.86,0.8,0.54,0.24,1.34,1.58,4.76
11,Wesley Scanzano,LW,ROU,19.749,50,40,38,32,78,110,174,22.99,0.8,0.76,0.64,1.56,2.2,3.48
12,Eric Fortier,C,VDO,19.697,71,39,16,52,55,107,156,25.0,0.55,0.23,0.73,0.77,1.51,2.2
13,Marc-Andre Bergeron,D,SHA,19.924,69,42,44,15,86,101,323,13.0,0.61,0.64,0.22,1.25,1.46,4.68
14,Patrick Yetman,RW,MON,19.828,71,33,8,60,41,101,268,12.31,0.46,0.11,0.85,0.58,1.42,3.77
15,Yann Joseph,C,BAT/MTL,19.781,69,27,73,1,100,101,221,12.22,0.39,1.06,0.01,1.45,1.46,3.2
16,Ales Hemsky,LW,HUL,17.093,68,36,52,12,88,100,185,19.46,0.53,0.76,0.18,1.29,1.47,2.72
17,Chris Lyness,D,VDO/MTL,20.54,66,28,28,43,56,99,253,11.07,0.42,0.42,0.65,0.85,1.5,3.83
