,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
21,Charles Hudon,LW,CHI,16.73,122,48,49,29,97,126,359,13.465,0.395,0.4,0.24,0.8,1.035,2.955,67,133,50.56
22,Tomas Jurco,RW,SNB,18.214,108,61,34,29,95,124,365,16.725,0.57,0.33,0.275,0.895,1.175,3.43,14,26,55.0
23,Michael Chaput,C,LEW/SHA,18.934,119,46,42,34,88,122,353,13.03,0.385,0.355,0.29,0.74,1.03,2.975,1523,2578,59.15
24,David Rose,RW,MTL/BAC/CAP,19.589,129,39,47,36,86,122,378,10.745,0.3,0.365,0.28,0.665,0.95,2.92,92,202,45.895
25,Anton Zlobin,LW,SHA,18.06,125,63,30,28,93,121,334,18.53,0.5,0.24,0.22,0.735,0.955,2.655,2,2,50.0
26,Michael Bournival,C,SHA,18.792,97,58,32,30,90,120,381,15.48,0.615,0.33,0.305,0.945,1.255,3.955,898,1635,55.05
27,Matthew Bissonnette,LW,LEW/BAT,19.164,108,43,38,35,81,116,306,12.455,0.355,0.35,0.315,0.705,1.025,2.645,237,462,50.765
28,Danick Gauthier,C,SNB,19.394,131,58,37,21,95,116,368,14.105,0.44,0.28,0.16,0.725,0.88,2.805,945,2025,46.395
29,Jess Tanguy,C,LEW/BLB,18.94,121,41,44,30,85,115,335,13.415,0.34,0.36,0.245,0.695,0.94,2.735,725,1538,46.165
30,Carl Gelinas,C,HAL/BAC,19.106,131,51,34,30,85,115,407,12.57,0.39,0.265,0.225,0.655,0.88,3.105,119,266,44.76
31,Yannick Dube,RW,VIC,18.54,127,53,37,24,90,114,379,13.6,0.41,0.285,0.19,0.695,0.885,2.975,32,85,37.905
32,Philip-Michael Devos,C,GAT/VIC,20.389,68,47,36,31,83,114,192,24.48,0.69,0.53,0.46,1.22,1.68,2.82,964,1763,54.68
33,Stefan Fournier,RW,LEW/VIC,18.876,131,52,37,23,89,112,362,14.385,0.4,0.285,0.175,0.685,0.86,2.765,217,420,49.82
34,Christian Ouellet,RW,GAT/CHI,19.55,124,40,27,43,67,110,309,12.845,0.32,0.205,0.35,0.525,0.875,2.505,216,568,37.895
35,Marc-Olivier Brouillard,RW,DRU,18.082,131,38,48,23,86,109,379,9.565,0.295,0.365,0.175,0.66,0.835,2.895,84,182,47.625
36,Tomas Filippi,RW,QUE/BAC,18.865,122,46,32,31,78,109,354,13.165,0.38,0.265,0.255,0.64,0.89,2.905,370,741,60.58
37,Gabriel Levesque,C,BAT,20.315,68,37,52,18,89,107,160,23.12,0.54,0.76,0.26,1.31,1.57,2.35,550,1154,47.66
38,Yannick Veilleux,RW,SHA,18.06,127,46,32,28,78,106,351,13.02,0.37,0.25,0.225,0.615,0.845,2.79,9,21,40.0
39,Martin Lefebvre,D,QUE,18.728,131,22,42,42,64,106,202,10.96,0.165,0.32,0.32,0.485,0.81,1.54,0,0,0.0
40,Jonathan Lessard,RW,BAT/BAC,20.062,112,64,20,20,84,104,379,16.805,0.57,0.175,0.17,0.74,0.91,3.405,38,95,37.29
41,Xavier Ouellet,D,MTL/BLB,17.63,130,29,34,40,63,103,338,8.14,0.225,0.265,0.305,0.49,0.795,2.62,1,4,25.0
42,Alexandre Lavoie,C,CHI/CAP,18.327,127,47,35,20,82,102,220,21.47,0.37,0.28,0.155,0.65,0.805,1.735,937,1782,52.33
43,Andre Bouvet-Morrissette,RW,DRU,19.638,128,55,25,22,80,102,349,15.22,0.435,0.195,0.175,0.625,0.8,2.745,348,630,51.23
44,Alexandre Mallet,C,RIM,18.816,128,44,32,24,76,100,250,16.175,0.335,0.24,0.18,0.575,0.755,1.925,545,1047,53.36
45,Mathieu Gagnon,D,GAT/CHI/SHA,18.538,177,20,52,28,72,100,280,6.62,0.107,0.267,0.143,0.37,0.513,1.47,1,2,16.667
46,Michael Beaudry,C,RIM/VDO,18.89,136,32,39,29,71,100,298,10.6,0.235,0.29,0.215,0.52,0.735,2.19,899,1761,50.765
47,Alexandre Comtois,RW,DRU/ROU/QUE,18.888,136,37,31,31,68,99,267,13.855,0.27,0.23,0.23,0.5,0.73,1.965,462,988,48.94
48,Nathan Beaulieu,D,SNB,18.277,118,23,39,35,62,97,336,6.89,0.195,0.34,0.305,0.53,0.835,2.845,1,2,50.0
49,Sean Couturier,C,DRU,17.772,58,36,37,23,73,96,223,16.14,0.62,0.64,0.4,1.26,1.66,3.84,778,1430,54.41
50,Ondrej Palat,LW,DRU,19.469,61,39,33,24,72,96,263,14.83,0.64,0.54,0.39,1.18,1.57,4.31,17,48,35.42
51,Jonathan Audy-Marchessault,C,QUE,19.718,68,40,37,18,77,95,265,15.09,0.59,0.54,0.26,1.13,1.4,3.9,251,448,56.03
52,Pierre-Olivier Morin,LW,LEW/SHA,19.898,125,35,36,24,71,95,357,9.77,0.275,0.285,0.195,0.57,0.76,2.86,432,844,50.62
53,Darcy Ashley,RW,HAL,18.068,125,42,36,16,78,94,294,14.255,0.335,0.29,0.13,0.625,0.755,2.355,76,147,54.76
54,Samuel Carrier,D,LEW/BAC,18.882,112,24,40,29,64,93,348,6.89,0.215,0.355,0.255,0.575,0.83,3.155,5,9,27.78
55,Olivier Archambault,LW,VDO/DRU,18.077,110,37,36,19,73,92,244,15.175,0.345,0.34,0.16,0.68,0.845,2.295,440,933,47.67
56,Peter Sakaris,RW,SHA,18.55,94,40,29,23,69,92,229,19.255,0.455,0.31,0.26,0.77,1.03,2.405,10,24,41.055
57,Jean-Philippe Mathieu,D,DRU/RIM,19.96,113,24,42,24,66,90,199,11.725,0.205,0.385,0.205,0.595,0.8,1.75,0,0,0.0
58,Alexandre Grenier,RW,QUE/HAL/DRU,18.666,97,34,39,16,73,89,191,11.767,0.227,0.42,0.11,0.647,0.757,1.283,34,83,25.073
59,Lukas Cingel,RW,BAC,18.441,131,36,31,21,67,88,317,11.405,0.275,0.23,0.16,0.51,0.67,2.42,8,24,28.42
60,Morgan Ellis,D,CAP/SHA,18.876,125,23,31,34,54,88,330,6.825,0.185,0.25,0.275,0.435,0.71,2.67,0,0,0.0
61,Mikael Tam,D,QUE,19.89,136,34,27,27,61,88,372,9.275,0.25,0.2,0.195,0.45,0.645,2.735,0,0,0.0
62,Mirko Hoefflin,C,QUE/BAT,18.742,113,32,30,25,62,87,270,11.82,0.285,0.27,0.225,0.55,0.77,2.385,551,1109,49.46
63,Jeremie Blain,D,BAT/VIC,18.992,98,11,30,46,41,87,196,5.055,0.105,0.32,0.475,0.415,0.895,1.985,0,1,0.0
64,Nicolas Larocque-Marcoux,D,SHA/VDO,19.306,111,37,27,23,64,87,254,14.785,0.335,0.235,0.205,0.57,0.775,2.265,8,25,32.375
65,Logan Shaw,RW,CAP/QUE,18.444,128,46,28,13,74,87,382,12.05,0.355,0.225,0.1,0.58,0.68,2.995,63,134,46.435
66,Alex Emond,C,RIM/DRU,19.498,117,43,23,20,66,86,270,16.445,0.37,0.195,0.17,0.565,0.73,2.28,1401,2530,55.055
67,Mikhail Grigorenko,C,QUE,17.334,59,40,24,21,64,85,196,20.41,0.68,0.41,0.36,1.08,1.44,3.32,572,1131,50.57
68,Stanislav Galiev,RW,SNB,19.161,84,50,19,15,69,84,278,18.8,0.615,0.2,0.17,0.815,0.985,3.27,15,35,45.37
69,Cameron Critchlow,LW,LEW/HAL,19.243,133,36,27,21,63,84,266,13.55,0.27,0.205,0.155,0.47,0.63,1.99,512,972,52.96
70,Jonathan Hazen,RW,VDO,20.244,62,41,23,19,64,83,214,19.16,0.66,0.37,0.31,1.03,1.34,3.45,34,107,31.78
71,Raphael Bussieres,LW,BAC,17.36,122,38,23,22,61,83,272,13.945,0.32,0.19,0.18,0.51,0.69,2.255,170,349,47.445
72,Kirill Kabanov,RW,MON/LEW/SHA,18.666,89,32,30,21,62,83,233,13.47,0.35,0.325,0.235,0.675,0.91,2.58,13,40,30.355
73,Joel Champagne,C,QUE,20.641,68,24,32,26,56,82,197,12.18,0.35,0.47,0.38,0.82,1.21,2.9,878,1434,61.23
74,William Carrier,LW,CAP,16.237,127,35,25,22,60,82,302,10.665,0.27,0.19,0.165,0.46,0.63,2.35,44,97,48.835
75,Michael Kirkpatrick,C,SNB,20.354,63,31,35,16,66,82,238,13.03,0.49,0.56,0.25,1.05,1.3,3.78,480,882,54.42
76,Maximilien Le Sieur,RW,SHA,18.466,129,36,23,22,59,81,266,13.845,0.285,0.175,0.17,0.455,0.63,2.055,378,705,53.6
77,Jessyko Bernard,RW,ROU/PEI,19.93,119,42,18,20,60,80,229,18.19,0.35,0.15,0.18,0.505,0.68,1.92,133,289,42.975
78,Brandon Gormley,D,MON/SHA,19.074,82,23,40,17,63,80,265,8.675,0.285,0.48,0.205,0.76,0.965,3.3,0,0,0.0
79,Cory MacIntosh,LW,CAP,18.839,129,29,28,23,57,80,276,10.505,0.225,0.22,0.18,0.445,0.625,2.145,728,1496,48.72
80,Patrick Delisle-Houde,LW,RIM/MON,19.586,119,31,30,18,61,79,220,14.315,0.265,0.25,0.15,0.51,0.66,1.845,117,233,48.08
81,Denis Kindl,C,MTL/CAP,18.614,125,40,20,19,60,79,269,15.025,0.32,0.16,0.15,0.48,0.63,2.155,640,1344,47.365
82,Devon MacAusland,C,MON,19.816,119,33,25,21,58,79,336,9.845,0.275,0.21,0.175,0.48,0.655,2.815,545,1197,45.8
83,Martin Frk,RW,HAL,17.444,96,38,27,14,65,79,260,15.695,0.41,0.275,0.15,0.685,0.83,2.66,9,20,36.905
84,Nathan MacKinnon,C,HAL,16.039,58,31,21,26,52,78,209,14.83,0.53,0.36,0.45,0.9,1.34,3.6,459,1004,45.72
85,Rock Regimbald,C,CHI/GAT,18.854,128,24,31,22,55,77,171,13.55,0.19,0.24,0.175,0.435,0.61,1.345,755,1419,52.745
86,Felix Lefrancois,C,RIM,20.178,65,26,28,21,54,75,218,11.93,0.4,0.43,0.32,0.83,1.15,3.35,581,1123,51.74
87,Ryan Tesink,RW,SNB,17.82,95,21,37,17,58,75,147,14.365,0.25,0.405,0.2,0.65,0.85,1.635,25,82,26.89
88,Dave Labrecque,C,SHA,20.633,58,27,25,23,52,75,205,13.17,0.47,0.43,0.4,0.9,1.29,3.53,626,1042,60.08
89,Sven Andrighetto,RW,ROU,18.486,62,36,26,12,62,74,239,15.06,0.58,0.42,0.19,1.0,1.19,3.85,138,278,49.64
90,Matthew Boudreau,C,HAL,18.02,122,35,21,18,56,74,230,14.5,0.275,0.17,0.14,0.445,0.585,1.88,440,1000,45.19
91,Mathieu Brisebois,D,ROU,18.912,115,20,31,23,51,74,199,8.615,0.155,0.255,0.195,0.41,0.6,1.65,8,20,53.125
92,Steve Lebel,C,CHI,18.598,136,32,25,16,57,73,280,12.55,0.235,0.185,0.115,0.42,0.54,2.06,1004,2019,49.665
93,Alexandre Durette,RW,BAC/VDO,19.038,132,38,19,15,57,72,238,15.945,0.285,0.14,0.115,0.435,0.55,1.805,508,1047,47.075
94,Konrad Abeltshauser,D,HAL,18.534,115,16,34,21,50,71,307,5.215,0.14,0.295,0.185,0.435,0.62,2.67,3,4,75.0
95,Jean-Francois Leblanc,C,VDO/BAC,18.036,127,26,24,20,50,70,161,15.25,0.205,0.19,0.155,0.395,0.555,1.27,1027,1895,54.53
96,Charles-Olivier Roussel,D,MTL/SNB,19.507,117,18,21,31,39,70,257,6.765,0.15,0.18,0.265,0.335,0.6,2.2,0,2,0.0
97,Ryan Kavanagh,D,SHA/RIM,19.59,68,17,30,23,47,70,209,8.13,0.25,0.44,0.34,0.69,1.03,3.07,1,2,50.0
98,Andrej Nestrasil,RW,PEI,19.562,58,19,29,22,48,70,160,11.88,0.33,0.5,0.38,0.83,1.21,2.76,3,11,27.27
99,Matthew Hobbs,D,PEI/VIC,20.016,131,23,29,17,52,69,206,11.085,0.18,0.22,0.13,0.4,0.53,1.575,1,1,50.0
100,Gabriel Bourret,D,SNB/CHI,18.433,131,13,25,30,38,68,199,7.195,0.1,0.19,0.23,0.29,0.515,1.51,1,2,25.0
101,Vincent Barnard,D,QUE,20.06,97,25,19,23,44,67,250,8.275,0.21,0.2,0.23,0.41,0.64,2.57,2,3,33.335
102,Kevin Gagne,D,SNB,18.92,127,15,26,26,41,67,191,7.775,0.115,0.205,0.21,0.325,0.525,1.5,5,10,27.78
103,Raphael Pouliot,LW,SHA/MTL/BLB,19.917,132,34,19,14,53,67,278,11.69,0.255,0.145,0.105,0.4,0.505,2.105,95,212,43.68
104,Stephen MacAulay,RW,SNB,18.904,118,30,19,17,49,66,177,17.15,0.255,0.165,0.145,0.415,0.555,1.495,330,712,46.235
105,Garrett Clarke,LW,BAT/SHA/HAL/GAT,18.364,112,15,21,30,36,66,228,6.515,0.135,0.19,0.27,0.32,0.59,2.035,0,0,0.0
106,Josh Currie,C,PEI,18.379,120,39,16,11,55,66,299,12.155,0.305,0.135,0.09,0.445,0.53,2.405,837,1698,45.435
107,Anthony Duclair,LW,QUE,16.055,63,31,23,12,54,66,126,24.6,0.49,0.37,0.19,0.86,1.05,2.0,0,0,0.0
108,Adam Janosik,D,GAT,18.52,111,13,32,19,45,64,188,6.93,0.12,0.29,0.175,0.41,0.58,1.705,1,1,50.0
109,Tomas Hyka,RW,GAT,18.481,50,20,23,21,43,64,137,14.6,0.4,0.46,0.42,0.86,1.28,2.74,16,51,31.37
110,Alex Noel,RW,GAT/PEI,18.69,129,24,28,12,52,64,230,10.485,0.185,0.22,0.095,0.405,0.495,1.785,660,1296,51.54
111,Dylan Anderson,C,MTL/BLB,20.054,134,24,23,17,47,64,194,12.795,0.18,0.175,0.125,0.35,0.475,1.445,1191,2130,55.97
112,Tommy Giroux,C,SHA/BLB/DRU,18.806,108,29,23,12,52,64,180,15.54,0.245,0.18,0.11,0.435,0.545,1.58,404,850,47.12
113,Tye McGinn,LW,GAT,20.132,42,31,21,12,52,64,135,22.96,0.74,0.5,0.29,1.24,1.52,3.21,31,67,46.27
114,Christophe Losier,C,BAT,19.892,99,24,29,10,53,63,152,15.34,0.24,0.29,0.1,0.535,0.635,1.53,1016,1818,55.88
115,Mathieu Guertin,LW,DRU/VDO,18.786,126,28,21,14,49,63,218,12.775,0.22,0.165,0.105,0.39,0.495,1.73,20,49,37.14
116,Petr Straka,RW,RIM,18.75,95,28,17,17,45,62,252,10.89,0.285,0.175,0.185,0.465,0.65,2.66,12,26,46.155
117,Jakub Culek,LW,RIM,18.52,110,20,25,17,45,62,219,9.015,0.185,0.23,0.155,0.41,0.565,1.99,155,349,43.52
118,Trevor Parkes,RW,MTL,19.343,60,33,17,12,50,62,211,15.64,0.55,0.28,0.2,0.83,1.03,3.52,14,34,41.18
119,Loik Poudrier,C,SHA,18.69,115,31,23,8,54,62,228,14.27,0.27,0.185,0.065,0.45,0.515,1.935,842,1661,50.37
120,Matej Beran,RW,PEI,17.843,68,22,27,12,49,61,152,14.47,0.32,0.4,0.18,0.72,0.9,2.24,88,183,48.09
121,Steven Anthony,LW,SNB,19.488,61,23,21,16,44,60,146,15.75,0.38,0.34,0.26,0.72,0.98,2.39,219,428,51.17
122,Pierre Durepos,D,SNB,19.058,131,6,23,30,29,59,179,3.38,0.045,0.175,0.23,0.22,0.45,1.375,3,4,83.335
123,Francis Beauvillier,LW,LEW/RIM,17.398,124,34,13,12,47,59,263,12.615,0.265,0.105,0.095,0.375,0.475,2.085,400,816,48.705
124,Brent Andrews,C,HAL,18.154,129,25,24,10,49,59,249,10.885,0.195,0.185,0.08,0.38,0.46,1.91,1249,2225,56.17
125,Ryan Bourque,LW,QUE,19.699,49,26,18,15,44,59,154,16.88,0.53,0.37,0.31,0.9,1.2,3.14,6,22,27.27
126,Louis Leblanc,C,MTL,19.636,51,26,24,8,50,58,243,10.7,0.51,0.47,0.16,0.98,1.14,4.76,484,953,50.79
127,Samuel Henley,C,LEW/VDO,17.642,127,26,19,13,45,58,183,14.21,0.205,0.15,0.105,0.355,0.455,1.445,24,71,33.575
128,Jeremie Malouin,C,BAT/QUE,18.918,133,22,21,15,43,58,246,8.905,0.165,0.155,0.115,0.32,0.435,1.85,945,1824,51.84
129,Viktor Hertzberg,RW,MTL/CAP/BLB,19.898,50,25,19,13,44,57,167,14.645,0.5,0.2,0.135,0.7,0.835,3.415,12,29,20.69
130,Frederic Gamelin,C,BAC,16.68,124,16,19,22,35,57,129,12.055,0.13,0.155,0.18,0.285,0.465,1.045,588,1241,47.29
131,Peter Trainor,LW,RIM,17.79,70,29,12,15,41,56,137,10.585,0.215,0.09,0.11,0.3,0.41,1.005,8,19,21.055
132,Sebastien Payette,D,BAT/CAP,19.377,121,11,27,18,38,56,128,8.43,0.095,0.23,0.155,0.325,0.475,1.085,3,13,16.665
133,Cedrick Henley,C,VDO,19.18,75,18,20,18,38,56,143,13.485,0.24,0.24,0.275,0.48,0.755,1.79,26,77,35.385
134,Adam Erne,LW,QUE,16.406,64,28,16,11,44,55,211,13.27,0.44,0.25,0.17,0.69,0.86,3.3,5,12,41.67
135,Guillaume Gelinas,D,VDO,17.754,124,14,19,22,33,55,249,5.35,0.115,0.15,0.175,0.265,0.44,1.995,1,2,25.0
136,Jeremy Gouchie,C,MTL,20.395,66,19,21,15,40,55,159,11.95,0.29,0.32,0.23,0.61,0.83,2.41,824,1445,57.02
137,Christopher Clapperton,LW,BLB,17.561,56,18,18,19,36,55,106,16.98,0.32,0.32,0.34,0.64,0.98,1.89,5,32,15.62
138,Olivier Dame-Malka,D,LEW,20.296,64,16,17,22,33,55,203,7.88,0.25,0.27,0.34,0.52,0.86,3.17,0,0,0.0
139,Denis Kamaev,RW,ROU,17.528,67,21,20,14,41,55,158,13.29,0.31,0.3,0.21,0.61,0.82,2.36,5,15,33.33
140,Pier-Luc Pelletier,D,VIC/RIM,19.682,124,12,23,19,35,54,158,7.655,0.1,0.18,0.15,0.275,0.425,1.27,0,0,0.0
141,Gabriel Desjardins,LW,HAL/QUE,18.348,109,29,16,9,45,54,243,10.82,0.25,0.14,0.07,0.385,0.455,2.185,52,108,46.005
142,Luca Ciampini,LW,HAL,17.023,105,19,17,18,36,54,158,12.985,0.19,0.16,0.17,0.345,0.51,1.475,8,16,50.0
143,Vincent Arseneau,LW,BAT/SHA,18.972,118,23,18,13,41,54,240,8.76,0.19,0.15,0.11,0.34,0.45,2.025,13,25,49.21
144,Marc-Andre Levesque,D,PEI,20.168,131,9,24,21,33,54,180,4.985,0.065,0.185,0.16,0.25,0.41,1.375,0,0,0.0
145,Jerome Raymond,C,DRU/ROU,18.871,95,22,16,15,38,53,199,11.395,0.24,0.175,0.155,0.415,0.57,2.1,832,1638,50.685
146,Carl-Antoine Delisle,LW,VIC,17.743,122,22,13,18,35,53,191,11.495,0.18,0.11,0.155,0.29,0.435,1.57,539,1148,47.345
147,Francis Meilleur,D,MTL,19.987,67,8,23,22,31,53,119,6.72,0.12,0.34,0.33,0.46,0.79,1.78,0,0,0.0
148,Philippe Paradis,LW,PEI,19.702,59,23,16,14,39,53,187,12.3,0.39,0.27,0.24,0.66,0.9,3.17,115,204,56.37
149,Maxim Lamarche,D,BAC,18.68,135,8,31,14,39,53,171,4.68,0.06,0.23,0.1,0.29,0.395,1.265,2,4,33.335
150,Bryce Milson,LW,BAT/LEW/DRU,18.138,120,23,19,10,42,52,179,12.77,0.19,0.155,0.085,0.345,0.43,1.475,405,858,46.7
151,Antoine Quevillon,LW,ROU,19.296,94,18,18,16,36,52,237,6.64,0.17,0.185,0.155,0.35,0.5,2.51,73,182,40.205
152,Dillon Fournier,D,LEW/ROU,16.752,112,12,24,16,36,52,107,10.555,0.11,0.225,0.145,0.335,0.48,0.97,1,1,50.0
153,Jonathan Narbonne,D,MTL/SHA/BLB,18.496,124,13,22,17,35,52,187,6.06,0.11,0.185,0.14,0.295,0.435,1.555,0,0,0.0
154,Pier-Antoine Dion,LW,DRU/CAP/PEI,19.892,96,32,14,6,46,52,207,14.95,0.315,0.14,0.045,0.455,0.505,2.08,345,706,47.13
155,Yoan Pinette,RW,BAT/GAT/CHI,19.074,123,26,13,12,39,51,223,11.82,0.21,0.105,0.1,0.315,0.415,1.815,106,269,39.77
156,Michael Clarke,LW,MTL/CAP/BLB,17.822,102,18,18,15,36,51,168,10.09,0.165,0.17,0.125,0.33,0.455,1.57,46,93,48.45
157,David Gilbert,C,BAT,19.598,52,28,9,14,37,51,202,13.86,0.54,0.17,0.27,0.71,0.98,3.88,466,945,49.31
158,Anthony Mantha,RW,VDO,16.498,65,22,19,10,41,51,134,8.27,0.175,0.15,0.08,0.325,0.405,1.305,9,25,18.0
159,Samuel Morneau,LW,GAT/PEI,20.595,67,30,10,11,40,51,242,12.4,0.45,0.15,0.16,0.6,0.76,3.61,478,931,51.34
160,Jeremi Janneteau,C,ROU,18.78,103,23,17,11,40,51,229,11.085,0.24,0.16,0.105,0.4,0.505,2.185,629,1417,45.105
161,Marc-Olivier Vachon,C,DRU,20.359,59,23,19,8,42,50,130,17.69,0.39,0.32,0.14,0.71,0.85,2.2,757,1317,57.48
162,Matthieu Theriault,C,VDO,18.688,122,21,11,18,32,50,185,11.07,0.165,0.085,0.15,0.25,0.4,1.5,1012,1784,56.72
163,Daniel Milan,D,MON/VIC,18.92,130,16,17,16,33,49,174,7.715,0.12,0.125,0.12,0.25,0.37,1.32,0,1,0.0
164,Marc-Alain Begin,C,VDO/ROU,19.665,81,18,22,9,40,49,87,19.54,0.225,0.285,0.125,0.515,0.64,1.17,58,170,33.755
165,Guillaume Goulet,RW,VIC,19.916,59,30,12,7,42,49,225,13.33,0.51,0.2,0.12,0.71,0.83,3.81,2,4,50.0
166,Alex MacDonald,D,MON/RIM/GAT,19.726,110,12,24,13,36,49,157,7.65,0.11,0.22,0.12,0.33,0.445,1.43,1,1,50.0
167,Jarrad Struthers,LW,RIM,20.137,65,25,18,6,43,49,191,13.09,0.38,0.28,0.09,0.66,0.75,2.94,381,823,46.29
168,Alex Wall,D,QUE,19.872,68,6,29,14,35,49,109,5.5,0.09,0.43,0.21,0.51,0.72,1.6,0,0,0.0
169,Jason Houde,LW,ROU,17.578,125,16,22,11,38,49,151,10.94,0.13,0.175,0.09,0.305,0.39,1.205,31,77,38.115
170,Robbie DeFulviis,C,ROU/RIM,19.11,108,24,16,8,40,48,186,12.86,0.22,0.145,0.08,0.365,0.44,1.7,361,770,47.215
171,Olivier Croteau,LW,GAT/PEI,19.118,108,23,13,12,36,48,212,10.84,0.21,0.105,0.11,0.315,0.425,1.915,76,154,49.605
172,Cedric Paquette,C,MTL/BLB,17.59,67,31,11,6,42,48,185,8.425,0.245,0.085,0.05,0.335,0.38,1.585,605,1175,50.75
173,Scott Oke,LW,SNB/RIM,18.0,118,18,19,11,37,48,138,12.375,0.145,0.155,0.09,0.3,0.39,1.16,53,132,37.08
174,Christophe Lalancette,C,BAT,16.862,66,16,19,12,35,47,112,7.275,0.125,0.15,0.095,0.28,0.375,1.21,460,996,60.535
175,Etienne Boutet,D,RIM,18.789,111,13,16,18,29,47,136,9.55,0.12,0.145,0.165,0.265,0.435,1.24,1,3,16.665
176,Artem Sergeev,D,VDO,17.904,110,12,20,15,32,47,211,5.75,0.115,0.175,0.135,0.29,0.425,1.95,0,0,0.0
177,Alex Micallef,D,MTL/BLB,18.674,96,15,15,16,30,46,126,11.13,0.145,0.145,0.16,0.285,0.445,1.21,1,1,50.0
178,Philippe Lefebvre,LW,MTL,19.546,60,19,18,9,37,46,147,12.93,0.32,0.3,0.15,0.62,0.77,2.45,11,32,34.38
179,Victor Provencher,LW,PEI,17.54,134,25,13,7,38,45,169,14.04,0.185,0.095,0.05,0.285,0.335,1.27,22,61,31.89
180,Marc-Olivier Mimar,RW,BAT/BAC,19.35,64,17,16,12,33,45,153,11.185,0.26,0.26,0.175,0.515,0.695,2.315,45,121,44.52
181,Lukas Sedlak,C,CHI,18.552,50,17,16,12,33,45,126,13.49,0.34,0.32,0.24,0.66,0.9,2.52,652,1105,59.0
182,Nicolas Chouinard,RW,MTL,19.825,61,21,14,9,35,44,186,11.29,0.34,0.23,0.15,0.57,0.72,3.05,14,36,38.89
183,Gleason Fournier,D,RIM,19.02,57,12,14,18,26,44,109,11.01,0.21,0.25,0.32,0.46,0.77,1.91,0,0,0.0
184,Nicolas Therrien,D,CHI,20.559,68,12,12,20,24,44,138,8.7,0.18,0.18,0.29,0.35,0.65,2.03,0,0,0.0
