,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Brandon Pirri,C,RFD,21.435,76,22,27,26,49,75,202,10.89,0.29,0.36,0.34,0.64,0.99,2.66
1,Jeff Taffe,C,HER,31.571,73,18,34,19,52,71,160,11.25,0.25,0.47,0.26,0.71,0.97,2.19
2,Chad Kolarik,C,WBS/CT,26.637,76,31,28,9,59,68,243,12.76,0.41,0.37,0.12,0.78,0.89,3.2
3,Mark Arcobello,C,OKC,24.094,74,22,27,19,49,68,236,9.32,0.3,0.36,0.26,0.66,0.92,3.19
4,T.J. Hensick,C,PEO,26.766,76,19,32,16,51,67,166,11.45,0.25,0.42,0.21,0.67,0.88,2.18
5,Linden Vey,C,MCH,21.167,74,22,25,20,47,67,124,17.74,0.3,0.34,0.27,0.64,0.91,1.68
6,Jonathan Marchessault,RW,SPR,21.72,74,21,22,24,43,67,233,9.01,0.28,0.3,0.32,0.58,0.91,3.15
7,Tyler Johnson,C,SYR,22.133,62,37,18,10,55,65,191,19.37,0.6,0.29,0.16,0.89,1.05,3.08
8,Brett Connolly,RW,SYR,20.373,71,31,19,13,50,63,207,14.98,0.44,0.27,0.18,0.7,0.89,2.92
9,Kris Newbury,C,CT,30.571,70,20,23,19,43,62,166,12.05,0.29,0.33,0.27,0.61,0.89,2.37
10,Mark Mancari,RW,RCH,27.182,76,22,24,15,46,61,279,7.89,0.29,0.32,0.2,0.61,0.8,3.67
11,Chris Terry,LW,CHA,23.442,70,25,16,19,41,60,186,13.44,0.36,0.23,0.27,0.59,0.86,2.66
12,Gustav Nyquist,RW,GR,23.039,58,23,20,17,43,60,169,13.61,0.4,0.34,0.29,0.74,1.03,2.91
13,Martin St. Pierre,C,RFD,29.098,76,26,19,14,45,59,204,12.75,0.34,0.25,0.18,0.59,0.78,2.68
14,Jeremy Morin,RW,RFD,21.419,67,30,14,14,44,58,229,13.1,0.45,0.21,0.21,0.66,0.87,3.42
15,Ryan Spooner,C,PRO,20.627,59,17,26,14,43,57,192,8.85,0.29,0.44,0.24,0.73,0.97,3.25
16,Darren Haydar,RW,CHI,32.901,71,20,23,14,43,57,170,11.76,0.28,0.32,0.2,0.61,0.8,2.39
17,Justin Fontaine,RW,HOU,24.86,64,23,21,12,44,56,147,15.65,0.36,0.33,0.19,0.69,0.88,2.3
18,Brandon Kozun,RW,MCH,22.525,74,26,20,10,46,56,162,16.05,0.35,0.27,0.14,0.62,0.76,2.19
19,Eric O'Dell,C,STJ,22.237,59,29,13,13,42,55,144,20.14,0.49,0.22,0.22,0.71,0.93,2.44
20,Trevor Smith,C,WBS,27.601,75,23,19,12,42,54,158,14.56,0.31,0.25,0.16,0.56,0.72,2.11
21,Andy Miele,C,POR,24.419,70,19,21,13,40,53,158,12.03,0.27,0.3,0.19,0.57,0.76,2.26
22,Casey Wellman,RW,HER/SA,24.912,70,16,22,15,38,53,185,8.65,0.23,0.31,0.21,0.54,0.76,2.64
23,Nick Drazenovic,C,SPR,25.671,62,17,19,17,36,53,150,11.33,0.27,0.31,0.27,0.58,0.85,2.42
24,Jason Akeson,RW,ADK,22.287,62,20,21,12,41,53,152,13.16,0.32,0.34,0.19,0.66,0.85,2.45
25,Andrew Agozzino,LW,LE,21.701,76,20,20,12,40,52,183,10.93,0.26,0.26,0.16,0.53,0.68,2.41
26,Brock Nelson,LW,BRI,20.92,66,25,15,12,40,52,187,13.37,0.38,0.23,0.18,0.61,0.79,2.83
27,Ondrej Palat,LW,SYR,21.471,56,13,22,17,35,52,143,9.09,0.23,0.39,0.3,0.62,0.93,2.55
28,Colton Sceviour,RW,TEX,23.406,62,21,21,10,42,52,207,10.14,0.34,0.34,0.16,0.68,0.84,3.34
29,Jordan Eberle,RW,OKC,22.339,34,25,16,10,41,51,106,23.58,0.74,0.47,0.29,1.21,1.5,3.12
30,Riley Holzapfel,C,WBS,24.077,76,21,17,13,38,51,115,18.26,0.28,0.22,0.17,0.5,0.67,1.51
31,Tyler Toffoli,RW,MCH,20.395,58,28,16,7,44,51,178,15.73,0.48,0.28,0.12,0.76,0.88,3.07
32,Joe Whitney,LW,ALB,24.608,66,26,16,9,42,51,203,12.81,0.39,0.24,0.14,0.64,0.77,3.08
33,Alexandre Bolduc,C,POR,27.223,56,24,22,5,46,51,137,17.52,0.43,0.39,0.09,0.82,0.91,2.45
34,Jason Zucker,LW,HOU,20.666,55,24,13,13,37,50,205,11.71,0.44,0.24,0.24,0.67,0.91,3.73
35,Patrick Maroon,LW,NOR,24.397,64,26,17,7,43,50,183,14.21,0.41,0.27,0.11,0.67,0.78,2.86
36,Nino Niederreiter,LW,BRI,20.02,74,28,14,8,42,50,230,12.17,0.38,0.19,0.11,0.57,0.68,3.11
37,Ben Walter,C,ABB,28.348,68,15,24,10,39,49,110,13.64,0.22,0.35,0.15,0.57,0.72,1.62
38,Jon DiSalvatore,RW,HER,31.464,68,18,13,18,31,49,126,14.29,0.26,0.19,0.26,0.46,0.72,1.85
