,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,772,419,54.86,2300,1931,369,51.458,23485,21016,2469,9.789,0.914,101.132
1,Toronto Marlies,772,390,57.518,2298,2015,283,51.839,22943,22609,334,9.957,0.922,102.04
2,Hershey Bears,772,388,49.606,2450,2096,354,48.881,22491,22167,324,10.326,0.9,100.272
3,Grand Rapids Griffins,772,372,54.753,2377,2120,257,52.199,24693,22984,1709,9.208,0.916,100.854
4,Milwaukee Admirals,772,365,49.175,2136,2009,127,49.043,22201,22362,-161,9.096,0.91,100.096
5,Chicago Wolves,772,364,53.354,2260,2084,176,50.584,23077,22959,118,9.617,0.912,100.83
6,Providence Bruins,772,352,54.627,2149,2035,114,52.168,24348,23223,1125,8.92,0.918,100.76
7,Syracuse Crunch,772,338,52.683,2199,2244,-45,52.067,23357,23152,205,9.524,0.908,100.314
8,Rockford IceHogs,772,334,48.312,2157,2232,-75,52.619,24627,23121,1506,8.021,0.905,98.477
9,Texas Stars,692,328,49.565,2117,1976,141,49.896,21676,20986,690,9.78,0.903,100.048
10,Bridgeport Sound Tigers,772,324,48.984,2099,2246,-147,51.623,22907,23391,-484,8.732,0.904,99.092
11,Rochester Americans,772,310,48.932,2134,2345,-211,48.374,22127,24716,-2589,9.366,0.908,100.181
12,San Antonio Rampage,772,305,46.184,2062,2301,-239,49.409,23443,23778,-335,8.292,0.906,98.924
13,Binghamton Senators,696,304,44.854,2053,2117,-64,47.752,21506,23009,-1503,8.77,0.9,98.773
14,Charlotte Checkers,612,281,52.158,1756,1751,5,51.523,18851,18729,122,9.657,0.907,100.301
15,Portland Pirates,620,274,50.183,1829,1824,5,49.832,18575,19349,-774,8.609,0.914,99.937
16,Manchester Monarchs,544,271,56.037,1563,1372,191,52.842,16622,16306,316,9.395,0.916,101.07
17,Lake Erie Monsters,620,259,50.265,1640,1720,-80,51.204,18058,18437,-379,8.377,0.914,99.702
18,Hamilton Bulldogs,544,249,47.352,1461,1429,32,49.078,16253,16219,34,7.937,0.915,99.415
19,Norfolk Admirals,544,238,47.422,1507,1483,24,50.37,17270,16160,1110,7.839,0.914,99.228
20,Worcester Sharks,544,236,49.452,1481,1544,-63,53.28,18011,15633,2378,7.956,0.907,98.67
21,Springfield Falcons,620,232,46.162,1669,1880,-211,48.852,17545,18955,-1410,8.616,0.904,99.014
22,Albany Devils,536,231,51.368,1410,1460,-50,52.795,15794,14979,815,8.698,0.908,99.508
23,Hartford Wolf Pack,540,227,44.842,1468,1608,-140,48.218,15624,16273,-649,8.706,0.901,98.782
24,Manitoba Moose,468,204,51.198,1267,1292,-25,49.01,13519,14525,-1006,9.151,0.916,100.735
25,St. John's IceCaps,456,201,48.319,1280,1334,-54,47.978,13584,13934,-350,9.363,0.91,100.301
26,Oklahoma City Barons,384,184,51.194,1143,1071,72,49.798,11828,11708,120,9.221,0.912,100.416
27,Utica Comets,380,175,49.0,1018,1035,-17,49.95,11545,11162,383,8.606,0.911,99.714
28,Peoria Rivermen,392,165,47.758,1041,1081,-40,48.891,11577,11898,-321,8.1,0.915,99.621
29,Houston Aeros,392,164,51.02,1049,1036,13,49.161,10870,11063,-193,9.322,0.915,100.835
30,Abbotsford Heat,388,160,49.755,975,1030,-55,49.759,11711,11241,470,8.683,0.913,99.964
31,Lehigh Valley Phantoms,304,144,52.482,911,887,24,48.506,9082,9745,-663,10.112,0.913,101.398
32,Adirondack Phantoms,388,141,45.338,949,1142,-193,49.205,11417,11837,-420,7.866,0.909,98.746
33,Iowa Wild,380,127,47.069,908,1125,-217,46.774,10742,12149,-1407,9.246,0.911,100.373
34,Ontario Reign,204,113,52.865,588,517,71,52.34,6419,5805,614,8.79,0.914,100.152
35,San Diego Gulls,204,106,51.618,619,570,49,48.162,6192,6440,-248,9.645,0.916,101.328
36,San Jose Barracuda,204,103,51.433,611,555,56,51.172,6323,5954,369,9.165,0.91,100.12
37,Connecticut Whale,232,97,49.567,630,637,-7,48.287,6802,7074,-272,9.2,0.912,100.393
38,Stockton Heat,204,93,50.235,610,612,-2,49.96,6363,6308,55,9.222,0.908,99.928
39,Bakersfield Condors,204,90,48.848,595,612,-17,48.438,6074,6522,-448,9.09,0.91,99.99
40,Lowell Devils,160,67,49.025,445,462,-17,48.59,4887,5169,-282,8.93,0.914,100.275
41,Tucson Roadrunners,136,67,49.515,397,409,-12,49.17,3968,4125,-157,9.63,0.905,100.105
42,Albany River Rats,160,64,48.44,451,480,-29,49.115,4898,5074,-176,8.85,0.909,99.675
43,Springfield Thunderbirds,152,60,48.125,403,435,-32,48.43,4316,4600,-284,8.945,0.91,99.95
44,Cleveland Monsters,152,55,45.825,376,449,-73,49.725,4473,4525,-52,8.035,0.906,98.64
45,Philadelphia Phantoms,80,38,50.22,229,227,2,45.02,2216,2706,-490,9.89,0.918,101.67
46,Adirondack Flames,76,34,49.36,232,238,-6,50.37,2438,2402,36,9.11,0.906,99.69
47,Iowa Chops,80,32,45.41,208,250,-42,47.59,2072,2282,-210,9.82,0.893,99.1
48,Quad City Flames,80,31,49.76,207,209,-2,54.79,2549,2103,446,7.76,0.905,98.29
49,Binghamton Devils,76,23,44.01,191,243,-52,50.29,2180,2155,25,8.55,0.891,97.69
50,Laval Rocket,76,23,42.44,205,278,-73,49.28,2222,2287,-65,8.86,0.886,97.48
51,Belleville Senators,76,23,41.69,188,263,-75,45.13,2064,2509,-445,8.71,0.899,98.62
