,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Green Bay Gamblers,604,318,54.026,1932,1645,287,51.956,18428,17478,950,9.119,0.916,100.702
1,Waterloo Black Hawks,604,317,55.02,2115,1810,305,54.188,20415,17669,2746,9.955,0.904,100.285
2,Omaha Lancers,604,302,46.193,1922,1664,258,49.117,18095,17294,801,9.5,0.895,99.012
3,Cedar Rapids RoughRiders,604,291,43.666,1902,1711,191,46.558,17700,17995,-295,8.882,0.9,98.885
4,Sioux Falls Stampede,604,284,48.636,1864,1807,57,47.262,18526,18592,-66,9.231,0.915,100.65
5,Lincoln Stars,604,273,49.511,1791,1842,-51,48.839,19116,18538,578,9.206,0.91,100.162
6,Sioux City Musketeers,604,261,53.444,1810,1762,48,51.713,18539,18195,344,8.779,0.916,100.341
7,Chicago Steel,604,249,53.332,1766,1988,-222,49.91,17833,19570,-1737,10.041,0.912,101.292
8,Fargo Force,544,246,51.632,1595,1581,14,52.287,16512,16461,51,8.634,0.911,99.659
9,Dubuque Fighting Saints,424,246,55.768,1433,1126,307,53.968,13368,11191,2177,10.66,0.9,100.72
10,Indiana Ice,424,225,55.664,1493,1275,218,53.088,13336,12883,453,10.681,0.903,101.0
11,Tri-City Storm,604,214,48.765,1622,2034,-412,49.287,18067,19388,-1321,9.149,0.908,99.879
12,Youngstown Phantoms,484,206,53.078,1484,1534,-50,50.731,14044,14576,-532,10.034,0.908,100.898
13,Des Moines Buccaneers,604,192,48.793,1661,2122,-461,49.14,18041,20132,-2091,9.183,0.906,99.811
14,Team USA,484,184,45.012,1509,1692,-183,48.12,14540,14786,-246,9.81,0.887,98.511
15,Muskegon Lumberjacks,424,168,51.017,1256,1389,-133,49.733,12936,14025,-1089,9.446,0.91,100.399
16,Bloomington Thunder,180,81,48.368,490,507,-17,52.433,5629,5040,589,8.288,0.904,98.688
17,Madison Capitols,180,64,43.47,468,591,-123,44.838,5185,6247,-1062,8.69,0.91,99.667
18,Ohio Jr Blue Jackets,60,23,45.78,179,212,-33,46.66,1748,1998,-250,9.83,0.897,99.53
