,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Mathieu Perreault,C,BAT,19.694,65,34,49,31,83,114,244,13.93,0.52,0.75,0.48,1.28,1.75,3.75
1,Claude Giroux,RW,GAT,19.675,55,38,35,33,73,106,172,22.09,0.69,0.64,0.6,1.33,1.93,3.13
2,Francis Pare,C,CHI,20.211,69,54,36,12,90,102,315,17.14,0.78,0.52,0.17,1.3,1.48,4.57
3,Jakub Voracek,RW,HAL,18.084,53,33,45,23,78,101,221,14.93,0.62,0.85,0.43,1.47,1.91,4.17
4,Dean Ouellet,C,CAP,20.113,70,43,34,20,77,97,278,15.47,0.61,0.49,0.29,1.1,1.39,3.97
5,Christopher DiDomenico,LW,SNB,18.566,70,39,32,24,71,95,194,20.1,0.56,0.46,0.34,1.01,1.36,2.77
6,Matthew Pistilli,RW,GAT,18.911,63,37,39,17,76,93,220,16.82,0.59,0.62,0.27,1.21,1.48,3.49
7,Francois Bouchard,RW,BAC,19.387,68,36,34,22,70,92,215,16.74,0.53,0.5,0.32,1.03,1.35,3.16
8,Brett Morrison,C,ROU/PEI,20.143,65,39,29,23,68,91,168,23.21,0.6,0.45,0.35,1.05,1.4,2.58
9,Geoff Walker,RW,PEI,19.768,69,38,33,19,71,90,319,11.91,0.55,0.48,0.28,1.03,1.3,4.62
10,Toby Lafrance,C,VIC,20.247,68,41,24,24,65,89,269,15.24,0.6,0.35,0.35,0.96,1.31,3.96
11,Stefano Giliati,LW,LEW,19.94,65,40,30,17,70,87,284,14.08,0.62,0.46,0.26,1.08,1.34,4.37
12,Cedric Lalonde-McNicoll,C,SHA,19.048,69,43,23,17,66,83,228,18.86,0.62,0.33,0.25,0.96,1.2,3.3
13,Tomas Svoboda,RW,BAT,20.556,70,41,25,17,66,83,309,13.27,0.59,0.36,0.24,0.94,1.19,4.41
14,Kelsey Tessier,C,QUE,17.662,68,36,26,19,62,81,196,18.37,0.53,0.38,0.28,0.91,1.19,2.88
15,Dany Masse,C,BAT,19.343,70,29,35,15,64,79,211,13.74,0.41,0.5,0.21,0.91,1.13,3.01
16,Tomy Joly,LW,BAT,19.212,70,44,19,16,63,79,180,24.44,0.63,0.27,0.23,0.9,1.13,2.57
17,Michael Dubuc,LW,ROU,19.212,70,44,17,17,61,78,284,15.49,0.63,0.24,0.24,0.87,1.11,4.06
18,Benjamin Breault,C,BAC,19.565,62,36,20,21,56,77,238,15.13,0.58,0.32,0.34,0.9,1.24,3.84
19,Jordan Clendenning,C,BAT/CAP,20.611,60,33,25,18,58,76,144,22.92,0.55,0.42,0.3,0.97,1.27,2.4
20,Scott Howes,LW,SNB/DRU,20.033,66,43,22,11,65,76,243,17.7,0.65,0.33,0.17,0.98,1.15,3.68
21,Ryan Sparling,RW,SNB,19.146,57,30,25,19,55,74,157,19.11,0.53,0.44,0.33,0.96,1.3,2.75
22,Felix Petit,C,QUE,19.05,68,25,32,17,57,74,192,13.02,0.37,0.47,0.25,0.84,1.09,2.82
23,Jonathan Laberge,C,BAT/CAP,20.063,76,29,31,13,60,73,214,13.55,0.38,0.41,0.17,0.79,0.96,2.82
24,Brad Marchand,RW,HAL/VDO,19.346,59,31,31,11,62,73,232,13.36,0.53,0.53,0.19,1.05,1.24,3.93
25,Ryan Hillier,LW,HAL,19.639,70,34,24,14,58,72,269,12.64,0.49,0.34,0.2,0.83,1.03,3.84
26,Peter-James Corsi,C,HAL,19.116,67,31,21,18,52,70,217,14.29,0.46,0.31,0.27,0.78,1.04,3.24
27,Jeff Desjardins,C,ROU,18.64,69,23,34,13,57,70,186,12.37,0.33,0.49,0.19,0.83,1.01,2.7
28,Stefan Chaput,C,LEW,19.513,62,33,27,9,60,69,215,15.35,0.53,0.44,0.15,0.97,1.11,3.47
29,Angelo Esposito,C,QUE,18.566,56,30,27,12,57,69,204,14.71,0.54,0.48,0.21,1.02,1.23,3.64
30,Matt Marquardt,LW,BAC/MON,20.159,68,43,19,7,62,69,249,17.27,0.63,0.28,0.1,0.91,1.01,3.66
31,Paul Byron,C,GAT,18.385,52,37,22,9,59,68,170,21.76,0.71,0.42,0.17,1.13,1.31,3.27
32,Chris Culligan,C,CAP,19.228,63,19,27,22,46,68,205,9.27,0.3,0.43,0.35,0.73,1.08,3.25
33,Alexandre Picard-Hooper,C,SNB,20.31,58,23,20,25,43,68,150,15.33,0.4,0.34,0.43,0.74,1.17,2.59
34,Nicolas Deschamps,LW,CHI,17.69,70,24,27,16,51,67,175,13.71,0.34,0.39,0.23,0.73,0.96,2.5
35,Luke Adam,C,SNL,17.243,70,36,17,13,53,66,174,20.69,0.51,0.24,0.19,0.76,0.94,2.49
36,Mikhail Stefanovich,RW,QUE,17.799,62,32,20,14,52,66,217,14.75,0.52,0.32,0.23,0.84,1.06,3.5
37,Marc-Andre Cote,RW,VDO,20.551,70,27,17,22,44,66,201,13.43,0.39,0.24,0.31,0.63,0.94,2.87
38,Tomas Knotek,C,HAL,17.67,69,22,23,21,45,66,152,14.47,0.32,0.33,0.3,0.65,0.96,2.2
39,Hugo Carpentier,C,ROU,19.497,69,27,26,12,53,65,159,16.98,0.39,0.38,0.17,0.77,0.94,2.3
40,Maxime Sauve,C,QUE/VDO,17.624,70,26,26,13,52,65,188,13.83,0.37,0.37,0.19,0.74,0.93,2.69
41,Michael Frolik,LW,RIM,19.576,45,24,24,17,48,65,175,13.71,0.53,0.53,0.38,1.07,1.44,3.89
42,Keven Veilleux,RW,VIC/RIM,18.218,61,17,23,24,40,64,179,9.5,0.28,0.38,0.39,0.66,1.05,2.93
43,Jason Demers,D,VIC,19.267,67,9,32,23,41,64,135,6.67,0.13,0.48,0.34,0.61,0.96,2.01
44,Chris Doyle,LW,PEI,17.484,63,27,22,14,49,63,183,14.75,0.43,0.35,0.22,0.78,1.0,2.9
45,Alexandre Monahan,LW,VIC,19.505,70,38,11,14,49,63,235,16.17,0.54,0.16,0.2,0.7,0.9,3.36
46,Joey Haddad,RW,CAP,18.924,70,31,14,17,45,62,212,14.62,0.44,0.2,0.24,0.64,0.89,3.03
47,Jacob Lagace,RW,CHI,17.681,67,23,24,15,47,62,166,13.86,0.34,0.36,0.22,0.7,0.93,2.48
48,Maxime Lacroix,LW,QUE,20.28,67,30,18,14,48,62,229,13.1,0.45,0.27,0.21,0.72,0.93,3.42
49,Jean-Simon Allard,C,SNL,18.311,67,16,30,14,46,60,140,11.43,0.24,0.45,0.21,0.69,0.9,2.09
50,Maxime Macenauer,C,ROU,18.694,67,23,20,17,43,60,125,18.4,0.34,0.3,0.25,0.64,0.9,1.87
51,Marc-Andre Dorion,D,BAC,20.463,62,16,25,18,41,59,133,12.03,0.26,0.4,0.29,0.66,0.95,2.15
52,Marc-Andre Bourdon,D,ROU,17.994,69,12,25,22,37,59,135,8.89,0.17,0.36,0.32,0.54,0.86,1.96
53,Garrett Peters,RW,HAL/DRU,20.674,70,32,15,12,47,59,280,11.43,0.46,0.21,0.17,0.67,0.84,4.0
54,Phil Mangan,C,SNL/MON,20.592,69,15,22,21,37,58,234,6.41,0.22,0.32,0.3,0.54,0.84,3.39
55,Matt Eagles,C,MON,19.658,61,25,20,12,45,57,178,14.04,0.41,0.33,0.2,0.74,0.93,2.92
56,Pierre-Alexandre Vandall,C,SHA,17.829,63,30,14,13,44,57,185,16.22,0.48,0.22,0.21,0.7,0.9,2.94
57,Jean-Philip Chabot,C,GAT,19.458,70,38,14,5,52,57,170,22.35,0.54,0.2,0.07,0.74,0.81,2.43
58,Mathieu Tousignant,C,BAC/PEI,17.816,63,22,23,11,45,56,179,12.29,0.35,0.37,0.17,0.71,0.89,2.84
59,Drew Paris,D,BAT/DRU,19.343,69,22,19,14,41,55,235,9.36,0.32,0.28,0.2,0.59,0.8,3.41
60,Robert Slaney,LW,CAP,18.922,64,26,18,11,44,55,173,15.03,0.41,0.28,0.17,0.69,0.86,2.7
61,Patrick Bernier,RW,SHA,20.23,68,20,18,15,38,53,156,12.82,0.29,0.26,0.22,0.56,0.78,2.29
62,Darryl Smith,C,GAT,20.537,70,26,15,11,41,52,192,13.54,0.37,0.21,0.16,0.59,0.74,2.74
63,Sebastien Bernier,D,GAT/RIM,20.605,71,11,21,20,32,52,133,8.27,0.15,0.3,0.28,0.45,0.73,1.87
64,Ryan Graham,LW,BAT/SNL,20.247,67,28,14,9,42,51,201,13.93,0.42,0.21,0.13,0.63,0.76,3.0
65,Philippe Cornet,LW,RIM,17.468,61,23,19,7,42,49,156,14.74,0.38,0.31,0.11,0.69,0.8,2.56
66,Mario Kempe,RW,SNL,18.987,48,25,16,8,41,49,160,15.62,0.52,0.33,0.17,0.85,1.02,3.33
67,Bryce Swan,RW,HAL,19.943,67,25,14,10,39,49,174,14.37,0.37,0.21,0.15,0.58,0.73,2.6
68,Chris Tutalo,LW,LEW,20.222,69,16,22,11,38,49,158,10.13,0.23,0.32,0.16,0.55,0.71,2.29
69,Yannick Riendeau,RW,ROU,19.242,42,23,20,6,43,49,109,21.1,0.55,0.48,0.14,1.02,1.17,2.6
70,Pierre-Luc Lessard,D,BAC/PEI,19.664,67,10,21,18,31,49,117,8.55,0.15,0.31,0.27,0.46,0.73,1.75
71,Samuel Richard,D,VDO,20.493,68,12,21,15,33,48,153,7.84,0.18,0.31,0.22,0.49,0.71,2.25
72,Mike Hoffman,C,GAT/DRU,17.807,62,24,14,10,38,48,184,13.04,0.39,0.23,0.16,0.61,0.77,2.97
73,Nick Layton,RW,SNL,18.766,64,21,16,11,37,48,173,12.14,0.33,0.25,0.17,0.58,0.75,2.7
