,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Halifax Mooseheads,284,162,54.078,992,849,143,53.506,9343,8273,1070,9.964,0.902,100.142
1,Cape Breton Screaming Eagles,284,156,53.655,965,851,114,52.008,9250,9126,124,9.732,0.909,100.591
2,Moncton Wildcats,284,154,53.321,945,884,61,52.022,9403,9239,164,9.264,0.914,100.545
3,Quebec Remparts,284,152,52.632,967,915,52,51.872,9609,8818,791,9.865,0.904,100.195
4,Shawinigan Cataractes,284,149,52.451,955,852,103,50.012,8500,8161,339,10.358,0.904,100.779
5,Chicoutimi Sagueneens,284,147,51.866,999,998,1,48.276,9040,9549,-509,11.16,0.903,101.445
6,Baie-Comeau Drakkar,284,143,45.896,1010,1009,1,46.508,8973,9471,-498,10.296,0.896,99.806
7,Acadie-Bathurst Titan,284,136,43.346,880,972,-92,49.162,9072,8934,138,8.712,0.891,97.86
8,Rimouski Oceanic,284,133,52.482,1077,1169,-92,50.174,9629,10109,-480,11.67,0.894,101.019
9,Val-d'Or Foreurs,284,132,46.901,873,936,-63,48.819,8535,8534,1,9.76,0.895,99.211
10,Victoriaville Tigres,284,131,44.549,942,1043,-101,47.615,9096,9478,-382,9.48,0.894,98.885
11,Rouyn-Noranda Huskies,284,129,50.305,1026,1063,-37,49.582,9234,9592,-358,11.034,0.894,100.409
12,Drummondville Voltigeurs,284,117,47.622,856,1018,-162,48.082,8140,9442,-1302,10.036,0.899,99.946
13,Gatineau Olympiques,140,90,55.385,522,416,106,53.375,4665,4072,593,11.0,0.9,101.03
14,Hull Olympiques,144,74,51.065,496,475,21,49.655,4097,4152,-55,11.785,0.888,100.59
15,Lewiston MAINEiacs,140,72,51.3,447,424,23,53.82,4772,4102,670,9.06,0.897,98.76
16,PEI Rocket,140,69,50.14,449,449,0,51.535,4416,4153,263,9.805,0.895,99.3
17,Sherbrooke Castors,144,64,48.7,468,498,-30,47.665,4346,4785,-439,10.6,0.898,100.385
18,Montreal Rocket,144,61,47.21,454,504,-50,49.575,4520,4597,-77,9.845,0.892,99.065
