,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Kitchener Rangers,408,242,54.271,1545,1216,329,52.808,15319,12778,2541,9.999,0.906,100.582
1,London Knights,408,233,51.822,1619,1314,305,50.106,14161,14005,156,10.451,0.904,100.786
2,Windsor Spitfires,408,220,56.608,1640,1367,273,56.407,15613,12786,2827,10.458,0.896,100.076
3,Plymouth Whalers,408,209,53.513,1481,1268,213,49.482,13799,14344,-545,10.431,0.912,101.62
4,Saginaw Spirit,408,204,52.706,1466,1336,130,48.478,13733,14171,-438,10.33,0.912,101.435
5,Barrie Colts,408,203,48.728,1470,1338,132,47.9,13852,14077,-225,10.826,0.894,100.214
6,Guelph Storm,408,194,49.826,1360,1292,68,48.921,13013,12982,31,10.372,0.9,100.291
7,Belleville Bulls,408,193,44.556,1350,1316,34,47.29,13205,14327,-1122,9.123,0.899,99.0
8,Brampton Battalion,408,192,49.782,1347,1242,105,55.768,14351,11928,2423,8.156,0.896,97.774
9,Ottawa 67's,408,190,54.964,1460,1376,84,49.694,13997,13960,37,10.988,0.91,102.014
10,Owen Sound Attack,408,169,51.3,1412,1511,-99,52.216,15021,13870,1151,9.82,0.898,99.596
11,Sault Ste. Marie Greyhounds,408,169,47.8,1302,1360,-58,47.864,12818,12875,-57,10.612,0.893,99.919
12,Peterborough Petes,408,162,42.505,1288,1547,-259,46.378,12947,15428,-2481,9.149,0.894,98.497
13,Kingston Frontenacs,408,155,46.274,1410,1622,-212,47.926,13868,14949,-1081,9.734,0.896,99.351
14,Sarnia Sting,408,150,43.508,1346,1576,-230,46.63,13221,14176,-955,10.286,0.886,98.786
15,Oshawa Generals,408,146,48.53,1488,1707,-219,50.535,14451,14457,-6,10.23,0.889,99.168
16,Sudbury Wolves,408,141,44.48,1262,1557,-295,45.056,12519,14672,-2153,10.336,0.895,99.799
17,Erie Otters,408,141,50.886,1380,1700,-320,49.913,13662,15022,-1360,10.549,0.899,100.358
18,Niagara IceDogs,272,128,52.955,938,899,39,51.549,9368,9036,332,10.135,0.906,100.748
19,Mississauga St. Michael's Majors,204,99,52.232,641,619,22,53.397,6880,6249,631,9.025,0.904,99.45
20,Mississauga IceDogs,136,59,47.815,513,544,-31,52.375,5046,4584,462,9.845,0.884,98.195
21,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
22,Toronto St. Michael's Majors,136,45,44.19,477,603,-126,45.305,4460,5381,-921,10.485,0.891,99.565
