,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Kyle Connor,F,YNG,17.266,112,65,52,37,117,154,484,13.44,0.58,0.46,0.33,1.045,1.375,4.32
1,Adam Johnson,F,SC,19.734,115,46,39,32,85,117,346,13.03,0.4,0.34,0.275,0.735,1.01,2.985
2,Joe Snively,F,SC,18.206,111,41,43,25,84,109,235,17.19,0.37,0.385,0.225,0.76,0.98,2.115
3,Maxim Letunov,F,YNG,18.068,118,44,40,23,84,107,276,15.88,0.375,0.34,0.195,0.715,0.91,2.34
4,Seamus Malone,F,DBQ,17.86,113,49,39,16,88,104,371,13.345,0.435,0.345,0.14,0.78,0.92,3.275
5,Griffen Molino,F,SF/MUS,20.15,116,26,41,36,67,103,267,9.41,0.23,0.355,0.31,0.58,0.89,2.31
6,Tyler Sheehy,F,WAT/USA/YNG,18.32,106,38,39,25,77,102,378,10.335,0.36,0.365,0.235,0.73,0.965,3.555
7,Matheson Iacopelli,F,MUS,19.838,114,64,25,11,89,100,503,12.47,0.56,0.22,0.095,0.78,0.875,4.405
8,Chris Wilkie,F,TC,17.682,116,52,23,16,75,91,471,10.825,0.445,0.2,0.135,0.645,0.78,4.04
9,Josh Melnick,F,YNG,18.685,112,21,46,23,67,90,155,13.47,0.18,0.405,0.2,0.585,0.785,1.36
10,Cooper Marody,F,MUS/SF,17.236,110,31,41,16,72,88,232,12.975,0.29,0.38,0.145,0.67,0.82,2.125
11,Kiefer Sherwood,F,YNG,18.962,115,42,22,24,64,88,329,12.34,0.36,0.19,0.21,0.545,0.755,2.835
12,Jakob Forsbacka-Karlsson,F,OMA,17.374,110,26,35,25,61,86,232,11.195,0.24,0.325,0.235,0.57,0.805,2.13
13,Mason Bergh,F,CHI,19.03,112,32,38,16,70,86,258,12.1,0.29,0.345,0.145,0.635,0.78,2.315
14,Jake Randolph,F,OMA,19.524,60,26,35,25,61,86,121,21.49,0.43,0.58,0.42,1.02,1.43,2.02
15,Brandon Montour,D,WAT,19.93,77,20,43,20,63,83,249,8.835,0.29,0.55,0.29,0.84,1.135,3.295
16,Dakota Joshua,F,SF,17.836,107,37,26,19,63,82,237,15.8,0.345,0.245,0.175,0.59,0.77,2.225
17,Denis Smirnov,F,IND/FGO,16.593,100,33,30,18,63,81,258,13.055,0.33,0.305,0.18,0.635,0.81,2.56
18,Andrew Oglevie,F,CR,19.079,99,33,28,20,61,81,213,15.265,0.33,0.28,0.2,0.615,0.815,2.145
19,Dylan Gambrell,F,DBQ,17.554,114,30,24,27,54,81,234,12.805,0.265,0.21,0.235,0.475,0.71,2.06
20,Fredrik Olofsson,F,GB/CHI,17.804,109,33,26,22,59,81,237,12.34,0.295,0.235,0.195,0.53,0.725,2.145
21,Robby Jackson,F,CHI/DBQ,16.566,104,42,23,15,65,80,337,12.135,0.395,0.225,0.16,0.62,0.78,3.255
22,Mikey Eyssimont,F,FGO/SF,17.516,118,36,27,16,63,79,319,11.145,0.305,0.23,0.135,0.53,0.67,2.7
23,Garrett Gamez,F,TC,19.077,101,21,36,21,57,78,235,9.4,0.225,0.365,0.21,0.585,0.8,2.335
24,Tanner Karty,F,DM,19.561,119,37,25,15,62,77,304,12.22,0.315,0.21,0.125,0.525,0.65,2.555
25,John Ernsting,F,CHI,19.04,120,22,31,24,53,77,196,11.535,0.185,0.26,0.2,0.445,0.64,1.63
26,Brett Boeing,F,DBQ,19.17,112,38,18,18,56,74,314,11.49,0.33,0.16,0.16,0.49,0.65,2.75
27,Dylan McLaughlin,F,CR,18.78,120,16,34,23,50,73,203,7.965,0.13,0.285,0.19,0.415,0.61,1.695
28,Brock Boeser,F,SC/WAT,17.053,65,38,19,16,57,73,265,13.51,0.495,0.22,0.19,0.715,0.905,3.615
29,Robert Carpenter,F,SC,17.623,69,40,19,13,59,72,236,19.085,0.57,0.25,0.2,0.825,1.025,3.055
30,Neal Pionk,D,SC,18.632,107,9,34,28,43,71,250,3.465,0.085,0.32,0.265,0.405,0.67,2.34
