,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Cedar Rapids RoughRiders,297,167,58.306,1065,789,276,53.336,9671,9312,359,10.472,0.914,101.8
1,Omaha Lancers,297,165,55.554,1035,824,211,53.684,9636,8333,1303,10.711,0.9,100.726
2,Lincoln Stars,298,164,54.921,1039,861,178,53.852,9957,8823,1134,9.519,0.91,100.556
3,Waterloo Black Hawks,295,148,54.606,959,846,113,54.255,9679,8011,1668,10.665,0.896,100.283
4,Sioux Falls Stampede,295,142,50.085,903,864,39,47.33,8612,9278,-666,10.42,0.907,101.036
5,Indiana Ice,296,132,52.192,951,999,-48,50.235,8925,9202,-277,11.06,0.9,101.018
6,Tri-City Storm,298,115,39.77,828,991,-163,47.468,8933,8273,660,8.823,0.878,96.623
7,Green Bay Gamblers,298,115,50.354,845,971,-126,50.135,8691,9337,-646,10.252,0.9,100.198
8,Chicago Steel,299,106,46.742,873,1077,-204,47.35,8814,10412,-1598,10.16,0.894,99.634
9,Des Moines Buccaneers,299,93,40.787,883,1095,-212,46.2,9398,9987,-589,9.135,0.888,97.832
10,Sioux City Musketeers,226,90,48.82,726,741,-15,48.6,7154,7536,-382,10.034,0.9,100.085
11,Souix City Musketeers,57,34,57.49,215,159,56,49.61,1698,1725,-27,12.14,0.91,103.14
12,Ohio Jr Blue Jackets,113,34,39.87,287,422,-135,42.93,3049,4016,-967,8.995,0.897,98.71
13,Fargo Force,60,32,54.26,191,161,30,50.39,1803,1775,28,10.29,0.912,101.53
