,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Zach Hamill,C,EVT,17.977,69,32,39,22,71,93,0.46,0.57,0.32,1.03,1.35
1,Zach Boychuk,C,LET,16.948,69,31,40,20,71,91,0.45,0.58,0.29,1.03,1.32
2,Steve DaSilva,C,KTN,19.595,71,38,31,22,69,91,0.54,0.44,0.31,0.97,1.28
3,Ryan White,C,CGY,18.497,72,34,34,21,68,89,0.47,0.47,0.29,0.94,1.24
4,Codey Burki,C,BRN,18.829,70,36,36,13,72,85,0.51,0.51,0.19,1.03,1.21
5,Martin Hanzal,LW,RDR,19.568,60,26,38,21,64,85,0.43,0.63,0.35,1.07,1.42
6,Mitch Fadden,C,LET,18.451,71,36,34,14,70,84,0.51,0.48,0.2,0.99,1.18
7,Mark Santorelli,LW,CWK,18.109,72,29,38,15,67,82,0.4,0.53,0.21,0.93,1.14
8,Riley Holzapfel,C,M.J,18.076,72,39,21,22,60,82,0.54,0.29,0.31,0.83,1.14
9,Mark Derlago,LW,BRN,20.66,72,46,22,13,68,81,0.64,0.31,0.18,0.94,1.12
10,Aaron Gagnon,C,SEA,20.395,59,42,20,18,62,80,0.71,0.34,0.31,1.05,1.36
11,Brock Nixon,C,KAM,19.612,67,35,20,24,55,79,0.52,0.3,0.36,0.82,1.18
12,Peter Mueller,C,EVT,18.421,51,21,34,23,55,78,0.41,0.67,0.45,1.08,1.53
13,Colton Yellow Horn,LW,TRI,19.365,59,40,18,19,58,77,0.68,0.31,0.32,0.98,1.31
14,Ryan Menei,RW,SAS,20.126,71,35,19,23,54,77,0.49,0.27,0.32,0.76,1.08
15,Ryan Russell,LW,KTN,19.373,58,30,28,18,58,76,0.52,0.48,0.31,1.0,1.31
16,Robert Klinkhammer,LW,BRN/SEA/POR,20.093,66,33,21,19,54,73,0.5,0.32,0.29,0.82,1.11
17,Andrew Bailey,RW,KTN,18.382,72,30,22,20,52,72,0.42,0.31,0.28,0.72,1.0
