,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Calgary Hitmen,1080,618,54.701,3834,3066,768,52.57,33862,29638,4224,10.715,0.901,100.823
1,Kootenay Ice,1080,599,50.414,3584,3083,501,50.552,33530,31136,2394,9.429,0.905,99.86
2,Kelowna Rockets,1080,570,56.797,3514,3054,460,51.389,33178,30116,3062,11.504,0.909,102.374
3,Brandon Wheat Kings,1080,563,46.593,3816,3474,342,47.687,34275,32750,1525,9.923,0.896,99.542
4,Tri-City Americans,1080,556,55.235,3644,3375,269,50.966,33855,33206,649,10.862,0.909,101.648
5,Kamloops Blazers,1080,545,55.22,3547,3425,122,53.094,32920,33303,-383,10.659,0.904,100.956
6,Spokane Chiefs,1080,545,55.189,3505,3169,336,54.732,34653,30896,3757,10.25,0.897,99.928
7,Red Deer Rebels,1080,533,49.997,3245,3076,169,49.493,32778,31491,1287,8.596,0.916,100.246
8,Medicine Hat Tigers,1080,524,52.464,3751,3562,189,49.358,33292,33413,-121,10.494,0.908,101.331
9,Swift Current Broncos,1080,520,48.488,3329,3283,46,48.956,32757,32676,81,9.142,0.908,99.908
10,Saskatoon Blades,1080,501,54.906,3370,3491,-121,51.876,32597,34550,-1953,10.514,0.906,101.091
11,Moose Jaw Warriors,1080,485,47.034,3504,3668,-164,50.314,33451,34973,-1522,9.009,0.898,98.785
12,Seattle Thunderbirds,1080,468,41.346,3286,3506,-220,46.168,33447,34758,-1311,8.56,0.896,98.138
13,Lethbridge Hurricanes,1080,447,44.628,3278,3607,-329,46.632,31021,32459,-1438,9.165,0.901,99.18
14,Regina Pats,1080,442,44.86,3234,3702,-468,45.35,31154,34135,-2981,10.284,0.897,99.939
15,Vancouver Giants,864,426,46.211,2839,2625,214,52.142,27301,23850,3451,9.709,0.876,97.356
16,Prince Albert Raiders,1080,424,46.896,3225,3835,-610,49.296,33054,35362,-2308,9.253,0.898,99.04
17,Prince George Cougars,1080,418,40.204,3174,3856,-682,47.072,32648,35360,-2712,8.383,0.89,97.323
18,Everett Silvertips,720,321,42.12,1895,1959,-64,43.965,19813,22265,-2452,8.856,0.904,99.309
19,Portland Winter Hawks,792,294,36.008,2153,2871,-718,43.237,22826,25976,-3150,8.122,0.89,97.206
20,Portland Winterhawks,288,189,61.665,1220,859,361,56.202,11146,9280,1866,10.86,0.912,102.102
21,Edmonton Oil Kings,432,188,59.092,1348,1342,6,55.57,13680,13195,485,10.192,0.912,101.42
22,Chilliwack Bruins,360,119,45.386,953,1240,-287,45.052,9769,11701,-1932,10.138,0.901,100.157
23,Victoria Royals,144,51,44.31,448,568,-120,47.07,4147,4665,-518,10.55,0.881,98.635
