,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
48,Alexis D'Aoust,RW,SHA,18.576,249,84,62,35,146,181,648,12.961,0.452,0.368,0.181,0.822,1.0,3.26,28,80,32.905
49,Nicolas Roy,C,CHI/SHE,17.347,196,80,61,40,141,181,530,10.33,0.335,0.225,0.145,0.56,0.708,2.527,2059,3834,51.075
50,Mathieu Lemay,RW,ROU,18.865,250,86,58,35,144,179,704,12.801,0.448,0.27,0.172,0.718,0.89,3.291,22,69,39.798
51,Mikhail Grigorenko,C,QUE,18.585,115,85,52,41,137,178,398,21.5,0.722,0.512,0.38,1.232,1.62,3.35,1185,2243,55.525
52,Samuel Blais,LW,VIC/CHA,18.496,149,71,64,43,135,178,400,16.925,0.44,0.41,0.272,0.852,1.125,2.578,14,43,35.707
53,William Carrier,LW,CAP/DRU,17.988,166,65,64,48,129,177,588,10.68,0.385,0.392,0.288,0.782,1.065,3.673,21,48,37.66
54,Matthew Boudreau,C,HAL/VIC/SHA/BAT,19.77,192,77,59,40,136,176,484,14.397,0.363,0.328,0.19,0.69,0.88,2.542,786,1763,45.282
55,Dmytro Timashov,LW,QUE/SHA,18.455,123,41,78,56,119,175,272,15.065,0.34,0.64,0.455,0.98,1.425,2.23,7,14,52.085
56,Jeremy Gregoire,RW,CHI/BAC,18.154,220,89,58,25,147,172,672,13.058,0.515,0.366,0.15,0.881,1.031,4.008,830,1494,55.73
57,Sven Andrighetto,RW,ROU,18.987,115,67,65,40,132,172,459,14.575,0.58,0.58,0.36,1.16,1.52,4.0,162,327,49.31
58,Guillaume Gelinas,D,VDO/SHA/BLB,19.536,204,39,67,65,106,171,623,3.786,0.141,0.246,0.203,0.386,0.589,2.036,0,0,0.0
59,Alexandre Goulet,C,CHA/VIC,18.696,194,94,49,26,143,169,500,19.045,0.493,0.265,0.135,0.762,0.892,2.608,833,1613,51.058
60,Anton Zlobin,LW,SHA/VDO,19.061,127,69,56,42,125,167,370,18.54,0.545,0.45,0.335,0.985,1.32,2.91,2,6,16.665
61,Danny Moynihan,C,HAL/SHA,19.021,197,78,60,28,138,166,515,14.725,0.435,0.33,0.132,0.765,0.898,2.79,1864,3300,56.155
62,Matt Murphy,D,VDO/HAL/QUE/SNB,19.438,321,34,56,76,90,166,534,6.614,0.14,0.212,0.268,0.351,0.619,2.056,1,3,6.25
63,Alex Saulnier,C,MON,19.54,126,59,54,52,113,165,323,18.62,0.47,0.435,0.415,0.905,1.32,2.56,1770,3170,55.585
64,Brandon Hynes,RW,VIC/BAT/VDO,19.502,124,78,49,35,127,162,561,13.89,0.63,0.395,0.28,1.025,1.31,4.53,7,15,46.43
65,Allain Saulnier,RW,MON,19.54,132,57,70,35,127,162,408,14.02,0.43,0.53,0.265,0.96,1.23,3.09,266,607,43.6
66,Julien Gauthier,RW,VDO,17.168,184,88,44,28,132,160,533,16.388,0.558,0.248,0.118,0.8,0.918,3.152,7,29,23.208
67,Marc-Olivier Brouillard,RW,DRU/BAT/GAT,19.834,145,56,66,38,122,160,459,14.022,0.372,0.41,0.32,0.782,1.102,2.735,55,103,25.608
68,Philippe Maillet,C,VIC,19.354,127,58,65,36,123,159,503,11.74,0.455,0.51,0.285,0.97,1.255,3.955,951,2006,47.405
69,Nathan Noel,C,SNB,17.485,190,61,56,41,117,158,430,13.785,0.322,0.312,0.22,0.635,0.855,2.402,1558,3040,51.148
70,Matthew Highmore,C,SNB,18.675,225,56,57,45,113,158,618,9.503,0.266,0.31,0.23,0.572,0.802,2.735,2070,4117,50.972
71,Pierre-Maxime Poudrier,C,CHI/QUE/VDO,19.468,253,66,52,40,118,158,435,15.927,0.325,0.286,0.191,0.612,0.798,1.965,1996,3864,51.298
72,Philippe Halley,LW,VIC,19.77,133,83,49,25,132,157,428,19.975,0.625,0.37,0.19,0.995,1.18,3.215,127,289,40.64
73,Andrew Ryan,LW,HAL/BAT,19.791,221,76,47,34,123,157,489,14.501,0.335,0.229,0.142,0.57,0.706,2.306,404,916,44.732
74,Evgeny Svechnikov,RW,CAP,18.373,105,64,46,47,110,157,356,17.995,0.61,0.44,0.45,1.05,1.5,3.395,372,741,48.775
75,Phillip Danault,C,VIC/MON,19.056,118,41,58,57,99,156,396,10.41,0.35,0.495,0.49,0.845,1.335,3.39,1481,2832,52.51
76,Francis Beauvillier,LW,RIM/ROU/SHA,19.149,195,75,44,35,119,154,553,13.228,0.373,0.248,0.198,0.625,0.825,2.825,618,1172,54.51
77,Nathan MacKinnon,C,HAL,16.54,102,63,53,37,116,153,410,15.375,0.63,0.545,0.35,1.175,1.52,4.085,996,1974,50.54
78,Alex Dostie,C,GAT,17.674,170,56,48,48,104,152,326,16.902,0.358,0.312,0.335,0.67,1.002,2.165,722,1619,45.085
79,Michael Beaudry,C,VDO/BAT,19.891,134,54,49,48,103,151,366,14.625,0.405,0.365,0.36,0.77,1.13,2.735,1139,2241,50.68
80,Adam Chapman,LW,GAT/QUE/BAT/DRU,19.81,220,59,49,43,108,151,433,13.181,0.267,0.22,0.156,0.488,0.646,2.044,1030,1904,55.062
81,Olivier Archambault,LW,DRU/QUE,19.828,147,68,51,32,119,151,420,16.672,0.47,0.365,0.245,0.835,1.08,2.812,383,741,51.71
82,Josh Currie,C,PEI,19.379,136,79,40,31,119,150,475,16.385,0.58,0.295,0.23,0.875,1.105,3.495,1639,3325,49.295
83,Bronson Beaton,C,CAP/SHA/MON/BAT/QUE,19.668,314,63,46,41,109,150,601,11.085,0.296,0.172,0.174,0.468,0.637,2.468,1662,3202,52.486
84,Scott Oke,LW,RIM/SNB/BAT,19.751,189,59,56,34,115,149,421,13.242,0.302,0.277,0.175,0.578,0.755,2.355,141,318,45.225
85,Ryan Penny,C,MON/ROU,19.142,261,77,41,31,118,149,600,13.592,0.351,0.208,0.18,0.559,0.739,2.57,1871,3884,48.748
86,Matej Beran,RW,PEI/SHE/CHA,19.094,178,65,55,29,120,149,481,12.925,0.36,0.267,0.167,0.63,0.798,2.77,98,209,38.945
87,Vincent Dunn,LW,VDO/GAT/RIM,18.129,205,80,39,29,119,148,495,14.639,0.43,0.179,0.144,0.614,0.756,2.902,584,1198,50.979
88,Sebastien Sylvestre,C,CHI/RIM,19.19,164,61,53,34,114,148,463,12.05,0.36,0.322,0.218,0.685,0.9,2.932,516,1070,45.002
89,Taylor Burke,RW,GAT/MON/QUE,19.358,217,67,42,37,109,146,379,16.422,0.306,0.195,0.19,0.495,0.685,1.85,2537,4714,55.004
90,Guillaume Asselin,RW,CHI,19.516,136,60,46,39,106,145,377,17.365,0.445,0.34,0.285,0.78,1.065,2.775,20,44,45.75
91,Loik Leveille,D,BAC/CHI/CAP,18.096,248,40,52,53,92,145,572,7.534,0.2,0.244,0.229,0.444,0.672,2.608,0,0,0.0
92,Brent Andrews,C,HAL,19.904,191,56,56,32,112,144,471,12.455,0.328,0.34,0.165,0.67,0.84,2.665,1978,3540,55.43
93,Pierre-Luc Dubois,LW,CAP,16.728,116,52,60,32,112,144,342,13.615,0.435,0.51,0.275,0.94,1.215,2.885,496,1016,45.73
94,Frederik Gauthier,C,RIM,18.64,153,56,54,34,110,144,335,16.947,0.385,0.342,0.182,0.732,0.912,2.3,1956,3942,50.968
95,Spencer Smallman,RW,SNB,18.14,233,56,46,42,102,144,393,14.356,0.276,0.214,0.202,0.49,0.696,1.835,213,547,37.838
96,Alexandre Lavoie,C,CAP/CHI/RIM,19.327,128,59,48,36,107,143,282,21.33,0.46,0.38,0.28,0.84,1.12,2.21,1169,2172,53.11
97,Julien Nantel,C,ROU,18.148,188,63,47,32,110,142,524,14.882,0.37,0.231,0.172,0.599,0.771,2.832,1041,2131,42.87
98,Samuel Henley,C,VDO,19.392,172,65,43,33,108,141,369,18.21,0.442,0.28,0.255,0.72,0.978,2.332,253,585,42.02
99,Cameron Darcy,C,CAP/SHE,20.04,121,56,48,37,104,141,411,13.56,0.46,0.39,0.31,0.85,1.155,3.41,1188,2240,53.025
100,Samuel Hodhod,LW,BLB/CHI,19.709,186,49,55,37,104,141,320,14.022,0.26,0.315,0.214,0.575,0.79,1.889,285,719,28.708
101,Alex Barre-Boulet,C,DRU,17.82,133,58,56,26,114,140,343,16.78,0.44,0.42,0.2,0.86,1.06,2.59,1303,2610,49.615
102,Matthew Bissonnette,LW,BAT,20.165,112,52,44,44,96,140,376,13.305,0.445,0.4,0.4,0.845,1.245,3.32,367,694,53.085
103,Charles-Eric Legare,RW,RIM/CAP/SHE/VIC,19.413,194,69,46,23,115,138,490,12.524,0.31,0.241,0.098,0.551,0.654,2.268,18,55,27.066
104,Alexis Pepin,RW,PEI/CHA/GAT/VDO,18.519,233,76,32,30,108,138,546,14.431,0.35,0.158,0.146,0.509,0.653,2.435,331,765,53.562
105,Alexandre Carrier,D,GAT,18.061,242,29,81,27,110,137,388,8.625,0.16,0.399,0.122,0.56,0.682,1.756,0,4,0.0
106,Kurt Etchegary,C,QUE,18.967,208,53,44,40,97,137,433,12.974,0.304,0.256,0.218,0.56,0.778,2.325,1948,3562,55.035
107,Stefan Fournier,RW,VIC/HAL,19.877,130,67,39,31,106,137,411,16.465,0.515,0.3,0.24,0.815,1.055,3.155,137,287,47.405
108,Jean-Christophe Beaudin,C,ROU,17.72,130,47,47,41,94,135,306,11.885,0.337,0.29,0.275,0.625,0.9,2.09,615,1202,36.46
109,Mathieu Ayotte,RW,VIC,18.538,191,54,58,23,112,135,381,14.49,0.336,0.346,0.148,0.681,0.829,2.32,115,341,30.649
110,Frederick Gaudreau,C,SHA/DRU,19.626,195,50,53,31,103,134,404,12.54,0.322,0.305,0.172,0.622,0.8,2.305,1690,3154,54.388
111,Giovanni Fiore,LW,BAT/DRU/SHA/CAP,18.214,220,62,39,33,101,134,537,11.166,0.326,0.212,0.17,0.539,0.709,2.775,42,91,41.901
112,Jan Mandat,C,VIC/VDO,19.076,180,49,46,38,95,133,446,10.978,0.285,0.29,0.235,0.578,0.808,2.582,1179,2521,46.412
113,Dennis Yan,LW,SHA,17.921,121,65,35,33,100,133,390,16.67,0.54,0.29,0.275,0.83,1.095,3.225,15,34,41.785
114,Alexandre Ranger,RW,BAC/CHI,18.203,224,65,39,29,104,133,511,12.229,0.35,0.224,0.156,0.582,0.738,2.866,58,144,43.569
115,Gabriel Gagne,RW,VIC/SHA,17.968,177,68,30,34,98,132,561,11.886,0.36,0.164,0.188,0.531,0.719,3.049,14,39,29.682
116,Felix Girard,C/LW,BAC/DRU,19.617,195,43,59,30,102,132,458,10.125,0.19,0.221,0.138,0.406,0.545,1.969,2414,3880,64.722
117,Carl Neill,D,SHE,18.318,253,29,48,55,77,132,471,5.912,0.129,0.227,0.274,0.36,0.632,2.186,2,5,29.165
118,Cedric Paquette,C,BLB,18.59,126,58,41,32,99,131,445,13.595,0.46,0.325,0.255,0.785,1.04,3.53,1282,2468,51.925
119,Yannick Veilleux,RW,SHA/MON,19.061,124,61,30,40,91,131,461,13.44,0.49,0.245,0.32,0.73,1.05,3.69,9,23,37.255
120,Joey Ratelle,LW,DRU,18.594,223,72,34,25,106,131,503,14.198,0.382,0.189,0.176,0.571,0.748,2.606,24,72,28.945
121,Gabriel Slight,RW,ROU/SHA/DRU,19.356,224,68,42,20,110,130,452,15.199,0.329,0.206,0.103,0.535,0.64,2.204,9,22,47.5
122,Michael Carcone,LW,DRU,18.824,116,59,46,25,105,130,329,16.295,0.475,0.39,0.215,0.87,1.085,2.73,38,97,37.025
123,Jean-Francois Plante,RW,RIM/VIC/SHE,19.464,181,77,21,32,98,130,475,15.845,0.485,0.12,0.182,0.61,0.792,2.805,613,1365,42.51
124,Mathieu Brisebois,D,ROU,19.913,132,36,50,43,86,129,272,13.295,0.275,0.38,0.33,0.655,0.98,2.06,3,4,37.5
125,Christophe Boivin,LW,BAT,18.838,187,59,42,28,101,129,590,10.098,0.37,0.277,0.158,0.643,0.805,3.51,64,163,43.78
126,Clark Bishop,C,CAP,18.59,202,57,45,27,102,129,427,14.497,0.334,0.262,0.149,0.595,0.741,2.235,1136,2512,47.573
127,Filip Chlapik,C,CHA,17.784,116,45,46,38,91,129,340,12.6,0.375,0.405,0.325,0.78,1.105,2.92,792,1616,49.04
128,Kameron Kielly,C,GAT/CHA,17.88,241,43,49,36,92,128,436,10.364,0.238,0.292,0.165,0.529,0.694,2.179,1412,2641,53.046
129,Jonathan Bourcier,LW,GAT/CHI,17.952,203,58,35,35,93,128,380,16.865,0.339,0.209,0.218,0.55,0.769,2.031,388,858,39.078
130,Yakov Trenin,C,GAT,18.17,115,44,40,44,84,128,397,11.005,0.385,0.35,0.38,0.73,1.115,3.455,1005,1710,53.685
131,Raphael Lafontaine,C,GAT/BAT/SHE,18.906,257,60,40,26,100,126,579,9.874,0.229,0.158,0.084,0.386,0.47,2.301,2180,4459,49.321
132,Mathieu Joseph,RW,SNB,17.846,147,55,43,28,98,126,364,12.985,0.382,0.312,0.205,0.698,0.9,2.62,115,239,49.305
133,Julien Pelletier,LW,CAP/ROU/SHE,18.34,187,63,34,28,97,125,359,15.985,0.336,0.149,0.135,0.486,0.624,2.034,31,65,46.326
134,Cameron Askew,RW,DRU/MON,17.591,196,54,31,39,85,124,402,13.185,0.325,0.178,0.215,0.505,0.715,2.265,751,1703,42.285
135,Yanni Gourde,LW,VIC,19.751,68,37,51,36,88,124,186,19.89,0.54,0.75,0.53,1.29,1.82,2.74,229,489,46.83
136,Mark Simpson,C,MON/BAT,19.52,168,45,54,25,99,124,448,9.018,0.25,0.31,0.149,0.568,0.709,2.47,2252,4121,54.115
137,Olivier LeBlanc,D,SNB/CAP,18.702,233,23,53,45,76,121,431,5.084,0.094,0.254,0.215,0.346,0.564,1.892,0,0,0.0
138,Jeremy Roy,D,SHE,17.59,155,25,51,45,76,121,386,6.0,0.148,0.355,0.28,0.502,0.785,2.455,1,1,25.0
139,Alexandre Comtois,RW,QUE/SHE,19.888,136,44,46,31,90,121,345,12.915,0.32,0.34,0.23,0.66,0.89,2.54,385,784,50.23
140,Ryan Culkin,D,QUE/DRU,19.001,192,19,49,52,68,120,338,5.985,0.103,0.268,0.285,0.372,0.658,1.858,0,3,0.0
141,Stephen Johnson,C,MON,19.761,226,49,40,30,89,119,424,11.479,0.275,0.199,0.173,0.468,0.64,2.17,1020,2254,44.726
142,Petr Straka,RW,RIM/BAC,19.751,109,59,36,24,95,119,397,14.395,0.54,0.325,0.22,0.87,1.09,3.63,12,29,41.105
143,Gabriel Desjardins,LW,QUE/HAL/ROU,19.349,129,55,36,28,91,119,351,15.575,0.425,0.28,0.215,0.7,0.915,2.715,71,171,42.165
144,Tomas Hyka,RW,GAT,18.982,99,40,35,43,75,118,287,13.965,0.405,0.35,0.435,0.755,1.19,2.9,25,85,28.92
145,Samuel Girard,D,SHA,16.845,131,15,50,52,65,117,144,10.13,0.115,0.38,0.395,0.495,0.885,1.095,0,2,0.0
146,Vaclav Karabacek,RW,GAT/BAC/MON,18.621,171,56,35,26,91,117,498,11.625,0.342,0.192,0.135,0.535,0.67,2.978,12,28,32.88
147,Nick Sorensen,RW,QUE,18.147,98,56,38,23,94,117,316,19.582,0.612,0.373,0.238,0.992,1.23,3.16,60,138,31.835
148,Jonathan Huberdeau,LW,SNB,18.782,67,46,49,22,95,117,237,19.215,0.67,0.725,0.325,1.395,1.725,3.56,119,236,50.975
149,Ryan Tesink,RW,SNB/BLB,19.57,124,43,44,30,87,117,297,14.535,0.332,0.342,0.235,0.673,0.912,2.31,120,307,39.66
150,Stephen Anderson,RW,SNB/VDO/CAP,18.854,187,55,35,26,90,116,479,12.484,0.34,0.232,0.119,0.578,0.696,2.814,344,691,51.825
151,Brandon Gignac,C,SHA,17.104,183,38,49,28,87,115,330,11.23,0.238,0.29,0.15,0.532,0.678,2.018,1076,1918,56.268
152,Tommy Giroux,C,BLB/DRU,19.806,136,54,38,22,92,114,262,20.61,0.395,0.275,0.165,0.68,0.84,1.93,743,1568,47.86
153,Bradley Kennedy,RW,CHA,18.728,195,50,32,32,82,114,378,13.71,0.29,0.185,0.18,0.478,0.662,2.185,104,236,44.748
154,Dominic Talbot-Tassi,D,DRU/SHE/BLB/MON,19.703,201,26,47,41,73,114,268,8.27,0.12,0.27,0.222,0.395,0.62,1.348,0,0,0.0
155,Raphael Corriveau,RW,QUE/CAP/BAT,19.47,253,60,32,21,92,113,549,11.541,0.265,0.126,0.076,0.39,0.465,2.391,22,79,26.342
156,Martin Frk,RW,HAL,18.445,90,51,41,21,92,113,265,19.13,0.545,0.415,0.22,0.96,1.175,2.855,2,12,16.67
157,Carl Gelinas,C,BAC,20.107,114,44,43,26,87,113,342,12.83,0.385,0.375,0.23,0.765,0.995,3.0,194,369,51.185
158,Shawn Ouellette-St-Amant,LW,VDO,18.074,194,46,42,25,88,113,380,12.695,0.275,0.248,0.155,0.528,0.682,2.105,430,826,53.01
159,Maxime Fortier,D/RW,RIM/QUE/VIC/HAL,17.252,201,40,43,30,83,113,420,8.095,0.265,0.243,0.224,0.511,0.734,2.625,119,324,24.62
160,Carl-Antoine Delisle,LW,VIC,19.494,192,48,38,26,86,112,410,11.605,0.262,0.217,0.135,0.48,0.612,2.252,1323,2722,48.63
161,Martin Reway,LW,GAT,18.142,90,42,32,38,74,112,268,15.72,0.47,0.36,0.43,0.825,1.25,2.985,158,323,49.895
162,Raphael Bussieres,LW,BAC,18.36,116,50,34,28,84,112,342,14.58,0.43,0.29,0.24,0.72,0.96,2.935,87,207,42.0
163,Frederic Allard,D,CHI,16.968,187,20,46,46,66,112,341,6.08,0.135,0.272,0.268,0.408,0.675,1.99,1,5,25.0
164,Tim Wieser,LW,SHE,19.03,115,53,33,24,86,110,292,17.395,0.45,0.29,0.21,0.745,0.945,2.5,15,41,39.41
165,Matthew Boudens,C,DRU,19.256,170,48,27,35,75,110,374,12.562,0.29,0.165,0.213,0.452,0.665,2.268,515,1107,46.215
166,Tyler Boland,C,RIM,18.258,178,49,34,26,83,109,339,14.91,0.295,0.198,0.15,0.49,0.645,2.037,1414,2797,49.295
167,Carl Marois,LW,BAT/VIC,19.104,221,54,34,21,88,109,372,15.288,0.277,0.186,0.103,0.464,0.569,1.866,20,56,31.36
168,Logan Shaw,RW,QUE/CAP,19.445,127,46,41,22,87,109,421,10.885,0.36,0.32,0.165,0.68,0.845,3.31,385,814,46.21
169,Jeremie Fraser,D,BAT/VDO,19.156,222,19,39,51,58,109,336,6.479,0.145,0.295,0.3,0.439,0.738,1.964,2,6,54.166
170,Jess Tanguy,C,BLB/RIM,19.94,94,31,40,38,71,109,303,10.56,0.32,0.415,0.41,0.735,1.145,3.06,641,1343,46.165
171,Thomas Chabot,D,SNB,17.874,168,24,45,39,69,108,344,6.48,0.165,0.295,0.27,0.465,0.735,2.41,0,0,0.0
172,Randy Gazzola,D,HAL/VDO,19.507,135,23,38,46,61,107,294,7.515,0.17,0.28,0.34,0.45,0.79,2.175,0,1,0.0
173,Mathieu Gagnon,D,GAT/CHI/SHA,19.539,160,26,41,40,67,107,371,5.88,0.14,0.217,0.223,0.357,0.577,2.15,0,1,0.0
174,Ryan MacKinnon,D,RIM/CHA,19.153,252,20,38,49,58,107,342,5.788,0.108,0.188,0.254,0.294,0.542,1.691,0,0,0.0
175,Dylan Labbe,D,SHA,18.808,193,31,35,40,66,106,332,9.27,0.169,0.21,0.192,0.379,0.57,1.641,0,1,0.0
176,Kevin Gagne,D,SNB/RIM,19.921,130,26,40,40,66,106,316,8.295,0.2,0.315,0.315,0.515,0.83,2.475,5,10,27.78
177,Denis Kamaev,RW,ROU/SHE,18.029,131,37,42,27,79,106,300,12.28,0.28,0.32,0.205,0.6,0.81,2.29,7,21,33.33
178,Kay Schweri,RW,SHE,18.214,87,21,51,32,72,104,134,15.625,0.245,0.555,0.37,0.8,1.17,1.58,1,5,50.0
179,Victor Provencher,LW,PEI/CHI,19.291,193,51,24,29,75,104,398,11.438,0.232,0.122,0.15,0.355,0.505,2.135,66,171,40.845
180,Cedrick Henley,C,VDO,20.181,117,44,37,22,81,103,332,12.89,0.365,0.315,0.19,0.68,0.87,2.775,500,1015,40.515
181,MacKenzie Weegar,D,HAL,19.188,123,20,48,35,68,103,289,6.92,0.165,0.39,0.285,0.555,0.84,2.355,1,6,8.335
