,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,London Knights,408,251,59.912,1633,1203,430,54.402,14812,13215,1597,10.724,0.914,102.043
1,Windsor Spitfires,408,218,49.308,1576,1375,201,50.139,15225,13267,1958,9.795,0.898,99.545
2,Plymouth Whalers,408,210,50.598,1487,1291,196,48.648,14114,14205,-91,9.507,0.914,100.885
3,Guelph Storm,408,209,58.215,1527,1344,183,52.678,14225,13771,454,11.081,0.912,102.266
4,Barrie Colts,408,202,54.305,1510,1342,168,51.133,14016,13945,71,10.387,0.907,101.106
5,Owen Sound Attack,408,189,50.797,1383,1341,42,49.111,14169,14028,141,9.311,0.913,100.568
6,Saginaw Spirit,408,189,50.184,1462,1407,55,49.756,13887,14510,-623,10.044,0.901,100.129
7,Kitchener Rangers,408,185,47.49,1395,1361,34,51.446,14649,14215,434,8.448,0.902,98.625
8,Niagara IceDogs,408,178,48.239,1398,1370,28,50.064,14049,13365,684,9.95,0.894,99.252
9,Oshawa Generals,408,177,53.815,1385,1416,-31,52.618,14173,13634,539,9.398,0.91,100.375
10,Ottawa 67's,408,174,44.454,1468,1477,-9,44.092,13438,14686,-1248,10.597,0.895,100.132
11,Sault Ste. Marie Greyhounds,408,173,52.846,1388,1486,-98,50.518,13092,13793,-701,10.486,0.904,100.836
12,Belleville Bulls,408,168,46.715,1234,1366,-132,49.142,13484,14196,-712,8.602,0.904,98.961
13,Erie Otters,408,167,52.92,1437,1532,-95,50.748,13682,14322,-640,11.189,0.898,100.961
14,Sudbury Wolves,408,160,48.645,1312,1501,-189,49.051,13009,14704,-1695,9.134,0.907,99.836
15,Brampton Battalion,340,154,51.154,999,930,69,56.122,11816,9106,2710,8.138,0.902,98.273
16,Kingston Frontenacs,408,148,48.774,1363,1603,-240,50.764,14142,14824,-682,10.041,0.894,99.378
17,Sarnia Sting,408,145,43.32,1326,1635,-309,43.907,12688,14557,-1869,10.871,0.889,99.745
18,Peterborough Petes,408,142,45.016,1270,1624,-354,48.736,13654,15052,-1398,9.202,0.895,98.647
19,Mississauga St. Michael's Majors,204,99,50.892,637,592,45,49.612,6675,6404,271,9.422,0.91,100.422
20,Mississauga St. Michaels Majors,68,49,62.75,283,168,115,58.69,2543,1790,753,10.78,0.908,101.6
21,Mississauga Steelheads,136,42,41.725,338,475,-137,47.18,4086,4582,-496,8.065,0.901,98.16
22,North Bay Battalion,68,33,53.48,215,187,28,56.44,2378,1835,543,8.73,0.899,98.64
