,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Keith Aucoin,C,LOW/ALB/HER/TOR/CHI,33.863,509,174,300,179,474,653,1258,13.399,0.242,0.45,0.304,0.687,0.993,1.878
1,Chris Bourque,LW,HER/PRO/HFD,29.474,652,218,239,180,457,637,2077,10.641,0.314,0.368,0.25,0.675,0.922,2.952
2,Darren Haydar,RW,MIL/CHI/GR/LE,31.908,567,217,223,164,440,604,1484,12.53,0.306,0.319,0.231,0.632,0.854,2.448
3,Martin St. Pierre,C,NOR/RFD/PRO/BNG/SPR/HAM,28.981,569,157,243,169,400,569,1220,10.718,0.212,0.308,0.249,0.52,0.777,1.922
4,Mark Mancari,RW,RCH/POR/CHI/SA,28.183,692,225,199,135,424,559,2060,8.04,0.222,0.251,0.209,0.474,0.676,2.672
5,Kris Newbury,C,TOR/HFD/GR/CT/HER/ADK/ONT/CHA/BAK,33.572,699,190,229,130,419,549,1730,13.774,0.232,0.196,0.103,0.434,0.531,1.722
6,Alexandre Giroux,LW,HFD/HER/CHI/OKC/SPR,29.264,481,281,149,107,430,537,1764,14.578,0.507,0.308,0.213,0.816,1.029,3.448
7,Corey Locke,C,HAM/HOU/HFD/BNG/CHI/ABB,27.863,561,166,200,159,366,525,1261,10.858,0.223,0.378,0.31,0.603,0.919,2.023
8,T.J. Hensick,C,LE/PEO/HFD/HAM/UTI/CHA/ONT,29.767,570,155,220,148,375,523,1375,10.024,0.221,0.326,0.211,0.547,0.758,2.206
9,Jon DiSalvatore,RW,PEO/SA/LOW/HOU/HER/SYR/SPR,32.964,661,192,175,118,367,485,1604,8.985,0.16,0.239,0.123,0.397,0.518,1.538
10,Travis Morin,C,HER/TEX,31.687,548,157,179,132,336,468,1265,12.964,0.291,0.358,0.2,0.648,0.85,2.244
11,Jeff Taffe,C,HFD/SA/WBS/RCH/RFD/HOU/HER,31.574,582,182,165,116,347,463,1549,11.281,0.286,0.276,0.2,0.56,0.764,2.51
12,Ben Walter,C,PRO/BRI/LOW/LE/ABB,27.355,566,159,182,118,341,459,1214,13.29,0.246,0.323,0.197,0.572,0.769,1.872
13,Brett Sterling,LW,CHI/WBS/PEO/POR,29.903,501,235,131,86,366,452,1427,13.613,0.326,0.214,0.148,0.54,0.694,2.28
14,Cal O'Reilly,C,MIL/WBS/POR/UTI/RCH/TOR,28.868,525,89,213,148,302,450,752,8.678,0.14,0.386,0.234,0.523,0.76,1.588
15,Jason Jaffray,LW,MTB/ABB/STJ,32.213,551,179,158,111,337,448,1303,14.51,0.293,0.213,0.174,0.506,0.68,2.036
16,Chris Conner,LW,IOW/PEO/WBS/GR/POR/HER/LV,31.731,541,164,181,96,345,441,1233,16.043,0.302,0.347,0.179,0.655,0.833,1.935
17,Jason Krog,C,CHI/MTB,33.998,356,128,174,126,302,428,889,11.708,0.284,0.44,0.334,0.718,1.056,2.326
18,Chris Mueller,C,GR/LE/MIL/TEX/HFD/SD/TUC,29.531,578,170,145,95,315,410,1302,13.978,0.294,0.382,0.225,0.674,0.898,2.141
19,Bracken Kearns,C,CLE/MIL/NOR/RFD/SA/WOR/BRI,34.096,665,162,125,108,287,395,1195,14.597,0.288,0.189,0.205,0.476,0.683,1.953
20,Trevor Smith,C,BRI/SYR/SPR/NOR/WBS/TOR/MIL,30.102,527,167,130,98,297,395,1261,12.566,0.251,0.312,0.156,0.564,0.719,2.013
21,T.J. Brennan,D,POR/RCH/TOR/RFD/LV,26.461,519,134,132,113,266,379,1390,10.53,0.29,0.28,0.264,0.571,0.837,2.789
22,Pascal Pelletier,C,PRO/RFD/PEO/SYR/UTI,30.517,478,149,126,98,275,373,1211,13.375,0.252,0.237,0.196,0.494,0.689,1.908
23,Chris Terry,LW,ALB/CHA/STJ,25.941,438,151,126,92,277,369,1162,13.632,0.398,0.326,0.186,0.718,0.905,2.815
24,Andy Miele,C,POR/GR/LV,27.45,420,119,138,111,257,368,831,12.594,0.246,0.318,0.32,0.562,0.884,1.934
25,Andrew Gordon,RW,HER/CHI/SYR/STJ/LV,27.764,502,167,125,74,292,366,1233,12.247,0.278,0.212,0.135,0.485,0.621,2.281
26,Graham Mink,RW,HER/WOR/RCH/PEO/PRO,32.33,461,178,99,87,277,364,1236,14.311,0.322,0.206,0.14,0.53,0.673,2.292
27,Ryan Hamilton,LW,HOU/TOR/OKC/BAK,30.42,603,191,91,73,282,355,1128,16.746,0.352,0.186,0.15,0.539,0.69,2.098
28,Jerome Samson,RW,ALB/CHA/STJ/SYR,26.04,450,161,114,69,275,344,1635,6.078,0.194,0.211,0.118,0.404,0.521,2.708
29,Denis Hamel,LW,BNG/ADK,33.35,420,183,103,57,286,343,1689,8.88,0.35,0.224,0.13,0.574,0.7,3.926
30,Matthew Ford,RW,HFD/LE/HER/ADK/SPR/OKC/BAK/GR,30.938,531,163,94,84,257,341,1284,12.303,0.312,0.211,0.194,0.522,0.716,2.527
31,Trent Whitfield,C,PEO/PRO,34.255,464,144,106,90,250,340,1228,9.359,0.196,0.098,0.108,0.299,0.408,2.039
32,Boyd Kane,LW,HER/PHI,33.42,537,147,111,81,258,339,1000,13.964,0.248,0.172,0.146,0.42,0.566,1.786
33,Pierre-Alexandre Parenteau,RW,POR/NOR/HFD,25.543,308,135,113,84,248,332,1084,13.53,0.49,0.384,0.29,0.874,1.17,3.619
34,Greg Rallo,LW,IOW/MTB/RFD/ALB/TEX/SA,33.056,586,160,98,72,258,330,1466,13.504,0.347,0.2,0.149,0.546,0.69,2.602
35,Jason Akeson,RW,ADK/LV/RCH/BNG,25.318,395,114,120,94,234,328,1058,11.324,0.307,0.32,0.22,0.629,0.845,2.705
36,Danny Syvret,D,HAM/GR/HER/SPR/PHI/ADK/SYR/PEO/HFD/WBS/IA/UTI,29.258,644,63,129,134,192,326,1121,10.147,0.149,0.184,0.092,0.332,0.427,1.534
37,Nick Drazenovic,C,PEO/SPR/WBS/SA,27.674,504,123,117,85,240,325,1096,8.232,0.172,0.192,0.154,0.364,0.522,2.051
38,Jon Matsumoto,C,PHI/ADK/CHA/SA/CHI/WOR,25.932,486,145,120,60,265,325,1132,12.072,0.24,0.168,0.095,0.41,0.506,1.968
39,Clay Wilson,D,GR/POR/SYR/CHI/RCH/ABB,27.463,487,89,117,116,206,322,1127,8.681,0.212,0.208,0.266,0.418,0.686,2.45
40,Andrew Ebbett,C,BNG/POR/IOW/SA/CHI/WBS,30.531,335,106,124,90,230,320,801,16.082,0.347,0.295,0.325,0.636,0.962,2.144
41,Mark Cullen,C,NOR/PHI/GR/MTB/RFD/RCH/SA,31.898,373,111,126,83,237,320,865,10.78,0.21,0.267,0.264,0.476,0.74,2.022
42,Kyle Wilson,C,HER/SA/SPR/MIL/SYR/NOR,26.766,427,149,98,72,247,319,996,11.646,0.292,0.194,0.117,0.487,0.604,2.483
43,Zach Boychuk,LW,ALB/CHA/BAK,24.956,407,141,115,61,256,317,1074,10.71,0.275,0.226,0.096,0.502,0.601,2.523
44,Josh Hennessy,C,CLE/BNG/PRO,25.133,438,142,93,82,235,317,997,14.784,0.316,0.218,0.152,0.53,0.681,2.128
45,Ryan Potulny,C,PHI/SPR/BNG/RFD/HER/HFD,29.031,433,152,91,70,243,313,1221,7.33,0.15,0.13,0.074,0.278,0.354,1.78
46,Colin McDonald,RW,SPR/OKC/WBS/BRI/LV,30.838,572,149,99,65,248,313,1392,13.692,0.314,0.192,0.154,0.504,0.659,2.318
47,David Van der Gulik,LW,OMA/QC/ABB/LE/MCH,30.411,535,137,104,66,241,307,1188,13.086,0.266,0.176,0.102,0.444,0.545,2.019
48,Ryan Craig,LW,SPR/NOR/WBS/LE/CLE,33.688,570,141,104,62,245,307,1129,12.248,0.18,0.131,0.068,0.316,0.382,1.521
49,Jared Ross,C/D,CHI/PHI/ADK/PRO/PEO,26.469,448,101,114,90,215,305,913,6.692,0.136,0.169,0.161,0.305,0.464,1.44
50,Dane Byers,LW,HFD/CT/SA/SPR/OKC/HER,27.567,564,128,110,67,238,305,1014,10.605,0.177,0.119,0.149,0.302,0.446,1.65
51,Garrett Stafford,D,CLE/WOR/GR/TEX/SA/POR/HAM/OKC/HER,31.641,525,75,104,119,179,298,930,6.45,0.102,0.172,0.24,0.272,0.509,1.394
52,Phil Varone,C,RCH/BNG,24.814,392,89,132,77,221,298,800,11.93,0.248,0.362,0.186,0.612,0.796,2.084
53,Tim Kennedy,C,POR/CT/RCH/SA/WOR/HER,28.88,382,75,132,89,207,296,603,10.096,0.135,0.317,0.23,0.447,0.682,1.261
54,Brandon Segal,RW,MIL/NOR/POR/MCH/TEX/RFD/CT/HER,29.184,549,148,75,73,223,296,1335,11.317,0.288,0.196,0.168,0.481,0.648,2.547
55,Blair Jones,C,SPR/NOR/ABB/LV/UTI/CHA,27.969,465,116,108,70,224,294,1285,11.083,0.29,0.176,0.112,0.468,0.58,2.586
56,Ben Street,C,WBS/ABB/LE/SA/GR,28.604,355,123,101,68,224,292,1159,10.928,0.39,0.371,0.243,0.767,1.01,3.694
57,Dustin Jeffrey,C,WBS/TEX/UTI/BRI/SPR,26.44,336,101,110,81,211,292,863,12.394,0.29,0.337,0.253,0.63,0.883,2.367
58,Brett Sutter,C,QC/ABB/CHA/IA/ONT,28.291,678,118,107,62,225,287,1279,11.74,0.215,0.167,0.092,0.385,0.475,1.887
59,Jamie Johnson,C,IOW/BRI/ALB/RCH/GR/HER,30.098,431,97,109,80,206,286,698,13.606,0.183,0.255,0.155,0.441,0.595,1.322
60,Krys Kolanos,RW,WBS/LOW/SA/GR/QC/HOU/ADK/ABB,29.903,294,144,81,57,225,282,1197,11.023,0.442,0.267,0.194,0.709,0.898,3.928
61,Mike Angelidis,C,ALB/NOR/SYR/STK,30.22,681,133,84,63,217,280,1199,10.328,0.164,0.142,0.091,0.31,0.401,1.604
62,Patrick Maroon,LW,PHI/ADK/SYR/NOR,23.428,353,118,92,68,210,278,902,13.513,0.38,0.268,0.162,0.643,0.806,2.699
63,Joe Whitney,LW,POR/ALB/BRI/TUC/SA,27.623,388,114,84,80,198,278,1000,10.994,0.27,0.188,0.223,0.458,0.684,2.369
64,Mike Blunden,RW,NOR/RFD/SYR/SPR/HAM/BNG,28.752,528,131,82,63,213,276,1343,10.637,0.29,0.137,0.125,0.429,0.556,2.659
65,Maxime Fortunus,D,MTB/TEX/IA,32.136,803,74,80,118,154,272,1124,6.026,0.082,0.102,0.113,0.188,0.296,1.4
66,Spencer Machacek,RW,CHI/STJ/SPR/WBS,23.951,415,117,97,58,214,272,1039,12.906,0.296,0.213,0.107,0.509,0.615,2.318
67,Chris Minard,LW,ALB/LOW/WBS/SPR/GR,28.84,370,159,63,50,222,272,1237,12.649,0.46,0.18,0.116,0.632,0.748,3.534
68,Jeff Hoggan,LW,PRO/SA/GR/IA,37.561,562,132,88,50,220,270,1354,8.41,0.141,0.073,0.042,0.215,0.265,1.705
69,Carter Camper,C,PRO/SPR/BNG/HER/ALB,27.21,375,71,100,98,171,269,778,7.953,0.152,0.267,0.274,0.42,0.689,1.964
70,Cole Schneider,LW,BNG/RCH,25.088,353,111,94,63,205,268,859,12.6,0.322,0.31,0.183,0.627,0.815,2.547
71,Kyle Greentree,LW,PHI/QC/RFD/HER,26.865,347,131,73,64,204,268,1009,11.798,0.31,0.187,0.23,0.498,0.729,2.586
72,Michael Kostka,D,RCH/POR/NOR/SA/TOR/RFD/HFD/BNG/STK,29.8,517,50,115,102,165,267,1026,3.142,0.07,0.249,0.165,0.318,0.479,2.184
73,Jamie Tardif,RW,MTB/IOW/GR/PRO/RCH,27.652,489,141,75,50,216,266,1300,12.673,0.362,0.208,0.105,0.577,0.683,2.867
74,Marc-Andre Gragnani,D,RCH/POR/CHA/ALB,26.297,382,51,106,108,157,265,552,5.478,0.072,0.295,0.269,0.367,0.639,1.182
75,Jonathan Marchessault,RW,CT/SPR/SYR,23.781,306,98,99,66,197,263,1018,11.515,0.438,0.306,0.111,0.745,0.858,3.738
