,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Andrew Miller,F,CHI,19.992,58,32,34,16,66,82,180,17.78,0.55,0.59,0.28,1.14,1.41,3.1
1,Craig Smith,F,WAT,19.028,54,28,28,20,56,76,205,13.66,0.52,0.52,0.37,1.04,1.41,3.8
2,Mike Cichy,F,IND/TC,18.191,56,34,28,14,62,76,234,14.53,0.61,0.5,0.25,1.11,1.36,4.18
3,Mike Seidel,F,CR,20.449,59,29,25,19,54,73,212,13.68,0.49,0.42,0.32,0.92,1.24,3.59
4,Stephane Da Costa,F,SC,19.182,48,31,25,11,56,67,238,13.03,0.65,0.52,0.23,1.17,1.4,4.96
5,Kirt Hill,F,LIN,20.649,56,24,19,23,43,66,143,16.78,0.43,0.34,0.41,0.77,1.18,2.55
6,Stanislav Galiev,F,IND,16.663,60,29,21,14,50,64,181,16.02,0.48,0.35,0.23,0.83,1.07,3.02
7,Brandon Richardson,F,IND,20.274,55,21,29,13,50,63,152,13.82,0.38,0.53,0.24,0.91,1.15,2.76
8,Michael Forney,F,GB,20.34,59,26,25,9,51,60,184,14.13,0.44,0.42,0.15,0.86,1.02,3.12
9,Andy Taranto,F,FGO,20.23,60,34,17,8,51,59,209,16.27,0.57,0.28,0.13,0.85,0.98,3.48
10,Louis Leblanc,F,OMA,17.638,60,28,20,11,48,59,190,14.74,0.47,0.33,0.18,0.8,0.98,3.17
11,Terry Broadhurst,F,SF,19.792,60,27,22,9,49,58,180,15.0,0.45,0.37,0.15,0.82,0.97,3.0
12,Danny kristo,F,OMA,18.245,50,22,23,12,45,57,190,11.58,0.44,0.46,0.24,0.9,1.14,3.8
13,Pat Mullane,F,OMA,18.128,54,23,21,13,44,57,112,20.54,0.43,0.39,0.24,0.81,1.06,2.07
14,Matt Leitner,F,FGO,17.802,56,14,31,12,45,57,131,10.69,0.25,0.55,0.21,0.8,1.02,2.34
15,Kyle Flanagan,F,CR,19.71,60,17,31,9,48,57,175,9.71,0.28,0.52,0.15,0.8,0.95,2.92
16,David Eddy,F,SF,18.766,60,21,25,10,46,56,175,12.0,0.35,0.42,0.17,0.77,0.93,2.92
17,CJ Lee,F,GB,19.384,58,26,21,9,47,56,117,22.22,0.45,0.36,0.16,0.81,0.97,2.02
18,Jordan Samuels-Thomas,F,WAT,18.303,59,32,15,7,47,54,153,20.92,0.54,0.25,0.12,0.8,0.92,2.59
19,Dean Chelios,F,CR/CHI,19.174,55,19,19,16,38,54,131,14.5,0.35,0.35,0.29,0.69,0.98,2.38
20,Reed Seckel,F,GB,19.05,60,11,24,17,35,52,100,11.0,0.18,0.4,0.28,0.58,0.87,1.67
21,Jake Hauswirth,F,OMA,20.581,58,28,15,9,43,52,170,16.47,0.48,0.26,0.16,0.74,0.9,2.93
22,William Rapuzzi,F,GB,18.61,58,21,16,14,37,51,151,13.91,0.36,0.28,0.24,0.64,0.88,2.6
23,Matt Donovan,D,CR,18.355,57,19,17,15,36,51,166,11.45,0.33,0.3,0.26,0.63,0.89,2.91
24,Alex Chiasson,F,DM,17.958,56,17,18,15,35,50,170,10.0,0.3,0.32,0.27,0.62,0.89,3.04
25,Eric Alexander,F,LIN/CHI,19.086,60,25,9,15,34,49,195,12.82,0.42,0.15,0.25,0.57,0.82,3.25
26,Ben Miller,F,WAT,19.272,55,22,17,9,39,48,137,16.06,0.4,0.31,0.16,0.71,0.87,2.49
27,Ryan Kretzer,F,LIN,19.995,46,26,12,10,38,48,144,18.06,0.57,0.26,0.22,0.83,1.04,3.13
28,Stephan Vigier,F,SC,18.697,51,15,19,14,34,48,126,11.9,0.29,0.37,0.27,0.67,0.94,2.47
29,Matt White,F,OMA,19.064,60,17,17,13,34,47,156,10.9,0.28,0.28,0.22,0.57,0.78,2.6
30,Torey Krug,D,IND,17.43,59,10,22,15,32,47,93,10.75,0.17,0.37,0.25,0.54,0.8,1.58
31,Ryan Furne,F,GB,18.76,59,22,17,7,39,46,175,12.57,0.37,0.29,0.12,0.66,0.78,2.97
32,Garrett Vermeersch,F,LIN,18.738,56,17,19,9,36,45,145,11.72,0.3,0.34,0.16,0.64,0.8,2.59
33,Eriah Hayes,F,WAT,20.192,59,27,12,6,39,45,159,16.98,0.46,0.2,0.1,0.66,0.76,2.69
34,Ben Arnt,F,OMA,19.004,59,21,18,6,39,45,139,15.11,0.36,0.31,0.1,0.66,0.76,2.36
35,Ryan Walters,F,DM,17.131,60,18,19,7,37,44,177,10.17,0.3,0.32,0.12,0.62,0.73,2.95
36,Anthony DeCenzo,F,TC,19.059,60,18,16,10,34,44,145,12.41,0.3,0.27,0.17,0.57,0.73,2.42
37,Shane Berschbach,F,IND,17.328,56,20,13,11,33,44,109,18.35,0.36,0.23,0.2,0.59,0.79,1.95
38,Lee Moffie,D,WAT,18.467,55,9,15,20,24,44,123,7.32,0.16,0.27,0.36,0.44,0.8,2.24
39,Brett Bruneteau,F,DM,19.702,57,15,17,11,32,43,132,11.36,0.26,0.3,0.19,0.56,0.75,2.32
40,Brock Montpetit,F,WAT,18.453,59,13,15,15,28,43,104,12.5,0.22,0.25,0.25,0.47,0.73,1.76
41,Patrick Divjak,F,SF,19.54,56,15,15,13,30,43,128,11.72,0.27,0.27,0.23,0.54,0.77,2.29
42,Dalton Speelman,F,GB,18.599,57,21,10,11,31,42,128,16.41,0.37,0.18,0.19,0.54,0.74,2.25
43,Robin Bergman,F,CR,20.178,55,22,14,6,36,42,156,14.1,0.4,0.25,0.11,0.65,0.76,2.84
44,Max Cook,F,IND,18.286,60,18,16,8,34,42,141,12.77,0.3,0.27,0.13,0.57,0.7,2.35
45,Mitch Bruijsten,F,SC,19.48,51,16,17,8,33,41,122,13.11,0.31,0.33,0.16,0.65,0.8,2.39
46,Josh Balch,F,CHI/DM,18.626,41,21,12,8,33,41,143,14.69,0.51,0.29,0.2,0.8,1.0,3.49
47,Luke Greiner,F,SF,18.377,59,17,17,5,34,39,166,10.24,0.29,0.29,0.08,0.58,0.66,2.81
48,Michael Keenan,D,SC,19.527,60,6,15,18,21,39,132,4.55,0.1,0.25,0.3,0.35,0.65,2.2
49,John Moore,D,CHI,17.824,57,14,9,16,23,39,134,10.45,0.25,0.16,0.28,0.4,0.68,2.35
50,Jake Newton,D,LIN,19.981,59,10,18,10,28,38,169,5.92,0.17,0.31,0.17,0.47,0.64,2.86
51,Chris Forfar,F,LIN,19.727,58,11,13,14,24,38,154,7.14,0.19,0.22,0.24,0.41,0.66,2.66
52,Justin Daniels,F,SC,19.275,56,9,19,9,28,37,76,11.84,0.16,0.34,0.16,0.5,0.66,1.36
53,Josh Birkholz,F,FGO,17.471,55,21,11,4,32,36,164,12.8,0.38,0.2,0.07,0.58,0.65,2.98
54,David Gerths,F,LIN,17.969,52,12,8,16,20,36,102,11.76,0.23,0.15,0.31,0.38,0.69,1.96
55,Nick Larson,F,WAT,18.837,51,19,9,8,28,36,158,12.03,0.37,0.18,0.16,0.55,0.71,3.1
56,Scott Winkler,F,CR,18.563,55,10,17,9,27,36,143,6.99,0.18,0.31,0.16,0.49,0.65,2.6
57,J.T. Brown,F,WAT,18.207,36,14,13,9,27,36,71,19.72,0.39,0.36,0.25,0.75,1.0,1.97
58,Patrick Wey,D,WAT,17.49,58,7,17,10,24,34,81,8.64,0.12,0.29,0.17,0.41,0.59,1.4
59,Johnnie Searfoss,F,FGO,18.596,60,15,12,7,27,34,112,13.39,0.25,0.2,0.12,0.45,0.57,1.87
60,Michael Merrifield,F,GB,18.601,38,18,13,3,31,34,76,23.68,0.47,0.34,0.08,0.82,0.89,2.0
61,Eric Meland,F,LIN,18.968,58,15,13,6,28,34,125,12.0,0.26,0.22,0.1,0.48,0.59,2.16
62,Rocco Carzo,F,DM,18.21,45,20,8,5,28,33,119,16.81,0.44,0.18,0.11,0.62,0.73,2.64
63,Adam Pawlick,F,SC,18.629,53,20,6,7,26,33,138,14.49,0.38,0.11,0.13,0.49,0.62,2.6
64,Jeff Costello,F,CR,17.821,54,24,7,2,31,33,131,18.32,0.44,0.13,0.04,0.57,0.61,2.43
65,Radoslav Illo,F,TC,18.651,47,21,6,6,27,33,150,14.0,0.45,0.13,0.13,0.57,0.7,3.19
66,Paul Phillips,D,CR,17.169,60,8,9,16,17,33,81,9.88,0.13,0.15,0.27,0.28,0.55,1.35
67,Robbie Vrolyk,F,SF,19.614,56,24,4,5,28,33,174,13.79,0.43,0.07,0.09,0.5,0.59,3.11
68,Anthony Hayes,F,GB,19.669,56,15,7,11,22,33,92,16.3,0.27,0.12,0.2,0.39,0.59,1.64
69,Donnie Hallmark,F,SC,19.973,54,18,9,5,27,32,114,15.79,0.33,0.17,0.09,0.5,0.59,2.11
70,Brett Chartier,F,LIN,17.219,50,12,11,9,23,32,90,13.33,0.24,0.22,0.18,0.46,0.64,1.8
71,Derek Arnold,F,WAT,18.599,52,20,7,5,27,32,100,20.0,0.38,0.13,0.1,0.52,0.62,1.92
72,Taylor Johnson,D,GB,18.889,57,8,9,15,17,32,117,6.84,0.14,0.16,0.26,0.3,0.56,2.05
73,Seth Ambroz,F,OMA,15.458,60,14,9,8,23,31,151,9.27,0.23,0.15,0.13,0.38,0.52,2.52
74,Max Nicastro,D,CHI,18.541,57,9,10,12,19,31,121,7.44,0.16,0.18,0.21,0.33,0.54,2.12
75,Matt Zarbo,F,TC,18.36,57,14,10,7,24,31,152,9.21,0.25,0.18,0.12,0.42,0.54,2.67
76,Josh Berge,F,TC,18.495,50,8,13,10,21,31,89,8.99,0.16,0.26,0.2,0.42,0.62,1.78
77,Zach Golembiewski,F,IND,17.531,57,15,10,5,25,30,90,16.67,0.26,0.18,0.09,0.44,0.53,1.58
78,Ben Albertson,F,IND,19.111,59,14,12,4,26,30,116,12.07,0.24,0.2,0.07,0.44,0.51,1.97
79,Dennis Brown,D,OMA,19.135,59,3,9,17,12,29,78,3.85,0.05,0.15,0.29,0.2,0.49,1.32
80,Scott Pavelski,F,WAT,19.253,57,13,11,5,24,29,90,14.44,0.23,0.19,0.09,0.42,0.51,1.58
81,Nate Condon,F,FGO,18.3,58,11,11,7,22,29,103,10.68,0.19,0.19,0.12,0.38,0.5,1.78
82,Victor Anilane,F,SF,19.272,57,10,12,7,22,29,83,12.05,0.18,0.21,0.12,0.39,0.51,1.46
