,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Brayden Burke,LW,LET/MJ,19.954,194,77,132,95,209,304,0.428,0.702,0.51,1.13,1.638
1,Cody Glass,C,POR,18.584,236,94,128,71,222,293,0.416,0.768,0.344,1.19,1.533
2,Sam Steel,C,REG,18.864,192,106,113,65,219,284,0.575,0.617,0.318,1.19,1.508
3,Noah Gregor,C,MJ/VIC/PA,19.26,239,121,103,55,224,279,0.569,0.455,0.245,1.024,1.268
4,Matthew Phillips,C,VIC,18.694,213,135,95,49,230,279,0.645,0.473,0.258,1.122,1.38
5,Jayden Halbgewachs,C,MJ,19.735,212,135,82,54,217,271,0.715,0.425,0.26,1.138,1.398
6,Stelio Mattheos,C,BDN,18.381,243,122,97,50,219,269,0.592,0.449,0.27,1.04,1.308
7,Brandon Hagel,LW,RD,19.178,250,96,108,59,204,263,0.462,0.528,0.24,0.99,1.228
8,Dante Hannoun,C,VIC/PA,19.246,259,103,104,54,207,261,0.455,0.476,0.182,0.931,1.114
9,Jordy Bellerive,C,LET,18.498,265,110,75,67,185,252,0.452,0.331,0.286,0.784,1.069
10,Adam Brooks,C,REG,19.861,138,81,116,53,197,250,0.59,0.845,0.38,1.435,1.82
11,Giorgio Estephan,C,LET/SC,19.864,196,95,80,74,175,249,0.47,0.402,0.385,0.88,1.265
12,Max Gerlach,RW,MH/SAS,19.574,269,136,62,44,198,242,0.556,0.25,0.194,0.802,0.995
13,Tyler Steenbergen,C,SC,18.938,195,118,69,51,187,238,0.672,0.375,0.348,1.047,1.395
14,Trey Fix-Wolansky,RW,EDM,18.808,201,87,99,51,186,237,0.418,0.695,0.302,1.11,1.413
15,Glenn Gawdin,C,SC,19.726,172,101,72,63,173,236,0.635,0.442,0.39,1.075,1.465
16,Kailer Yamamoto,RW,SPO,18.212,162,82,97,55,179,234,0.51,0.628,0.358,1.132,1.493
17,Tyler Soy,C,VIC,19.844,182,107,82,43,189,232,0.578,0.475,0.255,1.052,1.302
18,Patrick Bajkov,RW,EVT,19.05,214,80,80,63,160,223,0.395,0.408,0.328,0.802,1.128
19,Kole Lind,RW,KEL,18.166,198,83,91,49,174,223,0.493,0.555,0.232,1.047,1.277
20,Brett Howden,C,MJ,18.716,175,86,74,60,160,220,0.498,0.488,0.362,0.985,1.35
21,Joachim Blichfeld,LW,POR,19.416,179,103,63,51,166,217,0.642,0.375,0.32,1.02,1.34
22,Jaret Anderson-Dolan,C,SPO,18.135,229,102,67,48,169,217,0.442,0.359,0.275,0.8,1.075
23,Davis Koch,RW,EDM/VAN,19.383,257,76,93,47,169,216,0.341,0.397,0.195,0.74,0.934
24,Matt Bradley,C,MH/REG,19.896,210,94,62,51,156,207,0.462,0.31,0.238,0.775,1.013
25,Dillon Dube,C,KEL,18.407,158,84,65,56,149,205,0.585,0.43,0.38,1.015,1.39
26,Aleksi Heponiemi,C,SC,18.184,129,56,89,59,145,204,0.44,0.71,0.48,1.155,1.63
27,Matteo Gennaro,C,CGY/PA/SC,19.713,206,103,54,45,157,202,0.535,0.283,0.218,0.815,1.032
28,Hudson Elynuik,C,SPO,19.176,191,78,74,49,152,201,0.415,0.4,0.268,0.81,1.08
29,Morgan Geekie,C,TC,18.407,206,77,78,45,155,200,0.388,0.408,0.232,0.8,1.03
30,Jordan Topping,LW,TC,19.406,187,99,56,45,155,200,0.542,0.308,0.25,0.845,1.095
31,Nolan Volcan,LW,SEA,19.325,243,84,67,47,151,198,0.38,0.298,0.215,0.675,0.895
32,Tyler Wong,RW,LET,20.047,141,94,63,40,157,197,0.67,0.445,0.285,1.115,1.405
33,Ty Ronning,RW,VAN,19.154,205,117,44,35,161,196,0.642,0.212,0.155,0.86,1.015
34,Skyler McKenzie,LW,POR,18.902,212,97,59,40,156,196,0.5,0.298,0.185,0.798,0.99
35,David Quenneville,D,MH,18.76,183,63,71,61,134,195,0.358,0.395,0.34,0.752,1.09
36,Garrett Pilon,C,KAM/EVT,18.675,207,69,80,43,149,192,0.372,0.395,0.22,0.77,0.987
37,Ty Lewis,LW,BDN,18.782,188,84,62,45,146,191,0.475,0.345,0.258,0.82,1.078
38,Nick Henry,RW,REG/LET,18.452,185,72,66,53,138,191,0.378,0.43,0.285,0.808,1.092
39,Braylon Shmyr,LW,BDN/SAS,19.584,200,89,73,28,162,190,0.455,0.408,0.143,0.862,1.005
40,Connor Dewar,C,EVT,18.348,263,98,52,39,150,189,0.519,0.279,0.236,0.802,1.034
41,Brad Morrison,C,PG/LET/VAN,19.946,207,76,66,47,142,189,0.362,0.342,0.228,0.705,0.932
42,Jake Kryski,C,KAM/KEL/CGY,19.649,250,67,77,41,144,185,0.345,0.364,0.194,0.711,0.908
43,James Hamblin,C,MH,18.512,253,77,58,47,135,182,0.381,0.284,0.224,0.666,0.885
