,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,eTOI,eTOI/GP,eG/60,eA1/60,eA2/60,eP1/60,eP/60,eSh/60,exG/60,QoT TOI,QoC TOI,QoT GF%,QoC GF%,GF%Rel,GF%,GF,GA,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
10,Ivan Barbashev,C,MON,18.005,173,88,80,57,168,225,583,16.337,0.59,0.465,0.358,1.058,1.418,3.51,29.578,0.522,1186.885,20.873,1.652,1.34,1.022,2.995,4.018,10.13,1.478,19.728,18.172,57.645,48.22,20.225,65.425,307,166,21,104,21.595,17,108,20.148,50,371,14.13,1294,2643,49.342
11,Anthony Beauregard,C,VDO,18.958,207,69,99,55,168,223,434,15.102,0.351,0.515,0.288,0.864,1.152,2.149,19.996,0.304,1065.195,17.342,1.14,1.735,0.996,2.88,3.878,7.284,1.01,18.919,18.062,57.352,50.345,9.354,62.298,306,169,22,67,31.179,18,83,20.111,29,284,9.855,1995,3546,54.546
12,Adam Erne,LW,QUE,18.657,176,90,75,55,165,220,673,13.788,0.552,0.415,0.335,0.968,1.302,3.98,28.195,0.48,1250.745,21.335,1.553,1.168,0.943,2.72,3.657,11.168,1.35,19.76,18.458,58.508,50.412,13.837,63.858,297,171,29,97,31.932,26,103,23.485,35,473,7.808,948,1730,55.18
13,Christopher Clapperton,LW,BLB/RIM,19.812,181,95,66,54,161,215,564,16.585,0.535,0.362,0.302,0.898,1.205,3.27,27.105,0.448,1175.327,19.435,1.655,1.12,0.935,2.778,3.713,10.102,1.382,19.04,18.27,60.9,50.065,13.22,66.13,287,146,26,89,27.562,22,93,25.282,47,382,12.198,72,144,39.775
14,Jonathan Drouin,C,HAL,17.97,95,70,79,64,149,213,389,18.565,0.735,0.835,0.675,1.57,2.245,4.115,25.085,0.53,1080.5,22.8,1.96,2.185,1.77,4.15,5.92,10.77,1.39,19.75,18.585,67.2,48.135,13.97,73.95,252,89,21,56,34.76,17,69,22.88,32,264,12.2,505,972,47.955
15,Timo Meier,RW,HAL/ROU,18.186,179,95,69,47,164,211,809,11.308,0.57,0.47,0.292,1.045,1.335,4.942,37.422,0.668,1165.175,20.47,1.622,1.318,0.812,2.938,3.75,14.255,1.895,19.618,18.412,58.685,49.728,23.782,69.932,287,124,28,103,27.858,25,143,18.945,42,563,6.77,139,294,46.912
16,Anthony DeLuca,LW,RIM,18.843,202,101,72,36,173,209,808,12.76,0.538,0.385,0.188,0.923,1.11,4.178,32.832,0.488,1290.862,19.11,1.655,1.182,0.572,2.84,3.41,12.952,1.498,18.735,17.935,57.71,49.212,15.445,65.985,282,146,20,80,24.303,22,110,21.348,59,618,9.73,48,95,49.165
17,Anthony Mantha,RW,VDO,18.498,124,107,66,36,173,209,608,17.74,0.875,0.55,0.295,1.425,1.72,4.91,47.465,0.775,1396.115,22.645,2.3,1.425,0.77,3.73,4.5,13.06,2.045,20.67,18.325,58.875,50.74,15.64,65.15,273,145,40,102,38.66,23,103,22.95,44,403,10.93,131,318,41.085
18,Anthony Beauvillier,C,SHA,17.52,178,91,71,44,162,206,753,12.785,0.617,0.408,0.295,1.022,1.32,4.482,32.688,0.61,1178.9,21.22,1.668,1.128,0.822,2.8,3.617,12.515,1.672,18.875,18.43,56.24,50.862,18.68,61.868,271,169,18,78,22.392,25,111,23.985,48,564,8.882,2190,3840,57.145
19,Nikolaj Ehlers,LW,HAL,18.086,114,86,73,46,159,205,535,15.995,0.755,0.66,0.405,1.41,1.815,4.71,34.355,0.615,1310.095,23.17,1.965,1.68,1.05,3.645,4.695,12.235,1.575,19.62,18.52,60.515,49.145,32.455,73.055,263,97,20,64,32.105,19,99,19.665,47,372,12.55,66,170,30.985
20,Danick Martel,C,BLB,19.01,195,99,66,38,165,203,678,14.968,0.572,0.395,0.218,0.968,1.182,3.69,30.118,0.468,1304.585,20.22,1.64,1.128,0.628,2.768,3.4,10.9,1.352,19.088,18.385,60.288,51.275,11.603,63.16,254,155,24,80,29.542,20,119,16.093,55,479,12.232,1094,2426,45.015
21,Daniel Sprong,RW,CHA,17.748,168,85,88,29,173,202,675,12.01,0.495,0.532,0.242,1.03,1.27,4.158,23.228,0.475,1031.812,20.752,1.438,1.538,0.695,2.978,3.673,12.022,1.368,18.502,18.458,52.27,49.68,18.142,61.328,256,164,21,71,29.693,28,116,22.875,36,488,6.735,38,97,39.852
22,Philippe Sanche,RW,BLB,19.425,210,79,66,55,145,200,528,15.892,0.415,0.281,0.276,0.699,0.975,2.618,17.512,0.361,874.602,18.364,1.335,0.931,0.928,2.265,3.194,8.452,1.151,18.762,17.996,55.475,49.959,24.735,69.354,293,109,17,84,19.272,18,84,11.789,44,360,15.034,180,429,47.941
23,Nikita Jevpalovs,LW,BLB,19.268,185,95,56,42,151,193,499,19.538,0.575,0.33,0.265,0.898,1.165,2.84,24.73,0.397,1172.908,18.748,1.772,1.042,0.8,2.812,3.612,9.05,1.252,19.63,18.27,61.382,49.332,24.245,73.458,261,97,26,58,45.238,22,78,28.548,47,363,13.152,637,1192,52.598
24,Alexis Loiseau,C,RIM,19.928,198,67,75,49,142,191,434,15.77,0.378,0.412,0.267,0.795,1.062,2.327,20.115,0.3,1243.815,18.6,1.19,1.275,0.832,2.462,3.295,7.445,0.943,18.655,18.167,58.342,50.72,5.46,58.972,271,180,17,74,22.355,15,66,22.232,35,294,12.44,1936,3648,52.795
25,Luca Ciampini,LW,HAL/BAC,19.774,198,73,57,59,130,189,518,14.295,0.397,0.285,0.315,0.68,0.995,2.73,23.415,0.352,1141.582,17.118,1.37,1.02,1.098,2.392,3.485,9.565,1.25,19.138,18.022,58.485,48.288,19.632,69.185,263,113,24,101,25.242,24,95,27.935,25,322,7.782,23,62,27.032
26,Maxim Lazarev,LW,CAP,18.879,160,79,56,51,135,186,449,16.822,0.502,0.382,0.322,0.885,1.208,3.002,25.825,0.483,1008.078,18.905,1.58,1.2,1.02,2.78,3.8,9.48,1.522,19.162,18.118,56.698,49.3,14.702,63.262,268,162,11,59,17.62,21,74,28.795,47,316,14.338,28,54,53.248
27,Laurent Dauphin,C,CHI,18.726,170,80,65,41,145,186,737,10.83,0.49,0.395,0.275,0.885,1.16,4.622,29.895,0.535,1233.852,21.92,1.345,1.085,0.73,2.43,3.155,12.528,1.455,18.9,18.447,49.195,51.67,20.553,58.575,246,172,30,98,29.445,17,104,16.31,33,535,6.302,1501,2893,52.102
28,Maxime St-Cyr,C,ROU/BAC,19.834,202,112,43,30,155,185,642,17.675,0.61,0.212,0.172,0.825,0.998,3.48,36.415,0.538,1306.192,19.33,1.862,0.675,0.508,2.535,3.04,10.587,1.625,18.09,18.065,54.06,49.638,12.132,58.655,271,189,31,101,31.992,29,127,22.805,52,414,12.738,2173,4058,53.29
29,Valentin Zykov,RW,BAC/GAT,18.589,162,84,52,48,136,184,551,15.43,0.508,0.338,0.282,0.845,1.128,3.29,25.155,0.483,924.378,18.165,1.678,1.108,0.935,2.785,3.72,10.872,1.598,19.083,18.212,59.31,48.51,23.705,73.068,256,84,30,117,25.072,21,104,19.758,33,330,10.78,46,85,40.685
30,Christophe Lalonde,RW,MON/SHA,19.925,177,103,46,35,149,184,581,18.542,0.615,0.308,0.24,0.928,1.168,3.31,26.902,0.48,1137.432,20.182,1.83,0.882,0.698,2.712,3.412,9.958,1.408,18.512,17.998,56.817,49.765,10.328,59.338,254,186,20,77,27.958,34,101,36.293,49,403,12.785,331,807,42.892
31,Anthony Duclair,LW,QUE,18.306,140,85,67,31,152,183,404,20.048,0.592,0.47,0.238,1.062,1.302,2.888,19.46,0.455,811.405,19.27,1.808,1.458,0.745,3.27,4.01,8.95,1.405,19.552,18.408,57.683,51.175,19.873,67.71,237,115,20,79,28.975,21,64,33.038,44,261,15.695,46,120,33.848
32,Kyle Farrell,C,CAP,19.826,167,90,64,29,154,183,648,13.72,0.552,0.41,0.175,0.962,1.14,3.958,32.77,0.55,1164.4,20.35,1.63,1.21,0.52,2.845,3.36,11.683,1.63,18.833,18.382,49.688,51.482,12.142,55.01,244,197,33,109,30.422,19,97,19.608,38,442,8.17,1570,2716,56.72
33,Gabryel Paquin-Boudreau,LW,BAC/CHI/GAT,19.69,201,74,65,43,139,182,552,13.364,0.429,0.469,0.238,0.89,1.13,3.119,20.006,0.408,913.435,18.702,1.335,1.524,0.74,2.85,3.593,9.864,1.301,19.07,17.79,57.045,48.832,26.316,71.971,263,107,25,91,25.598,15,90,13.528,34,371,9.996,19,47,52.085
34,Nicolas Roy,C,CHI/SHE,17.347,196,80,61,40,141,181,530,10.33,0.335,0.225,0.145,0.56,0.708,2.527,20.933,0.35,844.02,16.565,0.973,0.685,0.443,1.657,2.102,8.9,1.085,18.922,18.973,49.795,54.363,7.15,41.53,257,165,35,131,17.578,21,102,14.018,24,297,5.725,2059,3834,51.075
35,Alexis D'Aoust,RW,SHA,18.576,249,84,62,35,146,181,648,12.961,0.452,0.368,0.181,0.822,1.0,3.26,31.354,0.475,1234.871,18.924,1.334,1.068,0.54,2.398,2.938,9.814,1.414,18.545,18.028,54.198,49.814,18.072,60.69,290,188,34,134,24.931,16,116,14.304,34,398,8.204,28,80,32.905
36,Samuel Blais,LW,VIC/CHA,18.496,149,71,64,43,135,178,400,16.925,0.44,0.41,0.272,0.852,1.125,2.578,23.99,0.408,999.218,17.935,1.415,1.372,0.885,2.782,3.675,8.295,1.305,18.775,18.068,53.412,48.495,20.065,66.965,244,131,19,64,31.235,16,85,16.428,36,251,13.78,14,43,35.707
37,Dmytro Timashov,LW,QUE/SHA,18.455,123,41,78,56,119,175,272,15.065,0.34,0.64,0.455,0.98,1.425,2.23,14.145,0.235,1146.315,18.65,1.085,2.055,1.455,3.14,4.59,7.175,0.745,20.275,18.205,56.96,49.985,23.66,68.47,220,102,9,28,38.635,10,34,29.41,22,210,10.76,7,14,52.085
38,Jerome Verrier,RW,DRU/QUE,19.602,176,82,50,40,132,172,599,11.745,0.37,0.265,0.218,0.632,0.85,2.99,21.84,0.382,1023.502,18.448,1.168,0.852,0.71,2.015,2.725,9.562,1.232,19.528,18.205,56.192,50.878,15.685,62.835,265,140,23,94,17.508,19,96,17.86,40,409,8.61,636,1222,54.61
39,Alexandre Goulet,C,CHA/VIC,18.696,194,94,49,26,143,169,500,19.045,0.493,0.265,0.135,0.762,0.892,2.608,29.685,0.462,1179.222,18.362,1.61,0.865,0.43,2.48,2.91,8.488,1.505,18.292,18.23,51.442,50.492,20.947,59.94,255,171,35,137,27.623,22,106,22.658,37,257,13.73,833,1613,51.058
40,Frederic Gamelin,C,BAC,19.432,191,35,76,57,111,168,383,8.978,0.185,0.422,0.33,0.61,0.94,2.08,15.34,0.24,1206.102,19.048,0.598,1.33,1.018,1.92,2.938,6.592,0.782,18.82,18.212,56.9,50.52,7.985,58.562,263,183,15,68,28.345,8,60,15.87,12,255,4.248,1832,3422,53.755
41,Marcus Power,RW,ROU,19.673,133,48,72,48,120,168,373,12.685,0.36,0.54,0.36,0.9,1.26,2.8,22.53,0.34,1314.705,19.76,1.075,1.61,1.085,2.685,3.77,8.415,1.015,18.255,18.565,54.12,51.69,14.23,59.89,232,154,15,51,31.605,15,57,25.795,18,265,6.605,242,538,42.585
42,Danny Moynihan,C,HAL/SHA,19.021,197,78,60,28,138,166,515,14.725,0.435,0.33,0.132,0.765,0.898,2.79,28.558,0.43,1172.34,17.805,1.388,1.078,0.462,2.462,2.93,9.285,1.402,18.658,18.112,54.192,48.918,16.505,62.982,243,138,20,86,22.708,17,111,14.268,41,318,12.338,1864,3300,56.155
43,Yan Pavel Laplante,LW,PEI/VIC/CHA/GAT,19.522,194,84,51,27,135,162,692,12.59,0.461,0.286,0.152,0.748,0.899,3.644,32.774,0.592,1039.904,19.199,1.44,0.901,0.473,2.34,2.812,11.392,1.841,18.676,18.064,56.758,50.344,1.186,57.699,248,194,25,133,17.06,22,128,19.135,37,431,8.769,586,1199,48.207
44,Peter Trainor,LW,RIM,19.791,133,74,44,44,118,162,436,16.82,0.555,0.33,0.33,0.88,1.21,3.275,29.13,0.435,1305.12,19.615,1.685,0.995,1.01,2.68,3.685,10.03,1.335,19.43,18.11,57.36,49.33,21.385,68.39,225,103,15,40,38.0,22,69,29.35,37,327,11.37,6,16,38.18
45,Julien Gauthier,RW,VDO,17.168,184,88,44,28,132,160,533,16.388,0.558,0.248,0.118,0.8,0.918,3.152,29.395,0.51,1016.485,17.172,1.828,0.898,0.41,2.725,3.135,10.672,1.703,18.75,17.935,57.538,50.03,17.918,69.062,258,116,38,119,29.848,17,83,23.695,33,331,9.73,7,29,23.208
46,Jean-Sebastien Dea,C,ROU,19.101,133,94,43,23,137,160,405,24.21,0.705,0.325,0.17,1.03,1.2,3.065,38.345,0.58,1328.605,20.005,2.125,0.975,0.525,3.1,3.625,9.09,1.725,18.82,18.655,55.605,51.89,14.755,60.97,236,151,26,83,33.28,20,72,29.05,48,250,19.895,1804,3251,55.42
47,Oliver Cooper,LW,SNB/CHA,19.596,260,74,47,38,121,159,512,15.185,0.316,0.186,0.17,0.502,0.673,2.052,22.639,0.36,1054.034,16.674,1.12,0.653,0.611,1.777,2.383,7.4,1.288,18.248,18.204,49.704,51.641,8.908,52.358,238,217,29,110,28.77,16,117,13.666,29,285,9.584,120,286,41.964
48,Nathan Noel,C,SNB,17.485,190,61,56,41,117,158,430,13.785,0.322,0.312,0.22,0.635,0.855,2.402,20.035,0.32,1089.438,17.392,1.128,1.072,0.755,2.198,2.952,8.245,1.098,18.462,18.385,51.957,49.972,11.022,56.54,218,166,17,69,21.88,15,62,23.79,29,299,9.362,1558,3040,51.148
49,Matthew Highmore,C,SNB,18.675,225,56,57,45,113,158,618,9.503,0.266,0.31,0.23,0.572,0.802,2.735,19.455,0.312,1099.784,17.819,0.871,0.999,0.701,1.869,2.572,9.14,1.032,18.469,18.251,51.559,51.1,9.652,55.136,248,198,19,102,18.221,22,99,24.696,15,417,3.824,2070,4117,50.972
50,Darcy Ashley,RW,HAL,20.07,114,56,60,42,116,158,327,17.37,0.505,0.545,0.375,1.05,1.425,2.9,20.665,0.37,1075.745,19.145,1.58,1.685,1.17,3.265,4.43,9.11,1.155,18.985,18.15,67.78,48.295,4.025,67.96,212,100,9,29,32.6,16,61,26.405,31,237,13.54,587,1140,51.595
51,Emile Poirier,LW,GAT,18.255,128,75,50,32,125,157,399,18.705,0.585,0.39,0.25,0.98,1.23,3.12,29.395,0.46,1303.77,20.385,1.72,1.15,0.74,2.87,3.605,9.175,1.35,18.865,18.33,50.955,52.67,11.605,55.98,196,153,33,85,38.815,13,61,19.56,29,253,11.43,39,108,34.5
52,Evgeny Svechnikov,RW,CAP,18.373,105,64,46,47,110,157,356,17.995,0.61,0.44,0.45,1.05,1.5,3.395,28.09,0.54,1010.39,19.25,1.905,1.37,1.395,3.275,4.67,10.58,1.68,19.245,18.275,56.275,49.58,24.975,70.565,199,83,19,57,33.895,17,57,29.625,28,242,11.62,372,741,48.775
53,Mathieu Lemay,RW,ROU,18.991,194,72,53,30,125,155,591,12.175,0.435,0.29,0.17,0.725,0.895,3.292,23.125,0.348,1172.555,17.788,1.378,0.978,0.55,2.355,2.907,10.902,1.148,17.8,18.365,52.635,51.52,3.535,52.53,203,185,15,52,28.685,15,87,16.468,42,452,9.302,19,46,42.855
54,Alex Dostie,C,GAT,17.674,170,56,48,48,104,152,326,16.902,0.358,0.312,0.335,0.67,1.002,2.165,21.61,0.388,937.63,16.712,1.26,1.102,1.145,2.355,3.5,7.528,1.34,18.605,17.635,58.275,48.705,18.91,68.528,211,107,15,71,21.725,16,85,16.11,25,170,15.085,722,1619,45.085
55,Marc-Olivier Roy,C,BLB/QUE,19.112,163,69,54,29,123,152,399,17.13,0.422,0.312,0.172,0.735,0.908,2.46,20.235,0.363,968.522,17.405,1.455,1.075,0.587,2.528,3.117,8.492,1.245,19.27,18.36,59.378,51.185,8.195,61.435,219,128,26,73,35.118,17,72,26.535,26,254,10.15,466,1001,43.47
56,Matt Murphy,D,HAL/VDO/QUE/SNB,19.501,260,31,50,69,81,150,483,6.418,0.139,0.218,0.276,0.356,0.633,2.07,8.61,0.132,1499.004,22.924,0.355,0.569,0.719,0.924,1.642,5.369,0.338,18.149,18.331,56.201,52.056,-2.02,52.922,396,320,5,17,30.208,2,21,7.67,24,445,5.409,1,3,6.25
57,Charles Hudon,LW,CHI/BAC,18.731,113,56,53,38,109,147,558,10.075,0.5,0.47,0.34,0.965,1.3,4.935,27.655,0.49,1203.565,21.3,1.4,1.32,0.945,2.72,3.665,13.905,1.38,19.07,18.485,53.135,51.495,27.815,67.135,188,92,11,50,22.05,10,47,21.765,35,461,7.65,34,90,36.97
58,Pierre-Maxime Poudrier,C,QUE/VDO,19.594,199,62,50,34,112,146,398,16.175,0.338,0.295,0.19,0.635,0.818,2.05,19.162,0.282,1145.09,17.09,1.158,0.988,0.635,2.14,2.778,7.172,0.98,19.162,18.212,54.715,51.77,-4.705,50.645,221,215,20,80,25.8,20,75,26.478,22,243,9.375,1887,3624,52.165
59,Bronson Beaton,C,CAP/MON/BAT/QUE,19.73,262,63,42,40,105,145,568,11.674,0.308,0.175,0.182,0.483,0.66,2.555,23.031,0.342,1192.376,17.739,0.992,0.592,0.598,1.585,2.179,8.394,1.109,18.478,17.978,47.268,50.656,11.365,51.908,238,243,25,102,25.145,13,81,15.34,25,385,6.762,1527,2913,52.756
60,Loik Leveille,D,BAC/CHI/CAP,18.096,248,40,52,53,92,145,572,7.534,0.2,0.244,0.229,0.444,0.672,2.608,9.706,0.152,1366.546,21.776,0.545,0.656,0.617,1.202,1.819,7.079,0.415,17.481,18.138,54.081,50.731,2.014,54.252,332,277,4,14,27.082,6,16,36.805,30,542,6.19,0,0,0.0
61,Spencer Smallman,RW,SNB,18.14,233,56,46,42,102,144,393,14.356,0.276,0.214,0.202,0.49,0.696,1.835,15.31,0.246,981.409,16.251,0.984,0.756,0.732,1.739,2.472,6.595,0.886,18.444,18.38,50.752,51.424,5.578,52.294,225,190,22,83,22.542,12,63,12.351,22,247,10.839,213,547,37.838
62,Frederik Gauthier,C,RIM,18.64,153,56,54,34,110,144,335,16.947,0.385,0.342,0.182,0.732,0.912,2.3,13.987,0.3,887.342,18.77,1.24,1.1,0.588,2.34,2.93,7.328,0.955,19.462,18.54,58.76,51.968,6.32,61.382,228,152,20,71,25.458,12,51,23.068,24,213,12.352,1956,3942,50.968
63,Pierre-Luc Dubois,LW,CAP,16.728,116,52,60,32,112,144,342,13.615,0.435,0.51,0.275,0.94,1.215,2.885,27.86,0.47,1089.825,18.66,1.32,1.605,0.9,2.925,3.825,9.065,1.47,19.205,18.335,56.035,50.31,13.42,62.735,201,112,15,79,16.035,12,52,20.14,25,211,11.12,496,1016,45.73
64,Christophe Lalancette,C,BAT/DRU,19.612,171,45,54,44,99,143,373,13.038,0.268,0.315,0.21,0.582,0.795,2.065,16.11,0.295,945.007,17.755,0.903,1.062,0.715,1.965,2.68,6.978,0.992,18.84,18.35,50.022,51.66,10.098,54.082,225,163,17,85,23.8,11,76,13.41,17,212,9.67,1773,3548,49.795
65,Jeremy Gregoire,RW,BAC/CHI,18.279,159,74,48,20,122,142,570,12.845,0.522,0.362,0.15,0.885,1.035,4.092,24.958,0.555,937.785,20.365,1.52,1.035,0.428,2.558,2.985,11.858,1.61,19.195,18.188,55.002,50.495,15.24,60.475,212,132,27,110,26.708,17,92,19.112,30,368,7.538,650,1144,56.24
66,Julien Nantel,C,ROU,18.148,188,63,47,32,110,142,524,14.882,0.37,0.231,0.172,0.599,0.771,2.832,19.379,0.353,833.376,15.744,1.398,0.839,0.626,2.236,2.864,10.459,1.29,17.928,18.012,56.73,51.479,7.399,62.264,198,124,17,69,33.96,15,87,19.372,31,368,6.796,1041,2131,42.87
67,Cameron Darcy,C,CAP/SHE,20.04,121,56,48,37,104,141,411,13.56,0.46,0.39,0.31,0.85,1.155,3.41,28.07,0.465,1243.295,20.59,1.34,1.145,0.9,2.485,3.385,9.935,1.355,19.42,18.26,52.925,51.11,19.305,58.835,202,140,8,46,16.375,11,74,13.69,37,291,12.775,1188,2240,53.025
68,Alex Barre-Boulet,C,DRU,17.82,133,58,56,26,114,140,343,16.78,0.44,0.42,0.2,0.86,1.06,2.59,26.25,0.395,1311.555,19.78,1.315,1.255,0.58,2.57,3.15,7.795,1.19,19.055,18.175,49.085,51.65,30.03,60.385,200,129,10,49,21.955,20,78,25.385,28,216,12.695,1303,2610,49.615
69,Alexis Pepin,RW,PEI/CHA/GAT/VDO,18.519,233,76,32,30,108,138,546,14.431,0.35,0.158,0.146,0.509,0.653,2.435,18.966,0.329,871.521,14.929,1.414,0.621,0.572,2.036,2.612,9.786,1.318,18.075,17.815,56.479,50.712,6.156,60.906,221,141,25,92,30.129,22,97,22.59,29,357,8.352,331,765,53.562
70,Sebastien Sylvestre,C,CHI/RIM,19.44,132,58,47,33,105,138,427,14.21,0.44,0.355,0.255,0.8,1.05,3.26,29.46,0.45,1264.195,19.185,1.375,1.11,0.78,2.49,3.27,10.09,1.395,19.18,18.095,50.675,51.46,12.93,58.38,166,118,24,75,31.935,10,71,15.435,24,281,8.6,476,992,44.365
71,Alexandre Carrier,D,GAT,18.061,242,29,81,27,110,137,388,8.625,0.16,0.399,0.122,0.56,0.682,1.756,10.01,0.169,1441.832,23.898,0.39,0.981,0.304,1.37,1.68,4.361,0.411,17.623,18.334,56.681,51.988,0.249,54.874,354,323,6,22,22.5,4,22,16.458,19,344,7.203,0,4,0.0
72,Guillaume Gelinas,D,VDO/BLB,19.716,136,29,56,52,85,137,467,3.793,0.143,0.28,0.257,0.42,0.677,2.31,8.447,0.123,1175.893,23.987,0.323,0.63,0.593,0.953,1.543,5.29,0.287,16.967,18.023,52.233,46.263,-21.067,38.933,284,203,3,13,15.08,3,8,24.443,23,446,3.097,0,0,0.0
73,Charles-Eric Legare,RW,RIM/CAP/SHE/VIC,19.538,189,69,45,23,114,137,485,14.01,0.345,0.232,0.108,0.578,0.69,2.435,19.38,0.308,1001.728,16.028,1.272,0.865,0.402,2.138,2.54,9.052,1.138,18.408,18.048,47.83,51.018,0.375,46.275,178,190,15,64,22.525,16,81,21.26,38,340,10.66,18,55,32.835
74,Vincent Dunn,LW,VDO/GAT/RIM,18.254,149,75,33,27,108,135,450,15.73,0.478,0.205,0.162,0.688,0.85,3.1,19.61,0.405,812.395,16.658,1.72,0.755,0.575,2.47,3.048,11.15,1.442,19.118,18.078,57.6,50.28,20.498,68.43,191,97,29,72,35.808,20,90,20.14,26,288,9.062,498,1005,51.395
75,Ryan Penny,C,MON/ROU,19.268,203,66,40,29,106,135,507,14.13,0.365,0.22,0.18,0.585,0.765,2.605,21.218,0.315,1180.21,17.58,1.237,0.728,0.56,1.967,2.528,8.92,1.06,18.298,18.265,52.78,51.78,0.452,51.62,201,190,21,75,29.008,21,95,25.05,24,337,7.912,1543,3154,48.738
76,Jean-Christophe Beaudin,C,ROU,17.72,130,47,47,41,94,135,306,11.885,0.337,0.29,0.275,0.625,0.9,2.09,15.032,0.258,829.532,13.625,1.078,0.962,0.89,2.04,2.93,6.59,0.808,14.628,13.735,45.067,39.002,-2.74,50.772,192,92,9,31,21.785,10,49,15.888,28,226,9.688,615,1202,36.46
77,Mathieu Ayotte,RW,VIC,18.538,191,54,58,23,112,135,381,14.49,0.336,0.346,0.148,0.681,0.829,2.32,12.264,0.248,875.777,17.692,1.114,1.129,0.49,2.239,2.729,7.694,0.812,17.989,18.354,50.396,52.661,-0.519,47.846,179,203,11,52,26.145,12,49,26.345,31,280,10.411,115,341,30.649
