,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Travis Morin,C,TEX,31.716,399,115,146,109,261,370,969,12.92,0.29,0.361,0.202,0.649,0.854,2.25
1,Andy Miele,C,POR/GR/LV,27.45,420,119,138,111,257,368,831,12.594,0.246,0.318,0.32,0.562,0.884,1.934
2,Chris Bourque,LW,HER/PRO/HFD,29.566,333,114,131,92,245,337,1046,10.586,0.314,0.372,0.248,0.68,0.925,2.97
3,Jason Akeson,RW,ADK/LV/RCH/BNG,25.318,395,114,120,94,234,328,1058,11.324,0.307,0.32,0.22,0.629,0.845,2.705
4,T.J. Hensick,C,PEO/HFD/HAM/UTI/CHA/ONT,29.796,391,95,133,95,228,323,857,10.057,0.22,0.324,0.212,0.544,0.756,2.194
5,Chris Mueller,C,MIL/TEX/HFD/SD/TUC,29.56,383,128,113,76,241,317,943,14.065,0.298,0.382,0.227,0.678,0.903,2.152
6,T.J. Brennan,D,RCH/TOR/RFD/LV,26.484,382,113,109,95,222,317,1140,10.57,0.292,0.279,0.264,0.573,0.839,2.806
7,Phil Varone,C,RCH/BNG,24.814,392,89,132,77,221,298,800,11.93,0.248,0.362,0.186,0.612,0.796,2.084
8,Joe Whitney,LW,ALB/BRI/TUC/SA,27.638,387,114,84,79,198,277,1000,11.127,0.274,0.191,0.21,0.465,0.678,2.407
9,Kris Newbury,C,CT/HER/ADK/ONT/CHA/BAK,33.602,362,102,99,68,201,269,836,13.806,0.234,0.195,0.103,0.435,0.534,1.733
10,Matthew Ford,RW,HER/ADK/SPR/OKC/BAK/GR,30.966,380,123,77,69,200,269,965,12.375,0.314,0.214,0.195,0.527,0.722,2.536
11,Ben Street,C,WBS/ABB/LE/SA/GR,28.619,319,111,97,61,208,269,1042,10.98,0.391,0.374,0.242,0.771,1.012,3.687
12,Cole Schneider,LW,BNG/RCH,25.088,353,111,94,63,205,268,859,12.6,0.322,0.31,0.183,0.627,0.815,2.547
