,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,London Knights,204,133,57.238,838,581,257,50.038,6520,6342,178,11.905,0.91,102.912,54.658,243.32,200.822,42.498,11.448,0.905,101.985,10.43,0.138,9.823,0.14,210,135,75,59.445,924,630,294,59.537,20.742,0.796,171,124,47,56.102,934,803,131,52.508,18.708,0.838,457,322,135,57.08,4662,4909,-247,48.1,8.865,0.936
1,Sault Ste. Marie Greyhounds,204,128,58.798,839,622,217,52.97,6848,6214,634,12.078,0.904,102.508,55.92,251.872,197.955,53.918,11.02,0.903,101.275,24.13,0.318,3.204,0.052,215,146,69,61.618,849,767,82,53.067,25.193,0.823,176,121,55,59.543,862,722,140,55.485,19.488,0.836,448,355,93,57.19,5137,4725,412,52.548,8.702,0.928
2,Kitchener Rangers,204,119,53.005,742,661,81,50.438,6504,6407,97,11.115,0.902,101.27,52.912,242.705,216.252,26.452,11.18,0.899,101.042,-1.956,-0.02,6.252,0.089,183,173,10,50.375,859,756,103,52.512,20.93,0.773,164,141,23,54.008,1015,778,237,57.0,16.26,0.82,395,347,48,53.828,4630,4873,-243,48.815,8.205,0.934
3,Owen Sound Attack,204,112,54.925,788,636,152,57.345,7597,5737,1860,10.18,0.888,98.905,57.392,260.828,193.2,67.628,10.23,0.898,100.038,-0.826,-0.015,-20.052,-0.326,153,165,-12,49.32,778,738,40,53.372,19.992,0.762,189,145,44,58.427,967,839,128,55.17,19.615,0.828,446,326,120,56.135,5852,4160,1692,58.402,7.273,0.919
4,Erie Otters,204,111,52.975,794,631,163,53.088,6758,5641,1117,11.125,0.888,99.898,53.9,240.062,205.728,34.342,10.978,0.894,100.375,4.685,0.046,-13.275,-0.188,191,166,25,52.055,852,678,174,55.082,21.782,0.756,166,128,38,53.515,949,882,67,50.21,16.598,0.856,437,337,100,53.138,4957,4081,876,53.358,8.152,0.916
5,Windsor Spitfires,204,110,52.438,696,603,93,49.538,6176,6069,107,10.935,0.904,101.34,49.205,210.15,217.702,-7.555,10.435,0.894,99.815,9.601,0.148,21.453,0.308,175,130,45,54.398,792,697,95,51.495,20.9,0.817,139,136,3,50.138,835,852,-17,48.105,17.132,0.844,382,337,45,52.905,4549,4520,29,49.675,8.028,0.931
6,Sarnia Sting,204,108,55.295,799,678,121,49.57,6618,6724,-106,12.125,0.905,102.632,52.53,252.518,228.58,23.938,11.352,0.899,101.27,17.232,0.232,13.33,0.176,216,163,53,58.175,865,749,116,54.308,25.178,0.791,160,157,3,52.567,972,886,86,53.598,16.74,0.826,423,358,65,54.67,4781,5089,-308,48.025,8.638,0.935
7,Kingston Frontenacs,204,105,53.425,664,582,82,51.395,6787,6258,529,9.753,0.911,100.842,53.358,235.788,205.558,30.23,10.54,0.903,100.803,-17.788,-0.236,17.806,0.247,172,151,21,51.378,812,688,124,52.64,21.248,0.769,157,142,15,54.868,948,958,-10,50.378,17.16,0.859,335,289,46,54.26,5027,4612,415,51.4,6.5,0.942
8,Barrie Colts,204,96,52.848,778,722,56,50.12,6679,6776,-97,11.368,0.896,101.01,49.33,236.56,241.415,-4.852,10.57,0.892,99.71,18.44,0.24,11.164,0.152,184,176,8,51.35,829,879,-50,48.432,21.258,0.806,183,168,15,52.39,926,947,-21,49.492,18.855,0.829,411,378,33,53.412,4924,4950,-26,50.495,8.298,0.926
9,Hamilton Bulldogs,204,95,51.17,681,685,-4,52.252,6546,6241,305,10.165,0.894,99.52,53.43,238.953,206.332,32.62,10.655,0.899,100.52,-11.953,-0.148,-10.67,-0.151,186,183,3,52.512,875,733,142,55.995,21.07,0.762,165,148,17,53.442,951,787,164,55.93,16.865,0.814,330,354,-24,49.02,4720,4721,-1,50.852,6.645,0.928
10,Mississauga Steelheads,204,94,50.402,700,686,14,50.955,6580,6433,147,10.412,0.895,99.825,50.748,231.282,223.222,8.06,10.398,0.895,99.908,-0.535,0.003,-1.775,-0.027,177,192,-15,47.98,753,880,-127,46.495,22.715,0.786,169,151,18,52.5,929,874,55,51.582,18.255,0.826,354,343,11,50.625,4898,4679,219,51.59,7.05,0.928
11,Oshawa Generals,204,93,49.432,665,687,-22,48.968,6372,6581,-209,10.285,0.898,100.092,49.728,212.37,214.388,-2.02,10.065,0.903,100.322,4.629,0.066,-9.86,-0.134,177,170,7,52.39,729,717,12,51.415,24.49,0.762,148,153,-5,49.97,842,865,-23,49.762,17.862,0.821,340,364,-24,47.492,4801,4999,-198,48.485,6.63,0.93
12,Peterborough Petes,204,90,47.062,693,752,-59,46.94,6520,7244,-724,10.388,0.897,100.042,45.135,211.275,257.105,-45.828,9.87,0.894,99.225,10.724,0.155,7.356,0.088,148,194,-46,41.705,705,935,-230,41.585,21.435,0.79,146,183,-37,41.515,841,989,-148,44.51,16.578,0.815,399,375,24,51.688,4974,5320,-346,48.268,7.855,0.931
13,Niagara IceDogs,204,89,49.162,656,697,-41,48.99,6637,7008,-371,9.762,0.903,100.11,47.26,214.26,240.855,-26.59,9.738,0.896,99.31,0.489,0.008,18.352,0.233,169,189,-20,47.41,722,838,-116,46.28,22.118,0.783,141,173,-32,47.022,793,933,-140,45.71,18.18,0.828,346,335,11,51.095,5122,5237,-115,49.982,6.73,0.936
14,Ottawa 67's,204,87,47.345,675,745,-70,49.535,6172,6375,-203,10.4,0.886,99.012,49.455,223.838,229.707,-5.87,10.8,0.892,99.955,-8.588,-0.12,-11.29,-0.162,157,171,-14,49.565,777,783,-6,52.01,19.638,0.785,163,163,0,47.86,977,1011,-34,49.562,15.702,0.826,355,411,-56,46.418,4418,4581,-163,49.192,7.59,0.915
15,North Bay Battalion,204,81,47.07,637,716,-79,50.213,6413,6403,10,9.58,0.893,98.895,47.652,206.252,226.6,-20.348,9.58,0.894,98.95,-0.252,0.0,-1.149,-0.015,156,176,-20,46.535,704,742,-38,48.362,21.435,0.769,144,157,-13,48.84,847,881,-34,49.552,16.895,0.826,337,383,-46,46.49,4862,4780,82,50.588,6.582,0.925
