,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Oliver Bjorkstrand,RW,POR,19.434,59,63,33,22,96,118,1.07,0.56,0.37,1.63,2.0
1,Trevor Cox,LW,M.H,19.094,69,29,64,16,93,109,0.42,0.93,0.23,1.35,1.58
2,Tim  McGauley,C,BDN,19.149,72,42,39,24,81,105,0.58,0.54,0.33,1.12,1.46
3,Cole Sanford,RW,M.H,19.127,72,50,26,19,76,95,0.69,0.36,0.26,1.06,1.32
4,Cole Ully,LW,KAM,19.568,69,34,35,25,69,94,0.49,0.51,0.36,1.0,1.36
5,Nick Merkley,C,KEL,17.315,72,20,45,25,65,90,0.28,0.62,0.35,0.9,1.25
6,Nicolas Petan,C,POR,19.486,54,15,51,23,66,89,0.28,0.94,0.43,1.22,1.65
7,Adam Helewka,LW,SPO,19.154,69,44,25,18,69,87,0.64,0.36,0.26,1.0,1.26
8,Brayden  Point,C,M.J,18.508,60,38,26,23,64,87,0.63,0.43,0.38,1.07,1.45
9,Adam Tambellini,C,CAL,19.872,71,47,22,17,69,86,0.66,0.31,0.24,0.97,1.21
10,Jack Rodewald,RW,M.J,20.584,71,35,34,16,69,85,0.49,0.48,0.23,0.97,1.2
11,Chase De Leo,C,POR,18.892,67,39,28,17,67,84,0.58,0.42,0.25,1.0,1.25
12,Dryden Hunt,LW,M.H/REG,18.809,71,33,35,15,68,83,0.46,0.49,0.21,0.96,1.17
13,Luke Philp,C,KTN,18.859,71,30,29,23,59,82,0.42,0.41,0.32,0.83,1.15
14,Rourke Chartier,C,KEL,18.451,58,48,13,21,61,82,0.83,0.22,0.36,1.05,1.41
15,Nikita Scherbak,RW,EVT,18.711,65,27,36,19,63,82,0.42,0.55,0.29,0.97,1.26
16,Jake DeBrusk,LW,S.C,17.911,72,42,20,19,62,81,0.58,0.28,0.26,0.86,1.12
17,Jaedon Descheneau,RW,KTN,19.562,70,34,32,15,66,81,0.49,0.46,0.21,0.94,1.16
18,Morgan Klimchuk,LW,BDN/REG,19.54,60,34,34,12,68,80,0.57,0.57,0.2,1.13,1.33
19,Connor Rankin,LW,CAL,19.792,72,32,32,15,64,79,0.44,0.44,0.21,0.89,1.1
20,Jansen Harkins,C,P.G,17.315,70,20,35,24,55,79,0.29,0.5,0.34,0.79,1.13
21,Austin Carroll,LW,VIC,20.474,69,38,20,19,58,77,0.55,0.29,0.28,0.84,1.12
22,Tyson Baillie,C,KEL,18.831,68,37,25,14,62,76,0.54,0.37,0.21,0.91,1.12
23,Matt Needham,C,KAM,19.414,71,25,25,26,50,76,0.35,0.35,0.37,0.7,1.07
24,Peter Quenneville,RW,BDN,20.521,72,27,26,22,53,75,0.38,0.36,0.31,0.74,1.04
25,Colby Cave,C,S.C,19.721,72,35,25,15,60,75,0.49,0.35,0.21,0.83,1.04
26,Rihards Bukarts,LW,BDN,18.708,62,33,28,13,61,74,0.53,0.45,0.21,0.98,1.19
27,Paul Bittner,LW,POR,17.862,66,34,23,14,57,71,0.52,0.35,0.21,0.86,1.08
28,Riley Sheen,LW,R.D/LET,19.735,71,24,31,16,55,71,0.34,0.44,0.23,0.77,1.0
29,Carson Stadnyk,RW,EVT,19.603,71,27,26,16,53,69,0.38,0.37,0.23,0.75,0.97
30,Chase Witala,LW,P.G,19.305,68,38,21,10,59,69,0.56,0.31,0.15,0.87,1.01
31,Jayce Hawryluk,C,BDN,18.705,54,30,22,13,52,65,0.56,0.41,0.24,0.96,1.2
32,Travis Sanheim,D,CAL,18.464,67,15,27,23,42,65,0.22,0.4,0.34,0.63,0.97
33,Sam Reinhart,C,KTN,18.859,47,19,28,18,47,65,0.4,0.6,0.38,1.0,1.38
34,Reid  Gardiner,RW,P.A,18.656,67,34,19,11,53,64,0.51,0.28,0.16,0.79,0.96
35,Joe  Hicketts,D,VIC,18.366,62,12,30,22,42,64,0.19,0.48,0.35,0.68,1.03
36,Tim Bozon,LW,KTN,20.48,57,35,15,13,50,63,0.61,0.26,0.23,0.88,1.11
37,Tyler Soy,C,VIC,17.594,69,28,23,12,51,63,0.41,0.33,0.17,0.74,0.91
38,Jason Fram,D,SPO,19.398,70,9,26,27,35,62,0.13,0.37,0.39,0.5,0.89
39,Brett Pollock,LW,EDM,18.497,70,32,17,13,49,62,0.46,0.24,0.19,0.7,0.89
40,Adam Brooks,C,REG,18.36,64,30,24,8,54,62,0.47,0.38,0.12,0.84,0.97
41,Ivan Nikolishin,LW,EVT,18.426,72,16,24,22,40,62,0.22,0.33,0.31,0.56,0.86
42,Coda Gordon,LW,S.C,20.115,62,25,21,15,46,61,0.4,0.34,0.24,0.74,0.98
43,Ivan Provorov,D,BDN,17.67,60,15,17,29,32,61,0.25,0.28,0.48,0.53,1.02
44,Brandon Magee,RW,VIC,20.644,50,23,28,10,51,61,0.46,0.56,0.2,1.02,1.22
45,Connor Gay,RW,R.D/REG,19.368,71,23,20,18,43,61,0.32,0.28,0.25,0.61,0.86
46,Kohl Bauml,C,EVT,19.806,71,30,16,14,46,60,0.42,0.23,0.2,0.65,0.85
47,Madison Bowey,D,KEL,19.401,58,17,29,14,46,60,0.29,0.5,0.24,0.79,1.03
48,Taylor Cooper,LW,REG/LET,18.872,65,25,21,14,46,60,0.38,0.32,0.22,0.71,0.92
49,Brooks  Maxwell,RW,R.D,20.46,71,27,19,13,46,59,0.38,0.27,0.18,0.65,0.83
50,Greg Chase,C,VIC/CAL,19.705,61,20,26,13,46,59,0.33,0.43,0.21,0.75,0.97
51,Braden Christoffer,LW,REG,20.121,72,26,15,18,41,59,0.36,0.21,0.25,0.57,0.82
52,Miles Koules,RW,POR/M.H,20.225,69,27,15,17,42,59,0.39,0.22,0.25,0.61,0.86
53,Axel Blomqvist,RW,VIC/M.J,19.625,61,25,19,15,44,59,0.41,0.31,0.25,0.72,0.97
