,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Portland Winterhawks,564,341,55.812,2285,1698,587,54.073,21123,18031,3092,9.84,0.906,100.506
1,Kelowna Rockets,564,324,49.837,2091,1626,465,49.802,18365,17041,1324,9.82,0.902,99.962
2,Medicine Hat Tigers,564,289,50.452,2020,1831,189,52.224,19979,17871,2108,9.336,0.901,99.402
3,Calgary Hitmen,563,287,49.323,1998,1797,201,52.259,18365,16527,1838,10.032,0.886,98.614
4,Everett Silvertips,564,284,60.442,1663,1535,128,55.372,17344,16836,508,8.892,0.929,101.726
5,Brandon Wheat Kings,563,279,51.124,2070,1907,163,48.012,18569,18904,-335,10.842,0.904,101.214
6,Edmonton Oil Kings,564,278,48.149,1890,1743,147,51.492,19263,16544,2719,9.59,0.89,98.531
7,Victoria Royals,564,277,50.751,1900,1798,102,48.0,17023,17997,-974,10.866,0.905,101.318
8,Spokane Chiefs,561,273,52.084,1927,1823,104,52.334,18307,16427,1880,10.47,0.893,99.716
9,Moose Jaw Warriors,562,270,55.09,1871,1824,47,50.697,17882,18119,-237,11.103,0.908,101.854
10,Tri-City Americans,562,270,49.762,1818,1804,14,46.3,16712,18569,-1857,10.521,0.907,101.249
11,Regina Pats,564,263,46.819,1922,1880,42,50.001,18572,18104,468,9.441,0.894,98.794
12,Kamloops Blazers,561,248,48.297,1769,1761,8,49.553,18049,17933,116,8.813,0.908,99.606
13,Red Deer Rebels,562,243,48.297,1726,1763,-37,48.622,17708,18498,-790,9.63,0.904,99.973
14,Seattle Thunderbirds,563,242,49.298,1732,1877,-145,48.878,17498,18294,-796,10.157,0.902,100.294
15,Prince Albert Raiders,564,240,56.621,1826,1938,-112,54.12,18496,18305,191,10.712,0.905,101.193
16,Swift Current Broncos,561,232,43.41,1709,1842,-133,42.436,17441,19330,-1889,9.737,0.908,100.515
17,Saskatoon Blades,564,231,50.337,1810,2098,-288,50.576,17968,19443,-1475,10.011,0.898,99.84
18,Lethbridge Hurricanes,563,226,50.87,1847,2126,-279,49.895,17555,20162,-2607,10.67,0.898,100.418
19,Vancouver Giants,563,218,51.207,1660,1974,-314,50.901,17401,17353,48,9.48,0.906,100.016
20,Prince George Cougars,564,199,42.728,1616,2026,-410,48.055,17504,18604,-1100,8.414,0.899,98.207
21,Kootenay Ice,288,132,50.535,890,869,21,49.504,8894,8984,-90,9.908,0.904,100.286
22,Kootenay ICE,276,59,37.55,703,1203,-500,45.164,7846,9988,-2142,8.958,0.88,96.908
