,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Wilkes-Barre/Scranton Penguins,152,91,56.205,494,388,106,51.965,4818,4454,364,9.845,0.916,101.43
1,Toronto Marlies,152,91,57.01,494,374,120,52.24,4726,4320,406,9.9,0.919,101.76
2,Lehigh Valley Phantoms,152,89,54.335,514,432,82,49.0,4648,4836,-188,10.525,0.914,101.86
3,Charlotte Checkers,152,82,52.935,471,416,55,51.87,4568,4241,327,9.71,0.908,100.45
4,Chicago Wolves,152,81,55.12,490,399,91,50.455,4579,4495,84,10.065,0.913,101.405
5,Grand Rapids Griffins,152,80,55.25,479,388,91,52.56,4983,4497,486,9.23,0.917,100.89
6,Providence Bruins,152,79,55.0,451,369,82,52.305,4854,4426,428,8.9,0.92,100.83
7,Syracuse Crunch,152,79,53.385,461,404,57,52.735,4592,4116,476,9.65,0.906,100.25
8,San Jose Barracuda,136,75,53.135,416,365,51,52.595,4314,3882,432,9.2,0.91,100.18
9,Bridgeport Sound Tigers,152,72,49.75,418,422,-4,51.935,4561,4219,342,8.87,0.904,99.245
10,San Diego Gulls,136,71,52.735,415,372,43,49.025,4153,4327,-174,9.63,0.918,101.39
11,Hershey Bears,152,71,49.85,451,452,-1,48.525,4030,4275,-245,10.73,0.898,100.555
12,Ontario Reign,136,69,51.035,396,380,16,51.13,4235,4044,191,9.045,0.909,99.89
13,Manitoba Moose,152,68,50.82,447,431,16,49.63,4736,4807,-71,8.955,0.915,100.4
14,Tucson Roadrunners,136,67,49.515,397,409,-12,49.17,3968,4125,-157,9.63,0.905,100.105
15,Milwaukee Admirals,152,67,49.03,428,445,-17,48.925,4423,4619,-196,9.24,0.91,100.16
16,Texas Stars,152,66,47.645,441,486,-45,49.765,4468,4509,-41,9.63,0.898,99.41
17,Rochester Americans,152,65,49.025,435,452,-17,47.91,4339,4707,-368,9.615,0.908,100.36
18,Stockton Heat,136,65,51.86,420,390,30,49.005,4025,4189,-164,9.76,0.912,100.875
19,Iowa Wild,152,65,48.515,410,434,-24,46.705,4206,4799,-593,9.4,0.914,100.855
20,Utica Comets,152,65,48.06,398,430,-32,49.555,4515,4599,-84,8.53,0.911,99.585
21,Bakersfield Condors,136,60,49.495,384,392,-8,48.675,3998,4215,-217,9.045,0.911,100.13
22,Springfield Thunderbirds,152,60,48.125,403,435,-32,48.43,4316,4600,-284,8.945,0.91,99.95
23,Cleveland Monsters,152,55,45.825,376,449,-73,49.725,4473,4525,-52,8.035,0.906,98.64
24,San Antonio Rampage,152,54,45.025,374,457,-83,49.295,4412,4536,-124,8.105,0.904,98.565
25,Rockford IceHogs,152,53,45.67,402,473,-71,52.545,5022,4535,487,7.545,0.901,97.67
26,Hartford Wolf Pack,152,46,42.57,390,527,-137,47.51,4367,4821,-454,8.73,0.895,98.2
27,Albany Devils,76,36,49.75,201,203,-2,52.67,2297,2064,233,8.47,0.905,98.99
28,St. John's IceCaps,76,33,49.42,213,218,-5,48.05,2119,2291,-172,9.71,0.909,100.63
29,Binghamton Senators,76,25,41.46,187,264,-77,47.96,2199,2386,-187,8.17,0.893,97.44
30,Binghamton Devils,76,23,44.01,191,243,-52,50.29,2180,2155,25,8.55,0.891,97.69
31,Laval Rocket,76,23,42.44,205,278,-73,49.28,2222,2287,-65,8.86,0.886,97.48
32,Belleville Senators,76,23,41.69,188,263,-75,45.13,2064,2509,-445,8.71,0.899,98.62
